,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-28,2024-09-30,$0.22,$0.21
1,2024-07-29,2024-06-30,$0.55,$1.03
2,2024-04-29,2024-03-31,$-0.26,$-0.31
3,2024-02-26,2023-12-31,$0.17,$0.29
4,2023-10-30,2023-09-30,$0.49,$0.25
5,2023-07-31,2023-06-30,$0.80,$1.00
6,2023-05-01,2023-03-31,$-0.61,$-0.59
7,2023-02-20,2022-12-31,$0.56,$0.48
8,2022-10-31,2022-09-30,$0.35,$0.57
9,2022-08-01,2022-06-30,$0.66,$0.85
10,2022-05-02,2022-03-31,$-0.07,$-0.11
11,2022-02-21,2021-12-31,$0.46,$0.42
12,2021-11-01,2021-09-30,--,$0.29
13,2021-08-02,2021-06-30,$0.83,$0.79
14,2021-05-03,2021-03-31,$-0.15,$-0.02
15,2021-02-22,2020-12-31,$0.60,$0.78
16,2020-11-01,2020-09-30,$0.35,$0.41
17,2020-08-03,2020-06-30,$0.13,$0.28
18,2020-05-04,2020-03-31,$-0.08,$-0.38
19,2020-02-24,2019-12-31,$0.65,$0.72
20,2019-11-04,2019-09-30,$0.48,$0.53
21,2019-08-05,2019-06-30,$0.97,$1.09
22,2019-05-06,2019-03-31,$-0.11,$-0.02
23,2019-02-25,2018-12-31,$0.57,$0.60
24,2018-11-05,2018-09-30,$0.46,$0.44
25,2018-08-06,2018-06-30,$0.69,$0.93
26,2018-05-07,2018-03-31,$-0.17,$-0.07
27,2018-02-26,2017-12-31,$0.50,$0.50
28,2017-11-06,2017-09-30,$0.45,$0.40
29,2017-08-07,2017-06-30,$0.49,$0.64
30,2017-05-08,2017-03-31,$-0.06,$-0.14
31,2017-03-06,2016-12-31,$0.33,$0.44
32,2016-10-31,2016-09-30,$0.41,$0.49
33,2016-08-01,2016-06-30,$0.45,$0.71
34,2016-05-09,2016-03-31,$0.03,$-0.04
35,2016-03-07,2015-12-31,$0.54,$0.66
36,2015-11-02,2015-09-30,$0.60,$0.68
37,2015-08-03,2015-06-30,$0.53,$0.57
38,2015-05-04,2015-03-31,$-0.07,$0.06
39,2015-03-11,2014-12-31,$0.45,$0.63
