Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,494.36200,,494.36200,52.33500,-392.23700,,44.39500,-7.61400,36.78100,16.30800,20.47300,20.47300,,11.91500,49.15900,44.39500,36.79000,37.81800,0.32000,0.29000,0.37190,0.59210,8.98030,8.98030,7.44010,2.41020,0.08980,3.11990,6.03650,0.37180,1.95970,17.83660,1.6137,1.5996
2024-06-30,546.67300,,546.67300,49.91700,-442.80400,,48.66100,-8.01500,40.64600,18.67300,21.97300,21.97300,,12.85100,52.51000,48.66100,36.78530,37.75270,0.35000,0.31000,0.38530,0.62670,8.90130,8.90130,7.43520,2.35080,0.10310,3.55510,7.29370,0.41420,2.18550,16.80210,1.2428,1.2189
2024-03-31,498.22100,,498.22100,49.18600,-405.47800,,37.98900,-8.29000,29.69900,13.81800,15.88100,15.88100,,9.05000,42.12100,37.98900,36.77000,37.77900,0.24000,0.22000,0.40400,0.67780,7.62490,7.62490,5.96100,1.81650,0.09600,2.65290,5.70910,0.30600,1.58120,16.28670,1.65980,1.63890
2023-12-31,446.37400,,446.37400,48.23100,-354.62000,,37.53190,-7.46700,30.06500,13.93700,16.12800,16.12800,,6.87100,41.53890,37.53200,36.69300,37.61900,0.19000,0.16000,0.41110,0.69790,8.40820,8.40820,6.73540,1.53930,0.08690,2.79730,6.40880,0.31380,1.64740,15.68590,-0.5835,-0.6247
2023-09-30,416.51400,,416.51400,45.66300,-336.64700,,27.85700,-6.71600,21.14100,12.27300,8.86800,8.86800,,2.15300,32.85900,27.85700,36.74900,37.68400,0.06000,0.04000,0.37320,0.59540,6.68810,6.68810,5.07570,0.51690,0.08630,1.63140,4.10670,0.18370,1.02260,14.79110,1.5153,1.4916
2023-06-30,404.51800,,404.51800,44.38300,-323.54200,,30.71800,-7.04400,23.67400,11.82400,11.85000,11.85000,,5.98900,33.68100,30.71800,36.74230,37.58580,0.16000,0.16000,0.39810,0.66150,7.59370,7.59370,5.85240,1.48050,0.08730,2.17010,5.58210,0.25570,1.30610,14.86220,-0.211,-0.3837
2023-03-31,381.62500,,381.62500,40.79800,-320.93600,,14.63800,-6.46500,8.17300,5.02200,3.15100,3.15100,,-1.06200,19.70100,14.63800,36.52300,36.52300,-0.03000,-0.03000,0.39080,0.64160,3.83570,3.83570,2.14160,-0.27830,0.08860,0.58180,1.54220,0.07310,0.35440,14.74230,1.17860,1.04320
2022-12-31,369.52790,,369.52790,39.73000,-294.10500,,30.43390,-5.40300,25.03100,18.91300,6.11800,6.11800,,0.87100,35.91190,30.43400,35.53100,35.53100,0.05000,0.06000,0.32710,0.48610,8.23590,8.23590,6.77380,0.23570,0.09150,1.14660,2.66060,0.15150,0.77160,14.66460,2.135,1.9776
2022-09-30,363.47800,,363.47800,38.21000,-289.09100,,30.62800,-5.50300,25.12500,5.06800,20.05700,20.05700,,14.22300,36.39900,30.62800,36.30400,36.78300,0.39000,0.38000,0.33880,0.51240,8.42640,8.42640,6.91240,3.91300,0.09100,3.86030,9.40360,0.50220,2.55230,14.33430,2.8218,2.7648
2022-06-30,339.84300,,339.84300,48.26200,-271.63000,,13.94200,-9.13500,4.80700,26.55500,-21.74800,-21.74800,,-22.40800,20.76600,13.94200,35.22900,35.22900,-0.64000,-0.64000,0.33260,0.49830,4.10250,4.10250,1.41450,-6.59360,0.09100,-4.13980,-10.18600,-0.58260,-2.76300,14.47020,3.7211,3.6322
