Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,27.05900,14.66000,12.39900,,11.47800,-0.98900,28.11000,-15.71100,-4.34300,-20.05400,,-20.05400,-22.73300,,-23.03300,0.42400,-15.71100,382.08680,382.08680,-0.06000,-0.06000,1.00000,,,45.82210,-58.06200,-58.06200,-74.11210,-85.12140,0.06670,,6.17360,14.57810,-6.25640,-6.10070,-5.60060,-6.10070,0.97390,-0.0672,-0.0082
2024-06-30,35.57400,13.91800,21.65600,,11.91600,-2.37200,28.42100,-6.76500,-4.87800,-11.64300,,-11.64300,-10.87600,,-11.16800,10.71700,-6.76500,340.66280,340.66280,-0.03000,-0.03000,1.20070,0.00010,0.18790,60.87590,-19.01670,-19.01670,-32.72900,-31.39370,0.07420,,13.92870,6.46150,-2.88510,-2.81590,-2.26790,-2.81560,1.03150,0.0365,-0.0765
2024-03-31,42.43300,14.40800,28.02500,,14.90900,-0.34400,30.34100,-2.31600,-7.29700,-9.61300,,-9.61300,-9.61300,,-9.89900,20.61700,-2.31600,290.60300,290.60300,-0.03000,-0.03000,0.44510,0.00020,0.36860,66.04530,-5.45800,-5.45800,-22.65450,-23.32850,0.10730,,25.43950,3.53780,-3.65420,-3.52970,-2.43130,-3.52910,0.89910,0.07860,-0.08300
2023-12-31,23.28500,8.93200,14.35300,,8.78800,-1.15400,19.01900,-4.66600,1.00800,-3.65800,,-3.65800,-10.50200,-0.02300,-10.80300,9.04900,-4.66600,209.95640,209.95640,-0.02000,-0.02000,0.40470,0.00030,0.56330,61.64060,-20.03870,-20.03870,-15.70970,-46.39470,0.06160,,23.26170,3.86900,-4.92550,-4.72020,-2.77750,-4.71900,0.80400,0.0502,-0.1211
2023-09-30,18.95500,8.26800,10.68700,,10.28600,-0.94400,20.37600,-9.68900,-10.19200,-19.88100,,-19.88100,-19.03100,-0.06800,-19.37100,4.79300,-9.68900,221.71840,221.71840,-0.09000,-0.09000,0.11970,0.23950,0.81290,56.38090,-51.11580,-51.11580,-104.88530,-102.19470,0.06080,,6.96110,12.92900,-13.15560,-12.36310,-6.10370,-9.40260,0.66290,0.0129,-0.0978
2023-06-30,15.45600,5.11300,10.34300,,8.55400,-0.52400,16.18800,-5.84500,-8.39600,-14.24100,,-14.24100,-17.53700,-0.00300,-17.80500,5.59200,-5.84500,210.42120,210.42120,-0.08000,-0.08000,0.17580,0.37930,0.88470,66.91900,-37.81700,-37.81700,-92.13900,-115.19800,0.05160,,,,-13.96870,-13.00790,-5.84910,-8.07360,0.62400,0.01,-0.0055
2023-03-31,11.53300,5.00200,6.53100,,9.39000,-0.30200,15.75200,-9.22100,-17.00100,-26.22200,,-26.22200,-26.22200,-0.03500,-26.51600,0.01100,-9.22100,165.01500,165.01500,-0.16000,-0.16000,0.39590,0.43670,0.78170,56.62880,-79.95320,-79.95320,-227.36490,-229.91420,0.03640,,,,-19.13460,-17.92190,-8.27760,-10.09610,0.78550,-0.05280,-0.11330
2022-12-31,9.56700,5.27900,4.28800,,11.61000,-0.34300,17.67600,-13.38800,-9.25400,-22.64200,,-22.64200,-24.53100,-0.42000,-25.20300,-3.98200,-13.38800,110.63880,110.63880,-0.18000,-0.18000,0.11220,0.38260,1.10770,44.82070,-139.93940,-139.93940,-236.66770,-263.43680,0.03010,,,,-22.61320,-20.83240,-7.72180,-12.86220,0.80930,-0.0359,-0.0967
2022-09-30,3.86400,5.18100,-1.31700,,8.88200,-1.54100,12.05700,-13.37400,-7.23000,-20.60400,-0.25600,-20.34800,-33.08700,-0.90100,-34.23500,-8.81400,-13.37400,108.83930,108.83930,-0.32000,-0.32000,0.15260,0.40080,1.05210,-34.08390,-346.11800,-346.11800,-533.22990,-885.99890,0.01250,,,,-29.53170,-27.15540,-10.67780,-16.27100,1.05540,-0.046,0.019
2022-06-30,1.38500,0.59100,0.79400,,6.75700,-1.09500,8.61000,-7.81600,-4.13900,-11.95500,,-11.95500,-13.03900,-0.63000,-13.90800,-5.61800,-7.81600,104.11900,104.11900,-0.14000,-0.14000,0.22120,0.38740,0.86730,57.32850,-564.33220,-564.33220,-863.17690,-1004.18800,0.00430,,,,-10.39300,-9.65730,-4.08570,-5.91580,1.28630,-0.0737,-0.2333
2022-03-31,0.21700,0.03200,0.18500,,8.80100,-0.54200,9.35200,-9.16700,-6.11000,-15.27700,,-15.27700,-15.27700,-2.90600,-18.22800,-6.68500,-9.16700,100.12140,100.12140,-0.18000,-0.18000,0.49030,0.44660,0.83310,85.25350,-4224.42400,-4224.42400,-7040.09200,-8400.00100,0.00080,,,,-13.67250,-12.62480,-5.59930,-6.98630,1.20060,-0.15230,-0.42940
2021-12-31,,,,,31.36200,-0.06000,,-31.42200,,-33.67700,,-33.06200,-34.27200,,-83.37800,-31.42200,-31.42200,85.20000,85.20000,-0.98000,-0.98000,1.48400,0.43450,0.76820,,,,,,,,,,-27.82290,-27.82290,-12.93720,-15.73510,1.23210,-0.1787,-1.1178
2021-09-30,,,,,5.99800,-0.03600,,-6.03400,,-6.03400,,-6.03400,-6.22200,,-6.22200,-6.03400,-6.03400,89.32900,89.32900,-0.07000,-0.07000,2.37200,,,,,,,,,,,,-61.10840,-62.53750,-50.25770,-61.10840,5.13720,-0.0514,-0.1123
2021-06-30,,,,,4.15200,-0.11500,,-4.26700,,-4.26700,,-4.26700,-4.40700,,-4.40700,-4.26700,-4.26700,89.32900,89.32900,-0.05000,-0.05000,2.73600,,,,,,,,,,,,-40.22920,-41.15270,-33.78880,-40.22920,5.52990,-0.0528,0.07
2021-03-31,,,,,0.82300,-0.85300,,-1.67600,,-1.67600,,-1.67600,-1.67600,,-1.67600,-1.67600,-1.67600,58.81900,58.81900,-0.03000,-0.03000,2.00380,,0.22960,,,,,,,,,,-14.49630,-14.80860,-10.71890,-14.49630,5.84800,0.00000,-0.40290
2020-12-31,4.22760,2.73440,1.49320,0.15020,1.05650,,1.20670,0.28650,1.19870,1.48520,0.02200,1.46320,1.46320,,1.46320,0.45720,0.28650,1.97640,1.97640,0.75000,0.75000,2.17000,,0.22710,35.31950,6.77710,6.77710,35.13060,34.61030,0.27390,1.66230,1.80770,49.78700,12.35870,12.61830,9.47940,12.35870,5.99160,0.1171,0.1171
2020-09-30,3.13500,2.26120,0.87380,0.13650,0.97980,,1.11630,-0.24250,-0.02460,-0.26710,0.00690,-0.27400,-0.27400,,-0.27400,-0.06910,-0.24250,1.97600,1.97600,-0.14000,-0.14000,1.68700,0.04410,0.37980,27.87190,-7.73570,-7.73570,-8.51890,-8.73990,0.20520,1.04890,1.89010,47.61750,-2.64360,-2.70840,-1.79390,-2.52710,5.24510,0.283,0.283
2020-06-30,2.57240,2.18750,0.38490,0.20120,1.20230,,1.40360,-1.01860,-0.02290,-1.04150,,-1.04150,-1.04150,,-1.04150,-0.84180,-1.01860,1.97600,1.97600,-0.53000,-0.53000,1.81050,0.06020,0.37330,14.96230,-39.59850,-39.59850,-40.48700,-40.48700,0.16650,0.81570,1.54740,58.16110,-9.79260,-10.03210,-6.74170,-9.20290,5.38240,-0.3857,-0.3931
2020-03-31,3.49720,2.34400,1.15320,0.18360,1.78100,,1.96460,-0.81140,-0.01460,-0.82590,-0.23890,-0.58700,-0.58700,,-0.58700,-0.63430,-0.81140,1.97600,1.97600,-0.30000,-0.30000,5.70320,0.18520,0.23890,32.97590,-23.20060,-23.20060,-23.61710,-16.78510,0.22350,0.90540,1.74350,51.61890,-5.02860,-5.14670,-3.75230,-4.09710,5.90760,-0.21620,-0.27540
2019-12-31,4.96310,3.41550,1.54760,0.20250,1.41540,,1.61790,-0.07030,-0.01100,-0.08130,-0.00120,-0.08010,-0.08010,,-0.08010,0.10220,-0.07030,1.98030,1.98030,-0.04000,-0.04000,4.49330,0.17990,0.23020,31.18170,-1.41610,-1.41610,-1.63800,-1.61330,0.29400,1.56640,2.03730,44.17560,-0.65330,-0.66810,-0.47440,-0.53580,6.20280,0.0722,-0.0009
2019-09-30,4.53040,3.11830,1.41210,0.21850,1.34740,,1.56590,-0.15380,-0.00660,-0.16040,0.00240,-0.16270,-0.16270,,-0.16270,0.01140,-0.15380,1.97900,1.97900,-0.08000,-0.08000,4.24830,0.18080,0.23140,31.16890,-3.39510,-3.39510,-3.54020,-3.59230,0.26400,1.21170,2.04860,43.93240,-1.31940,-1.35030,-0.94830,-1.08090,6.24200,0.0749,0.0227
