Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-08-31,0.29700,2.40800,,-2.70500,-0.20600,-2.91100,-2.91100,-2.91100,-2.91100,-2.67500,-2.70500,19.24600,19.24600,-0.15000,-0.15000,4.04520,,,13.15230,13.15230,-46.67310,13.15230,-1.02850,-0.07660,-0.07660
2024-05-31,0.46500,2.52000,,-2.37250,-0.93510,-3.30770,-2.55070,-2.55070,-4.08380,-2.35750,-2.37250,10.71740,10.71740,-0.39000,-0.39000,3.49890,,,14.22330,14.22330,-51.59110,14.22330,-0.96370,-0.2437,-0.2497
2024-02-29,0.27000,0.98900,,-1.25900,-4.04700,-5.30600,-5.30600,-5.30600,-5.30600,-1.25900,-1.25900,11.69880,11.69880,-0.45000,-0.45000,2.84890,,,32.87080,32.87080,-77.82340,32.87080,-0.89700,0.3655,0.352
2023-12-31,,,-1.53470,-1.24170,10.72270,9.98190,8.38560,8.88610,8.88610,-1.24170,-1.37090,4.93560,4.93560,0.54000,0.54000,,,,,,,,,-0.2749,-0.2749
2023-09-30,,,-0.61250,-0.61250,1.48210,0.86970,0.11270,0.11270,0.11270,-0.61250,-0.61250,4.93560,4.93560,0.01000,0.01000,0.17800,,,-0.90050,-0.90050,0.09260,-0.90050,-2.23210,-0.0758,-0.0726
2023-08-31,0.14500,0.23500,,-0.38000,-0.03600,-0.41600,-0.41600,-0.41600,-0.41600,-0.37400,-0.38000,5.07500,5.07500,-0.08000,-0.08000,,,,,,,,,-0.07980,-0.08300
2023-06-30,,,-0.29580,-0.29580,1.41300,1.11720,1.11720,1.11720,1.11720,-0.29580,-0.29580,4.93560,4.93560,0.07000,0.07000,3.12210,,,-37.13200,-37.13210,0.92770,-37.13200,-0.53680,-0.11200,-0.11200
2023-05-31,0.53800,0.62920,,-1.03830,-0.43770,-0.97520,-1.47600,-0.97550,-0.97550,-1.04330,-1.16750,7.32630,7.32630,-0.18000,-0.18000,0.16530,-0.23440,-1.07220,70.43320,70.43320,-221.70460,86.94300,-0.27290,-0.0847,-0.0847
2023-03-31,,,-0.13030,-0.13030,0.62970,0.49940,0.49940,0.49940,0.49940,-0.13030,-0.13030,4.93560,4.93560,0.05000,0.05000,6.04210,,,-18.40790,-18.40790,0.41870,-18.40790,-0.48400,0.0589,0.0616
2023-02-28,0.13800,0.15500,,-0.29300,0.02400,-0.26900,-0.26900,-0.26900,-0.26900,-0.26100,-0.29300,6.30650,6.30650,-0.04000,-0.04000,,,,,-1977.94100,-1977.94100,,,-0.1226,-0.1253
2022-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
2022-11-30,0.00000,0.00140,,-0.00140,,-0.00140,-0.00140,-0.00140,-0.00140,-0.00140,-0.00140,,,,0.00000,0.20270,,,16.09200,-8.53660,-0.30530,-8.58900,,0.002,0.002
2022-09-30,,,-0.00140,-0.00140,,-0.00140,-0.00140,-0.00140,-0.00140,-0.00140,-0.00140,2.87500,2.87500,0.00000,0.00000,,,,,,,,,-0.002,-0.002
2022-08-31,0.00000,0.00140,,-0.00140,,-0.00140,-0.00140,-0.00110,-0.00140,-0.00140,-0.00140,,,,0.00000,,,,,,,,,0.00000,
2022-06-30,,,-0.00110,-0.00110,,-0.00110,-0.00110,-0.00110,-0.00110,-0.00110,-0.00110,1.39010,1.39010,0.00000,0.00000,,,,,,,,,-0.00400,-0.00400
2022-05-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
