Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2.56900,0.97500,1.59400,1.22400,5.47700,,6.70100,-5.10700,-0.47300,-5.58000,,-5.58000,-5.58000,,-7.81900,-4.93600,-5.10700,4.42000,4.42000,-1.77000,-1.77000,1.17450,0.15920,0.69140,62.04750,-198.79330,-198.79330,-217.20510,-304.35970,0.11470,5.40840,16.64070,-48.71240,-97.17870,-24.91290,-40.95710,3.36910,-0.3161,-0.3225
2024-06-30,2.45100,0.84400,1.60700,1.02600,4.62800,,5.65400,-4.04700,-6.24200,-10.28900,,-10.28900,-10.28900,,-12.52700,-3.72800,-4.04700,4.41160,4.41160,-2.84860,-2.84860,3.63840,0.30210,0.43290,65.56510,-165.11630,-165.11630,-419.78780,-511.09750,0.09700,1.84150,48.87390,-66.75540,-106.07220,-40.70820,-46.58820,4.81740,-0.9495,-0.957
2024-03-31,2.68000,0.97500,1.70500,1.07800,4.61000,,5.97800,-4.27300,-0.18500,-4.45800,,-4.45800,-4.45800,,-6.69700,-3.97500,-4.27300,4.06080,4.06080,-1.64920,-1.64920,2.54340,0.07070,0.07610,63.61940,-159.44030,-159.44030,-166.34330,-249.88810,0.10030,5.66600,15.88430,-20.98180,-28.79100,-16.68230,-19.49790,7.24770,-0.80250,-0.81170
2023-12-31,3.53900,1.25200,2.28700,1.89300,5.60700,,7.50000,-5.21300,-1.18300,-6.39600,0.00000,-6.39600,-6.39600,,-8.63400,-3.63100,-5.21300,0.74430,0.74430,38.46400,38.46400,3.24180,0.09320,0.10280,64.62280,-147.30160,-147.30150,-180.72900,-243.96720,0.17830,17.09660,5.26420,-44.81820,-75.61170,-32.22820,-40.64050,5.56590,15.5143,15.7308
2023-09-30,3.71500,1.04000,2.67500,1.55200,5.18700,,6.73900,-4.06400,-2.35400,-6.41800,,-6.41800,-6.41800,,-8.65700,-2.23600,-4.06400,0.32700,0.32700,-26.47000,-26.47000,1.13700,1.49080,-3.03740,72.00540,-109.39430,-109.39430,-172.75910,-233.02830,0.17890,6.59860,13.63930,138.64680,60.82260,-30.90330,-68.05220,-14.11440,-5.4494,-5.6715
2023-06-30,2.96000,0.80400,2.15600,1.53700,5.24700,,6.78400,-4.62800,-2.22800,-6.85600,-0.10000,-6.75600,-6.75600,,-8.99400,-2.86300,-4.62800,0.32600,0.32600,-27.58620,-27.58620,1.42150,0.94030,15.75790,72.83780,-156.35130,-156.35130,-231.62160,-303.85140,0.13090,4.58200,19.64190,-893.63670,123.46490,-29.88060,-53.32700,2.31880,-15.0402,-15.3376
2023-03-31,2.52900,0.84700,1.68200,1.64400,6.80800,,8.90900,-7.22700,-1.10300,-8.33000,0.02000,-8.35000,-8.35000,,-10.58900,-6.02000,-7.22700,0.31260,0.31260,-33.88310,-33.88310,1.88150,0.59690,1.48100,66.50850,-285.76510,-285.76510,-329.37920,-418.70300,0.10180,2.71640,33.13170,-126.13300,-9597.60800,-33.60700,-50.84020,20.30640,-15.84680,-15.92670
2022-12-31,2.51000,0.97300,1.53700,1.86100,7.67500,,9.53600,-7.99900,-1.15900,-9.15800,-0.05200,-9.10600,-9.10600,,-11.34400,-10.30100,-7.99900,0.25860,0.25860,-31.19900,-31.19900,1.50590,0.63940,1.77290,61.23510,-318.68520,-318.68520,-364.86060,-451.95230,0.09740,1.76020,51.13150,-160.40160,784.32430,-35.35350,-57.84530,18.79690,-9.435,-10.1941
2022-09-30,2.84300,1.43600,1.40700,2.83300,8.70300,-0.93400,12.47000,-11.06300,-1.68100,-12.74400,0.02000,-12.76400,-12.76400,,-15.00300,-6.29500,-11.06300,0.27050,0.27050,-55.47230,-55.47230,2.53540,0.41130,0.69870,49.49000,-389.13120,-389.13120,-448.25890,-527.71720,0.09270,0.56840,158.34680,-96.66050,-210.55750,-41.63350,-56.90340,44.12640,-22.0191,-22.4828
2022-06-30,3.90300,2.20600,1.69700,2.85200,10.75500,,13.60700,-11.91000,-3.12800,-15.03800,0.02000,-15.05800,-15.05800,,-17.29600,-10.46400,-11.91000,0.23220,0.23220,-74.51270,-74.51270,2.71600,0.23920,0.31440,43.47940,-305.14990,-305.14990,-385.29340,-443.14630,0.11170,0.89740,100.28440,-76.31250,-122.59220,-43.09300,-58.06050,84.71630,-15.6928,-17.8336
2022-03-31,5.25800,2.84600,2.41200,3.42800,12.12900,,15.55700,-13.14500,-1.40000,-14.54500,0.10000,-14.64500,-14.64500,,-16.88400,-11.85700,-13.14500,0.23040,0.23040,-72.84900,-72.84900,4.46660,0.33450,0.50260,45.87300,-250.00000,-250.00000,-276.62610,-321.11070,0.08810,0.52880,170.19210,-45.64720,-60.19570,-24.53800,-30.37820,138.51710,-45.53050,-46.63720
2021-12-31,10.33200,4.08900,6.24300,4.74800,10.57400,-8.90300,24.22500,-17.98200,-1.91600,-19.89800,,-20.05100,-20.05100,,-22.28900,-16.81000,-17.98200,0.20740,0.20740,-104.32700,-104.32700,7.77430,0.44090,0.78870,60.42400,-174.04180,-174.04170,-192.58620,-215.72780,0.11030,1.12630,79.90420,-44.01490,-53.47500,-21.40330,-24.60760,198.06060,-73.2577,-76.4776
2021-09-30,18.59400,5.85600,12.73800,4.56300,13.59400,-0.04900,18.20600,-5.46800,-2.41500,-7.88300,,-7.88300,-7.88300,,-10.12200,-4.44400,-5.46800,0.21030,0.21030,-48.56600,-48.56600,6.20700,0.47090,0.89000,68.50600,-29.40730,-29.40730,-42.39540,-54.43690,0.16050,1.77710,50.64380,-15.07290,-17.94240,-6.80620,-7.97520,245.55560,-68.4542,-74.3782
2021-06-30,26.48500,8.51900,17.96600,4.39900,15.21800,,19.61700,-1.65100,-2.06600,-3.71700,,-3.71700,-3.71700,,-5.95500,-0.69900,-1.65100,0.20190,0.20190,-29.67920,-29.67920,4.30980,0.44000,0.78570,67.83460,-6.23370,-6.23370,-14.03440,-22.48440,0.19860,2.55250,35.25920,-6.29650,-7.38030,-2.78690,-3.52600,284.55640,-17.2033,-25.4358
2021-03-31,28.72200,12.75000,15.97200,4.56900,14.28300,,18.85200,-2.88000,-2.61300,-5.49300,,-5.49300,-5.49300,,-7.73200,-2.01700,-2.88000,0.19590,0.19590,-39.57230,-39.57230,3.09080,0.44940,0.81620,55.60890,-10.02720,-10.02720,-19.12470,-26.92010,0.19820,1.57620,57.09840,-9.69350,-11.51740,-3.79020,-5.33720,287.44850,32.82690,28.60610
2020-12-31,29.25100,13.42600,15.82500,4.90800,12.74100,,17.64900,-1.82400,-2.05000,-3.87400,,-3.22900,-3.22900,,-4.75200,-1.16600,-1.82400,0.19030,0.19030,-23.38360,-23.38360,3.39570,0.43160,0.75940,54.10070,-6.23570,-6.23570,-13.24400,-16.24560,0.20210,1.38580,64.94550,-5.31510,-6.27440,-2.23150,-3.02090,311.44990,-1.3516,-4.6995
2020-09-30,24.02200,13.06800,10.95400,3.69700,10.26500,,13.96200,-3.00800,-2.66500,-5.67300,,-5.67300,-5.67300,,-6.13700,-2.49800,-3.00800,0.19210,0.19210,-32.37730,-32.37730,3.58720,0.75270,3.04290,45.59990,-12.52190,-12.52190,-23.61590,-25.54740,0.28850,2.81190,32.00690,-37.54220,-37.54220,-6.81340,-9.28600,78.05630,-12.8777,-15.5147
2020-06-30,17.22600,9.87600,7.35000,2.37400,9.06300,,11.43700,-4.08700,-2.12600,-6.21300,,-6.21300,-6.21300,,-6.21300,-3.69800,-4.08700,0.18900,0.18900,-33.27670,-33.27670,1.14260,6.82470,-1.17170,42.66810,-23.72580,-23.72580,-36.06760,-36.06760,0.68770,2.98030,30.19850,20.67970,20.67970,-24.80540,-120.45370,-158.42330,-1.8379,-5.0119
2020-03-31,12.33800,7.23300,5.10500,1.94400,9.16500,,11.10900,-6.00400,-1.59100,-7.59500,,-7.59500,-7.59500,,-7.59500,-5.63400,-6.00400,0.18560,0.18560,-40.47170,-40.47170,1.28870,5.73570,-1.21120,41.37620,-48.66270,-48.66270,-61.55780,-61.55780,0.53910,2.16420,41.58620,27.66550,27.66550,-33.18480,-131.01600,-146.29620,-16.94970,-17.02520
2019-12-31,11.75800,6.89700,4.86100,,21.03900,,11.85700,-6.99600,-1.68900,-8.68500,,-8.68500,-8.68500,,-8.68500,-6.72400,-6.99600,0.18250,0.18250,-46.76730,-46.76730,1.44640,4.01840,-1.33130,41.34210,-59.49990,-59.49990,-73.86460,-73.86460,0.49290,2.05990,43.69110,36.32530,36.32520,-36.40750,-109.64530,-129.41170,-22.6675,-22.6675
2019-09-30,8.84500,6.11900,2.72600,,,-8.32200,8.32200,-5.59600,-2.96700,-8.56300,,-8.56300,-8.56300,,-8.56300,-5.36900,-5.59600,0.18420,0.18420,-46.76730,-46.76730,2.21310,2.45890,-1.68550,30.81970,-63.26740,-63.26740,-96.81180,-96.81180,0.36180,2.02770,44.38440,48.32130,48.32120,-35.02250,-70.49480,-96.09620,-37.0882,-37.0882
