Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,2.67600,2.49500,-5.17100,1.63900,-3.53200,-3.53200,-3.53200,-3.53200,-5.06100,-5.17100,36.03000,36.03000,-0.10000,-0.10000,21.88690,-2.82490,-2.82490,-2.69600,-2.82490,3.46500,-0.1233,-0.1234
2023-06-30,5.40300,4.20400,-9.60700,1.20300,-8.40400,-8.40400,-8.40400,-8.40400,-9.49900,-9.60700,35.74400,35.74400,-0.24000,-0.24000,20.35460,-6.57660,-6.57660,-6.25350,-6.57660,3.55030,-0.1148,-0.1105
2023-03-31,9.31200,4.11000,-13.42200,0.93600,-12.48600,-12.48600,-12.48600,-12.48600,-13.27200,-13.42200,35.58800,35.58800,-0.35000,-0.35000,34.93920,-9.25050,-9.25050,-8.98430,-9.25050,3.78890,-0.28570,-0.28150
2022-12-31,7.47000,2.58300,-10.05300,1.26000,-8.79300,-8.79300,-8.79300,-8.79300,-9.88300,-10.05300,35.27300,35.27300,-0.26000,-0.26000,28.07320,-6.01080,-6.01080,-5.73840,-6.01080,4.11890,-0.1977,-0.1977
2022-09-30,8.27200,3.48700,-11.75900,0.71400,-11.04500,-11.04500,-11.04500,-11.04500,-11.58900,-11.75900,35.32900,35.32900,-0.31000,-0.31000,27.05430,-7.17050,-7.17050,-6.83070,-7.17050,4.35690,-0.3548,-0.355
2022-06-30,8.79400,3.43300,-12.22700,0.10600,-12.12100,-12.12100,-12.12100,-12.12100,-12.05800,-12.22700,35.27900,35.27900,-0.34000,-0.34000,19.95120,-7.40060,-7.40060,-6.95150,-7.40060,4.63940,-0.308,-0.3112
2022-03-31,10.08800,4.04300,-14.13100,0.02900,-14.10200,-14.10200,-14.10200,-14.10200,-13.97200,-14.13100,35.24100,35.24100,-0.40000,-0.40000,19.77110,-8.08120,-8.08120,-7.58340,-8.08120,4.94740,-0.34530,-0.35070
2021-12-31,8.25500,3.60700,-11.86200,0.04700,-11.81500,-11.81500,-11.81500,-11.81500,-11.72200,-11.86200,19.49900,19.49900,6.40000,6.40000,25.70590,-6.30830,-6.30830,-6.04690,-6.30830,5.31780,-1.0945,-1.136
2021-09-30,8.20500,3.54700,-11.75200,0.04800,-11.70400,-11.70400,-11.70400,-11.70400,-11.62700,-11.75200,35.06300,35.06300,-0.33000,-0.33000,27.12070,-5.91580,-5.91580,-5.67850,-5.91580,5.63560,5.0144,5.1197
2021-06-30,8.88600,2.42200,-11.30800,0.01300,-11.29500,-11.29500,-11.29500,-11.29500,-11.19700,-11.30800,2.33800,2.33800,-4.83000,-4.83000,26.90830,-5.82650,-5.82650,-5.59010,-5.82650,5.68410,-2.8073,-2.8494
2021-03-31,5.61300,1.72400,-7.33700,0.02500,-7.31200,-7.31200,-7.31200,-7.31200,-7.23400,-7.33700,2.15300,2.15300,-3.40000,-3.40000,25.70590,-3.90410,-3.90410,-3.74230,-3.90410,5.31780,-2.96050,-3.04320
2020-12-31,,,,,,,,,,,,,,0.00000,,,,,,,9.1504,9.6958
2020-09-30,4.21400,0.83100,-5.04500,0.00900,-5.03600,-5.03600,-5.03600,-5.03600,-4.93800,-5.04500,1.46300,1.46300,-3.44000,-3.44000,,,,,,,-2.9319,-3.0855
2020-06-30,3.63300,0.87500,-4.50800,0.01000,-4.49800,-4.49800,-4.49800,-4.49800,-4.50800,-4.50800,1.41400,1.41400,-3.18000,-3.18000,,,,,,,-6.2185,-6.6103
