Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.09130,2.69350,,-2.78480,0.29140,-2.49340,,-2.49340,-2.49340,-0.77770,-2.70130,-2.78480,6.33610,6.33610,-0.12000,-0.12000,6.46800,,,-11.18460,-12.24180,-9.62400,-11.18460,0.69560,-0.2537,-0.3941
2024-06-30,0.17300,2.98880,,-3.16180,0.31620,-2.84560,-0.01390,-2.83170,-2.83170,-0.90370,-3.08210,-3.16180,6.29720,6.29720,-0.14000,-0.14000,7.47270,,,-11.61230,-12.60770,-10.17300,-11.61230,0.76090,-0.3384,-0.4248
2024-03-31,0.08580,2.78940,,-2.87520,0.34610,-2.52910,,-2.52910,-2.52910,-0.77240,-2.80120,-2.87520,6.17400,6.17400,-0.13000,-0.13000,9.29470,,,-9.38280,-10.10450,-8.41480,-9.38280,0.84420,-0.45830,-0.45960
2023-12-31,0.08240,2.28050,,-2.36290,0.20820,-2.15470,0.04710,-2.20180,-2.20180,-0.64680,-2.16460,-2.36290,6.14050,6.14050,-0.11000,-0.11000,11.89840,0.01400,0.01420,-7.63840,-8.18510,-6.89660,-7.53140,0.90400,-0.3799,-0.3891
2023-09-30,0.07830,2.51120,,-2.58950,0.07660,-2.51290,0.11920,-2.63210,-2.63210,-0.77320,-2.44970,-2.58950,6.15350,6.15350,-0.13000,-0.13000,8.39730,,0.01330,-8.55980,-9.13150,-7.61350,-8.55980,0.96430,-0.3209,-0.3213
2023-06-30,0.08580,2.45790,,-2.54370,-0.00660,-2.55030,,-2.55030,-2.55030,-0.74910,-2.42950,-2.54370,6.13050,6.13050,-0.12000,-0.12000,8.37950,0.13060,0.17670,-7.70360,-8.17920,-6.04530,-6.69720,1.03820,-0.3185,-0.3185
2023-03-31,0.08270,4.26560,1.29900,-3.04930,-0.06780,-3.11710,,-3.11710,-3.11710,-0.57450,-2.95720,-3.04930,6.12400,6.12400,-0.09000,-0.09000,15.61350,0.13050,0.16720,-8.87600,-9.39080,-7.02070,-7.71810,1.10230,-0.46470,-0.46470
2022-12-31,0.07440,1.17650,0.37000,-0.88090,,-0.88090,,-0.88090,-0.88090,-0.88090,-0.81870,-0.88090,,,,0.00000,0.99320,,0.01010,-79.83620,107.19150,-13.85900,-79.83620,,0,0
2022-09-30,0.07250,0.86770,5.28800,4.34770,,4.34770,,4.34770,4.34770,4.34770,4.41060,4.34770,,,,0.00000,0.00620,,-0.01300,-45.22780,-45.22780,2.48550,-45.22780,-2.13520,0,0
2022-06-30,0.07260,1.14270,1.89300,0.67770,,0.67770,0.00000,0.67770,0.67770,0.67770,0.79780,0.67770,,,,0.00000,0.14740,,-0.01860,-10.07760,-10.07760,0.38810,-10.07760,-1.49370,0,0
2022-03-31,0.09720,1.32800,,-1.42530,,-1.42530,,-1.42530,-1.42530,-1.42530,-1.42260,-1.42530,,,,0.00000,0.41210,,,21.99110,21.99120,-0.81640,21.99110,-1.43950,0.00000,
2021-12-31,,,,-0.38310,-0.01880,-0.40190,,-0.40190,-0.40190,-0.40190,-0.38310,-0.38310,4.02910,4.02910,-0.04000,-0.04000,3.01620,,,7.24770,7.24770,-0.22970,7.24770,-1.23160,-0.0227,-0.0227
2021-09-30,,0.06830,,-0.06830,0.00100,-0.06730,,-0.06730,-0.06730,-0.06730,-0.06830,-0.06830,4.09700,4.09700,-0.01000,-0.01000,16.35190,,,1.30260,1.30260,-0.03840,1.30260,-1.14760,-0.0998,-0.0998
2021-06-30,,0.00330,,-0.00330,,-0.00330,,-0.00330,-0.00330,-0.00330,-0.00330,-0.00330,3.75000,3.75000,0.00000,0.00000,0.18380,,17.63030,-21.99530,-21.99530,-0.91880,-21.99530,0.00350,-0.0009,-0.0009
2021-03-31,,0.00210,,-0.00210,,-0.00210,,-0.00210,-0.00210,-0.00210,-0.00210,-0.00210,3.75000,3.75000,0.00000,0.00000,,,,,,,,,-0.00770,-0.00770
2020-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
2020-09-30,,,-0.00200,-0.00200,,-0.00200,,-0.00200,-0.00200,-0.00200,-0.00200,-0.00200,3.75000,3.75000,0.00000,0.00000,,,,,,,,,0,0
