Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-10-31,521.02700,290.37900,230.64800,191.87600,,191.87600,38.77200,1.75200,40.52400,10.67100,29.85300,29.85300,,30.03700,69.36400,38.77200,41.70800,42.15400,0.72000,0.71000,1.88360,,,44.26800,7.44150,7.44150,7.77770,5.76500,0.27020,1.00400,4.05410,22.19970,2.92600,3.98580,1.54820,2.92600,24.49830,0.3899,-0.02
2024-07-31,495.53200,282.18900,213.34300,180.97300,,180.97300,32.37000,3.59600,35.96600,9.16200,26.80400,26.80400,,26.15900,67.23900,32.37000,42.05200,42.56400,0.62000,0.61000,1.89660,,,43.05330,6.53240,6.53240,7.25810,5.27900,0.25840,1.03830,4.09370,21.98490,2.65260,3.61390,1.39780,2.65260,24.05040,1.22920,0.86590
2024-04-30,553.53500,313.45210,240.08290,189.98610,,189.98600,50.09690,4.04200,54.13900,13.80700,40.33200,40.33200,,39.30800,81.62890,50.09690,42.87800,43.28000,0.92000,0.91000,1.91370,,,43.37270,9.05040,9.05040,9.78060,7.10130,0.28930,1.19080,3.97620,22.63480,3.98000,5.36580,2.10780,3.98000,23.87750,1.2146,0.8606
2024-01-31,500.40600,287.15200,213.25400,180.69300,,180.69300,32.56100,3.37900,35.94000,7.25600,28.68400,28.68400,,28.64000,63.33700,32.56100,42.76700,43.19500,0.67000,0.66000,1.93300,,,42.61620,6.50690,6.50690,7.18220,5.72340,0.26090,1.03730,4.19160,21.47150,2.90360,3.91470,1.49530,2.90360,23.18270,1.1285,0.8776
2023-10-31,511.43500,288.83000,222.60500,188.99300,,188.99300,33.61200,4.04500,37.65700,9.96300,27.69400,27.69400,,27.19900,68.51300,33.61200,43.00800,43.40100,0.63000,0.63000,1.94760,,,43.52560,6.57210,6.57210,7.36300,5.31820,0.27200,1.07580,3.80550,23.65000,2.84390,3.82620,1.47310,2.84390,22.71230,0.7125,0.4124
2023-07-31,481.65100,275.92300,205.72800,171.20200,,171.20200,34.52600,3.49000,38.01600,10.09000,27.92600,27.92600,,27.47900,62.00200,34.52600,43.23900,43.33300,0.64000,0.63000,1.89420,,,42.71310,7.16830,7.16830,7.89290,5.70520,0.26070,1.02410,4.34480,20.71440,2.89710,3.90620,1.51150,2.89710,22.35980,0.59800,0.38050
2023-04-30,561.28720,312.64900,248.63820,194.56500,,194.56490,54.07330,-8.02600,46.04700,11.40200,34.64500,34.64500,,34.37300,83.87230,54.07320,43.14800,43.24000,0.79000,0.78000,1.79590,,,44.29780,9.63380,9.63380,8.20380,6.12400,0.30080,1.13170,4.47110,20.12920,3.63880,4.89530,1.85640,3.63880,21.97930,1.7995,1.54
2023-01-31,572.72300,337.14200,235.58100,192.74100,,192.74100,42.84000,0.81400,43.65400,12.07700,31.57700,31.57700,,31.72600,71.90700,42.84000,43.13700,43.13700,0.74000,0.74000,1.66670,,,41.13350,7.48010,7.48010,7.62220,5.53950,0.31020,1.11070,4.16240,21.62190,3.44540,4.69520,1.71020,3.44540,21.24490,2.2285,1.8349
2022-10-31,611.33200,361.84800,249.48400,187.60100,,187.60100,61.88300,1.20200,63.08500,16.30600,46.77900,46.77900,,46.07700,110.20500,61.88300,43.10400,43.18200,1.07000,1.07000,1.55670,,,40.80990,10.12270,10.12270,10.31930,7.53710,0.32910,1.05580,3.82000,23.56030,5.29300,7.29000,2.51830,5.29300,20.48840,-0.0505,-0.5
2022-07-31,604.09100,373.06100,231.03000,178.38700,,178.38700,52.64300,0.36000,53.00300,14.06300,38.94000,38.94000,,38.48800,62.15900,52.64300,43.09200,43.14200,0.89000,0.89000,1.43930,,,38.24420,8.71440,8.71440,8.77400,6.37120,0.31480,1.12420,3.87170,23.24560,4.61320,6.44190,2.02920,4.61320,19.61360,0.76730,0.28170
