,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-04,2024-09-30,$1.07,$1.15
1,2024-07-29,2024-06-30,$1.10,$0.99
2,2024-04-29,2024-03-31,$1.09,$1.04
3,2024-01-29,2023-12-31,$1.05,$1.09
4,2023-11-06,2023-09-30,$1.29,$1.20
5,2023-07-31,2023-06-30,$1.34,$1.37
6,2023-05-11,2023-03-31,$1.35,$1.37
7,2023-01-30,2022-12-31,$1.27,$1.49
8,2022-11-07,2022-09-30,$1.18,$1.32
9,2022-08-01,2022-06-30,$0.98,$1.17
10,2022-05-02,2022-03-31,$0.87,$1.00
11,2022-01-31,2021-12-31,$0.78,$0.94
12,2021-11-08,2021-09-30,$0.89,$0.82
13,2021-08-02,2021-06-30,$0.81,$0.88
14,2021-05-03,2021-03-31,$0.76,$0.87
15,2021-02-02,2020-12-31,$0.74,$0.90
16,2020-11-10,2020-09-30,$0.66,$1.04
17,2020-07-29,2020-06-30,$0.24,$0.75
18,2020-04-27,2020-03-31,$0.42,$0.21
19,2020-01-27,2019-12-31,$0.55,$0.69
20,2019-10-28,2019-09-30,$0.62,$0.72
21,2019-07-29,2019-06-30,$0.67,$0.73
22,2019-04-29,2019-03-31,$0.60,$0.84
23,2019-01-28,2018-12-31,--,$0.77
24,2018-10-29,2018-09-30,$0.54,$0.63
25,2018-07-30,2018-06-30,$0.42,$0.55
26,2018-04-23,2018-03-31,$0.25,$0.50
27,2018-01-29,2017-12-31,$0.62,$0.39
28,2017-10-30,2017-09-30,$0.66,$0.64
29,2017-07-24,2017-06-30,$0.75,$0.74
30,2017-04-24,2017-03-31,--,$0.70
31,2017-01-30,2016-12-31,$0.59,$0.59
32,2016-11-01,2016-09-30,$0.67,$0.64
33,2016-07-25,2016-06-30,$0.63,$0.56
34,2016-04-25,2016-03-31,$0.48,$0.56
35,2016-01-25,2015-12-31,$0.52,$0.55
36,2015-11-02,2015-09-30,--,$0.53
37,2015-07-20,2015-06-30,$0.44,$0.48
38,2015-04-20,2015-03-31,$0.47,$0.46
39,2015-01-26,2014-12-31,$0.54,$0.57
