Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,36.32500,9.33800,26.98700,9.18000,31.15200,40.33200,-13.34500,2.12200,-11.22300,0.18300,-11.40600,-11.40600,-11.40600,-8.52600,-13.34500,41.87070,41.87070,-0.27000,-0.27000,2.74500,,,74.29320,-36.73780,-36.73780,-30.89610,-31.39990,0.14480,1.52950,58.84380,-6.91760,-6.95360,-4.54550,-6.91760,3.92280,0.0073,0.0035
2024-06-30,37.34900,9.53800,27.81100,9.08100,31.78900,40.87000,-13.05900,2.29500,-10.76400,0.41100,-11.17500,-11.17500,-11.17500,-8.08600,-13.05900,41.99200,41.99200,-0.27000,-0.27000,2.76020,,,74.46250,-34.96480,-34.96480,-28.82010,-29.92050,0.14420,1.55460,57.89310,-6.54090,-6.57880,-4.31450,-6.54090,4.07040,0.0322,0.021
2024-03-31,37.72700,9.78200,27.94500,9.10900,31.31000,40.41900,-12.47400,2.26600,-10.20800,0.49500,-10.70300,-10.70300,-10.70300,-7.39800,-12.47400,41.31400,41.31400,-0.26000,-0.26000,2.67090,,0.00030,74.07160,-33.06390,-33.06390,-27.05750,-28.36960,0.14020,1.32270,68.04330,-6.13620,-6.17520,-3.97640,-6.13620,4.17320,0.05180,0.02660
2023-12-31,39.33700,10.01000,29.32700,9.36300,32.18600,41.54900,-12.22200,2.80700,-9.41500,0.46000,-9.87500,-9.87500,-9.87500,-6.93500,-12.22200,44.64500,44.64500,-0.25000,-0.25000,2.64130,,0.00070,74.55320,-31.07000,-31.07000,-23.93420,-25.10360,0.14030,1.03680,86.80150,-5.47950,-5.51950,-3.52300,-5.47950,4.37530,-0.0145,-0.0389
2023-09-30,39.22200,10.84700,28.37500,9.73000,32.71000,42.44000,-14.06500,2.70000,-11.36500,0.10900,-11.47400,-11.47400,-11.47400,-9.03900,-14.06500,43.83250,43.83250,-0.26000,-0.26000,2.90560,,0.00180,72.34460,-35.86000,-35.86000,-28.97610,-29.25400,0.13720,1.51520,59.39650,-5.95990,-6.00340,-4.01250,-5.95990,4.51970,-0.0738,-0.0824
2023-06-30,42.08600,12.20000,29.88600,10.93000,34.73300,45.66300,-15.77700,3.16000,-12.61700,0.23000,-12.84700,-12.84700,-12.84700,-10.45100,-15.77700,45.86600,45.86600,-0.28000,-0.28000,2.94680,,0.00330,71.01170,-37.48750,-37.48750,-29.97910,-30.52560,0.13120,1.34400,66.96430,-5.92070,-5.96250,-4.00540,-5.92070,4.82040,-0.0969,-0.109
2023-03-31,43.06300,13.20600,29.85700,11.09900,38.69500,49.79400,-19.93700,2.54300,-17.39400,0.19600,-17.59000,-17.59000,-17.59000,-14.62700,-19.93700,47.30500,47.30500,-0.37000,-0.37000,3.50630,,0.00430,69.33330,-46.29730,-46.29730,-40.39200,-40.84710,0.10700,1.28730,69.91130,-6.04600,-6.08180,-4.37130,-6.04600,6.21020,-0.08810,-0.09190
2022-12-31,46.56700,13.23800,33.32900,11.18600,35.77300,46.95900,-13.63000,2.29500,-11.33500,0.79500,-12.13000,-12.13000,-12.13000,-8.35200,-13.63000,47.48600,47.48600,-0.27000,-0.27000,3.53370,,0.00500,71.57220,-29.26960,-29.26960,-24.34130,-26.04850,0.10940,1.06420,84.56910,-3.93880,-3.96430,-2.85090,-3.93880,6.47590,-0.1603,-0.1877
2022-09-30,47.57500,13.30200,34.27300,11.32400,37.71700,49.04100,-14.76800,0.42100,-14.34700,0.04000,-14.38700,-14.38700,-14.38700,-9.52800,-14.76800,47.64000,47.64000,-0.30000,-0.30000,3.68350,0.00090,0.00650,72.03990,-31.04150,-31.04150,-30.15660,-30.24070,0.11060,1.52420,59.04720,-4.55450,-4.58250,-3.34340,-4.55020,6.58480,-0.0706,-0.0855
2022-06-30,48.23800,13.30100,34.93700,10.94800,40.00800,50.95600,-16.01900,-0.15200,-16.17100,0.04100,-16.21200,-16.21200,-16.21200,-10.73000,-16.01900,47.18800,47.18800,-0.34000,-0.34000,3.46160,0.00220,0.00770,72.42630,-33.20830,-33.20830,-33.52340,-33.60840,0.10840,1.21310,74.19150,-5.07610,-5.11210,-3.64160,-5.06470,6.73480,-0.0579,-0.0727
2022-03-31,48.49200,12.94400,35.54800,10.64400,40.07000,50.71400,-15.16600,-0.23100,-15.39700,0.08200,-15.47900,-15.47900,-15.47900,-9.89200,-15.16600,47.63200,47.63200,-0.32000,-0.32000,3.55760,0.00410,0.00910,73.30690,-31.27530,-31.27530,-31.75160,-31.92070,0.10490,1.15240,78.09580,-4.65470,-4.65470,-3.34950,-4.63550,7.01440,-0.14210,-0.16280
2021-12-31,52.03400,12.73100,39.30300,9.61300,39.30300,48.91600,-9.61300,-0.11600,-9.72900,-0.22000,-9.50900,-9.50900,-9.50900,-4.50100,-9.61300,43.56300,43.56300,-0.22000,-0.22000,3.73820,0.00460,0.00960,75.53330,-18.47440,-18.47440,-18.69740,-18.27460,0.10830,1.12830,79.76570,-2.67790,-2.67790,-1.97900,-2.66550,7.44000,-0.0864,-0.1164
2021-09-30,49.36200,12.06700,37.29500,9.11400,37.44200,46.55600,-9.26100,-0.17100,-9.43200,-0.03200,-9.40000,-9.40000,-9.40000,-4.32900,-9.26100,47.10100,47.10100,-0.20000,-0.20000,3.86940,0.00690,0.01280,75.55410,-18.76140,-18.76140,-19.10780,-19.04300,0.10120,1.34140,67.09250,-2.58480,-2.58480,-1.92660,-2.56680,7.66820,-0.0216,-0.0361
2021-06-30,52.11800,11.87300,40.24500,8.16200,34.56500,42.72700,-2.48200,-0.31700,-2.79900,-0.28200,-2.51700,-2.51700,-2.51700,2.48000,-2.48200,46.57000,46.57000,-0.05000,-0.05000,3.85620,0.00890,0.01550,77.21900,-4.76230,-4.76230,-5.37050,-4.82940,0.10670,1.34010,67.15890,-0.69390,-0.69390,-0.51520,-0.68770,7.80870,0.1135,0.0922
2021-03-31,50.09900,10.69400,39.40500,7.94600,33.69300,41.63900,-2.23400,-0.34700,-2.58100,0.24900,-2.83000,-2.83000,-3.38800,2.60000,-2.23400,32.61600,32.61600,-0.10000,-0.10000,3.79840,0.01000,0.01700,78.65430,-4.45920,-4.45920,-5.15180,-6.76260,0.10270,1.09920,81.87830,-0.78660,-0.78660,-0.58020,-0.77870,7.76700,0.11360,0.09760
2020-12-31,53.28600,10.04700,43.23900,6.00300,27.62300,33.62600,9.61300,0.06600,9.67900,0.17400,9.50500,9.50500,9.50500,14.31200,9.61300,10.79900,19.14700,0.21000,0.17000,1.09160,0.71610,2.75330,81.14510,18.04040,18.04040,18.16430,17.83770,0.34000,1.09600,82.11410,-6.61650,93.17710,6.06500,26.45570,0.93620,0.3882,0.3739
2020-09-30,42.58900,8.62000,33.96900,4.66000,22.46800,27.12800,6.84100,-0.20500,6.63600,0.03100,6.60500,6.60500,1.42200,10.69700,6.84100,10.42100,17.06800,0.14000,0.12000,,,,79.76000,16.06280,16.06280,15.58150,3.33890,,,,,,,,,0.0834,0.0718
2020-06-30,36.32000,7.96200,28.35800,4.51300,16.93500,21.44800,6.91000,-0.17100,6.73900,0.03700,6.70200,6.70200,1.38600,10.01700,6.91000,9.70800,10.31500,0.14000,0.14000,,,,78.07820,19.02530,19.02530,18.55450,3.81610,,,,,,,,,1.3435,1.3263
2020-03-31,24.74600,6.70600,18.04000,4.09900,15.46200,19.56100,-1.52100,-0.48300,-2.00400,0.05500,-2.05900,-2.05900,-3.38400,0.90600,-1.52100,9.13000,9.13000,-0.37000,-0.37000,,,,72.90070,-6.14640,-6.14640,-8.09830,-13.67490,,,,,,,,,0.14560,0.13490
2019-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
2018-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
