Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,14.47700,28.92500,-14.44800,10.01400,-5.91500,20.74600,-35.19400,,-35.19400,0.02500,-35.21900,-34.46800,,-34.46800,-30.35000,-30.37700,99.72400,99.72400,-0.35000,-0.35000,0.55030,1.22350,-243.10290,-209.82940,-243.10290,-238.08800,0.01040,-16.55670,-16.55670,-2.47350,-7.44620,2.09390,-0.039,-0.039
2024-06-30,20.48700,18.78400,1.70300,7.87900,,12.69500,-10.99200,,-10.99200,0.44200,-11.43400,-9.97100,,-9.97100,-6.31400,-6.17600,100.16000,100.16000,-0.10000,-0.10000,0.51690,1.06990,-53.65350,-30.14600,-53.65350,-48.66990,0.01460,-4.18870,-4.18870,-0.71220,-2.02370,2.38500,-0.2332,-0.2332
2024-03-31,28.90400,17.21800,11.68600,8.06000,2.05300,10.82200,0.86400,,0.86400,0.01100,0.85300,1.45900,,1.45900,5.20000,5.67900,100.45700,100.45700,0.01000,0.01000,0.50520,1.02120,2.98920,19.64780,2.98920,5.04770,0.01970,0.58510,0.58510,0.09930,0.28950,2.48380,0.08010,0.08010
2023-12-31,25.20600,29.66700,-4.46100,7.06200,-4.89800,16.77500,-21.23600,,-21.23600,0.44900,-21.68500,-20.78100,,-20.78100,-16.55100,-16.42100,101.38300,101.38300,-0.21000,-0.21000,0.50540,1.02180,-84.24980,-65.14720,-84.24980,-82.44470,0.01660,-8.34040,-8.34040,-1.36810,-4.12520,2.47990,0.0609,0.0609
2023-09-30,21.75500,20.49600,1.25900,6.78700,4.59400,7.00700,-5.74800,,-5.74800,-0.03100,-5.71700,-3.52700,,-3.52700,-1.02300,-0.93400,101.45500,101.45500,-0.03000,-0.03000,0.49160,0.96700,-26.42150,-4.29330,-26.42150,-16.21240,0.01380,-1.33990,-1.33990,-0.22360,-0.68120,2.60410,-0.0249,-0.0249
2023-06-30,22.78000,16.47700,6.30300,6.83900,-2.62100,14.23300,-7.93000,,-7.93000,-0.19400,-7.73600,-2.93300,,-2.93300,-3.37900,-3.15700,101.75400,101.75400,-0.03000,-0.03000,0.48590,0.94520,-34.81120,-13.85870,-34.81120,-12.87530,0.01370,-1.08920,-1.08920,-0.17620,-0.55990,2.65030,-0.4252,-0.4252
2023-03-31,19.49300,14.05000,5.44300,10.10800,-2.81600,16.74800,-11.30500,,-11.30500,-0.02800,-11.27700,-11.32800,,-11.32800,-8.06000,-7.48100,101.55200,101.55200,-0.11000,-0.11000,0.48460,0.94030,-57.99520,-38.37790,-57.99520,-58.11320,0.01110,-4.18330,-4.18330,-0.64510,-2.15600,2.66100,-0.20040,-0.20040
2022-12-31,9.70900,41.67400,-31.96500,6.27600,-10.86600,21.97500,-53.94000,,-53.94000,-1.00800,-52.93200,-50.99400,,36.24600,-50.84700,-49.10700,87.11300,87.11300,0.41000,0.41000,0.47310,0.89810,-555.56710,-505.78860,-555.56710,373.32380,0.00530,-17.91910,-17.91910,-2.76110,-9.44070,2.80290,-1.1037,-1.1037
2022-09-30,17.68400,22.82400,-5.14000,6.49100,8.58600,2.73800,-7.87800,,-7.87800,-0.09100,-7.78700,-8.16000,,-8.16000,-3.26200,-3.04500,87.16100,87.16100,-0.09000,-0.09000,0.43830,0.78050,-44.54880,-17.21900,-44.54870,-46.14340,0.00890,-3.92830,-2.49240,-0.41010,-1.39990,3.75620,-0.1263,-0.1263
2022-06-30,20.69000,11.75900,8.93100,7.29400,6.58600,5.54100,3.39000,,3.39000,-0.71300,4.10300,1.06200,,25.75200,7.99300,8.22300,87.09200,87.09400,0.29000,0.29000,0.42340,0.73420,16.38470,39.74380,16.38470,124.46590,0.00960,0.46530,0.30520,0.04930,0.17600,3.99180,-0.1401,-0.1401
