Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,6.86500,6.86500,49.93800,13.83700,-56.91000,6.88100,-50.02900,0.10400,-50.13300,-50.13300,-50.13300,-57.90100,-56.91000,84.63300,84.63300,-0.59000,-0.59000,13.04960,100.00000,-828.98770,-828.98770,-728.75460,-730.26950,0.01030,2.61230,34.45300,-9.85800,-9.85800,-7.55120,-9.85800,6.00850,-0.4636,-0.4746
2024-06-30,6.69200,6.69200,50.98400,14.54700,-58.83900,9.10000,-49.73900,0.06600,-49.80500,-49.80500,-49.80500,-60.71000,-58.83900,84.22700,84.22700,-0.59000,-0.59000,14.63790,100.00000,-879.24380,-879.24380,-743.26060,-744.24690,0.00950,2.20130,40.88460,-9.12020,-9.12020,-7.10580,-9.12020,6.45870,-0.3988,-0.4104
2024-03-31,5.69500,5.69500,48.37600,14.16300,-56.84400,8.21400,-48.63000,0.10600,-48.73600,-48.73600,-48.73600,-59.17900,-56.84400,83.13300,83.13300,-0.59000,-0.59000,19.82250,100.00000,-998.13870,-998.13870,-853.90690,-855.76820,0.00780,0.98750,91.13780,-8.35850,-8.35850,-6.65470,-8.35850,6.95620,-0.51820,-0.52340
2023-12-31,5.14400,5.14400,46.81100,12.28100,-53.94800,5.62800,-48.32000,0.03200,-48.35200,-48.35200,-48.35200,-55.76900,-53.94800,64.17500,64.17500,-0.69000,-0.69000,17.23910,100.00000,-1048.75600,-1048.75600,-939.34650,-939.96870,0.00680,0.87230,103.17460,-8.06540,-8.06540,-6.42390,-8.06540,7.31370,-0.608,-0.6404
2023-09-30,3.11700,3.11700,43.76500,11.68600,-52.33400,6.64300,-45.69100,0.06700,-45.75800,-45.75800,-45.75800,-54.35300,-52.33400,63.21200,63.21200,-0.72000,-0.72000,14.41100,100.00000,-1678.98600,-1678.98600,-1465.86500,-1468.01400,0.00510,0.99110,90.80850,-9.93940,-9.93940,-7.47180,-9.93940,7.22290,-0.1557,-0.1705
2023-06-30,2.09300,2.09300,47.26000,13.41600,-58.58300,4.77600,-53.80700,0.17600,-53.98300,-53.98300,-53.98300,-60.94200,-58.58300,61.95400,61.95400,-0.87000,-0.87000,14.32190,100.00000,-2798.99700,-2798.99700,-2570.80700,-2579.21700,0.00360,1.00000,90.00000,-11.60370,-11.60370,-9.16320,-11.60370,7.49580,-0.772,-0.8149
2023-03-31,1.40400,1.40400,47.11000,12.55300,-58.25900,6.28400,-51.97500,,-51.97500,-51.97500,-51.97500,-60.98700,-58.25900,61.78700,61.78700,-0.84000,-0.84000,15.43240,100.00000,-4149.50100,-4149.50100,-3701.92300,-3701.92300,0.00220,1.00000,90.00000,-10.20170,-10.20170,-8.19310,-10.20170,8.23560,-0.79460,-0.84920
2022-12-31,1.01200,1.01200,37.28300,11.43900,-47.71000,6.67800,-41.03200,,-41.08500,-41.08500,-41.08500,-48.92600,-47.71000,54.02400,54.02400,-0.66000,-0.66000,16.04670,100.00000,-4714.42700,-4714.42800,-4054.54500,-4059.78200,0.00150,1.00000,90.00000,-7.45740,-7.45740,-6.04880,-7.45740,8.92470,-0.701,-0.8014
2022-09-30,0.92900,0.92900,35.19700,9.59200,-43.86000,-1.33000,-45.19000,0.00000,-45.19000,-45.19000,-45.19000,-43.26000,-43.86000,57.20700,57.20700,-0.79000,-0.79000,19.35450,100.00000,-4721.20500,-4721.20500,-4864.37000,-4864.37000,0.00140,1.00000,90.00000,-8.24720,-8.24720,-6.71120,-8.24720,9.06550,-0.3253,-0.3542
2022-06-30,,,33.12500,9.06700,-42.19200,1.24600,-40.94600,,-40.94600,-40.94600,-40.94600,-41.04300,-42.19200,48.67500,48.67500,-0.84000,-0.84000,11.55430,,,,,,,,,-13.81760,-13.81760,-12.62730,-13.81760,6.08360,-0.5482,-0.604
