,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-30,2024-09-30,$3.23,$3.37
1,2024-07-31,2024-06-30,$3.08,$3.30
2,2024-04-30,2024-03-31,$1.64,$1.94
3,2024-02-01,2023-12-31,$2.13,$2.17
4,2023-11-01,2023-09-30,$2.66,$2.79
5,2023-08-02,2023-06-30,$2.55,$2.68
6,2023-05-03,2023-03-31,$1.33,$1.41
7,2023-02-02,2022-12-31,$1.64,$1.82
8,2022-11-02,2022-09-30,$2.12,$2.27
9,2022-08-03,2022-06-30,$2.10,$2.16
10,2022-05-04,2022-03-31,$1.00,$1.12
11,2022-01-31,2021-12-31,$1.31,$1.36
12,2021-11-03,2021-09-30,$1.86,$1.80
13,2021-08-04,2021-06-30,$1.90,$1.92
14,2021-05-05,2021-03-31,$0.62,$1.01
15,2021-02-05,2020-12-31,$0.92,$1.03
16,2020-10-28,2020-09-30,$1.34,$1.72
17,2020-07-29,2020-06-30,$0.77,$1.27
18,2020-05-05,2020-03-31,$0.50,$0.43
19,2020-01-29,2019-12-31,$1.42,$1.40
20,2019-10-29,2019-09-30,$1.91,$1.99
21,2019-07-30,2019-06-30,$2.05,$2.09
22,2019-04-30,2019-03-31,$0.79,$0.89
23,2019-01-30,2018-12-31,$1.28,$1.32
24,2018-10-24,2018-09-30,$1.72,$1.75
25,2018-07-25,2018-06-30,$1.72,$1.85
26,2018-04-25,2018-03-31,$0.62,$0.70
27,2018-01-31,2017-12-31,$1.02,$1.02
28,2017-10-25,2017-09-30,$1.43,$1.44
29,2017-07-26,2017-06-30,$1.46,$1.49
30,2017-04-26,2017-03-31,$0.53,$0.57
31,2017-02-01,2016-12-31,$0.92,$0.84
32,2016-10-26,2016-09-30,$1.29,$1.41
33,2016-07-27,2016-06-30,$1.30,$1.38
34,2016-04-26,2016-03-31,$0.37,$0.50
35,2016-02-09,2015-12-31,$0.93,$0.94
36,2015-10-27,2015-09-30,$1.16,$1.21
37,2015-07-28,2015-06-30,$1.23,$1.20
38,2015-04-23,2015-03-31,$0.32,$0.38
39,2015-01-30,2014-12-31,$0.70,$0.82
