Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,105.05200,40.82200,64.23000,15.48000,33.85300,49.33300,14.89700,-2.84500,12.05200,0.18900,11.86300,11.86300,,11.86300,23.61200,14.89700,36.31600,36.98400,0.32000,0.32000,1.72880,0.17490,0.21200,61.14120,14.18060,14.18060,11.47240,11.29250,0.12890,0.76510,1.50850,59.66190,2.04170,-80.98750,1.45540,1.68460,15.89830,0.7165,0.6307
2024-06-30,105.20300,42.94500,62.25800,15.13200,34.21800,49.35000,12.90800,-3.24800,9.66000,-0.04200,9.70200,9.70200,,9.70200,21.27300,12.90800,36.37500,37.02600,0.27000,0.26000,1.99770,0.21220,0.26930,59.17890,12.26960,12.26960,9.18220,9.22220,0.12820,0.75790,1.47780,60.90230,1.72310,-25.71430,1.18260,1.35750,15.46550,0.6721,0.6592
2024-03-31,107.70200,45.38400,62.31800,15.04400,39.12300,54.16700,8.15100,-3.72900,4.42200,0.42800,3.99400,3.99400,,3.99400,16.28400,8.15100,36.29600,36.97400,0.11000,0.11000,2.05070,0.23810,0.31250,57.86150,7.56810,7.56810,4.10580,3.70840,0.13050,0.72970,1.49620,60.15180,0.72670,-6.97300,0.48390,0.55370,15.11540,0.3413,0.3879
2023-12-31,106.08900,44.98900,61.10000,14.63300,34.33400,48.96700,12.13300,-15.40900,-3.27600,-0.22200,-3.05400,-3.05400,,-3.05400,20.53700,12.13300,36.12900,36.12900,-0.08000,-0.08000,2.34760,0.26420,0.35910,57.59320,11.43660,11.43660,-3.08800,-2.87870,0.12800,0.66560,1.72670,52.12310,-0.56340,4.28510,-0.36850,-0.41450,14.95420,0.51680,0.50870
2023-09-30,112.16300,48.17200,63.99100,14.45400,36.05600,50.51000,13.48110,-6.28900,7.19200,0.82700,6.36500,6.36500,,6.36500,21.99110,13.48100,35.82000,36.86900,0.18000,0.17000,1.93300,0.25810,0.37660,57.05180,12.01920,12.01910,6.41210,5.67480,0.13420,0.64750,2.00300,44.93220,1.17760,-8.14050,0.76180,0.87370,14.98650,0.2416,0.2281
2023-06-30,112.23600,48.41700,63.81900,14.94500,36.39800,51.34300,12.47600,-6.58800,5.88800,-0.83900,6.72700,6.72700,,6.72700,20.97500,12.47600,35.88900,36.81700,0.19000,0.18000,1.88000,0.26790,0.39520,56.86140,11.11590,11.11590,5.24610,5.99360,0.13360,0.57910,2.21310,40.66740,1.26550,-7.15660,0.80080,0.92640,14.78420,0.4936,0.467
2023-03-31,111.14400,48.27200,62.87200,15.15500,35.54200,50.69700,12.17500,-6.34600,5.82900,-0.07000,5.89900,5.89900,,5.89900,20.51600,12.17500,35.79100,36.73000,0.16000,0.16000,2.01820,0.29150,0.44140,56.56810,10.95430,10.95430,5.24450,5.30750,0.13110,0.58110,2.23730,40.22730,1.13400,-5.30850,0.69580,0.80340,14.50540,0.1889,0.1372
2022-12-31,109.30600,47.78500,61.52100,14.09400,35.46400,49.55800,11.96300,-5.95400,6.00900,0.23000,5.77900,5.77900,,5.77900,20.56900,11.96300,35.60800,36.85900,0.16000,0.16000,1.87980,0.30000,0.45910,56.28330,10.94450,10.94450,5.49740,5.28700,0.12790,0.59000,2.00760,44.82870,1.13330,-4.53940,0.67620,0.79330,14.27010,0.07270,0.04660
2022-09-30,105.73800,46.74300,58.99500,13.89900,34.41300,42.11200,16.88300,-4.87600,12.00700,0.78400,11.22300,11.22300,,11.22300,25.82400,16.88300,35.03100,35.99500,0.32000,0.31000,1.72220,0.30730,0.47450,55.79360,15.96690,15.96690,11.35540,10.61400,0.12380,0.63840,2.09590,42.94100,2.23780,-7.95800,1.31430,1.55020,14.11200,0.1751,0.2382
2022-06-30,103.51700,46.09100,57.42600,13.96800,33.48400,47.45200,9.97400,-5.39200,4.58200,0.45600,4.12600,4.12600,,4.12600,19.21500,9.97400,35.13100,35.74000,0.12000,0.12000,1.79280,0.33080,0.52620,55.47490,9.63510,9.63510,4.42630,3.98580,0.11990,0.74720,1.67520,53.72420,0.84740,-2.52200,0.47770,0.56710,13.81340,0.5432,0.4719
