Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,241.69600,199.74500,41.95100,12.79400,16.93800,25.01300,-2.49600,22.51700,0.96600,21.55100,21.55100,21.55100,31.11000,25.01300,104.88400,105.58700,0.21000,0.20000,1.83740,0.14950,0.18270,17.35690,10.34900,10.34900,9.31620,8.91660,0.32930,4.60260,5.72130,15.73070,3.99000,386.01060,2.93600,3.39370,5.19440,0.2714,0.2609
2024-06-30,224.89100,187.93900,36.95200,13.97000,18.11300,18.83900,-2.26700,16.57200,0.81300,15.75900,15.75900,15.75900,24.98100,18.83900,105.12300,105.76700,0.15000,0.15000,2.02630,0.18860,0.23250,16.43110,8.37690,8.37690,7.36890,7.00740,0.29720,4.36550,4.90150,18.36170,2.95860,-261.38700,2.08240,2.40050,5.08670,0.1728,0.1625
2024-03-31,211.22600,177.55500,33.67100,12.55000,16.69400,16.97700,4.76800,21.74500,0.57900,21.16600,21.16600,21.16600,23.53200,16.97700,101.46700,102.93300,0.21000,0.21000,1.84840,0.21180,0.26880,15.94080,8.03740,8.03740,10.29470,10.02060,0.27660,3.97120,4.85390,18.54190,4.10560,-77.56530,2.77180,3.23600,4.92330,0.14530,0.13360
2023-12-31,194.80600,162.40800,32.39800,13.44600,19.78000,12.61800,-19.24800,-6.63000,0.67400,-7.30400,-7.30400,-7.30400,18.39700,12.61790,97.82600,97.82600,-0.06000,0.01000,1.56720,0.26710,0.36450,16.63090,6.47720,6.47720,-3.40340,-3.74940,0.27590,3.41880,4.77650,18.84210,-1.68270,6.46950,-1.03440,-1.23320,4.35220,0.1907,0.1637
2023-09-30,216.27100,180.60500,35.66600,14.50600,18.71200,16.95400,3.63900,20.59300,-2.81800,23.41100,23.41100,23.41100,22.91900,16.95400,99.96300,101.36900,0.23000,0.16000,1.63080,0.26670,0.36370,16.49140,7.83920,7.83920,9.52190,10.82490,0.30260,4.11940,4.53460,19.84760,5.22480,-22.34470,3.27540,3.83130,4.48480,0.1753,0.1695
2023-06-30,200.51300,169.39900,31.11400,13.47300,17.67900,13.43500,-16.55300,-3.11800,0.05900,-3.17700,-3.17700,-3.17700,19.36100,13.43500,97.47100,97.47100,-0.03000,-0.03000,1.70890,0.30150,0.43160,15.51720,6.70030,6.70030,-1.55500,-1.58440,0.28090,3.74950,5.41090,16.63300,-0.75130,2.36740,-0.44510,-0.52480,3.74570,0.2583,0.25
2023-03-31,182.45500,154.59300,27.86200,12.49100,16.69700,11.16500,-26.51000,-15.34500,0.55900,-15.90400,-15.90400,-15.90400,16.99800,11.16500,93.41800,93.41800,-0.17000,-0.17000,1.67000,0.36290,0.57570,15.27060,6.11930,6.11930,-8.41030,-8.71670,0.25280,3.02650,4.36910,20.59910,-4.51910,7.59750,-2.20390,-2.87890,3.77570,0.02350,0.00930
2022-12-31,168.92200,139.16700,29.75490,14.84500,19.05000,10.70490,-12.62000,-1.91500,0.41500,-2.33000,-2.33000,-2.33000,17.41690,10.70490,92.50700,95.10500,-0.03000,0.04000,1.69480,0.36550,0.58170,17.61460,6.33720,6.33720,-1.13370,-1.37930,0.23550,3.49360,5.03370,17.87940,-0.63690,1.16700,-0.32480,-0.40420,3.93490,0.0816,0.0654
2022-09-30,162.29200,135.90800,26.38400,12.34700,16.55300,9.83100,-3.68400,6.14700,0.23600,5.91100,5.91100,5.91100,15.34400,9.83100,92.55700,94.43200,0.06000,0.06000,1.77460,0.37730,0.61170,16.25710,6.05760,6.05760,3.78760,3.64220,0.23220,4.16990,5.60690,16.05160,1.62160,-2.88130,0.84580,1.00970,3.94180,0.1328,0.1195
2022-06-30,127.38200,110.29700,17.08500,11.85500,16.06100,1.02400,54.95600,55.98000,0.08600,55.89400,55.89400,55.89400,6.52100,1.02400,92.35200,94.79800,0.61000,0.46000,1.62500,0.39210,0.65080,13.41240,0.80390,0.80390,43.94660,43.87900,0.18180,3.28310,4.00690,22.46150,15.79890,-25.39550,7.97550,9.60480,3.84000,0.0521,0.0408
