Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,13.62200,7.26600,-20.88800,1.69200,-19.19600,-19.19600,-19.19600,-19.19600,-22.38500,-20.88800,33.80800,33.80800,-0.57000,-0.57000,9.49440,-16.70030,-16.70030,-14.72220,-16.70030,3.39350,-0.4666,-0.4666
2023-06-30,14.40000,6.63900,-21.03900,1.50800,-19.53100,-19.53100,-19.53100,-19.53100,-22.23800,-21.03900,30.21500,30.21500,-0.65000,-0.65000,10.65080,-14.73730,-14.73730,-13.19320,-14.73730,3.92080,-0.4714,-0.4703
2023-03-31,10.99100,5.13200,-16.12300,1.01600,-15.10700,-15.10700,-15.10700,-15.10700,-16.85200,-16.12300,25.03640,25.03640,-0.60000,-0.60000,9.25660,-17.34760,-17.34760,-15.28000,-17.34760,3.46850,-0.36140,-0.36830
2022-12-31,10.35700,4.20500,-14.56200,0.96200,-13.60000,-13.60000,-13.60000,-13.60000,-15.18500,-14.56200,24.49600,24.49600,-0.56000,-0.56000,14.92880,-13.60410,-13.60410,-12.57140,-13.60410,4.04740,-0.6374,-0.6476
2022-09-30,9.93800,3.90200,-13.84000,0.83300,-13.00700,-13.00700,-13.00700,-13.00700,-13.96500,-13.84000,24.49630,24.49630,-0.53000,-0.53000,12.80400,-11.60870,-11.60870,-10.61760,-11.60870,4.56770,-0.4395,-0.4407
2022-06-30,8.13200,4.29900,-12.43100,0.11900,-12.31200,-12.31200,-12.31200,-12.31200,-12.43200,-12.43100,24.46400,24.46400,-0.50000,-0.50000,15.83820,-9.91650,-9.91650,-9.21500,-9.91650,5.07180,-0.4887,-0.4896
2022-03-31,9.27800,3.73700,-13.01500,-0.02100,-13.03600,-13.03600,-13.03600,-13.03600,-12.99500,-13.01500,24.45830,24.45830,-0.53000,-0.53000,18.04240,-9.63360,-9.63360,-9.02700,-9.63360,5.53240,-0.36790,-0.36970
2021-12-31,7.10000,3.52400,-10.62400,0.01700,-10.60700,-10.60700,-10.60700,-10.60700,-10.51800,-10.62400,18.14300,18.14300,2.24000,2.24000,24.78780,-7.20530,-7.20530,-6.88660,-7.20530,6.01970,-0.9474,-0.9538
2021-09-30,9.31800,3.43400,-12.75200,0.01700,-12.73500,-12.73500,-12.73500,-12.73500,-12.65900,-12.75200,24.39700,24.39700,-0.52000,-0.52000,25.60440,-8.15260,-8.15260,-7.81560,-8.15260,6.39990,-0.29,-0.293
2021-06-30,6.27900,2.94900,-9.22800,0.01200,-9.21600,-9.21600,-9.21600,-9.21600,-9.18500,-9.22800,21.36400,21.36400,-0.43000,-0.43000,51.30130,-5.50040,-5.50040,-5.37990,-5.50040,6.89820,3.2912,3.3017
2021-03-31,5.47200,1.74200,-7.21400,0.00200,-7.21200,-7.21200,-7.21200,-7.21200,-7.20400,-7.21400,2.07100,2.07100,-3.48000,-3.48000,23.80660,14.80390,-7.89410,-7.56600,-7.89410,43.01270,-4.14730,-4.15930
2020-12-31,5.11800,1.13400,-6.25200,-0.00100,-6.25300,-6.25300,-6.25300,-6.25300,-6.24200,-6.25200,2.02800,2.02800,-3.10000,-3.10000,12.01420,14.84740,-12.35650,-11.32360,-12.35650,24.64930,-2.7469,-2.7549
2020-09-30,4.43100,0.66800,-5.09900,0.00500,-5.09400,-5.09400,-5.09400,-5.09400,-5.09100,-5.09900,2.05300,2.05300,-2.48000,-2.48000,,,,,,,-2.7416,-2.745
2020-06-30,2.81700,0.88200,-3.69900,0.01200,-3.68700,-3.68700,-3.68700,-3.68700,-3.69100,-3.69900,2.02220,2.02220,-1.82000,-1.82000,,,,,,,-1.4446,-1.4446
2020-03-31,3.57800,0.92400,-4.50200,0.07100,-4.43100,-4.43100,-4.43100,-4.43100,-4.50800,-4.50200,2.01500,2.01500,-2.20000,-2.20000,,,,,,,-2.20690,-2.20740
2019-12-31,,,,,,,,,,,,,,0.00000,,,,,,,0,0
