,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-29,2024-09-30,$4.47,$4.49
1,2024-07-30,2024-06-30,$4.23,$4.37
2,2024-04-30,2024-03-31,$3.54,$3.60
3,2024-01-30,2023-12-31,$3.59,$3.69
4,2023-10-31,2023-09-30,$4.07,$3.95
5,2023-07-25,2023-06-30,$3.63,$4.07
6,2023-04-25,2023-03-31,$2.46,$3.61
7,2023-01-31,2022-12-31,$2.41,$2.60
8,2022-10-25,2022-09-30,$2.73,$3.08
9,2022-07-26,2022-06-30,$2.41,$2.81
10,2022-04-26,2022-03-31,$1.86,$2.12
11,2022-02-03,2021-12-31,$2.09,$2.07
12,2021-10-26,2021-09-30,$2.29,$2.24
13,2021-07-27,2021-06-30,$2.15,$2.36
14,2021-04-27,2021-03-31,$1.67,$1.72
15,2021-02-02,2020-12-31,$1.78,$1.76
16,2020-10-27,2020-09-30,$2.04,$2.30
17,2020-07-30,2020-06-30,$1.60,$1.87
18,2020-04-30,2020-03-31,$1.51,$1.64
19,2020-02-04,2019-12-31,$1.83,$1.91
20,2019-10-29,2019-09-30,$2.28,$2.34
21,2019-07-30,2019-06-30,$2.15,$2.31
22,2019-04-30,2019-03-31,$1.55,$1.57
23,2019-02-05,2018-12-31,$1.69,$1.72
24,2018-10-23,2018-09-30,$2.11,$2.22
25,2018-07-24,2018-06-30,$1.78,$1.97
26,2018-04-24,2018-03-31,$1.38,$1.39
27,2018-01-30,2017-12-31,$1.42,$1.54
28,2017-10-24,2017-09-30,$1.50,$1.65
29,2017-07-25,2017-06-30,$1.40,$1.51
30,2017-04-25,2017-03-31,$1.11,$1.23
31,2017-01-31,2016-12-31,$1.23,$1.35
32,2016-10-25,2016-09-30,$1.50,$1.63
33,2016-07-26,2016-06-30,$1.43,$1.53
34,2016-04-26,2016-03-31,$1.06,$1.16
35,2016-01-28,2015-12-31,$1.17,$1.31
36,2015-10-22,2015-09-30,$1.31,$1.27
37,2015-07-23,2015-06-30,$1.35,$1.56
38,2015-04-23,2015-03-31,$1.07,$1.12
39,2015-01-29,2014-12-31,$1.26,$1.38
