Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,9.42720,0.72280,-0.50050,-10.79420,2.30330,-8.49080,-8.49080,-8.49080,-8.49080,-10.64960,-10.79420,198.01900,198.01900,-0.04400,-0.04400,4.35620,0.00090,0.00160,-14.67940,-14.67940,-12.91780,-14.66660,0.29090,-0.0431,-0.052
2024-06-30,7.40030,0.87260,-0.51880,-8.94130,0.10390,-8.83770,-8.83770,-8.83770,-8.83770,-8.79400,-8.94130,191.35700,191.35700,-0.04380,-0.04380,5.06920,0.00100,0.00150,-17.76260,-17.76260,-15.20940,-17.74460,0.25790,-0.0421,-0.0431
2024-03-31,10.49770,0.96120,-0.62330,-12.24130,2.46930,-9.77200,-9.77200,-9.77200,-9.77200,-12.08220,-12.24130,187.53500,187.53500,-0.05190,-0.05190,3.92160,0.00110,0.00210,-20.46140,-20.46140,-16.67940,-20.43950,0.25210,-0.05990,-0.06030
2023-12-31,15.01390,0.60870,-0.62820,-16.41560,1.30530,-15.09840,-15.09840,-15.09840,-15.09840,-16.25270,-16.41560,178.36310,178.36310,-0.08830,-0.08830,3.28160,0.00100,0.00240,-31.11490,-31.11490,-24.09710,-31.08220,0.25970,-0.1001,-0.1019
2023-09-30,20.08230,1.05010,-0.68690,-21.98840,4.58000,-17.40840,-17.40840,-17.40840,-17.40840,-21.81850,-21.98840,178.22430,178.22430,-0.09690,-0.09690,3.38630,0.00140,0.00300,-48.75980,-48.75980,-40.01460,-48.68990,0.19930,-0.1042,-0.1054
2023-06-30,18.56610,0.83670,-0.58510,-20.16530,8.32350,-11.85370,-11.85370,-11.85370,-11.85370,-19.98680,-20.16530,176.00800,176.00800,-0.06690,-0.06690,3.60170,0.00120,0.00220,-27.45180,-27.45180,-21.98840,-27.41940,0.24410,-0.1013,-0.1026
2023-03-31,16.00130,0.99240,-0.90060,-18.07950,3.25680,-14.82270,-14.82270,-14.82270,-14.82270,-17.89430,-18.07950,175.37800,175.37800,-0.08130,-0.08130,3.19500,0.00110,0.00210,-31.35540,-31.35540,-23.40220,-31.32180,0.26960,-0.10670,-0.10940
2022-12-31,15.82270,6.17480,-0.91190,-23.08150,4.85280,-18.22870,-18.22870,-18.22870,-18.22870,-22.90030,-23.08150,166.85810,166.85810,-0.10310,-0.10310,3.47520,0.00080,0.00180,-28.39010,-28.39010,-21.41010,-28.36670,0.36610,-0.1041,-0.1113
2022-09-30,15.10850,1.43890,-0.68030,-17.37820,3.10430,-14.27230,-14.27230,-14.27230,-14.27230,-17.23540,-17.37820,167.86500,167.86500,-0.08430,-0.08430,4.02190,0.00070,0.00190,-28.20140,-28.20140,-22.47940,-28.18150,0.30000,-0.0844,-0.0869
2022-06-30,13.53230,1.10710,-0.76310,-15.57580,-3.44920,-19.02500,-19.02500,-19.02500,-19.02500,-15.40410,-15.57580,165.09900,165.09900,-0.11750,-0.11750,12.30580,0.00060,0.00120,-30.41960,-30.41960,-24.43500,-30.40190,0.37560,-0.088,-0.0943
2022-03-31,10.47310,0.96840,-0.58260,-12.20560,-5.48850,-17.69400,-17.69400,-17.69400,-17.69400,-12.02410,-12.20560,164.24200,164.24200,-0.11050,-0.11050,10.77170,0.00050,0.00090,-22.27180,-22.27180,-18.14120,-22.26150,0.48370,-0.06640,-0.07600
2021-09-30,9.46850,1.17490,-0.64130,-11.43540,-16.59850,-28.03390,-28.03390,-28.03390,-28.03390,-11.43540,-11.43540,155.34400,155.34400,-0.18270,-0.18270,6.99240,,0.00050,-36.14270,-36.14270,-31.12360,-36.14270,0.48870,-0.1742,-0.1807
