Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,374.21700,240.14900,134.06800,53.56100,56.23700,145.11600,-11.04800,-3.49900,-14.54700,-0.40000,-14.14700,-14.14700,-0.75800,-14.90500,8.26400,-11.04800,37.53200,37.53200,-0.40000,-0.40000,4.61640,0.32630,0.48440,35.82630,-2.95230,-2.95230,-3.88730,-3.98300,0.17070,0.63580,1.44260,62.38600,-1.21500,-1.96470,-0.64510,-0.81850,30.90950,0.91,0.5677
2024-06-30,364.94700,237.20600,127.74100,52.33500,55.01300,114.77300,12.96800,5.80100,18.76900,3.16500,15.60400,15.60400,-0.57500,15.02900,30.74800,12.96800,37.47400,37.77700,0.40000,0.40000,5.46820,0.43230,0.77880,35.00260,3.55340,3.55340,5.14290,4.11810,0.14360,0.61910,1.39070,64.71550,1.33930,2.17940,0.61390,0.76030,30.92770,0.1773,-0.2128
2024-03-31,327.47500,214.64600,112.82900,49.83600,55.12400,112.15200,0.67700,6.89700,7.57400,1.78700,5.78700,5.78700,-0.57100,5.21600,18.44500,0.67700,37.35900,37.68700,0.14000,0.14000,5.60960,0.43820,0.79750,34.45420,0.20670,0.20670,2.31280,1.59280,0.12970,0.59400,1.32310,68.02320,0.50640,0.81780,0.22930,0.28450,30.53060,0.19320,-0.24800
2023-12-31,405.27110,262.40500,142.86610,49.02500,54.93200,129.09590,13.77020,2.42800,16.19800,-21.69300,37.89100,37.89100,-0.38900,37.50200,30.16120,13.77010,37.48000,37.75000,1.00000,1.00000,5.09720,0.43910,0.80030,35.25200,3.39780,3.39780,3.99680,9.25360,0.15850,0.78060,1.43490,62.72020,3.31160,5.42180,1.48200,1.85750,30.66030,2.2344,1.8542
2023-09-30,409.99100,262.65000,147.34100,50.39100,55.13100,117.28000,30.06100,4.46400,34.52500,0.87400,33.65100,33.65100,-0.93000,32.72100,46.98300,30.06100,37.57500,37.85400,0.87000,0.86000,5.31580,0.44980,0.83560,35.93760,7.33210,7.33210,8.42090,7.98090,0.16440,0.72160,1.51650,59.34600,3.05680,5.16950,1.34940,1.68190,29.52980,1.9139,1.5674
2023-06-30,415.50800,268.42800,147.08000,51.41300,55.61300,117.25500,29.82500,2.42500,32.25000,4.79500,27.45500,27.45500,-0.31500,27.14000,46.39400,29.82500,37.57300,37.80300,0.72000,0.72000,3.80060,0.23390,0.32300,35.39760,7.17800,7.17800,7.76160,6.53180,0.21310,0.68420,1.60580,56.04630,2.43980,4.11560,1.40800,1.86920,29.88790,0.597,0.1369
2023-03-31,425.04000,269.92900,155.11100,51.61000,55.35800,115.07300,40.03800,-0.55000,39.48800,7.73600,31.75200,31.75200,-0.83100,30.92100,56.68900,40.03800,37.47500,37.75700,0.83000,0.82000,3.14970,0.24120,0.33610,36.49330,9.41980,9.41980,9.29040,7.27480,0.21160,0.67230,1.45750,61.75090,2.89730,5.03390,1.58070,2.19840,29.20180,0.78950,0.36020
2022-12-31,490.74000,312.92600,177.81400,49.63700,57.40700,119.71310,58.10090,-2.70100,55.40000,10.05500,45.34500,45.34500,-1.60000,43.74500,73.96390,58.10100,37.46300,37.72100,1.17000,1.16000,3.02390,0.24890,0.35010,36.23380,11.83950,11.83950,11.28910,8.91410,0.24630,0.83220,1.63210,55.14420,4.25270,7.61710,2.27620,3.19440,28.48770,1.8667,1.3555
2022-09-30,516.27400,325.05600,191.21800,49.76000,56.71600,113.64600,77.57200,8.94000,86.51200,11.63900,74.87300,74.87300,-0.69700,74.16700,93.12800,77.57200,37.37900,37.63000,1.98000,1.97000,2.72960,0.26570,0.38200,37.03810,15.02540,15.02540,16.75700,14.36580,0.26150,0.79390,1.68160,53.52120,7.56330,14.54080,3.79290,5.55400,26.47420,1.7381,1.3638
2022-06-30,440.94900,278.79100,162.15800,48.00900,55.02200,109.39300,52.76500,3.24900,56.01400,11.20300,44.81100,44.81100,0.18000,44.97000,67.75400,52.76500,37.52000,37.71000,1.20000,1.19000,2.79550,0.28190,0.41410,36.77480,11.96620,11.96620,12.70310,10.19850,0.23480,0.70430,1.62810,55.27970,4.84510,10.13330,2.38600,3.47940,24.73470,1.0022,0.6728
