Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,10635.00000,4698.00000,5937.00000,713.00000,2895.00000,4078.00000,1859.00000,81.00000,1940.00000,294.00000,1646.00000,1646.00000,,1646.00000,2660.00000,1859.00000,1739.46600,1747.59700,0.94000,0.94000,1.59720,0.24270,0.37420,55.82510,17.48000,17.48000,18.24170,15.47720,0.14300,0.68960,1.50830,59.67000,4.11210,18.25240,2.21370,3.11430,23.07810,1.5513,1.2321
2024-06-30,10377.00000,4603.00000,5774.00000,698.00000,2936.00000,4105.00000,1669.00000,-62.00000,1607.00000,305.00000,1302.00000,1302.00000,,1302.00000,2474.00000,1669.00000,1743.04000,1751.15300,0.74000,0.74000,1.68020,0.24930,0.37300,55.64230,16.08360,16.08360,15.48620,12.54700,0.14210,0.67550,1.51400,59.44490,3.29120,15.45400,1.78310,2.47060,22.73700,1.1188,0.8145
2024-03-31,9964.00000,4463.00000,5501.00000,684.00000,2959.00000,4115.00000,1386.00000,50.00000,1436.00000,211.00000,1225.00000,1225.00000,,1225.00000,2191.00000,1386.00000,1740.20300,1749.65200,0.70000,0.70000,1.59590,0.24360,0.37360,55.20880,13.91010,13.91010,14.41190,12.29430,0.13750,0.65370,1.50860,59.65980,3.13760,16.63500,1.69040,2.37320,22.44320,0.58580,0.35840
2023-12-31,10241.00000,4556.00000,5685.00000,700.00000,2724.00000,3905.00000,1780.00000,15.00000,1795.00000,201.00000,1594.00000,1594.00000,,1594.00000,2593.00000,1780.00000,1740.00000,1749.00000,0.92000,0.91000,1.63790,0.25940,0.37810,55.51220,17.38110,17.38110,17.52760,15.56490,0.13990,0.69350,1.55990,57.69460,4.10540,25.16970,2.17720,3.04050,22.39060,1.736,1.3047
2023-09-30,10143.00000,4605.00000,5538.00000,672.00000,2723.00000,3891.00000,1647.00000,24.00000,1671.00000,235.00000,1436.00000,1436.00000,,1436.00000,2471.00000,1647.00000,1738.70000,1748.28900,0.82000,0.82000,1.73780,0.27750,0.41190,54.59920,16.23780,16.23780,16.47440,14.15760,0.14070,0.69250,1.56070,57.66640,3.80960,27.96500,1.99200,2.75250,21.71240,1.0751,0.7542
2023-06-30,9978.00000,4483.00000,5495.00000,715.00000,2740.00000,3953.00000,1542.00000,94.00000,1636.00000,261.00000,1375.00000,1375.00000,,1375.00000,2342.00000,1542.00000,1740.35900,1750.24800,0.79000,0.78000,1.63800,0.28020,0.45040,55.07120,15.45400,15.45400,16.39610,13.78030,0.13600,0.65250,1.61670,55.67050,3.67610,31.88780,1.87450,2.64600,21.55410,0.6879,0.398
2023-03-31,9747.00000,4331.00000,5416.00000,654.00000,2762.00000,3907.00000,1509.00000,53.00000,1562.00000,244.00000,1318.00000,1318.00000,,1318.00000,2315.00000,1509.00000,1741.73800,1751.71500,0.75000,0.75000,1.67770,0.28190,0.45390,55.56580,15.48170,15.48170,16.02540,13.52210,0.13210,0.64900,1.61910,55.58630,3.54000,30.65830,1.78610,2.54210,21.41070,0.65250,0.43560
2022-12-31,10091.00000,4593.00000,5498.00000,725.00000,2973.00000,4194.00000,1304.00000,16.00000,1320.00000,287.00000,1033.00000,1033.00000,,1033.00000,2111.00000,1304.00000,1753.00000,1764.00000,0.59000,0.59000,1.62850,0.28240,0.45450,54.48420,12.92240,12.92240,13.08100,10.23680,0.13560,0.74400,1.62290,55.45730,2.79910,28.28590,1.38770,2.00870,21.23670,1.3178,0.9721
2022-09-30,10410.00000,4629.00000,5781.00000,782.00000,2731.00000,4011.00000,1770.00000,-12.00000,1758.00000,323.00000,1435.00000,1435.00000,,1435.00000,2585.00000,1770.00000,1752.96800,1763.65300,0.82000,0.81000,1.85900,0.29890,0.45740,55.53310,17.00290,17.00290,16.88760,13.78480,0.14300,0.80730,1.62450,55.40060,3.99900,52.18180,1.97110,2.80380,20.58070,1.5789,1.3137
2022-06-30,11257.00000,4933.00000,6324.00000,684.00000,2757.00000,3948.00000,2376.00000,-24.00000,2352.00000,334.00000,2018.00000,2018.00000,,2018.00000,3198.00000,2376.00000,1753.86500,1765.46300,1.15000,1.14000,2.01390,0.31330,0.45650,56.17840,21.10690,21.10690,20.89370,17.92660,0.15170,0.83620,1.56370,57.55620,5.49620,84.78990,2.71960,3.77400,20.96600,1.371,1.1554
2022-03-31,11895.00000,4987.00000,6908.00000,697.00000,2787.00000,3996.00000,2912.00000,-36.00000,2876.00000,429.00000,2447.00000,2447.00000,,2447.00000,3735.00000,2912.00000,1761.91100,1774.54200,1.38000,1.37000,1.85250,0.32410,0.47970,58.07480,24.48090,24.48090,24.17820,20.57170,0.16070,0.87630,1.65690,54.31780,6.86800,1087.55600,3.30640,4.64190,20.34850,1.16370,0.98280
2021-12-31,11468.00000,4766.00000,6702.00000,762.00000,3048.00000,4324.00000,2378.00000,-51.00000,2327.00000,338.00000,1989.00000,1989.00000,,1989.00000,3261.00000,2378.00000,1775.00000,1789.00000,1.12000,1.11000,1.84960,0.32440,0.50110,58.44090,20.73600,20.73600,20.29120,17.34390,0.15250,0.92420,1.76780,50.90950,5.52130,3683.33300,2.64510,3.73030,20.42080,1.7143,1.3712
2021-09-30,10928.00000,4423.00000,6505.00000,672.00000,2767.00000,3959.00000,2546.00000,-53.00000,2493.00000,393.00000,2100.00000,2100.00000,,2100.00000,3393.00000,2546.00000,1774.51600,1788.99900,1.18000,1.17000,1.82580,0.33500,0.53110,59.52600,23.29800,23.29800,22.81300,19.21670,0.14810,0.84070,1.70620,52.74980,6.06270,-106.43690,2.84570,4.03190,19.58850,1.5162,1.2573
2021-06-30,10223.00000,4947.00000,5276.00000,654.00000,2726.00000,3884.00000,1392.00000,-44.00000,1348.00000,159.00000,1189.00000,1189.00000,,1189.00000,2266.00000,1392.00000,1779.20300,1793.27900,0.67000,0.66000,1.79380,0.34020,0.54370,51.60910,13.61640,13.61640,13.18600,11.63060,0.13950,0.90950,1.67230,53.81690,3.49410,-37.90250,1.62280,2.30530,19.19490,1.1852,0.9552
