Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,4.56900,,4.56900,4.01800,,,0.33500,0.08400,0.41900,0.10900,0.31000,0.31000,0.31000,0.38000,0.33500,5.15700,5.15700,0.06000,0.06000,1.80130,0.00380,0.00510,100.00000,7.33200,7.33200,9.17050,6.78490,0.10800,0.49850,180.55160,1.20660,3.20280,0.73280,1.20200,4.98180,0.2271,0.2253
2024-06-30,4.59100,,4.59100,3.91700,,,0.39700,0.07700,0.47400,0.22700,0.24700,0.24700,0.24700,0.44100,0.39700,5.15700,5.15700,0.05000,0.05000,1.83200,0.00410,0.00550,100.00000,8.64740,8.64740,10.32460,5.38010,0.11160,0.49850,180.54890,0.97940,2.68330,0.60050,0.97540,4.88990,0.0956,0.0935
2024-03-31,4.17100,,4.17100,3.80100,,,0.07300,0.07600,0.14900,0.05800,0.09100,0.09100,0.09100,0.11700,0.07300,5.15700,5.15700,0.02000,0.02000,1.83620,0.00450,0.00590,100.00000,1.75020,1.75020,3.57230,2.18170,0.10360,0.48580,185.24330,0.36450,1.01630,0.22610,0.36280,4.84130,-0.25520,-0.25640
2023-12-31,3.76300,,3.76300,3.60700,,,-0.11700,0.02500,-0.09200,-0.02100,-0.07100,-0.07100,-0.07100,-0.07100,-0.11700,5.15700,5.15700,-0.02000,-0.02000,1.73730,0.00490,0.00620,100.00000,-3.10920,-3.10920,-2.44490,-1.88680,0.09030,0.44240,203.41490,-0.28520,-0.79940,-0.17040,-0.28380,4.82730,0.2701,0.2655
2023-09-30,4.47200,,4.47200,3.70200,,,0.46700,0.01800,0.48500,0.12600,0.35900,0.35900,0.35900,0.52200,0.46700,5.15700,5.15700,0.07000,0.07000,1.73640,0.00140,0.00410,100.00000,10.44280,10.44280,10.84530,8.02770,0.10720,0.45190,199.17930,1.44550,4.06980,0.86050,1.44340,4.81550,0.0822,0.076
2023-06-30,4.49300,,4.49300,4.04200,,,0.14900,-0.06100,0.08800,0.10200,-0.01400,-0.01400,-0.01400,0.20500,0.14900,5.15700,5.15700,0.00000,0.00000,1.71250,0.00210,0.00470,100.00000,3.31630,3.31630,1.95860,-0.31160,0.10880,0.45090,199.61050,-0.05690,-0.16300,-0.03390,-0.05680,4.77050,0.0045,-0.0026
2023-03-31,4.48400,,4.48400,3.96000,,,0.22900,-0.01900,0.21000,0.05100,0.15900,0.15900,0.15900,0.28000,0.22900,5.15700,5.15700,0.03000,0.03000,1.68570,0.00280,0.00540,100.00000,5.10700,5.10700,4.68330,3.54590,0.10870,0.46160,194.95320,0.64950,1.87810,0.38540,0.64770,4.74660,-0.22010,-0.23420
2022-12-31,4.09100,,4.09100,3.84200,,,-0.16600,-0.04800,-0.21400,-0.19600,-0.01800,-0.01800,-0.01800,-0.12100,-0.16600,5.15700,5.15700,0.00000,0.00000,1.61530,0.00350,0.00610,100.00000,-4.05770,-4.05770,-5.23100,-0.44000,0.09740,0.43210,208.26940,-0.07430,-0.21960,-0.04290,-0.07410,4.69450,0.2484,0.2151
2022-09-30,4.44200,,4.44200,3.48200,,,0.67100,0.10500,0.77600,-1.11100,1.88700,1.88700,1.88700,0.71300,0.67100,5.15700,5.15700,0.37000,0.37000,1.58540,0.00420,0.00670,100.00000,15.10580,15.10580,17.46960,42.48090,0.11200,0.40790,220.64390,7.90830,24.04740,4.75630,7.87530,4.62660,0.3326,0.3174
2022-06-30,4.69900,,4.69900,3.39000,,,1.04000,0.10800,1.14800,0.22700,0.92100,0.92100,0.92100,1.08700,1.04000,5.15700,5.15700,0.18000,0.18000,1.59750,0.00520,0.00790,100.00000,22.13240,22.13240,24.43070,19.59990,0.12130,0.42260,212.94320,4.13540,14.71950,2.37670,4.11400,4.31830,0.039,0.0384
2022-03-31,4.54800,,4.54800,3.36100,,,0.87400,-0.00900,0.86500,0.12600,0.73900,0.73900,0.73900,0.93300,0.87400,5.15700,5.15700,0.14000,0.14000,1.58510,0.00600,0.00880,100.00000,19.21720,19.21720,19.01940,16.24890,0.12210,0.47600,189.08310,3.41610,13.15180,1.98450,3.39550,4.19460,-0.13150,-0.13440
2021-12-31,4.29400,,4.29400,3.20100,-0.57500,,0.14900,0.00200,0.15100,0.12800,0.02300,0.02300,0.02300,0.26400,0.14900,5.15700,5.15700,0.00000,0.00000,1.49310,0.00680,0.00990,100.00000,3.47000,3.47000,3.51650,0.53560,0.11470,0.48480,185.65900,0.10950,0.46010,0.06150,0.10870,4.07470,0.5418,0.5412
2021-09-30,4.37300,,4.37300,2.92400,,,1.01800,0.45500,1.47300,0.32000,1.15300,1.15300,1.15300,1.24900,1.01800,5.15700,5.15700,0.22000,0.22000,1.52330,0.00510,0.00760,,23.27920,23.27920,33.68400,26.36630,0.12140,0.43360,207.55770,5.51170,23.50660,3.20050,5.48340,4.05620,0.2319,0.2308
2021-06-30,14.51000,10.41200,4.09800,2.76600,,3.20700,0.89100,0.53200,1.42300,0.30200,1.12100,1.12100,1.12100,1.13400,0.89100,5.15700,5.15700,0.22000,0.22000,1.46840,0.02780,0.04140,28.24260,6.14060,6.14060,9.80700,7.72570,0.43480,1.60580,56.04690,5.63850,28.98890,3.35900,5.48170,3.85490,0.2467,0.2454
2021-03-31,11.97600,8.63900,3.33700,2.72600,,3.23700,0.10000,2.19400,2.29400,0.07300,2.22100,2.22100,2.22100,0.36600,0.10000,5.15700,5.15700,0.43000,0.43000,1.34180,0.03870,0.05480,27.86410,0.83500,0.83500,19.15500,18.54540,0.37600,1.49910,60.03760,11.87000,82.35080,6.97330,11.41020,3.62830,0.05310,0.05240
2020-12-31,-17.90700,-21.54700,3.64000,2.38500,,2.94400,0.69600,-0.06400,0.63200,0.23500,0.39700,0.39700,0.39700,1.05900,0.69600,5.15800,5.15800,0.08000,0.08000,1.27330,0.12930,0.17830,45.11090,-3.88680,-3.88680,-3.52930,-2.21700,-0.58430,-2.50590,-35.91560,2.40520,80.69100,1.29550,2.09410,3.20050,0.2307,0.2182
2020-09-30,10.54500,7.54400,3.00100,2.44800,,2.88700,0.11400,-0.00700,0.10700,0.08500,0.02200,0.02200,0.02200,0.40800,0.11400,5.15700,5.15700,0.00000,0.00000,1.05370,0.08780,0.23010,28.45900,1.08110,1.08110,1.01470,0.20860,0.34580,1.50820,59.67570,0.13830,-20.75470,0.07210,0.12610,3.08450,-0.1078,-0.1082
2020-06-30,4.52800,3.39700,1.13100,3.73500,,4.27100,-3.14000,-0.03700,-3.17700,-0.47700,-2.70000,-2.70000,-2.70000,-2.84200,-3.14000,5.15700,5.15700,-0.52000,-0.52000,1.04320,0.10880,0.24570,24.97790,-69.34630,-69.34630,-70.16340,-59.62900,0.15450,0.92430,97.37410,-17.12870,1075.70000,-9.21340,-15.26460,3.05640,-0.2778,-0.284
2020-03-31,14.55200,10.60600,3.94600,4.18200,,5.58500,-1.63900,0.03800,-1.60100,1.05900,-2.66000,-2.66000,-2.66000,-0.54500,-1.63900,5.16000,5.16000,-0.52000,-0.52000,1.16750,0.04630,0.11430,27.11660,-11.26310,-11.26310,-11.00190,-18.27930,0.43340,1.64520,54.70380,-14.40640,-108.57140,-7.92210,-13.73970,3.58040,-0.22640,-0.23720
2019-12-31,18.25900,13.08300,5.17600,4.48000,,9.83600,-4.66000,-0.12500,-4.78500,0.17700,-4.96200,-4.96200,-4.96200,0.49200,-4.66000,5.18400,5.18400,-0.96000,-0.96000,1.21590,0.04330,0.10850,28.34770,-25.52170,-25.52170,-26.20630,-27.17560,0.49210,1.93400,46.53540,-23.21840,-108.88740,-13.37180,-22.21230,4.13990,0.3096,0.2924
2019-09-30,17.24100,12.53400,4.70700,4.30800,,4.85600,-0.14900,-0.02400,-0.17300,-0.00700,-0.16600,-0.16600,-0.16600,0.14800,-0.14900,5.17600,5.17600,-0.03000,-0.03000,1.22180,0.05360,0.08900,27.30120,-0.86420,-0.86420,-1.00340,-0.96280,0.39630,1.42690,63.07470,-0.63570,-3.74210,-0.38160,-0.60160,5.05070,-0.0121,-0.031
2019-06-30,19.94500,14.15600,5.78900,4.62000,,5.16900,0.62000,-0.01800,0.60200,0.15100,0.45100,0.45100,0.45100,0.91800,0.62000,5.18700,5.18700,0.09000,0.09000,1.22640,0.05980,0.09550,29.02480,3.10850,3.10850,3.01830,2.26120,0.44090,1.55360,57.93030,1.71100,9.65530,0.99690,1.60860,5.08960,0.044,0.0223
2019-03-31,20.05900,14.47600,5.58300,4.94400,,5.56600,0.01700,-0.04700,-0.03000,0.07900,-0.10900,-0.10900,-0.10900,0.30700,0.01700,5.20500,5.20500,-0.02000,-0.02000,1.20020,0.06780,0.10290,27.83290,0.08480,0.08480,-0.14960,-0.54340,0.43560,1.55020,58.05870,-0.41820,-2.49770,-0.23670,-0.38990,5.00850,-0.04500,-0.06320
2018-12-31,18.38600,13.07600,5.31000,4.61100,,5.10400,0.20600,-0.04700,0.15900,0.10000,0.05900,0.05900,0.05900,0.46900,0.20600,5.32800,5.32800,0.01000,0.01000,1.29950,0.07120,0.10050,28.88070,1.12040,1.12040,0.86480,0.32090,0.42520,1.54490,58.25570,0.22600,1.34300,0.13650,0.20990,5.01260,0.3795,0.3514
2018-09-30,19.15300,13.77700,5.37600,4.54500,,5.09500,0.28100,-0.04300,0.23800,0.03000,0.20800,0.20800,0.20800,0.53300,0.28100,5.30900,5.31800,0.04000,0.04000,1.29050,0.06720,0.09300,28.06870,1.46710,1.46710,1.24260,1.08600,0.43720,1.38260,65.09530,0.78740,4.43970,0.47480,0.73450,5.01390,0.151,0.1338
2018-06-30,20.59600,14.90500,5.69100,4.67000,,5.16900,0.52200,-0.04900,0.47300,0.10900,0.36400,0.36400,0.36400,0.76100,0.52200,5.37500,5.37500,0.07000,0.07000,1.25790,0.04790,0.07030,27.63160,2.53450,2.53450,2.29660,1.76730,0.46060,1.36440,65.96180,1.35550,7.13030,0.81410,1.29060,5.00070,0.25,0.2421
2018-03-31,19.71600,13.84200,5.87400,4.93700,,5.51000,0.36400,-0.04500,0.31900,0.09400,0.22500,0.22500,0.22500,0.60000,0.36400,5.38100,5.40200,0.04000,0.04000,1.23940,0.05310,0.07610,29.79310,1.84620,1.84620,1.61800,1.14120,0.44980,1.30220,69.11600,0.84830,4.73090,0.51330,0.80320,4.93380,-0.07550,-0.10550
2017-12-31,17.04200,12.36500,4.67700,4.79200,,5.28800,-0.61100,-0.04000,-0.65100,-0.83100,0.18000,0.18000,0.18000,-0.37700,-0.61100,5.38200,5.38200,0.04000,0.04000,1.22890,0.05840,0.08200,27.44400,-3.58530,-3.58530,-3.82000,1.05620,0.39610,1.25060,71.96520,0.68750,4.09460,0.41840,0.64730,4.86490,0.3404,0.3298
2017-09-30,18.71800,13.26500,5.45300,4.84700,,5.31500,0.13800,-0.05100,0.08700,0.06100,0.02600,0.02600,0.02600,0.37000,0.13800,5.38200,5.38200,0.00000,0.00000,1.26350,0.06350,0.08790,29.13240,0.73730,0.73730,0.46480,0.13890,0.41980,1.13150,79.54220,0.10040,0.63660,0.05830,0.09400,4.81050,-0.0851,-0.1081
2017-06-30,18.28500,12.94600,5.33900,4.80800,,5.26600,0.07300,-0.05100,0.02200,0.07400,-0.05200,-0.05200,-0.05200,0.29600,0.07300,5.38200,5.40400,-0.01000,-0.01000,1.22220,0.06840,0.09340,29.19880,0.39920,0.39920,0.12030,-0.28440,0.39230,1.03030,87.35190,-0.20230,-1.34300,-0.11160,-0.18850,4.77500,-0.046,-0.0874
2017-03-31,19.15100,13.69900,5.45200,4.78800,,5.35100,0.10100,-0.08000,0.02100,0.01200,0.00900,0.00900,0.00900,0.31800,0.10100,5.38200,5.39900,0.00000,0.00000,1.20650,0.07310,0.09870,28.46850,0.52740,0.52740,0.10970,0.04700,0.39930,1.03600,86.87020,0.03520,0.24060,0.01880,0.03260,4.75440,-0.27010,-0.31710
2016-12-31,17.63400,12.73000,4.90400,4.67900,,5.60500,-0.70100,-0.07500,-0.77600,-0.19100,-0.58500,-0.58500,-0.58500,-0.40200,-0.70100,5.63200,5.68600,-0.10000,-0.10000,1.19820,0.07790,0.10430,27.80990,-3.97530,-3.97530,-4.40060,-3.31750,0.36190,1.04050,86.49370,-2.30220,-16.52080,-1.20070,-2.12290,4.72160,0.4489,0.3668
2016-09-30,20.90800,14.88800,6.02000,5.08900,,5.37000,0.65000,-0.04500,0.60500,0.37800,0.22700,0.22700,0.22700,0.73900,0.65000,5.58600,5.63700,0.04000,0.04000,1.33030,0.07930,0.10550,28.79280,3.10890,3.10890,2.89360,1.08570,0.42880,1.16300,77.38330,0.87690,5.68210,0.46550,0.80730,4.80990,0.1014,0.0313
2016-06-30,22.26900,15.95500,6.31400,4.95900,,5.34400,0.97000,0.04600,1.01600,0.43900,0.57700,0.57700,0.57700,1.07200,0.97000,5.84500,5.85700,0.10000,0.10000,1.36730,,,28.35330,4.35580,4.35580,4.56240,2.59100,0.46900,1.28410,70.08760,2.03830,9.02690,1.21510,2.03830,4.89590,0.1726,0.1067
2016-03-31,21.41700,15.10900,6.30800,5.81300,,6.21000,0.09800,-0.03300,0.06500,0.18900,-0.12400,-0.12400,-0.12400,0.20200,0.09800,5.84400,5.84400,-0.02000,-0.02000,1.38040,,,29.45320,0.45760,0.45760,0.30350,-0.57900,0.47580,1.36140,66.11010,-0.44810,-2.16290,-0.27550,-0.44810,4.78590,-0.21460,-0.27690
2015-12-31,19.25000,13.94900,5.30100,5.47000,,5.77900,-0.47800,0.08300,-0.39500,-0.48900,0.09400,0.09400,0.09400,-0.36800,-0.47800,5.85200,5.95500,0.03000,0.02000,1.42700,,,27.53770,-2.48310,-2.48310,-2.05190,0.48830,0.43980,1.46010,61.63950,0.33840,1.61680,0.21480,0.33840,4.79940,0.4745,0.4189
2015-09-30,21.83200,15.40200,6.43000,4.87200,,5.15200,1.27800,-0.02400,1.25400,0.58700,0.66700,0.66700,0.66700,1.39000,1.27800,5.84300,5.94600,0.11000,0.11000,1.44100,,,29.45220,5.85380,5.85380,5.74390,3.05510,0.47710,1.25460,71.73780,2.40900,11.71000,1.45760,2.40900,4.77960,-0.0627,-0.0999
2015-06-30,21.67000,15.64300,6.02700,4.88300,,5.27000,0.75700,-0.01200,0.74500,0.37200,0.37300,0.37300,0.37300,0.88200,0.75700,5.85200,5.95500,0.06000,0.06000,1.40930,,,27.81260,3.49330,3.49330,3.43790,1.72130,0.47720,1.34680,66.82510,1.36550,7.06840,0.82140,1.36550,4.66780,-0.0529,-0.1063
2015-03-31,21.04800,14.90200,6.14600,4.90100,,5.30800,0.83800,-0.10100,0.73700,0.36400,0.37300,0.37300,0.37300,0.96500,0.83800,5.86300,5.95900,0.06000,0.06000,1.38070,,,29.19990,3.98140,3.98140,3.50150,1.77210,0.46670,1.35510,66.41820,1.38620,7.76920,0.82710,1.38620,4.59420,-0.27760,-0.30410
2014-12-31,18.99300,13.63200,5.36100,4.62400,,4.99700,0.36400,-0.02800,0.33600,0.19400,0.14200,0.14200,0.14200,0.48300,0.36400,5.86900,5.87200,0.01000,0.01000,1.43770,,,28.22620,1.91650,1.91650,1.76910,0.74760,0.43960,1.52160,59.14710,0.53480,2.62720,0.32870,0.53480,4.52380,0.387,0.3209
2014-09-30,19.95300,14.18500,5.76800,4.52400,,4.94300,0.82500,-0.03900,0.78600,0.45000,0.33600,0.33600,0.33600,0.93900,0.82500,5.87000,5.96800,0.06000,0.06000,1.37830,,,28.90790,4.13470,4.13470,3.93930,1.68400,0.48570,1.50420,59.83310,1.27410,6.48400,0.81790,1.27410,4.49250,0.174,0.1508
