Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,14.80700,3.33600,-18.14300,0.88200,-17.26100,-17.26100,-17.26100,-17.25900,-18.36400,-18.14300,75.80170,75.80170,-0.23000,-0.23000,5.40570,0.01550,0.02390,,,,,,,,,-26.49870,-26.49870,-18.84060,-26.08700,0.85920,-0.1461,-0.1462
2024-06-30,,,13.97300,3.34200,-17.31500,1.00900,-16.30600,-16.30600,-16.30600,-16.30600,-17.66700,-17.31500,72.28440,72.28440,-0.23000,-0.23000,7.62840,0.01410,0.02060,,,,,,,,,-20.02600,-20.02600,-15.39190,-19.74380,1.07430,-0.2538,-0.254
2024-03-31,0.23500,0.23500,13.36400,3.50700,-16.63600,1.14900,-15.48700,-15.48700,-15.48700,-15.49100,-16.67700,-16.63600,66.08060,66.08060,-0.23000,-0.23000,6.06520,0.01520,0.02140,100.00000,-7079.14900,-7079.14900,-6590.21200,-6591.91500,0.00210,0.09490,948.25540,-18.37520,-18.37520,-13.67490,-18.09670,1.22970,-0.33870,-0.33890
2023-12-31,,,12.75500,3.20400,-15.95900,1.19800,-14.76100,-14.76100,-14.76100,-14.76000,-16.44500,-15.95900,53.60650,53.60650,-0.23000,-0.23000,6.27390,0.01550,0.02130,,,,,,,,,-16.31590,-16.31590,-12.23430,-16.06240,1.42950,-0.2369,-0.243
2023-09-30,0.35300,0.35300,10.31900,2.64900,-12.61500,1.27300,-11.34200,-11.34200,-11.34200,-11.34000,-12.59900,-12.61500,57.88540,57.88540,-0.20000,-0.20000,8.32990,0.01440,0.01930,100.00000,-3573.65500,-3573.65500,-3213.03100,-3212.46500,0.00280,0.16910,532.09630,-11.54950,-11.54960,-9.06860,-11.38300,1.67700,-0.1543,-0.1609
2023-06-30,,,9.84000,3.71800,-13.55800,1.21600,-12.34200,-12.34200,-12.34200,-12.33800,-13.85400,-13.55800,55.14380,55.14380,-0.22000,-0.22000,9.25220,0.01420,0.01860,,,,,,,,,-11.63770,-11.63770,-9.29740,-11.47270,1.85910,-0.2144,-0.2504
2023-03-31,,,9.37900,3.40800,-12.78700,0.83500,-11.95200,-11.95200,-11.95200,-11.95100,-12.45100,-12.78700,41.89770,41.89770,-0.29000,-0.29000,8.74810,0.01410,0.01810,,,,,,,,,-10.89540,-10.89540,-8.73440,-10.74160,2.05660,-0.01410,-0.04380
2022-12-31,,,14.91000,3.42600,-18.33600,0.42700,-7.52300,-7.52300,-7.52300,-7.52100,-17.67100,-7.95000,28.41960,28.41960,-0.26000,-0.26000,5.83400,0.01390,0.01780,,,,,,,,,-10.55360,-10.55360,-7.85400,-10.40660,2.41660,-0.3742,-0.4138
2022-09-30,,,9.86700,3.62500,-13.49200,0.24700,-13.24500,-13.24500,-13.24500,-13.24400,-12.94700,-13.49200,28.66310,28.66310,-0.46000,-0.46000,7.54780,0.00800,0.01010,,,,,,,,,-17.20000,-17.20000,-13.78900,-17.06300,2.65460,-0.4142,-0.4287
2022-06-30,,,9.13500,3.44900,-12.58400,0.16300,-12.42100,-12.42100,-12.42100,-12.42000,-12.10100,-12.58400,28.06340,28.06340,-0.44000,-0.44000,10.08150,0.00340,0.00430,,,,,,,,,-14.36650,-14.36650,-12.93640,-14.31720,3.07380,-0.3216,-0.3236
2022-03-31,,,8.89600,3.48200,-12.37800,0.22400,-12.15400,-12.15400,-12.15400,-12.15300,-11.84300,-12.37800,27.81840,27.81840,-0.44000,-0.44000,16.44870,,,,,,,,,,,-12.35490,-12.35490,-11.60000,-12.35490,3.50630,-0.36380,-0.35920
2021-12-31,,,5.95500,2.68500,-8.64000,0.07900,-8.56100,-8.56100,-8.56100,-8.55900,-8.09700,-8.64000,19.08090,19.08090,-0.20000,-0.20000,18.88730,,,,,,,,,,,-7.84510,-7.84510,-7.40980,-7.84510,3.92640,-0.3573,-0.3552
2021-09-30,,,5.13800,2.59000,-7.72800,0.05900,-7.66900,-7.66900,-7.66900,-7.66700,-7.36200,-7.72800,18.15920,18.15920,-0.42000,-0.42000,20.88870,,,,,,,,,,,-6.53020,-6.53020,-6.18890,-6.53020,4.22580,-0.5379,-0.5405
2021-06-30,,,7.65500,2.79000,-10.44500,0.05300,-10.39200,-10.39200,-10.39200,-10.39100,-10.03200,-10.44500,16.12850,16.12850,-0.64000,-0.64000,6.37110,,,,,,,,,,,-25.46750,-25.46750,-21.21030,-25.46750,2.50230,-0.425,-0.4308
2021-03-31,,,4.51600,2.68600,-7.20200,0.04700,-7.15500,-7.15500,-7.15500,-7.15100,-6.85400,-7.20200,14.10380,14.10380,-0.51000,-0.51000,11.71290,,,,,,,,,,,-14.44520,-14.44520,-12.97890,-14.44520,3.09360,-0.41320,-0.41440
2020-12-31,2.05300,2.05300,4.69800,2.29500,-4.94000,0.00500,-4.93500,-4.93500,-4.93500,-4.93200,-4.61700,-4.94000,9.16030,9.16030,-0.65000,-0.65000,6.05920,,,100.00000,-240.62350,-240.62350,-240.37990,-240.23380,0.05300,1.00690,89.38630,-15.67470,-15.67460,-12.74340,-15.67460,2.85720,-0.6443,-0.6453
2020-09-30,0.14800,0.14800,4.61600,2.04400,-6.51200,-0.08800,-6.60000,-6.60000,-6.60000,-6.59900,-6.06100,-6.51200,9.64850,9.64850,-0.68000,-0.68000,4.75760,,0.09570,100.00000,-4400.00000,-4400.00000,-4459.45900,-4458.78400,0.00360,0.60410,148.98650,-20.62630,-20.62630,-15.85170,-20.62630,3.20270,-0.5617,-0.5614
