Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.13400,0.30100,-0.16700,8.07400,29.67700,2.09600,37.25900,-37.42600,-3.89400,-41.32000,,-41.32000,-41.32000,-41.31900,-36.50900,-37.42600,5.33700,5.33700,-7.74000,-7.74000,1.75580,,-124.62690,-27929.85000,-27929.85000,-30835.82000,-30835.07000,0.00260,0.04990,1.08060,83.28360,-339.27190,-339.27250,-79.93960,-339.27250,2.21030,-4.9929,-4.7116
2024-06-30,0.31300,18.41500,-18.10200,9.81700,25.51600,,37.99600,-56.09800,5.30800,-50.79000,,-50.79000,-50.79000,-50.79000,-55.12500,-56.09800,4.93580,4.93580,-10.50000,-10.50000,1.99050,,-5783.38700,-17922.69000,-17922.69000,-16226.84000,-16226.84000,0.00310,2.36510,0.38500,233.77000,-97.99530,-97.99530,-50.03300,-97.99530,10.42610,-5.127,-4.7926
2024-03-31,9.98300,7.81600,2.16700,10.82900,21.52800,,32.85800,-30.69100,-3.61100,-34.30200,,-34.30200,-34.30200,-34.22500,-29.74900,-30.69100,4.90250,4.90250,-7.00000,-7.00000,3.42630,,21.70690,-307.43260,-307.43260,-343.60410,-342.83280,0.06490,0.34460,2.48830,36.16950,-34.79220,-34.79220,-22.31580,-34.79220,20.10300,-6.36300,-6.58500
2023-12-31,,9.12200,-9.12200,10.93500,20.16500,,33.98000,-43.10200,-7.14300,-49.95000,,-49.45800,-49.45800,-49.49200,-43.07600,-42.80700,4.89550,4.89550,-10.01000,-10.01000,3.58430,,,,,,,,0.31660,,,-38.04460,-38.04460,-25.87600,-38.04460,26.51980,-4.819,-5.1606
2023-09-30,,3.28600,-3.28600,10.85700,21.04400,,36.78600,-40.07200,-3.98300,-44.05500,,-44.05500,-44.05500,-44.05400,-39.13300,-40.07200,4.89800,4.89800,-8.99000,-8.99000,5.09020,,,,,,,,0.07970,,,-24.78010,-24.78010,-17.96600,-24.78010,36.28280,-6.1092,-6.7756
2023-06-30,,2.41000,-2.41000,12.59700,49.09800,,61.69500,-64.10500,3.85000,-60.25500,,-60.25500,-60.25500,-60.24800,-63.69600,-64.10500,4.89260,4.89260,-12.50000,-12.50000,5.59080,,,,,,,,0.05480,,,-27.80590,-27.80590,-21.13850,-27.80590,44.27710,-7.364,-7.6138
2023-03-31,,0.83800,-0.83800,9.34000,30.85700,,40.19700,-41.03500,10.77700,-30.25800,,-30.25800,-30.25800,-30.24800,-40.67500,-41.03500,4.89080,4.89080,-6.00000,-6.00000,6.72730,,,,,,,,0.01990,,,-10.92340,-10.92340,-9.12010,-10.92340,56.63230,-9.40800,-9.70680
2022-12-31,0.78700,13.09400,-12.30700,12.47200,38.15300,,50.62500,-62.93200,14.09900,-48.83300,,-48.83300,-48.83300,-42.86700,-62.00800,-62.93200,4.96080,4.96080,-8.50000,-8.00000,6.82060,,-1563.78600,-7996.44200,-7996.44200,-6204.95600,-5446.88700,0.00210,0.36830,0.11910,755.56550,-15.90350,-15.90350,-13.02580,-15.90350,62.79090,-6.6394,-7.2077
2022-09-30,0.00500,8.20300,-8.19800,9.24100,36.10300,,45.34400,-53.54200,17.88900,-35.65300,,-35.65300,-35.65300,-24.79500,-52.88800,-53.54200,4.96330,4.96330,-5.00000,-5.00000,12.46940,,-163960.00000,-1070840.00000,-1070840.00000,-713060.00000,-495900.00000,0.00000,0.20600,0.04460,2016.00000,-9.66300,-9.66300,-8.27030,-9.66300,74.34200,-10.0805,-10.8797
2022-06-30,0.04600,1.37000,-1.32400,10.48300,20.06500,,30.54800,-31.87200,70.66300,38.79100,,38.79100,38.79100,41.99900,-31.17000,-31.87200,4.96110,5.16530,8.50000,8.00000,18.36740,,-2878.26100,-69286.95000,-69286.95000,84328.26000,91302.17000,0.00010,0.03410,1.24320,72.39130,9.63480,9.63480,8.06610,9.63480,81.16950,-7.2659,-7.9619
2022-03-31,2.88800,0.65300,2.23500,6.93600,19.75200,,26.68800,-24.45300,16.16100,-8.29200,0.52600,-8.81800,-8.81800,-6.52300,-23.54900,-24.45300,4.95880,4.95880,-1.50000,-1.50000,15.92510,,77.38920,-846.71050,-846.71050,-287.11910,-225.86560,0.00560,0.02300,2.34990,38.29990,-2.43260,-2.43260,-1.70580,-2.43260,73.11830,-6.06920,-6.85470
2021-12-31,-0.16900,15.43000,-15.59900,7.37900,16.24600,,23.62500,-39.22400,6.58500,-32.63900,,-32.63900,-32.63900,-29.19400,-38.75500,-39.22400,4.07790,4.07790,-5.00000,-4.50000,15.87360,,9230.17800,23209.46000,23209.47000,19313.02000,17274.55000,-0.00030,0.73730,-0.05250,-1714.79300,-8.81980,-8.81980,-6.15510,-8.81980,74.68280,-12.5285,-13.788
2021-09-30,0.08900,0.20400,-0.11500,3.98200,42.66100,,46.64300,-46.75800,80.60300,33.84500,,33.84500,33.84500,34.62100,-46.45600,-46.75800,4.68180,4.92960,7.50000,7.00000,16.33390,,-129.21350,-52537.08000,-52537.08000,38028.09000,38900.00000,0.00020,0.01340,0.01490,6058.31400,8.44560,8.44560,6.01350,8.44560,80.95710,-4.7377,-4.6567
2021-06-30,,,,3.47300,5.80000,,,-9.27300,-0.43700,-9.71000,,-9.71000,-9.71000,-9.42100,-9.03300,-9.27300,3.32500,3.32500,-3.00000,-3.00000,31.99370,,,,,,,,,,,-194.19980,-194.19940,-4.28370,-194.19980,21.50910,-3.0109,-4.502
2021-03-31,,,,0.62700,3.14600,,,-3.77300,-4.61600,-8.38900,,-8.38900,-8.38900,-8.14700,-3.64400,-3.77300,3.32400,3.32400,-2.50000,-2.50000,,,,,,,,,,,,-167.77990,-167.77950,-3.70130,-167.78000,23.13740,-2.84900,-4.03730
2020-12-31,,,,1.34200,12.34730,,,-13.68930,-0.12900,-13.81830,,-13.81830,-13.81830,-13.71330,-13.50530,-13.68930,3.05300,3.05300,-4.30510,-4.30510,3.55260,,,,,,,,,,,-93.61350,-93.61350,-65.78570,-93.61350,4.44270,-0.3885,-0.4848
2020-09-30,,,,0.10400,0.43600,,,-0.54000,-0.01600,-0.55600,,-0.55600,-0.55600,-0.55600,-0.54000,-0.54000,2.96810,2.96810,-0.18730,-0.18730,0.48730,13.62270,,,,,,,,,,-2524.74700,-2524.74700,-82.89090,-2524.74800,0.19150,0.0013,-0.0435
2020-06-30,,,,,0.00090,,,-0.00090,,-0.00090,,-0.00090,-0.00090,-0.00090,-0.00090,-0.00090,0.11290,0.11290,-0.00760,-0.00760,,,,,,,,,,,,,,,,,0,0
2020-03-31,,,,,0.00090,,,-0.00090,,-0.00090,,-0.00090,-0.00090,-0.00090,-0.00090,-0.00090,0.11290,0.11290,0.00000,0.00000,,,,,,,,,,,,,,,,,0.00000,
2019-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0.0354,0.0354
2019-09-30,,,,,,,,,0.00090,0.00090,,0.00090,0.00090,0.00090,,,0.11290,0.11290,0.00000,0.00000,,,,,,,,,,,,,,,,,-0.0354,-0.0354
