Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1515.40000,499.60000,1015.80000,904.10000,915.30000,100.49990,44.60000,145.10000,41.50000,103.60000,103.60000,,55.00000,144.49990,100.49990,454.90000,455.60000,0.12000,0.12000,4.90640,0.32720,0.48630,67.03180,6.63190,6.63190,9.57500,3.62940,0.05510,1.48050,60.79190,0.91560,13.29910,0.37670,0.45480,34.10350,0.9633,0.9008
2024-06-30,1483.30000,495.40000,987.90000,769.70000,781.10000,206.80000,53.10000,259.90000,64.00000,195.90000,195.90000,,132.20000,253.20000,206.80000,455.50000,456.10000,0.29000,0.29000,5.80460,0.33220,0.49760,66.60150,13.94190,13.94190,17.52170,8.91260,0.05460,1.45520,61.84660,1.75130,25.38220,0.72110,0.86080,33.77000,1.0731,1.0148
2024-03-31,1475.30000,504.00000,971.30000,746.90000,758.20000,213.10010,69.80000,282.90000,68.70000,214.20000,214.20000,,141.50000,258.20010,213.10010,453.20000,453.50000,0.31000,0.31000,6.88770,0.36230,0.56820,65.83750,14.44450,14.44450,19.17580,9.59130,0.05250,1.59390,56.46580,1.91690,29.27840,0.76290,0.89950,33.75950,-0.12000,-0.16630
2023-12-31,1413.40000,459.40000,953.99990,769.50000,2029.79900,-1075.80000,142.30000,-933.50000,-266.40000,-667.10000,-667.10000,,-742.30000,219.50050,-1075.80000,454.80000,456.20000,-1.63000,-1.63000,5.00720,0.36210,0.56760,67.49680,-76.11430,-76.11430,-66.04640,-52.51880,0.04880,1.48530,60.59430,-5.97770,-105.77120,-2.30560,-2.80510,33.74930,1.557,1.4705
2023-09-30,1442.00000,448.20000,993.80000,754.80000,766.10000,227.70000,2.30000,230.00000,61.30000,168.70000,168.70000,,131.40000,269.90000,227.70000,451.70000,453.10000,0.29000,0.29000,5.10040,0.34850,0.53480,68.91820,15.79060,15.79060,15.95010,9.11230,0.04900,1.59640,56.37800,1.42640,100.00050,0.57320,0.69400,35.22600,0.7879,0.699
2023-06-30,1442.80000,462.50000,980.30000,763.40000,776.50000,203.80000,26.10000,229.90000,65.50000,164.40000,164.40000,,132.20000,251.20000,203.80000,457.90000,458.80000,0.29000,0.29000,5.15110,0.34540,0.52770,67.94430,14.12530,14.12530,15.93430,9.16270,0.04900,1.60170,56.19070,1.38660,223.06290,0.55810,0.67820,35.36940,0.722,0.6202
2023-03-31,1418.20000,455.10000,963.10000,697.90000,753.60000,209.50000,26.20000,235.70000,69.90000,165.80000,165.80000,,145.00000,256.30000,209.50000,458.10000,458.90000,0.32000,0.32000,4.88250,0.34150,0.51870,67.91000,14.77230,14.77230,16.61970,10.22420,0.04770,1.35130,66.60200,1.39100,84.46180,0.55760,0.68530,34.76690,-0.21550,-0.29850
2022-12-31,1443.40000,447.29990,996.10030,745.19990,751.00010,245.10000,145.30000,390.40000,89.60000,300.79990,300.79990,,187.80000,293.70000,245.09960,457.50000,459.50000,0.41000,0.41000,4.44270,0.33770,0.50990,69.01070,16.98070,16.98070,27.04720,13.01100,0.04850,1.43550,62.69570,2.54200,208.02120,1.01090,1.25740,34.83620,1.0087,0.8497
2022-09-30,1445.70000,451.30000,994.40000,630.30000,644.20000,350.20000,-95.10000,255.10000,86.80000,168.30000,168.30000,,177.40000,398.09990,350.20000,457.00000,459.50000,0.39000,0.39000,4.43200,0.34120,0.51800,68.78330,24.22360,24.22360,17.64540,12.27090,0.04940,1.64320,54.77070,1.46310,-434.89250,0.57500,0.71470,34.10970,1.0708,0.9342
2022-06-30,1530.40000,475.00000,1055.40000,695.70000,710.70000,344.70010,-62.80000,281.90000,63.00000,218.90000,218.90000,,121.00000,394.00010,344.70010,456.50000,459.50000,0.27000,0.26000,4.31090,0.34720,0.53200,68.96240,22.52350,22.52350,18.42000,7.90640,0.05070,1.47820,60.88410,1.85760,-848.42390,0.72520,0.90470,34.72150,0.2628,0.1902
