Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,319.00000,319.00000,146.00000,14.00000,49.00000,-102.00000,-53.00000,30.00000,-83.00000,-83.00000,,-40.00000,208.00000,49.00000,93.50000,93.50000,-0.43000,-0.43000,2.01900,0.27170,0.38030,100.00000,15.36050,15.36050,-16.61440,-12.53920,0.01530,1.01270,88.87150,-0.61010,-0.76040,-0.39710,-0.44440,145.49730,2.2246,1.6256
2024-06-30,360.00000,360.00000,156.00000,,66.00000,13.00000,79.00000,21.00000,58.00000,58.00000,,62.00000,224.00000,66.00000,93.50000,93.50000,0.66000,0.66000,1.30430,0.26210,0.41640,100.00000,18.33330,18.33330,21.94440,17.22220,0.01660,0.37150,242.25000,0.41830,0.52110,0.26720,0.30870,148.28880,2.4706,1.7327
2024-03-31,257.00000,257.00000,142.00000,,-21.00000,43.00000,22.00000,-13.00000,35.00000,35.00000,,70.00000,136.00000,-21.00000,93.50000,93.50000,0.75000,0.75000,1.36100,0.26120,0.45010,100.00000,-8.17120,-8.17120,8.56030,27.23740,0.01150,0.15040,598.48250,0.25040,0.31250,0.15670,0.18500,149.49730,0.83420,0.14970
2023-12-31,232.00000,232.00000,147.00000,,-51.00000,-188.00000,-239.00000,-33.00000,-206.00000,-206.00000,354.00000,112.00000,111.00000,-51.00000,91.60000,91.60000,1.25000,1.25000,1.32620,0.26010,0.44740,100.00000,-21.98280,-21.98280,-103.01730,48.27590,0.01030,0.13230,680.04310,-1.46550,-1.83320,-0.91510,-1.08430,150.50320,2.0703,-0.3916
2023-09-30,308.00000,308.00000,140.00000,,32.00000,96.00000,128.00000,28.00000,100.00000,100.00000,32.00000,53.00000,198.00000,32.00000,93.40000,93.40000,0.57000,0.57000,0.60980,0.26290,0.44980,100.00000,10.38960,10.38960,41.55840,17.20780,0.01330,0.57680,156.03900,0.69400,0.91290,0.43080,0.51150,154.28270,2.7032,0.0545
2023-06-30,293.00000,293.00000,141.00000,,26.00000,46.00000,72.00000,16.00000,56.00000,56.00000,33.00000,49.00000,181.00000,26.00000,92.30000,92.30000,0.53000,0.53000,1.22210,0.28940,0.44680,100.00000,8.87370,8.87370,24.57340,16.72360,0.01240,0.46960,191.67230,0.38550,0.50690,0.23760,0.27390,155.54600,2.274,-1.9072
2023-03-31,245.00000,245.00000,157.00000,,-35.00000,-183.00000,-218.00000,-36.00000,-182.00000,-182.00000,31.00000,-14.00000,117.00000,-35.00000,87.30000,87.90000,-0.17000,-0.17000,1.38860,0.26780,0.36920,100.00000,-14.28570,-14.28570,-88.97960,-5.71430,0.01080,0.26340,341.63270,-1.25730,-1.64040,-0.80360,-0.92050,162.83460,0.93290,-3.62910
2022-12-31,24.00000,24.00000,118.00000,1.00000,-172.00000,21.00000,-151.00000,-17.00000,-134.00000,-134.00000,,35.00000,-23.00000,-172.00000,84.90000,84.90000,0.36000,0.36000,1.40420,0.26350,0.36040,100.00000,-716.66660,-716.66660,-629.16660,145.83330,0.00100,0.01870,4818.75000,-0.91340,-1.13090,-0.58130,-0.67270,169.60690,2.0023,-2.719
2022-09-30,302.00000,302.00000,154.00000,8.00000,49.00000,228.00000,277.00000,45.00000,232.00000,232.00000,,79.00000,187.00000,49.00000,85.10000,85.60000,0.93000,0.93000,1.90690,0.27540,0.38290,100.00000,16.22520,16.22520,91.72190,26.15890,0.01640,0.78440,114.73510,1.84670,2.55480,1.25630,1.33820,145.23700,2.263,-0.0013
2022-06-30,362.00000,362.00000,151.00000,27.00000,133.00000,488.00000,621.00000,83.00000,538.00000,538.00000,,219.00000,277.00000,133.00000,83.90000,83.90000,2.61000,2.61000,1.33990,0.28560,0.44270,100.00000,36.74030,36.74030,171.54700,60.49720,0.01950,0.34710,259.30940,4.49870,6.37970,2.89080,3.21370,142.53870,3.4463,0.0786
2022-03-31,281.00000,281.00000,144.00000,,34.00000,349.00000,383.00000,50.00000,333.00000,333.00000,,144.00000,176.00000,34.00000,83.90000,84.00000,1.72000,1.72000,1.60250,0.32330,0.48100,100.00000,12.09960,12.09960,136.29890,51.24560,0.01510,0.32490,277.04630,2.95840,4.32640,1.78920,2.00190,134.15970,1.42860,-4.13100
2021-12-31,-29.00000,-29.00000,75.00000,,-148.00000,-66.00000,-214.00000,-17.00000,-197.00000,-197.00000,,-9.00000,-32.00000,-148.00000,77.20000,77.40000,-0.17000,-0.17000,1.11820,0.32820,0.49150,100.00000,510.34480,510.34480,737.93100,31.03450,-0.00150,-0.02420,-3714.82700,-1.81770,-2.74410,-1.03820,-1.22120,129.17760,2.3238,1.9343
2021-09-30,252.00000,252.00000,117.00000,,64.00000,36.00000,100.00000,6.00000,94.00000,94.00000,,18.00000,165.00000,64.00000,76.60000,76.60000,0.24000,0.24000,3.15920,0.32080,0.47390,100.00000,25.39680,25.39680,39.68250,7.14290,0.01870,0.56760,158.57140,1.11840,1.84170,0.69910,0.75970,109.72590,2.3863,2.1546
2021-06-30,253.00000,253.00000,109.00000,-5.00000,70.00000,-294.00000,-224.00000,-22.00000,-202.00000,-202.00000,,-74.00000,165.00000,70.00000,76.30000,76.30000,-0.96000,-0.96000,5.42070,0.31900,0.47000,100.00000,27.66800,27.66800,-88.53760,-29.24900,0.01870,0.19220,468.14230,-2.38910,-3.52590,-1.48960,-1.62690,110.37860,2.6683,2.4216
