Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,47.04190,23.57940,23.46250,1.47620,-0.10150,5.78580,17.67670,1.84770,19.52440,19.52440,19.52440,19.52440,21.88470,17.67670,27.96600,32.07000,0.64000,0.56000,14.40200,,,49.87570,37.57650,37.57650,41.50440,41.50440,0.11400,2.70830,0.80980,111.13890,4.89580,4.89570,4.73230,4.89570,13.14800,0.6232,1.9691
2024-03-31,41.20330,20.13700,21.06620,1.20720,-0.39380,5.62810,15.43820,1.21640,16.65460,16.65460,16.65460,16.65460,19.46530,15.43820,27.61400,30.95100,0.56000,0.50000,8.07880,,,51.12760,37.46840,37.46840,40.42060,40.42060,0.10480,2.56020,0.74190,121.30360,15.74610,4.41910,4.23560,4.41910,,0.60230,-1.73220
2023-12-31,29.88180,21.93290,7.94890,1.17310,-0.36430,5.02260,2.92640,3.53760,6.46390,6.46390,6.46390,-4.68250,6.36460,2.92630,18.60200,22.93400,-0.56000,-0.30000,12.60840,,,26.60100,9.79310,9.79310,21.63170,-15.67010,0.07930,3.00820,0.58130,154.82690,1.78420,1.78410,1.71530,1.78410,12.15260,0.6861,0.5261
2023-09-30,29.37870,21.41110,7.96760,1.29490,7.81230,-3.06340,11.03100,1.08850,12.11950,12.11950,12.11950,12.11950,14.53180,11.03100,19.75500,26.50600,0.56000,0.19000,10.27810,,,27.12030,37.54750,37.54750,41.25260,41.25260,0.07720,2.65250,0.58770,153.13660,3.43520,3.43520,3.18300,3.43520,,-0.2051,0.1264
2023-06-30,59.04420,26.93030,32.11400,1.48740,-9.46990,15.55850,16.55540,0.27110,16.82650,16.82650,16.82650,16.82650,21.49620,16.55540,16.81700,21.36600,0.91000,0.73000,10.22250,,,54.38970,28.03900,28.03900,28.49810,28.49810,0.17030,3.61720,5.68730,15.82470,20.96230,5.17450,4.85410,5.17450,19.03080,0.9299,1.4217
2023-03-31,65.42110,24.45060,40.97050,0.97900,-0.39780,5.46560,35.50490,0.21920,35.72410,35.72410,35.72410,35.72410,39.72820,35.50490,15.05400,15.05400,2.31000,2.31000,2.98070,0.03860,0.13420,62.62580,54.27140,54.27140,54.60640,54.60640,0.16340,3.07820,4.15790,21.64570,55.39170,10.53130,8.92390,10.12430,,2.05690,0.33490
2022-12-31,37.91470,18.77890,19.13580,0.93380,-0.39690,5.31160,13.82420,-0.06830,13.75600,13.75600,13.75600,9.00940,17.85950,13.82420,8.55900,8.59400,1.97000,1.97000,5.49090,0.17510,0.24840,50.47070,36.46140,36.46140,36.28130,23.76230,0.10360,3.40970,4.71290,19.09640,4.88410,4.88400,3.76030,4.02880,21.71250,3.0223,-2.9213
2022-09-30,42.64050,23.31480,19.32570,0.31180,-0.30710,4.02570,15.30010,0.15080,15.45090,15.45090,15.45090,15.45090,18.71690,15.30010,12.68400,12.68400,1.18000,1.18000,5.71580,0.11680,0.15810,45.32240,35.88150,35.88150,36.23520,36.23520,0.13240,3.26770,8.08830,11.12720,89.90410,5.76850,4.79690,5.09460,21.10740,1.5672,4.2321
2022-06-30,11.34830,7.71870,3.62950,0.41270,-0.20980,3.35670,0.27290,-0.18720,0.08570,0.08570,0.08570,0.08570,3.03650,0.27290,7.50400,7.50400,-0.44000,-0.44000,7.13030,0.07570,0.10070,31.98320,2.40470,2.40470,0.75530,0.75530,0.03960,1.56400,2.87410,31.31410,4.94030,0.03390,0.02990,0.03130,,-2.3623,-2.194
2022-03-31,5.11640,2.27830,2.83810,0.11530,-0.13180,2.41580,0.42230,-0.20390,0.21840,0.21840,0.21840,0.21840,2.59090,0.42230,1.18000,1.18000,0.18000,0.18000,7.99550,0.11000,0.14900,55.47020,8.25330,8.25330,4.26830,4.26830,0.02320,1.71460,2.12320,42.38830,48.78660,0.11690,0.09890,0.10410,,2.53170,-8.16740
2021-12-31,4.00660,2.73240,1.27420,0.32300,-0.13290,2.62460,-1.35040,-0.13260,-1.48290,-1.48290,-1.48290,-1.62320,0.85090,-1.35040,0.31850,0.31850,-5.09750,-5.09750,0.69560,0.19270,0.28770,31.80220,-33.70430,-33.70430,-37.01250,-40.51290,0.03120,10.55620,2.28260,39.42900,-1.53300,-1.53280,-1.15430,-1.23750,303.76170,5.2368,5.2369
2021-09-30,4.12920,2.63050,1.49870,0.11560,-0.13290,2.41720,-0.91860,-0.00970,-0.92830,-0.92830,-0.92830,-0.92830,1.25010,-0.91860,0.31850,0.31850,-2.84860,-2.84860,1.22190,,,36.29490,-22.24570,-22.24570,-22.48160,-22.48160,0.03280,2.10350,4.79870,18.75490,-0.75600,-0.75600,-0.73800,-0.75600,,6.6015,6.6015
2021-06-30,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,,
2021-03-31,5.06950,3.09890,1.97060,0.09050,-0.13010,2.38930,-0.41860,-0.00760,-0.42630,-0.42630,-0.42630,-0.42630,1.75000,-0.41860,0.31850,0.31850,-1.34930,-1.34930,,,,38.87150,-8.25810,-8.25810,-8.40860,-8.40860,,,,,,,,,,4.61170,4.16390
2020-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
2020-09-30,5.76990,4.07770,1.69220,0.05460,-0.13290,2.35620,-0.66400,-0.01770,-0.68170,-0.68170,-0.68170,-0.68170,-0.66400,-0.66400,,,,0.00000,,,,29.32830,-11.50770,-11.50770,-11.81420,-11.81420,,,,,,,,,,0,0
2019-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
