,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-05,2024-09-30,$0.17,$0.20
1,2024-08-06,2024-06-30,$0.14,$0.18
2,2024-05-07,2024-03-31,$0.06,$0.02
3,2024-02-27,2023-12-31,$0.20,$0.64
4,2023-11-07,2023-09-30,$0.19,$0.19
5,2023-08-08,2023-06-30,$0.11,$0.16
6,2023-05-09,2023-03-31,$0.08,$0.01
7,2023-02-27,2022-12-31,$0.31,$0.01
8,2022-11-08,2022-09-30,$0.31,$0.11
9,2022-08-09,2022-06-30,$0.28,$0.18
10,2022-05-10,2022-03-31,$0.21,$-0.02
11,2022-02-24,2021-12-31,$0.40,$0.15
12,2021-11-04,2021-09-30,$0.34,$0.20
13,2021-08-05,2021-06-30,$0.29,$-0.11
14,2021-05-06,2021-03-31,$0.24,$0.17
15,2021-03-04,2020-12-31,$0.13,$0.25
16,2020-11-04,2020-09-30,$0.11,$0.05
17,2020-08-04,2020-06-30,$0.11,$0.08
18,2020-05-05,2020-03-31,$0.12,$0.00
19,2020-02-25,2019-12-31,$0.07,$0.09
20,2019-07-31,2019-06-30,--,$0.04
21,2019-05-14,2019-03-31,--,$0.03
22,2019-03-29,2018-12-31,--,$0.03
23,2018-11-08,2018-09-30,--,$0.03
24,2018-08-08,2018-06-30,--,$0.03
25,2018-05-15,2018-03-31,--,$0.01
