Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-10-31,3057.18100,1963.73700,1093.44400,790.62100,-16.77900,807.40000,286.04390,11.02900,297.07300,69.26000,227.81300,227.81300,227.81300,387.77000,286.04390,80.40400,82.77600,2.83000,2.75000,1.72050,0.32630,0.48440,35.76640,9.35650,9.35650,9.71720,7.45170,0.29250,0.52700,13.54720,6.64340,7.43660,8.25090,2.17970,5.00980,38.06440,0.6578,-1.6815
2024-07-31,3473.63500,2197.93500,1275.70000,796.67300,-8.93100,805.60400,470.09620,12.23500,482.33100,120.10100,362.23000,362.23000,362.23000,568.42020,470.09620,80.43200,82.81400,4.50000,4.37000,1.77350,0.33660,0.50730,36.72520,13.53330,13.53330,13.88550,10.42800,0.34960,0.69160,19.30820,4.66120,12.38440,13.81240,3.64560,8.21640,36.38100,4.7807,2.1774
2024-04-30,3018.38300,1923.09000,1095.29300,743.39900,-21.09500,764.49400,330.79910,11.55700,342.35600,67.06100,275.29500,275.29500,275.29500,422.85610,330.79910,80.58200,83.34600,3.42000,3.30000,1.70800,0.35570,0.55200,36.28740,10.95950,10.95950,11.34240,9.12060,0.31100,0.60080,18.67890,4.81830,10.24440,11.54370,2.83660,6.60060,33.34410,2.78020,0.89020
2024-01-31,3876.17000,2541.99100,1334.17900,977.28690,15.14700,962.14000,372.03960,23.30500,395.34400,98.91100,296.43310,296.43310,296.43300,495.18260,372.04000,82.30200,85.92500,3.69000,3.57000,1.77670,0.36170,0.56670,34.42000,9.59810,9.59810,10.19940,7.64760,0.41630,0.89230,32.57700,2.76270,11.32600,12.80620,3.18340,7.22910,32.55000,8.7029,6.7249
2023-10-31,3042.40500,1980.94200,1061.46300,768.18800,-20.33100,788.51900,272.94410,-4.29800,268.64600,67.54000,201.10600,201.10600,201.10600,375.98810,272.94410,81.77200,84.29100,2.46000,2.39000,1.65380,0.38340,0.62190,34.88890,8.97130,8.97130,8.83010,6.61010,0.32780,0.60340,20.29500,4.43460,8.43320,9.65880,2.16650,5.19960,29.68300,1.0812,-0.9132
2023-07-31,3223.64300,2114.16700,1109.47600,764.78800,-32.92900,797.71700,311.75900,14.11500,325.87400,81.54300,244.33100,244.33100,244.33100,398.88400,311.75900,84.14200,86.78300,2.90000,2.82000,1.80930,0.35930,0.56070,34.41680,9.67100,9.67100,10.10890,7.57930,0.34450,0.74150,20.98220,4.28930,9.23970,10.48240,2.61110,5.92010,31.57300,8.5307,6.6091
2023-04-30,2842.18100,1813.56400,1028.61700,693.84500,-9.14900,702.99400,325.62300,2.66400,328.28700,23.63800,304.64900,304.64900,304.64900,408.60800,325.62300,83.07100,89.66400,3.67000,3.40000,1.95750,0.35670,0.55440,36.19110,11.45680,11.45680,11.55050,10.71890,0.31210,0.59770,19.07030,4.71940,11.39230,12.90790,3.34490,7.32900,31.37850,-0.53960,-1.48210
2023-01-31,3596.71300,2430.67400,1166.03900,853.05390,-2.12900,855.18200,310.85670,9.55500,320.41110,84.79000,235.62110,235.62110,235.62090,426.50170,310.85620,77.67200,99.27400,2.86000,2.61000,1.87900,0.37900,0.61020,32.41960,8.64280,8.64280,8.90840,6.55100,0.40000,0.85860,45.25700,1.98860,9.33290,10.62120,2.62030,5.79600,30.74400,8.9178,8.0877
2022-10-31,2958.86100,1946.43800,1012.42300,679.74700,-7.21200,686.95900,325.46410,-21.30500,304.15900,75.70300,228.45600,228.45600,228.45600,412.67410,325.46410,77.78900,96.68100,2.94000,2.45000,1.80530,0.40740,0.68740,34.21660,10.99960,10.99960,10.27960,7.72110,0.33040,0.57910,32.41770,2.77630,9.61040,11.16400,2.55070,5.69530,29.50630,-0.6451,-1.8119
2022-07-31,3112.41900,1991.03700,1121.38200,657.36800,-3.83600,661.20400,460.17800,-32.85700,427.32100,108.81900,318.50200,318.50200,318.50200,546.00400,460.17800,75.61000,100.38900,4.21000,3.25000,1.82490,0.45980,0.85130,36.02930,14.78520,14.78520,13.72960,10.23330,0.34330,0.66460,36.86480,2.44140,14.65380,17.29020,3.51340,7.91530,28.66220,1.5686,0.5774
