Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,11.14910,11.85970,-23.00880,1.28290,-21.72600,-21.72600,-21.72600,-21.72600,-23.00880,-23.00880,30.17420,30.17420,-0.72000,-0.72000,6.88810,,,-45.61870,-45.61870,-38.98820,-45.61870,1.57840,-0.552,-0.552
2024-06-30,10.72110,8.09770,-18.81880,1.05070,-17.76810,-17.76810,-17.76810,-17.76810,-18.81880,-18.81880,30.17420,30.17420,-0.59000,-0.59000,7.44220,,,-28.89520,-28.89520,-25.01550,-28.89520,2.03790,-0.4389,-0.4389
2024-03-31,13.30530,9.68260,-22.98790,1.15970,-21.82810,-21.82810,-21.82810,-21.82810,-22.98790,-22.98790,30.13220,30.13220,-0.72000,-0.72000,6.82460,,,-30.29740,-30.29730,-25.86020,-30.29730,2.38770,-0.43270,-0.43270
2023-12-31,14.75210,12.07730,-26.82930,1.66420,-25.16520,-25.16520,-25.16520,-25.16520,-26.82930,-26.82930,30.09920,30.09920,-0.84000,-0.84000,7.99590,,,-29.48220,-29.48220,-25.79660,-29.48220,2.83590,-0.3405,-0.3405
2023-09-30,10.45410,12.23860,-22.69260,0.69060,-22.00210,-22.00210,-22.00210,-22.00210,-22.69260,-22.69260,30.09920,30.09920,-0.73000,-0.73000,12.95400,,,-21.84330,-21.84330,-20.15790,-21.84330,3.34650,-0.3865,-0.3865
2023-06-30,13.74020,12.28650,-26.02670,0.72380,-25.30300,-25.30300,-25.30300,-25.30300,-26.02670,-26.02670,30.09920,30.09920,-0.84000,-0.84000,11.39960,,,-22.72670,-22.72670,-20.73360,-22.72670,3.69900,-0.4409,-0.4409
2023-03-31,15.86100,12.29260,-28.15360,1.83200,-26.32160,-26.32160,-26.32160,-26.32160,-28.15360,-28.15360,30.09920,30.09920,-0.87000,-0.87000,13.42260,,,-20.97850,-20.97850,-19.41600,-20.97850,4.16860,-0.54840,-0.54840
2022-12-31,26.86840,11.83410,-38.70240,0.75810,-37.94440,-37.94440,-37.94440,-37.94440,-38.70240,-38.70240,29.62870,29.62870,-1.26000,-1.26000,12.26020,,,-27.01890,-27.01890,-24.81560,-27.01890,4.66580,-1.2442,-1.2442
2022-09-30,30.52910,8.20810,-38.73720,-0.68150,-39.41870,-39.41870,-39.41870,-39.41870,-38.73720,-38.73720,30.06370,30.06370,-1.31000,-1.31000,9.00540,,,-23.69700,-23.69700,-21.06580,-23.69700,5.80770,-0.8877,-0.8877
2022-06-30,30.91270,14.59940,-45.51210,5.57710,-39.93500,-39.93500,-39.93500,-39.93500,-45.51210,-45.51210,29.93590,29.93590,-1.33000,-1.33000,11.40190,,,-20.28690,-20.28690,-18.50790,-20.28690,6.55620,-0.6872,0.2256
2022-03-31,25.01290,13.28460,-38.29740,-1.44840,-39.74580,-39.74580,-39.74580,-39.74580,-38.29740,-38.29740,28.39260,28.39260,-1.40000,-1.40000,14.65200,,,-18.89080,-18.89080,-17.60160,-18.89080,7.15570,-0.68430,-1.59710
2021-12-31,25.27390,8.90890,-34.18280,-0.19570,-34.37850,-34.37850,-34.37850,-34.37850,-34.18280,-34.18280,17.55270,17.55270,-1.82000,-1.82000,14.82630,,,-16.50710,-16.50710,-15.39390,-16.50710,7.50770,-2.1324,-2.1324
2021-09-30,33.99400,8.65970,-42.65360,0.04740,-42.60620,-42.60620,-42.60620,-42.60620,-42.65360,-42.65360,17.47850,17.47850,-2.44000,-2.44000,4.98080,,,-58.61590,-58.61590,-46.85370,-58.61590,4.15310,-1.1493,-1.1493
2021-06-30,17.33150,9.13040,-26.46190,-0.09010,-26.55190,-26.55190,-26.55190,-26.55190,-26.46140,-26.46190,17.05470,17.05470,-1.56000,-1.56000,7.95450,,,-27.41480,-27.41480,-23.97050,-27.41480,5.54430,-0.9818,0.265
2021-03-31,14.02220,8.38300,-22.40520,0.19000,-22.21520,-22.21520,-22.21520,-22.21520,-22.40440,-22.40520,16.57270,16.57270,-1.34000,-1.34000,8.15890,,,-24.37290,-24.37290,-21.38820,-24.37290,5.44230,-0.97060,-2.21740
