Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,4.85900,1.76620,-6.62530,-0.20420,-6.82950,-0.96240,-5.86700,-5.86700,-5.86700,-6.43920,-6.62530,60.41600,60.41600,-0.09100,-0.09100,1.12380,-103.74900,-212.98400,-23.09310,-103.74890,0.05730,-0.0938,-0.0938
2024-06-30,8.54320,1.90450,-10.44770,0.01390,-10.43380,-1.60540,-8.82840,-8.82840,-8.82840,-10.27680,-10.44770,56.66000,56.66000,-0.15150,-0.15150,1.08010,-184.07860,-441.04650,-34.85300,-184.07890,0.08460,-0.0181,-0.0181
2024-03-31,8.60150,2.00490,-10.60640,0.28030,-10.32610,-1.65490,-8.67130,-8.67130,-8.67130,-10.43390,-10.60640,53.57700,53.57700,-0.16490,-0.16490,1.52680,-67.50900,-85.86140,-27.57150,-67.50910,0.23970,-0.13920,-0.13920
2023-12-31,8.53380,1.60300,-10.76250,-0.42500,-11.18740,-1.62810,-9.55930,-9.55930,-9.55930,-10.59660,-10.76250,2.10290,2.10290,-4.68180,-4.68180,1.97370,-51.62170,-60.23140,-27.63270,-51.62170,8.75800,0.201,0.1767
2023-09-30,9.41700,1.74060,-11.15760,0.90390,-10.25380,-1.77730,-8.47650,-8.47650,-8.47650,-10.96890,-11.15760,2.10680,2.10680,-4.11420,-4.11420,2.57240,-30.75230,-34.89140,-19.71330,-30.75230,13.05270,-6.1688,-4.6084
2023-06-30,4.95710,2.19620,-7.15320,-0.48330,-7.63660,-0.85770,-6.77890,-6.77890,-6.77890,-6.96640,-7.15320,2.09560,2.09560,-3.13030,-3.13030,2.79880,-19.77210,-21.80520,-13.12260,-19.77210,16.35640,-3.6788,-3.6817
2023-03-31,8.26670,2.00200,-10.26870,-0.49560,-10.76430,-1.20750,-9.55680,-9.55680,-9.55680,-10.09500,-10.26870,2.09520,2.09520,-4.55550,-4.55550,2.73310,-24.77640,-26.86910,-16.13680,-24.77640,18.40740,-5.99240,-5.99240
2022-12-31,15.63870,1.73910,-17.73900,-2.40000,-20.13900,-2.02690,-18.11210,-18.11210,-18.11210,-17.62980,-17.73900,2.08940,2.08940,-8.61560,-8.61560,2.84410,-38.03220,-40.52130,-25.13680,-38.03230,22.73270,-4.4723,-4.4727
2022-09-30,8.69920,2.01990,-10.71920,3.68420,-7.03500,-1.70190,-5.33310,-5.33310,-5.33310,-10.51310,-10.71920,2.08780,2.08780,-2.65000,-2.65000,4.03820,-8.59320,-9.02330,-6.59510,-8.59320,29.72540,1.3875,1.3868
2022-06-30,8.04270,2.37160,-10.41440,4.02890,-6.38550,-1.49910,-4.88640,-4.88640,-4.88640,-10.08860,-10.41440,2.08780,2.08780,-2.19710,-2.19710,5.83450,-6.94570,-7.26580,-5.84110,-6.94570,33.69600,-5.0833,-5.0893
