,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-05,2024-09-30,--,$0.96
1,2024-08-06,2024-06-30,--,$0.98
2,2024-05-08,2024-03-31,--,$0.86
3,2024-02-27,2023-12-31,--,$0.76
4,2023-11-06,2023-09-30,--,$0.86
5,2023-08-07,2023-06-30,--,$1.27
6,2023-05-08,2023-03-31,--,$0.96
7,2023-02-27,2022-12-31,--,$1.07
8,2022-10-31,2022-09-30,--,$1.07
9,2022-08-01,2022-06-30,--,$1.35
10,2022-05-02,2022-03-31,--,$1.17
11,2022-03-07,2021-12-31,--,$0.84
12,2021-11-01,2021-09-30,--,$1.06
13,2021-08-02,2021-06-30,--,$1.24
14,2021-05-03,2021-03-31,--,$0.90
15,2021-03-09,2020-12-31,--,$0.73
16,2020-11-02,2020-09-30,--,$1.16
17,2020-08-03,2020-06-30,--,$1.54
18,2020-05-04,2020-03-31,--,$0.99
19,2020-03-09,2019-12-31,--,$0.70
20,2019-11-04,2019-09-30,--,$0.53
21,2019-08-02,2019-06-30,--,$0.76
22,2019-05-03,2019-03-31,--,$0.53
23,2019-03-11,2018-12-31,--,$0.49
24,2018-11-02,2018-09-30,--,$0.53
25,2018-08-03,2018-06-30,--,$0.71
26,2018-05-07,2018-03-31,--,$0.60
27,2018-03-13,2017-12-31,--,$0.54
28,2017-11-03,2017-09-30,--,$0.16
29,2017-08-02,2017-06-30,--,$0.69
30,2017-05-10,2017-03-31,--,$0.44
31,2017-03-09,2016-12-31,--,$1.52
32,2016-10-31,2016-09-30,--,$0.40
33,2016-07-26,2016-06-30,--,$0.57
34,2016-05-02,2016-03-31,--,$0.75
35,2016-03-10,2015-12-31,--,$0.61
36,2016-02-16,2015-09-30,--,$0.48
37,2015-07-30,2015-06-30,--,$0.61
38,2015-05-01,2015-03-31,--,$0.49
39,2015-03-03,2014-12-31,--,$0.51
