Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,40.53100,28.46100,12.07000,10.96500,,10.96500,1.10500,-9.59800,-8.49300,0.80900,-9.30200,-9.30200,-9.36200,4.43900,1.10500,28.67200,28.67200,-0.33000,-0.33000,0.19150,,-1.52470,29.77970,2.72630,2.72630,-20.95430,-23.09840,0.28050,2.84610,31.62250,6.25610,4.09090,-6.43720,6.25610,-5.47220,-0.0544,-0.0544
2024-06-30,39.12100,26.40400,12.71700,10.63400,,10.63400,2.08300,-9.64900,-7.56600,0.70600,-8.27200,-8.27200,-8.30700,5.60600,2.08300,28.55100,28.55100,-0.29000,-0.29000,0.19770,,-1.59060,32.50680,5.32450,5.32450,-19.34000,-21.23410,0.26690,2.96600,30.34430,5.90010,3.75710,-5.64420,5.90010,-5.17150,0.0074,0.0074
2024-03-31,39.46900,27.16500,12.30400,12.85200,,12.85200,-0.54800,-7.88700,-8.43500,0.72200,-9.15700,-9.15700,-9.19800,2.97700,-0.54800,28.18100,28.18100,-0.33000,-0.33000,1.51330,2.53290,-1.65240,31.17380,-1.38840,-1.38840,-21.37120,-23.30440,0.26510,2.89680,31.06870,6.90060,4.28030,-6.15110,-10.57780,-4.92330,-0.07940,-0.07940
2023-12-31,34.15700,25.73000,8.42700,11.25100,,11.25100,-2.82400,-9.12600,-11.95000,1.12800,-13.07800,-13.07800,-13.15100,0.85600,-2.82400,22.41800,22.41800,-0.40000,-0.40000,1.55310,2.38090,-1.72420,24.67140,-8.26770,-8.26770,-34.98550,-38.50160,0.22060,2.92390,30.78080,10.45780,6.30070,-8.44520,-14.44130,-4.71980,-0.1807,-0.1807
2023-09-30,36.21300,29.02400,7.18900,10.73400,,10.73400,-3.54500,-7.31700,-10.86200,0.41800,-11.28000,-11.28000,-11.34200,0.42300,-3.54500,22.18100,22.18100,-0.51000,-0.51000,1.66070,2.14020,-1.87700,19.85200,-9.78930,-9.78930,-29.99480,-31.32020,0.22270,2.78970,32.26160,9.98810,5.73430,-6.93570,-11.38870,-4.26460,-0.2682,-0.2682
2023-06-30,35.23500,29.70300,5.53200,12.34100,,12.34100,-6.80900,-11.38900,-18.19800,0.63900,-18.83700,-18.83700,-18.85000,-2.87100,-6.80900,20.84000,20.84000,-0.90000,-0.90000,1.26780,2.42670,-1.70090,15.70030,-19.32450,-19.32450,-51.64750,-53.49790,0.21410,2.57550,34.94510,14.70550,8.83430,-11.44720,-20.97990,-6.13890,-0.3592,-0.3592
2023-03-31,39.46100,30.95700,8.50400,12.09400,,12.09400,-3.59000,-7.74800,-11.33800,1.52900,-12.86700,-12.86700,-12.94700,0.39200,-3.59000,18.44200,18.44200,-0.70000,-0.70000,1.53160,2.06680,-1.93740,21.55040,-9.09760,-9.09760,-28.73220,-32.80960,0.22220,2.76780,32.51640,11.65520,6.53790,-7.24560,-12.43410,-5.30370,-0.16580,-0.16580
2022-12-31,34.80300,26.69400,8.10900,11.70000,,11.94200,-3.83300,-4.33800,-8.17100,3.05600,-11.22700,-11.22700,-11.34400,-0.95100,-3.83300,16.07000,16.07000,-0.71000,-0.71000,2.18430,1.93880,-2.06520,23.29970,-11.01350,-11.01350,-23.47790,-32.59490,0.17820,2.67940,33.58940,9.44450,5.43510,-5.74950,-8.86680,-7.37020,-0.7859,-0.786
2022-09-30,38.38000,34.38700,3.99300,14.55600,,14.55600,-10.56300,-3.89000,-14.45300,-0.19700,-14.25600,-14.25600,-14.38900,-7.53300,-10.56300,16.08700,16.08700,-0.89000,-0.89000,2.05450,1.79600,-2.25620,10.40390,-27.52220,-27.52220,-37.65760,-37.49090,0.18170,2.67740,33.61520,13.13680,7.21860,-6.74740,-10.45740,-6.73330,-0.4042,-0.4184
2022-06-30,40.42100,36.35500,4.06600,14.52500,,14.52500,-10.45900,-3.34100,-13.80000,1.52100,-15.32100,-15.32100,-15.49500,-7.30700,-10.45900,16.08300,16.08300,-0.96000,-0.96000,2.31420,1.64020,-2.56210,10.05910,-25.87520,-25.87520,-34.14070,-38.33400,0.17980,2.43790,36.91650,16.05740,8.25200,-6.81420,-10.27950,-5.92230,-0.5434,-0.5782
2022-03-31,39.51600,33.86900,5.64700,13.97400,,13.97400,-8.32700,-2.81600,-11.14300,0.88600,-12.02900,-12.02900,-12.19000,-4.49900,-8.32700,15.95600,15.95600,-0.76000,-0.76000,2.53090,1.49570,-3.01750,14.29040,-21.07250,-21.07250,-28.19870,-30.84830,0.16480,2.15720,41.72030,14.87140,6.97650,-5.01670,-7.37110,-5.03750,-1.05980,-1.06440
2021-12-31,38.70400,36.50400,2.20000,15.00300,,-73.92700,76.12700,-3.80200,72.32500,1.37500,70.95000,70.95000,70.55800,80.50900,76.12700,15.83900,16.06300,4.47000,4.46000,2.52080,1.39410,-3.53760,5.68420,196.69020,196.69020,186.86690,182.30150,0.15010,2.14930,41.87470,-103.02010,-43.88050,27.52050,40.59690,-4.32850,-1.1622,-1.1771
2021-09-30,43.24300,40.66700,2.57600,16.60400,,16.60400,-14.02800,-3.87000,-17.89800,0.43000,-18.32800,-18.32800,-18.26900,-7.99200,-14.02800,15.83100,15.83100,-1.15000,-1.15000,1.02880,2.20170,-1.86740,5.95700,-32.43990,-32.43990,-41.38940,-42.24730,0.19570,2.24070,40.16630,12.93590,7.22500,-8.29580,-15.54520,-8.91140,-1.1596,-1.1868
2021-06-30,46.04100,44.03700,2.00400,16.55600,,16.55600,-14.55200,-3.51800,-18.07000,0.58400,-18.65400,-18.65400,-18.47500,-7.55700,-14.55200,15.83000,15.83000,-1.17000,-1.17000,0.99880,2.02370,-1.97690,4.35260,-31.60660,-31.60660,-39.24760,-40.12730,0.20730,2.59300,34.70910,15.07710,7.82500,-8.39830,-15.43410,-7.78290,-0.3692,-0.3832
2021-03-31,50.46500,50.15800,0.30700,18.88600,,18.88600,-18.57900,-2.49300,-21.07200,0.84300,-21.91500,-21.91500,-22.00200,-12.48600,-18.57900,15.71700,15.71700,-1.40000,-1.40000,1.19480,1.76400,-2.30900,0.60830,-36.81560,-36.81560,-41.75570,-43.59850,0.21050,2.52880,35.58980,20.82030,9.83470,-9.14260,-15.90570,-6.66400,-1.06950,-1.09930
2020-12-31,59.96600,55.41500,4.55100,19.13000,,20.18100,-15.63000,11.93500,-3.69500,3.31400,-7.00900,-7.00900,-7.20800,-6.39900,-15.63000,15.59800,15.59800,-0.46000,-0.46000,1.39990,1.51570,-2.93930,7.58930,-26.06470,-26.06470,-6.16180,-12.02010,0.22570,2.67550,33.63860,8.49000,3.45730,-2.63810,-4.37790,-5.27040,-0.5359,-0.5494
2020-09-30,88.79500,72.57000,16.22500,20.81200,,23.03900,-6.81400,-4.32600,-11.14000,1.75700,-12.89700,-12.89700,-13.23700,4.28300,-6.81400,15.63700,15.63700,-0.85000,-0.85000,1.95890,1.36060,-3.77300,18.27240,-7.67390,-7.67390,-12.54580,-14.90740,0.28630,3.16490,28.43670,16.84170,6.44430,-4.15890,-6.07340,-4.89440,-0.1813,-0.2473
2020-06-30,95.34200,82.62800,12.71400,24.70100,,30.47000,-17.75600,-15.99100,-33.74700,1.11700,-34.86400,-34.86400,-35.06100,-8.21600,-17.75600,15.60100,15.60100,-2.25000,-2.25000,1.87940,1.28990,-4.45000,13.33520,-18.62350,-18.62350,-35.39570,-36.77390,0.29040,2.69810,33.35710,53.76100,18.09280,-10.61800,-15.58300,-4.14930,-0.6126,-0.6736
2020-03-31,121.44400,94.58100,26.86300,28.09300,,31.01800,-4.15500,-4.96900,-9.12400,2.42100,-11.54500,-11.54500,-11.65000,7.22800,-4.15500,15.49700,15.49700,-0.75000,-0.75000,2.14350,1.12280,-9.14330,22.11970,-3.42130,-3.42130,-7.51290,-9.59290,0.32950,2.78690,32.29340,36.62290,7.11730,-3.13220,-4.49730,-2.02610,-0.10630,-0.13930
2019-12-31,140.68800,105.60500,35.08300,36.80100,0.25600,41.54500,-6.46200,-1.99700,-8.45900,297.62600,-306.08500,-306.08500,-306.10600,10.25800,-6.46200,15.99100,15.99100,-19.15000,-19.14000,2.10310,1.08010,-13.47950,24.93670,-4.59310,-4.59320,-6.01260,-217.57790,0.35680,3.22570,27.90110,1433.18400,195.89190,-77.63610,-114.84290,-1.38200,1.5454,1.4849
2019-09-30,141.49300,110.72200,30.77100,25.83300,17.55800,11.03600,19.73500,-6.78000,12.95500,5.37900,7.57600,7.57600,7.16500,29.42000,19.73500,15.89700,16.15100,0.45000,0.44000,2.10500,0.49920,0.99670,21.74740,13.94770,13.94770,9.15590,5.06390,0.20530,2.20800,40.76150,2.62460,5.24910,1.09940,1.31440,18.29480,-0.6707,-0.6877
2019-06-30,196.53500,152.71400,43.82100,36.51600,,38.41500,5.40600,6.50300,11.90900,16.51300,-4.60400,-4.60400,-5.84400,17.26300,5.40600,16.21400,16.21400,-0.36000,-0.36000,2.09690,0.52810,1.14160,22.29680,2.75070,2.75070,6.05950,-2.97350,0.26420,4.44180,20.26220,-1.61050,-3.33030,-0.61890,-0.76010,17.77920,2.4534,2.4443
