Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,411.48500,105.99900,305.48600,263.04200,263.04200,42.44400,42.44400,9.53900,32.90500,32.90500,,29.69300,64.92800,64.94600,0.46000,0.46000,,0.59390,13.83640,9.67970,0.01930,1.49170,1.74500,0.20660,1.49170,33.95730,7.9265,7.9029
2024-06-30,400.44800,103.49300,296.95500,267.39800,267.39800,29.55700,29.55700,6.65800,22.89900,22.89900,,20.33300,65.08500,65.08600,0.31000,0.31000,,0.61060,10.33390,7.10890,0.01830,1.05890,1.24800,0.14660,1.05890,33.29510,-6.6861,-6.6394
2024-03-31,391.23200,105.99300,285.23900,247.15200,247.15200,38.08700,38.08700,8.56500,29.52200,29.52200,,27.66800,65.20000,65.21400,0.42000,0.42000,,0.60220,13.21960,9.60330,0.01780,1.36710,1.65070,0.18210,1.36710,33.08610,1.08640,1.08140
2023-12-31,395.74500,105.54100,290.20400,252.11000,252.10990,38.09410,38.09400,7.13200,30.96200,30.96200,,28.67100,65.04300,65.04500,0.44000,0.44000,,0.59620,13.18410,9.92290,0.01750,1.43990,1.74160,0.18800,1.43990,33.00430,4.0477,4.0236
2023-09-30,413.60400,101.10500,312.49900,259.97700,259.97700,52.52200,52.52200,13.21100,39.31100,39.31100,,37.04200,65.10600,65.10800,0.57000,0.57000,,0.60830,16.80490,11.85200,0.01910,1.86590,2.27840,0.23970,1.86590,32.32880,7.738,7.7218
2023-06-30,404.07800,95.16000,308.91800,281.81300,281.81300,27.10500,27.10500,7.16700,19.93800,19.93800,,18.13300,65.02500,65.05400,0.28000,0.28000,,0.98930,9.21680,6.16600,0.01720,0.95390,1.16060,0.11630,0.95390,32.12280,-3.3049,-3.3344
2023-03-31,353.92100,69.72200,284.19900,252.80100,252.80100,31.39800,31.39800,3.63000,27.76800,27.76800,,25.80000,64.90100,64.95400,0.40000,0.40000,,0.96010,11.13930,9.15320,0.01660,1.33260,1.63100,0.16310,1.33260,32.04710,-1.66980,-1.66500
2022-12-31,349.75800,56.53200,293.22600,257.00600,257.00600,36.22000,36.22000,9.64200,26.57800,26.57800,,25.55600,70.43400,70.62600,0.38000,0.37000,,0.66380,12.50740,8.82500,0.01780,1.28800,1.57830,0.16350,1.28800,31.90140,-2.2683,-2.2572
2022-09-30,363.44700,32.98600,330.46100,287.95800,287.95800,42.50300,42.50300,9.24900,33.25400,33.25400,,32.06800,64.55200,64.66900,0.50000,0.50000,,0.69560,12.83140,9.68120,0.01990,1.61510,2.04930,0.20010,1.61510,31.87550,9.0116,8.9634
2022-06-30,374.40600,23.07700,351.32900,303.87900,303.87900,47.45000,47.45000,12.12700,35.32300,35.32300,,33.26000,73.69300,73.83800,0.45000,0.45000,,0.65540,13.71420,9.61290,0.02070,1.71690,2.13420,0.21130,1.71690,31.86020,5.2009,5.1703
2022-03-31,335.96500,19.54600,316.41900,286.46500,286.46500,29.95400,29.95400,5.81500,24.13900,24.13900,,22.25000,79.11400,79.35600,0.28000,0.28000,,0.53330,9.47000,7.03440,0.01720,0.96920,1.14490,0.13150,0.96920,31.35230,4.89730,4.89060
2021-12-31,407.90000,18.76000,389.14000,303.62900,303.62900,85.51100,85.51100,20.71500,64.79600,64.79600,,62.18400,80.70800,81.17300,0.81000,0.79000,,0.52720,20.97370,15.25220,0.02180,2.54180,2.97300,0.34670,2.54180,32.28270,-1.414,-1.1975
2021-09-30,493.12300,20.08800,473.03500,349.35500,349.35500,123.68000,123.68000,28.25700,95.42300,95.42300,,92.90600,80.10900,80.54200,1.16000,1.15000,,0.50190,25.82830,19.40170,0.02660,3.81330,4.52780,0.53040,3.81330,31.69170,14.8112,14.7532
2021-06-30,474.71700,26.90200,447.81500,314.64800,314.64800,133.16700,133.16700,31.23400,101.93300,101.93300,,99.06000,81.66300,82.19900,1.21000,1.21000,0.02610,0.60590,27.94490,20.78760,0.02700,4.08320,4.88480,0.57700,3.97650,30.76140,-7.7618,-7.8348
2021-03-31,564.50800,41.24100,523.26700,361.55300,361.55300,161.71400,161.71400,37.77000,123.94400,123.94400,,120.34500,82.16900,82.65700,1.46000,1.46000,0.02670,0.50790,30.60590,22.77640,0.02990,5.06720,6.14370,0.70090,4.93210,29.73480,3.79660,3.70620
2020-12-31,584.79200,29.48900,555.30300,398.86600,398.86600,156.43700,156.43700,39.29500,117.14200,117.14200,3.73400,116.44500,89.28000,89.30400,1.35000,1.34000,0.02770,0.52100,27.99590,20.83900,0.03300,4.98340,6.10400,0.69130,4.84530,28.60190,2.3126,2.1799
2020-09-30,632.53900,27.92800,604.61100,398.74300,398.74300,205.86800,205.86800,46.82000,159.04800,159.04800,0.73600,153.27900,90.20000,90.20000,1.70000,1.70000,0.02670,0.53270,34.01580,25.32650,0.03570,6.52170,7.86680,0.93910,6.34730,27.02540,2.2772,2.2661
2020-06-30,603.05600,30.37300,572.68300,436.23500,436.23500,136.44800,136.44800,31.80800,104.64000,104.64000,30.77500,128.47600,90.16400,90.16400,1.42000,1.42000,0.02840,0.56400,26.93100,25.35760,0.02990,4.56520,5.22860,0.61790,4.43550,25.40550,4.9863,4.9749
2020-03-31,416.58800,34.53900,382.04900,316.45000,316.45000,65.59900,65.59900,15.14800,50.45100,50.45100,3.15100,49.63600,90.50900,90.55000,0.55000,0.55000,0.03000,0.76890,18.87740,14.28370,0.02210,2.33170,2.69610,0.32120,2.26160,24.01270,-6.43590,-6.46240
2019-12-31,415.46390,41.05800,374.40590,314.74800,314.74800,59.65790,59.65800,13.57900,46.07900,46.07900,5.62300,49.27600,92.34500,92.39400,0.54000,0.55000,0.03050,0.84140,16.23230,13.40750,0.02420,2.16460,2.58990,0.30370,2.09850,23.48600,0.59,0.4466
2019-09-30,467.44500,48.29400,419.15100,321.23300,321.23300,97.91800,97.91800,21.47200,76.44600,76.44600,5.26100,79.41800,91.74500,91.82400,0.87000,0.86000,0.03120,0.89970,23.36370,18.94950,0.02820,3.66920,4.34350,0.51520,3.55490,22.98850,-3.8783,-3.9825
2019-06-30,425.70300,41.71600,383.98700,303.41600,303.41600,80.57100,80.57100,18.52600,62.04500,62.04500,-2.25400,57.81100,93.39900,93.41800,0.62000,0.62000,0.03160,0.82040,20.94610,15.02920,0.02700,3.02390,3.59380,0.43490,2.92830,22.11590,-4.8798,-4.9077
2019-03-31,364.90100,40.64900,324.25200,279.69800,279.69800,44.55400,44.55400,10.13700,34.41700,34.41700,5.36000,38.78600,93.66900,93.66900,0.41000,0.41000,0.03220,0.63330,13.78100,11.99690,0.02390,1.70790,2.03920,0.25400,1.65300,21.47840,3.48140,3.45410
2018-12-31,248.75300,38.20700,210.54600,177.82400,177.82400,32.72200,32.72200,8.10500,24.61700,24.61700,,28.11500,94.96900,95.06700,0.30000,0.30000,0.03280,0.73120,16.07010,13.80760,0.01490,1.24710,1.49700,0.17990,1.20620,21.08640,0.7279,0.7316
2018-09-30,418.02300,37.98500,380.03800,335.34000,335.34000,44.69800,44.69800,7.60000,37.09800,37.09800,,35.80500,94.55400,94.61000,0.38000,0.38000,0.03300,0.85710,11.75000,9.41220,0.02760,1.88870,2.27270,0.26950,1.82640,20.76410,6.7189,6.3174
2018-06-30,419.47400,35.19200,384.28200,338.85700,338.85700,45.42500,45.42500,11.03400,34.39100,34.39100,,33.08000,95.27000,95.35800,0.35000,0.35000,0.03380,1.12560,11.83120,8.61590,0.02800,1.79460,2.10740,0.25120,1.73390,20.26430,-5.2785,-5.3234
2018-03-31,368.50300,29.94000,338.56300,306.39500,306.39500,32.16800,32.16800,7.48800,24.68000,24.68000,,24.44100,95.98500,96.14600,0.25000,0.25000,0.03360,0.82560,9.45090,7.18070,0.02550,1.28180,1.50570,0.18490,1.23870,20.04680,1.92920,1.93140
2017-12-31,424.12100,24.97300,399.14800,334.12300,334.12300,65.02500,65.02500,51.35000,13.67500,13.67500,,13.42800,97.13700,97.35300,0.14000,0.15000,0.03380,0.89570,16.51660,3.41080,0.02950,0.71420,0.84070,0.10230,0.69000,19.94970,1.7108,1.6474
2017-09-30,427.42100,23.96400,403.45700,355.10200,355.10200,48.35500,48.35500,18.00300,30.35200,30.35200,,30.20600,96.09600,96.30600,0.31000,0.31000,0.03390,1.05690,12.02270,7.51030,0.02970,1.58960,1.87460,0.22430,1.53570,19.90900,-0.3173,-0.2858
2017-06-30,480.99800,20.33000,460.66800,372.10400,372.10400,88.56400,88.56400,25.75400,62.81000,62.81000,,62.47600,98.15400,98.41400,0.64000,0.63000,0.03420,1.07350,19.47250,13.73660,0.03420,3.31790,3.92380,0.47270,3.20450,19.65110,-8.225,-8.247
2017-03-31,379.68000,16.14100,363.53900,322.19700,322.19700,41.34200,41.34200,15.03500,26.30700,26.30700,,26.43400,98.44100,98.75700,0.27000,0.27000,0.03430,0.68260,11.42570,7.30560,0.02930,1.39240,1.64940,0.21320,1.34470,19.19890,3.53710,3.60280
2016-12-31,427.46200,14.21100,413.25100,360.13090,360.13090,53.12010,53.12000,17.58200,35.53800,35.53800,,35.32100,98.40400,98.62900,0.35000,0.35000,0.03450,1.04350,12.99080,8.63800,0.03210,1.89580,2.25210,0.27900,1.83040,19.02220,0.8072,0.845
2016-09-30,469.72100,16.09300,453.62800,368.12300,368.12300,85.50500,85.50500,33.01700,52.48800,52.48800,,51.93200,98.49000,98.62500,0.53000,0.53000,0.03500,0.97870,19.01640,11.54970,0.03620,2.83820,3.38530,0.42250,2.73890,18.76750,1.3656,1.3176
2016-06-30,460.20700,13.80500,446.40200,396.24100,396.24100,50.16100,50.16100,18.43900,31.72200,31.72200,,31.07400,98.45700,98.58600,0.32000,0.32000,0.03600,0.87830,12.01390,7.44240,0.03190,1.76580,2.12190,0.24260,1.70230,18.23840,-3.9051,-3.7024
2016-03-31,385.52900,14.31400,371.21500,328.59600,328.59600,42.61900,42.61900,14.42300,28.19600,28.19600,,27.56700,98.15300,98.66900,0.28000,0.28000,0.03670,0.73740,11.58730,7.49490,0.03140,1.60200,1.93660,0.24030,1.54330,17.85270,0.10020,0.22300
2015-12-31,392.88900,16.64900,376.24010,342.99800,342.99800,33.24200,33.24200,12.02000,21.22200,21.22200,,20.72700,99.07400,99.96200,0.21000,0.21000,0.03710,0.79580,8.93690,5.57230,0.03130,1.22100,1.48260,0.17880,1.17560,17.57530,0.374,0.455
2015-09-30,427.01400,15.33400,411.68000,339.09500,339.09500,72.58500,72.58500,25.33800,47.24700,47.24700,,46.89400,98.67600,99.55600,0.47000,0.47000,0.03760,0.80250,17.87430,11.54780,0.03280,2.75200,3.36010,0.38130,2.64860,17.36050,0.5147,0.6691
2015-06-30,417.06200,14.99500,402.06700,353.47500,353.47500,48.59200,48.59200,18.13700,30.45500,30.45500,,29.62200,99.48600,100.41000,0.30000,0.30000,0.03850,0.92440,12.09030,7.37030,0.03220,1.81860,2.23760,0.24410,1.74860,16.82790,0.6478,0.9484
2015-03-31,460.51500,14.27700,446.23800,317.16300,317.16300,129.07500,129.07500,15.42000,113.65500,113.65500,,111.87600,99.74100,100.62700,1.12000,1.11000,0.03620,0.73760,29.10040,25.22280,0.03530,6.81280,7.77100,0.90470,6.14570,17.77240,-1.17900,-0.91820
2014-12-31,313.11090,7.80200,305.30890,250.89300,250.89300,54.41600,54.41600,20.95000,33.46600,33.46600,,31.71600,89.71000,90.57300,0.36000,0.35000,0.04380,0.60660,18.06740,10.53040,0.03260,2.48420,2.91100,0.36210,2.18980,16.20340,-0.4572,-0.4163
