Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,31139.00000,30346.40000,792.59960,7.30000,296.80000,-35.40000,694.60000,97.99810,0.10000,98.10000,21.40000,76.70000,76.70000,,76.70000,,435.79800,30.80710,31.99970,2.41000,2.32000,,,,,,,,,,,,,,,,,,
2024-06-30,27069.70000,26280.10000,789.59960,6.90000,325.80000,-37.30000,703.40000,86.19730,1.80000,88.00000,26.10000,61.90000,61.90000,,59.70000,443.19730,407.29730,30.64330,31.74300,1.95000,1.88000,1.64300,0.50900,3.39870,2.91690,0.31840,1.50460,0.32510,0.22050,1.04390,3.19580,28.16230,3.85000,4.04390,0.23870,1.89030,50.65210,-19.8266,-20.3989
2024-03-31,22106.10000,21408.40000,697.69920,7.10000,304.60000,-32.90000,632.30000,65.39650,6.90000,72.30000,19.20000,53.10000,53.10000,,51.20000,369.29650,340.79650,30.47390,31.49890,1.68000,1.63000,1.60820,0.60310,3.77360,3.15610,0.29580,1.54160,0.32710,0.23160,0.86180,2.44730,36.77500,3.44220,3.62930,0.20700,1.36610,48.73930,24.855,24.3055
2023-12-31,19573.00000,18902.20000,670.80080,7.10000,274.10000,-33.50000,575.09000,95.70510,,95.70000,26.60000,69.10000,69.10000,,66.70000,368.40510,344.90510,30.23310,31.27430,2.20000,2.13000,1.59070,0.46440,3.00250,3.42720,0.48900,1.76210,0.48890,0.34080,0.84200,2.35240,38.25910,4.66010,4.92760,0.29730,2.49600,47.08200,4.87300,4.46690
2023-09-30,16635.60000,15965.40000,670.20700,7.10000,272.00000,-39.70000,596.70000,73.50590,1.90000,75.40000,24.70000,50.70000,50.70000,,48.90000,365.70590,340.00290,29.93600,30.92900,1.61000,1.57330,1.48550,0.51410,3.54290,4.02870,0.44190,2.04380,0.45320,0.29390,0.75830,2.04070,44.10300,3.67630,3.90990,0.23110,1.78620,44.20900,11.9768,11.5192
2023-06-30,15047.90000,14381.10000,666.80080,6.20000,286.00000,-35.40000,572.30000,94.49900,,94.50000,25.00000,69.50000,69.50000,,67.10000,349.29900,325.39900,30.06030,30.98150,2.24000,2.17000,1.53270,0.51890,3.42390,4.43120,0.62800,2.16240,0.62800,0.44590,0.68610,1.87590,47.97580,5.22600,5.58370,0.31690,2.51400,42.72770,6.7417,6.4104
2023-03-31,16161.00000,15568.00000,593.00000,5.80000,288.50000,-34.50000,535.50000,57.50200,,57.50000,15.80000,41.70000,41.70000,,40.20000,277.50200,251.10190,29.89500,30.93180,1.35000,1.30000,1.48790,0.46980,3.39720,3.66930,0.35580,1.55380,0.35580,0.24870,0.73730,1.87690,47.95160,3.34320,3.59980,0.19020,1.77270,40.21150,-53.5241,-53.884
2022-12-31,13011.60000,12460.90000,550.69920,5.70000,256.60000,-34.90000,478.60000,72.09770,23.50000,95.60000,19.00000,76.60000,76.60000,,74.20000,263.59770,240.79770,29.65770,30.74980,2.50000,2.41000,1.51590,0.41180,3.07200,4.23240,0.55410,1.85060,0.73470,0.57030,0.65610,1.73970,51.73290,6.51030,7.05930,0.38620,3.82940,38.11280,34.03930,33.67180
2022-09-30,16381.00000,15904.10000,476.90230,6.10000,268.80000,-34.10000,410.50000,66.40630,,66.40000,14.10000,52.30000,52.30000,,49.20000,177.70630,155.60330,29.35560,30.10130,1.72000,1.66000,1.39500,0.58820,4.18960,2.91130,0.40540,0.94990,0.40530,0.30030,0.82480,2.20600,40.79750,4.88740,5.31560,0.26330,2.01250,35.13590,8.8186,8.4207
2022-06-30,18930.90000,18518.00000,412.90040,4.90000,258.60000,-28.00000,342.00000,70.90040,,70.90000,21.80000,49.10000,49.10000,,49.10000,131.50040,109.70040,29.45170,30.16500,1.61330,1.58000,1.40790,0.64970,4.27780,2.18110,0.37450,0.57950,0.37450,0.25940,0.97540,29.72820,3.02740,4.68820,5.12900,0.25300,1.64220,34.46710,-86.4651,-86.9021
