Date,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,,,,,,,,,,,,,0.00000,,,,,,,,,,
2021-12-31,433.65330,-1648.61200,-1.85700,-111.65560,-147.97910,-147.97910,-157.84620,-1648.61200,-109.79870,203.50000,203.50000,-1.46100,-1.46100,1.97140,0.42260,0.97620,-19.41280,-57.09110,-5.08920,-11.20820,2.56710,1.8328,1.3915
2021-09-30,0.51610,-0.51610,-10.07160,-10.58780,-10.58780,-10.58780,-10.58780,-0.51610,-0.51610,10.06300,10.06300,-0.21000,-0.21000,0.53120,,-0.02720,23.01710,23.01710,-2.62350,23.01710,-4.57120,-0.0144,-0.0144
2021-06-30,0.64760,-0.64760,-4.41950,-5.06710,-5.06710,-5.06710,-5.06710,-0.64760,-0.64760,10.13400,10.13400,-0.50000,-0.50000,0.76770,,0.25000,-101.34240,-101.34260,-1.25460,-101.34240,0.35450,-0.0048,-0.0048
2021-03-31,0.28220,-0.28220,12.88050,12.59830,12.59830,12.59830,12.59830,-0.28220,-0.28220,9.14800,9.14800,1.38000,1.38000,1.22260,,0.15000,251.96550,251.96430,3.12010,251.96550,0.36770,-0.17900,-0.17900
2020-12-31,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
2020-09-30,,,,0.00000,,0.00000,,,,,,,0.00000,,,,,,,,,0,0
