Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,87.43500,54.70600,32.72900,4.44600,26.14700,30.59300,2.13600,3.46600,5.60200,1.32000,4.28200,4.28200,4.28200,6.74800,2.13600,76.69700,78.83700,0.06000,0.05000,5.95560,,,37.43240,2.44300,2.44300,6.40700,4.89740,0.18320,1.24810,72.11220,1.06980,1.50820,0.89720,1.06980,5.21540,0.1117,0.0723
2024-06-30,83.03700,53.47400,29.56300,4.12700,25.39600,29.52300,0.04000,2.66500,2.70500,3.52200,-0.81700,-0.81700,-0.81700,4.39600,0.04000,76.60400,76.60400,-0.01000,-0.01000,7.14140,,,35.60220,0.04820,0.04820,3.25760,-0.98390,0.18720,1.48980,60.41190,-0.21030,-0.26350,-0.18420,-0.21030,5.06730,0.1392,0.1047
2024-03-31,79.81700,52.15200,27.66500,4.37200,28.83500,33.20700,-5.54200,2.52500,-3.01700,0.93100,-3.94800,-3.94800,-3.94800,-1.63000,-5.54200,76.15100,76.15100,-0.05000,-0.05000,7.47920,,,34.66050,-6.94340,-6.94340,-3.77990,-4.94630,0.18340,1.36000,66.17540,-1.03130,-1.30120,-0.90700,-1.03130,5.00270,0.04250,0.00060
2023-12-31,78.06900,49.95500,28.11400,3.86300,25.31600,29.17900,-1.06500,2.56900,1.50400,-1.39800,2.90200,2.90200,2.90200,2.50300,-1.06500,75.19300,75.19300,0.05000,0.05000,7.67310,,,36.01170,-1.36420,-1.36420,1.92650,3.71720,0.17940,1.45760,61.74420,0.75790,0.95940,0.66690,0.75790,5.04580,0.1129,0.0805
2023-09-30,77.41900,49.26700,28.15200,3.40200,24.60700,28.00900,0.14300,3.15900,3.30200,2.62600,0.67600,0.67600,0.67600,3.49700,0.14300,75.46400,77.33900,0.01000,0.01000,6.21410,,,36.36320,0.18470,0.18470,4.26510,0.87320,0.17770,1.42480,63.16820,0.18130,0.23250,0.15510,0.18130,4.93360,0.1398,0.1163
2023-06-30,77.34200,49.03700,28.30500,3.27300,23.69800,26.97100,1.33400,3.00800,4.34200,1.71500,2.62700,2.62700,2.62700,4.23500,1.33400,75.14500,76.85000,0.03000,0.03000,6.01220,,,36.59720,1.72480,1.72480,5.61400,3.39660,0.17930,1.35970,66.19260,0.71670,0.92730,0.60920,0.71670,4.86580,0.137,0.1096
2023-03-31,80.08000,51.50500,28.57500,4.20300,30.36400,34.56700,-5.99200,1.68200,-4.31000,3.66000,-7.97000,-7.97000,-7.97000,-3.69700,-5.99200,74.45900,74.45900,-0.11000,-0.11000,6.55460,,,35.68310,-7.48250,-7.48250,-5.38210,-9.95250,0.19090,1.39360,64.58130,-2.21460,-2.70470,-1.89950,-2.21460,4.80510,0.15680,0.13540
2022-12-31,80.57600,48.29600,32.28000,4.69700,33.19500,37.89200,-5.61200,0.43100,-5.18100,1.52100,-6.70200,-6.70200,-6.70200,-3.09000,-5.61200,69.19700,69.19700,-0.08000,-0.08000,8.34740,,,40.06160,-6.96480,-6.96480,-6.43000,-8.31760,0.19600,1.49360,60.25880,-1.84610,-2.25540,-1.63010,-1.84610,4.89570,0.1712,0.1474
2022-09-30,81.16100,48.49100,32.67000,4.13900,33.28100,37.42000,-4.75000,1.45000,-3.30000,3.35900,-6.65900,-6.65900,-6.65900,-2.35600,-4.75000,68.62300,68.62300,-0.10000,-0.10000,10.09460,,,40.25330,-5.85260,-5.85260,-4.06600,-8.20470,0.20800,1.49010,60.39990,-1.89800,-2.23720,-1.70680,-1.89800,4.74110,0.058,0.0419
2022-06-30,77.33500,48.47400,28.86100,3.84000,35.87000,39.71000,-10.84900,-0.62600,-11.47500,1.71100,-13.18600,-13.18600,-13.18600,-8.34300,-10.84900,67.13600,67.13600,-0.20000,-0.20000,5.38670,,,37.31950,-14.02860,-14.02860,-14.83800,-17.05050,0.27800,1.58610,56.74420,-5.66100,-7.36190,-4.74020,-5.66110,3.46130,0.086,0.0629
2022-03-31,71.41000,44.63100,26.77900,3.09600,23.48000,26.57600,0.20300,-0.70000,-0.49700,2.17000,-2.66700,-2.66700,-2.66700,2.42800,0.20300,66.91900,66.91900,-0.04000,-0.04000,6.31880,0.02040,0.02080,37.50040,0.28430,0.28430,-0.69600,-3.73480,0.25890,1.52890,58.86610,-1.15330,-1.50830,-0.96700,-1.12980,3.44860,0.14220,0.11750
2021-12-31,66.53700,39.20900,27.32800,2.77200,26.08200,28.85400,-1.52600,-1.48700,-3.01300,0.59300,-3.60600,-3.60600,-3.60600,0.00300,-1.52600,58.66200,58.66200,-0.05000,-0.05000,7.60590,,,41.07190,-2.29350,-2.29350,-4.52830,-5.41950,0.25920,1.53620,58.58650,-1.58820,-2.09660,-1.40460,-1.58820,3.39640,0.0723,0.0401
2021-09-30,57.93300,32.66700,25.26600,2.13200,21.16400,23.29600,1.97000,0.11400,2.08400,2.63300,-0.54900,-0.54900,-0.54900,3.39000,1.97000,62.61000,62.61000,-0.01000,-0.01000,9.94870,,,43.61250,3.40050,3.40050,3.59730,-0.94760,0.19010,1.62480,55.39230,-0.19920,-0.24900,-0.18020,-0.19920,4.23160,0.1119,0.0994
2021-06-30,47.67600,27.87900,19.79700,1.77200,16.64100,18.41300,1.38400,-0.07900,1.30500,2.78800,-1.48300,-1.48300,-1.48300,2.53800,1.38400,54.43100,54.43100,-0.03000,-0.03000,4.27150,,,41.52400,2.90290,2.90290,2.73720,-3.11060,0.27540,1.44260,62.38610,-1.03700,-1.69740,-0.85660,-1.03700,2.61310,0.0632,0.044
2021-03-31,39.13400,23.79700,15.33700,1.78300,15.33200,17.11500,-1.77800,-1.05000,-2.82800,-0.76600,-2.06200,-2.06200,-2.06200,-0.83200,-1.77800,51.62900,51.62900,-0.04000,-0.04000,7.04870,,,39.19100,-4.54340,-4.54340,-7.22650,-5.26910,0.24410,1.76460,51.00250,-1.47030,-1.75180,-1.28640,-1.47030,2.58900,0.05900,0.04250
