Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.83100,0.96570,-1.79670,-0.44490,-2.24160,-2.24160,-2.24160,-2.24160,-1.78950,-1.79670,2.68000,2.68000,-0.84000,-0.84000,1.63750,-83.84010,-83.84020,-33.25700,-83.84020,0.62290,-2.1861,-2.1882
2024-06-30,1.39490,1.12750,-2.52240,-5.86740,-8.38980,-8.38980,-8.38980,-8.38980,-2.51520,-2.52240,1.63500,1.63500,-5.13000,-5.13000,1.09610,-735.67620,-735.67740,-68.37910,-735.67740,0.69410,-0.6482,-0.6423
2024-03-31,0.71760,1.18460,-1.90210,-0.77930,-2.68140,-2.68140,-2.68140,-2.68140,-1.89590,-1.90210,1.09000,1.09000,-2.46000,-2.46000,2.79690,-28.30560,-28.30560,-18.23900,-28.30560,5.80110,-2.60360,-2.62120
2023-12-31,1.06000,1.26590,-2.32590,0.12300,-2.20290,-2.20290,-2.20290,-2.20290,-2.31960,-2.32590,0.22900,0.22900,-30.28000,-21.83000,2.18290,-33.13780,-33.13780,-18.03790,-33.13780,25.08570,-11.8802,-11.8802
2023-09-30,1.65140,1.12650,-2.77790,0.14950,-2.62840,-2.62840,-2.62840,-2.62840,-2.77160,-2.77790,0.26500,0.26500,-9.94000,-9.94000,2.61980,-29.80520,-29.80520,-18.48560,-29.80520,42.05500,-5.5555,-5.5555
2023-06-30,0.90930,1.02380,-1.93300,0.48490,-1.44820,-1.44820,-1.44820,-1.44820,-1.92680,-1.93300,0.24800,0.24800,-5.83000,-5.83000,3.45180,-12.68680,-12.68680,-9.02910,-12.68680,54.43650,-4.8932,-4.8932
2023-03-31,0.52530,1.09460,-1.61980,7.77900,6.15920,6.15920,6.15920,6.15920,-1.61360,-1.61980,0.13500,0.16600,45.52000,37.07000,2.22620,61.48350,61.48350,33.99290,61.48350,63.60050,-9.48890,-9.48890
2022-12-31,0.34000,0.87840,-1.21830,0.01070,-1.20760,-1.20760,-1.20760,-1.20760,-1.21210,-1.21830,0.07260,0.07260,510.55970,510.55970,1.21620,-114.74020,-114.74010,-21.94250,-114.74010,13.66820,349.4928,349.4928
2022-09-30,0.38160,0.81790,-1.19950,0.02870,-1.17070,-1.17070,-1.17070,-1.17070,-1.19320,-1.19950,0.02040,0.02040,-57.35740,-57.35740,1.48730,-52.55400,-52.55410,-17.73450,-52.55410,99.38240,77.5388,77.5388
2022-06-30,0.97560,0.88480,-1.86040,0.02570,-1.83470,-1.83470,-1.83470,-1.83470,-1.85420,-1.86040,0.01470,0.01470,-124.92490,-124.92490,0.67560,99.54840,99.54840,-44.16720,99.54840,-128.30080,-232.898,-232.898
2022-03-31,3.68030,2.90600,-6.58630,-0.03020,-6.61650,-6.61650,-6.61650,-6.61650,-6.58000,-6.58630,0.01390,0.01390,-477.47740,-477.47740,0.97430,6716.56800,6716.53500,-82.91450,6716.55000,-6.85830,-348.67070,-348.67070
2021-12-31,2.66540,1.19150,-3.85690,-0.00340,-3.86040,-3.86040,-3.86040,-3.86040,-3.85070,-3.85690,0.00940,0.00940,78.22510,78.22510,0.89280,3880.98700,3880.95900,-189.02960,3880.95500,-10.59250,189.324,199.988
2021-09-30,1.53280,1.51120,-3.04390,-0.00060,-3.04450,-3.04450,-3.04450,-3.04450,-3.03790,-3.04390,0.00600,0.00600,-504.00050,-504.00050,0.01050,46.11060,46.11060,-4.13910,46.11060,-3.63140,-372.9178,-372.917
2021-06-30,1.15950,1.28240,-2.44190,-0.02770,-2.46960,-2.46960,-2.46960,-2.46960,-2.43810,-2.44190,0.00600,0.00600,-409.50040,-409.50040,0.11280,42.25160,42.25160,-3.34230,42.25160,-3.21470,-599.795,-607.9697
2021-03-31,1.55700,1.05070,-2.60770,-0.00460,-2.61240,-2.61240,-2.61240,-2.61240,-2.60710,-2.60770,0.00600,0.00600,-441.00040,-441.00040,0.24290,57.87440,57.87440,-3.52890,57.87440,-2.48260,-397.64020,-414.18330
2020-12-31,0.00000,0.13690,-0.13690,-1.48500,-1.62250,-1.62250,-1.62250,-1.62250,-0.13690,-0.13690,0.00230,0.00230,,0.00000,0.18970,28.50480,28.50480,-2.18780,28.50480,-3.13060,-91.9915,-91.9915
2020-09-30,,0.00090,-0.00090,,-0.00090,-0.00090,-0.00090,-0.00090,-0.00090,-0.00090,0.00250,0.00250,0.00000,0.00000,,,,,,,-0.8435,-0.8435
2020-06-30,,0.00050,-0.00050,,-0.00050,-0.00050,-0.00050,-0.00050,-0.00050,-0.00050,0.00300,0.00300,0.00000,0.00000,,,,,,,-8.1609,-8.1609
2020-03-31,,0.00720,-0.00720,,-0.00720,-0.00720,-0.00720,-0.00720,-0.00720,-0.00720,0.00260,0.00260,0.00000,0.00000,,,,,,,5.58090,5.58090
2019-12-31,,,,,,,,,,,,,,0.00000,,,,,,,0,0
