Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2.24690,1.21340,1.03350,0.73490,1.87080,,2.60570,-1.57230,-1.77970,-3.35200,-3.35200,-3.35200,-3.35200,-1.46610,-1.57230,0.75700,0.75700,-4.43000,-4.43000,0.07010,,-0.54750,45.99570,-69.97430,-69.97430,-149.18240,-149.18240,0.36300,4.95320,18.17020,10.23230,10.22960,-54.15640,10.23230,-43.24630,-3.0388,-3.0221
2024-06-30,2.24100,1.51230,0.72870,0.90180,3.20150,,4.10330,-3.37460,0.84300,-2.53160,-2.53160,-2.53160,-2.53160,-3.25980,-3.37460,6.85130,6.85130,-0.40000,-0.40000,0.11170,,-0.58970,32.51680,-150.58420,-150.58420,-112.96730,-112.96730,0.27930,3.35250,26.84540,8.04450,8.04200,-31.54790,8.04450,-4.15730,-0.25930,-0.25710
2024-03-31,2.18020,1.89010,0.29010,0.83790,3.76450,,8.47820,-8.18810,0.66880,-7.51930,-7.51930,-7.51930,-7.51930,-7.95840,-8.18810,1.67280,1.67280,3099.32000,3135.42000,0.16170,-0.42610,-0.67920,13.30620,-375.57210,-375.57220,-344.89400,-344.89400,0.23770,3.50570,25.67280,22.31750,22.30540,-81.97540,31.82820,-53.32230,-7.9498,-7.9969
2023-12-31,2.42140,2.09310,0.32840,1.26110,10.74550,,12.00660,-11.67820,26.10370,14.42540,14.42540,14.42540,14.42540,-11.40530,-11.67820,0.31950,1.60530,45.10000,9.00000,0.37440,-1.51910,-0.85940,13.56140,-482.28480,-482.28480,595.73850,595.73850,0.14370,1.88980,47.62400,-54.99460,-54.95040,85.62500,-138.53870,-4.17190,2110.2839,2128.0157
2023-09-30,2.68100,2.73750,-0.05650,0.91990,3.32240,,4.24220,-4.29870,-8.10360,-12.40230,-12.40230,-12.40230,-12.40230,-4.03520,-4.29870,0.00480,0.00480,-2568.82000,-2568.82000,0.00520,,-0.13100,-2.10660,-160.33870,-160.33870,-462.59790,-462.59790,0.08710,,,53.64390,53.64390,-40.27930,53.64390,-25.37830,-1982.2997,-1997.729
2023-06-30,2.61460,3.61100,-0.99640,1.32690,5.17970,,6.50660,-7.50300,-21.27820,-28.78110,-28.78110,-28.78110,-28.78110,-7.23910,-7.50300,0.04830,0.04830,-596.10000,-596.10000,0.01490,,-0.11440,-38.10740,-286.96290,-286.96290,-1100.77800,-1100.77800,0.07670,,,132.22650,132.22650,-84.41240,132.22650,-23.89300,-133.30530,-135.64600
2023-03-31,5.84460,17.35720,-11.51250,3.62640,14.29940,-1.11300,-16.24420,4.73160,1.05420,-0.05890,-0.05890,-0.05890,-0.05890,4.87900,-1.11300,0.91100,0.91100,0.00000,0.00000,0.75810,-0.90020,-0.52210,-196.97720,80.95610,-19.04390,-1.00690,-1.00690,0.35510,1.38560,64.95220,0.02390,0.07630,-0.35760,0.14510,-1596.44400,-0.5051,-0.5945
2022-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,1.1038,1.1038
2022-09-30,,,,,,-2.40780,,-2.40780,1.05890,-1.34880,-1.34880,-1.34880,-1.34880,-2.40780,-2.40780,0.91100,0.91100,-0.40000,-0.40000,0.06760,,-0.01820,,,,,,,,,8.18830,8.18830,-0.57070,8.18830,-18.08220,-0.8799,-0.8799
2022-06-30,,,,,,-0.47890,,-0.47890,0.31680,-0.16210,-0.16210,-0.16210,-0.16210,-0.47890,-0.47890,0.91100,0.91100,-0.10000,-0.10000,0.27940,,,,,,,,,,,1.14650,1.14650,-0.06870,1.14650,-15.52100,-0.22390,-0.22390
2022-03-31,,,,,,-2.78760,,-2.78760,,-2.76400,,,-2.76400,,,0.91100,0.91100,-0.90000,-0.90000,0.37670,,,,,,,,,,,,,,,-14.99530,-0.2065,-0.2065
2021-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
2021-09-30,,,,,,,,,,,,,,,,0.70000,0.70000,,0.00000,,,8.73960,,,,,,,,,,,,,0.01140,0,0
2021-06-30,,,,,,,,,,,,,,,,0.70000,0.70000,,0.00000,,,,,,,,,,,,,,,,,0.00000,
