,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-30,2024-09-30,$0.21,$0.26
1,2024-07-31,2024-06-30,$0.21,$0.26
2,2024-05-01,2024-03-31,$0.09,$0.05
3,2024-02-07,2023-12-31,$0.09,$0.09
4,2023-11-01,2023-09-30,$0.08,$0.10
5,2023-08-02,2023-06-30,$0.03,$0.02
6,2023-05-03,2023-03-31,$0.03,$0.06
7,2023-02-08,2022-12-31,$-0.04,$-0.05
8,2022-10-26,2022-09-30,$0.14,$0.16
9,2022-07-27,2022-06-30,$0.36,$0.41
10,2022-04-27,2022-03-31,$0.32,$0.41
11,2022-02-02,2021-12-31,$0.34,$0.35
12,2021-10-27,2021-09-30,$0.30,$0.33
13,2021-07-28,2021-06-30,$0.28,$0.30
14,2021-04-28,2021-03-31,$0.33,$0.32
15,2021-02-03,2020-12-31,$0.33,$0.36
16,2020-10-28,2020-09-30,$0.31,$0.35
17,2020-07-30,2020-06-30,$0.22,$0.28
18,2020-05-06,2020-03-31,$0.15,$0.27
19,2020-02-05,2019-12-31,$0.26,$0.35
20,2019-10-30,2019-09-30,$0.16,$0.16
21,2019-07-31,2019-06-30,$0.14,$0.16
22,2019-05-01,2019-03-31,$0.13,$0.13
23,2019-02-06,2018-12-31,$0.21,$0.24
24,2018-10-31,2018-09-30,$0.18,$0.20
25,2018-08-01,2018-06-30,$0.19,$0.21
26,2018-05-02,2018-03-31,$0.11,$0.12
27,2018-02-07,2017-12-31,$0.23,$0.18
28,2017-10-31,2017-09-30,$0.29,$0.28
29,2017-08-02,2017-06-30,$0.24,$0.35
30,2017-05-03,2017-03-31,$0.16,$0.19
31,2017-02-08,2016-12-31,$0.13,$0.16
32,2016-10-27,2016-09-30,$0.15,$0.19
33,2016-08-02,2016-06-30,$0.07,$0.10
34,2016-04-27,2016-03-31,$-0.15,$-0.16
35,2016-02-04,2015-12-31,$0.04,$0.05
36,2015-10-28,2015-09-30,$-0.02,$0.01
37,2015-07-29,2015-06-30,$0.06,$0.07
38,2015-04-29,2015-03-31,$0.02,$0.05
39,2015-02-04,2014-12-31,$0.02,$0.06
