Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.00540,0.28600,-0.28060,0.01480,1.63060,,1.64540,-1.92600,2.47660,0.55060,,0.55060,0.55060,,-1.69760,-1.47340,-1.92600,6.86320,6.86320,-0.25000,-0.25000,6.55320,,,-5171.43400,-35495.93000,-35495.93000,10146.65000,-31286.29000,0.00020,0.08910,,,4.80490,4.80490,1.53250,4.80490,1.63570,-1.095,-1.1187
2024-06-30,,1.07490,-1.07490,0.62260,2.26240,,2.88500,-3.95990,10.87450,6.91460,,6.91460,6.91460,,4.36880,-3.35000,-3.95990,5.61570,16.63880,0.78000,0.14000,6.41590,,,,,,,,,0.32430,,,53.88760,53.88770,15.36690,53.88770,1.95230,0.5391,0.5391
2024-03-31,0.05840,1.18320,-1.12490,0.76040,3.33070,,4.09110,-5.21600,1.57720,-3.63880,,-3.63880,-3.63880,,-7.18630,-4.82810,-5.21600,4.92950,4.92950,-1.46000,-1.46000,10.99920,,0.02870,-1927.74100,-8938.92800,-8938.92800,-6235.97200,-12315.66000,0.00120,0.32180,0.42340,212.57840,-51.89230,-51.89230,-7.60090,-51.89230,1.42010,-0.94980,-0.94980
2023-12-31,0.15790,4.35030,-4.19240,1.54750,4.11200,,5.65950,-9.85190,-0.24000,-10.09190,,-10.09190,-10.09190,,-13.36050,-9.51660,-9.85190,4.76450,4.76450,-2.75000,-2.75000,11.36560,,,-2655.22800,-6239.54600,-6239.54700,-6391.55200,-8461.69400,0.00300,1.26760,0.72100,124.83060,-71.38270,-71.38260,-19.09040,-71.38260,2.87710,-1.005,-1.0024
2023-09-30,0.08840,0.23180,-0.14340,1.33520,4.76140,,6.09660,-6.24000,-6.34960,-12.58960,,-12.58960,-12.58960,,-14.19820,-5.86860,-6.24000,4.74420,4.74420,-2.99000,-2.99000,27.57950,,0.00700,-162.27390,-7059.19700,-7059.19700,-14242.40000,-16062.23000,0.00150,0.05330,0.61390,146.60440,-46.09550,-46.09550,-21.05330,-46.09550,5.58510,-1.3109,-1.4771
2023-06-30,0.13950,0.33200,-0.19250,2.40540,3.66860,,6.07400,-6.26650,0.26320,-6.00320,,-6.00320,-6.00320,,-6.00320,-5.96660,-6.26650,4.68460,4.68460,-1.28000,-1.28000,21.86770,,,-137.93710,-4490.67900,-4490.67900,-4302.03600,-4302.03600,0.00320,0.10890,1.33980,67.17560,-14.61060,-14.61060,-13.80250,-14.61060,8.75710,-1.7781,-1.8842
2023-03-31,0.11310,0.21980,-0.10670,2.13000,3.56140,,5.69140,-5.79810,0.32230,-5.47580,,-5.47580,-5.47580,,-5.47580,-5.56360,-5.79810,4.66500,4.66500,-1.17000,-1.17000,25.15550,,,-94.36170,-5127.25700,-5127.25700,-4842.21400,-4842.21400,0.00230,0.14440,1.04960,85.74770,-11.68800,-11.68800,-11.10530,-11.68800,10.03410,-1.40110,-1.56640
2022-12-31,0.60890,1.08380,-0.47490,3.08850,3.37210,,6.46070,-6.93550,0.23490,-6.70070,,-6.70070,-6.70070,,-6.70070,-6.57810,-6.93560,4.63110,4.63110,-1.48000,-1.48000,23.19330,,,-77.99920,-1139.02000,-1139.02000,-1100.44600,-1100.44600,0.01110,1.11690,1.19380,75.39170,-12.87150,-12.87150,-12.18520,-12.87150,11.18280,-1.2493,-1.3829
2022-09-30,0.37320,0.95500,-0.58180,1.83750,3.38490,,5.22240,-5.80420,0.12270,-5.68160,,-5.68160,-5.68160,,-5.68160,-5.58190,-5.80420,4.63680,4.63680,-1.23000,-1.23000,20.19480,,0.00270,-155.90540,-1555.31800,-1555.31800,-1522.45100,-1522.45100,0.00600,0.64550,0.81770,110.06170,-9.72160,-9.73810,-9.14530,-9.72160,12.59160,-0.6681,-0.7879
2022-06-30,0.98160,2.82750,-1.84600,1.04680,3.07890,,4.12570,-5.97170,-0.00280,-5.97440,,-5.97440,-5.97440,,-5.97440,-5.77590,-5.97170,4.62280,4.62280,-1.28000,-1.28000,31.77110,,,-188.06310,-608.38610,-608.38610,-608.66860,-608.66860,0.01470,1.37680,0.51040,176.31840,-9.36550,-9.37710,-8.97030,-9.36550,13.78530,-0.9247,-0.9897
2022-03-31,1.02680,1.17710,-0.15030,0.87260,3.54250,,4.41520,-4.56550,-0.01320,-4.57870,,-4.57870,-4.57870,,-4.57870,-4.38540,-4.56550,4.61340,4.61340,-0.96000,-0.96000,25.56970,0.01170,0.01440,-14.63700,-444.60900,-444.60900,-445.89550,-445.89550,0.01410,0.30520,0.85300,105.51120,-6.59150,-6.59930,-6.26650,-6.51460,15.05570,-1.20200,-1.22660
2021-12-31,0.81330,2.74430,-1.93100,2.31420,3.54530,,5.85960,-7.79060,0.01080,-7.77980,,-7.77980,-7.77980,,-7.77980,-7.59020,-7.79060,4.39650,4.39650,-1.68000,-1.68000,19.81020,,,-237.43610,-957.90910,-957.90930,-956.57730,-956.57730,0.01040,0.73300,0.83890,107.27850,-10.59560,-10.59560,-9.95770,-10.59560,15.93280,-1.9324,-1.9419
2021-09-30,0.55940,0.95550,-0.39610,4.16570,7.45250,,11.61820,-12.01430,0.01230,-12.00210,,-12.00210,-12.00210,,-12.00210,-11.82840,-12.01430,4.53910,4.53910,-2.64000,-2.64000,14.15820,,,-70.81110,-2147.83200,-2147.83200,-2145.64200,-2145.64200,0.00660,0.35780,0.75570,119.09860,-15.32310,-15.34450,-14.10630,-15.32310,17.19920,-2.3845,-2.3881
2021-06-30,0.52210,0.43050,0.09160,3.04210,4.73050,,7.77260,-7.68100,0.01730,-7.66370,,-7.66370,-7.66370,,-7.66370,-7.49690,-7.68100,4.41440,4.41440,-1.76000,-1.76000,21.55610,,0.00280,17.54350,-1471.27600,-1471.27600,-1467.96300,-1467.96300,0.00550,0.24900,0.49370,182.31000,-8.60760,-8.62090,-8.13260,-8.60760,19.61960,-0.8782,-0.9547
2021-03-31,0.78890,0.64450,0.14440,1.92760,3.85970,,5.78730,-5.64290,0.00910,-5.63380,,-5.63380,-5.63380,,-5.63380,-5.47950,-5.64290,4.00090,4.00090,-1.44000,-1.44000,43.00190,0.00010,0.00020,18.30040,-715.31620,-715.31620,-714.16580,-714.16580,0.00810,0.77060,0.74870,120.21250,-5.99490,-6.00330,-5.79650,-5.99420,21.35040,-0.86230,-0.89510
2020-12-31,0.78270,1.12510,-0.34240,0.92110,3.71010,,4.63120,-4.97360,0.21690,-4.75670,,-4.75670,-4.75670,,-4.75670,-4.83880,-4.97360,1.91710,1.91710,0.24000,0.24000,25.25900,0.00040,0.00370,-43.74980,-635.46230,-635.46230,-607.75260,-607.75260,0.01870,0.95890,1.02200,88.06560,-12.08590,-12.13020,-11.33590,-12.08160,11.62340,-3.0086,-3.0746
2020-09-30,0.38870,0.32670,0.06200,0.66410,1.78690,,2.45100,-2.38910,-0.29170,-2.68070,,-2.68070,-2.68070,,-3.11350,-2.17620,-2.38910,2.95000,2.95000,-1.04000,-1.04000,17.39730,0.00750,0.01170,15.94810,-614.70100,-614.70100,-689.74620,-801.08610,0.01150,0.21420,0.93870,95.87630,-8.71480,-8.76330,-7.91880,-8.64900,10.12760,0.4046,0.443
2020-06-30,0.28590,0.20560,0.08030,0.18060,0.95370,,1.13440,-1.05410,-0.47680,-1.53090,,-1.53090,-1.53090,,-1.53090,-0.80390,-1.05410,1.03640,1.03640,-1.44000,-1.44000,5.76510,0.02690,0.07030,28.08060,-368.64620,-368.64620,-535.40140,-535.40140,0.02490,0.19420,0.91330,98.54050,-17.91640,-18.33660,-13.30490,-17.43510,4.14030,-0.6303,-0.6883
2020-03-31,0.14680,0.11320,0.03370,0.15470,1.56850,,1.72320,-1.68950,-0.10560,-1.79520,,-1.79520,-1.79520,,-1.79520,-1.49180,-1.68950,0.49350,0.49350,-3.60000,-3.60000,1.58700,,,22.92730,-1150.79000,-1150.79000,-1222.72300,-1222.72300,0.03400,,,,-97.48790,-97.48750,-41.62390,-97.48750,16.18120,-1.99210,-2.16950
2019-12-31,0.22860,0.18110,0.04750,0.13340,3.94970,,4.08300,-4.03560,-0.03360,-4.06910,,-4.06910,-4.06910,,-2.73750,-3.61010,-4.03560,0.36760,0.36760,24.96000,24.96000,0.83470,0.82180,19.21840,20.78150,-1765.55000,-1765.55000,-1780.23300,-1197.64700,0.08230,0.16190,3.21270,28.01350,45.43320,2322.80300,-146.47020,-1051.53700,0.13970,-2.0902,-2.1627
2019-09-30,0.26550,0.20200,0.06350,0.29770,1.84370,,2.14140,-2.07790,-0.06400,-2.14180,,-2.14180,-2.14180,,-2.14180,-1.91570,-2.07790,0.34920,0.34920,-6.16000,-6.16000,1.68140,,,23.90080,-782.68460,-782.68460,-806.77710,-806.77710,0.07380,,1.50560,59.77650,-121.48970,-121.48950,-59.55410,-121.48950,17.36130,-1.4559,-1.5291
2019-06-30,0.39610,0.30870,0.08740,0.28320,1.54100,,1.82430,-1.73690,-0.07280,-1.80960,,-1.80960,-1.80960,,-1.80960,-1.73690,-1.73690,0.34920,0.34920,-5.20000,-5.20000,1.80440,,,22.05410,-438.49780,-438.49780,-456.86900,-456.86900,0.08250,,1.00240,89.78370,-73.36100,-73.36090,-37.69870,-73.36090,24.40710,27.7496,26.8641
2019-03-31,,,,,0.64410,,,-0.64410,,-0.64410,,-0.64410,-0.64410,-1.33160,-1.97570,-0.64410,-0.64410,0.05290,0.05290,-37.20000,-37.20000,2.27800,,,,,,,,,,,,-18.10700,-18.10700,-11.08640,-18.10700,36.30560,-35.36790,-35.36790
2018-12-31,1.12250,1.25010,-0.12760,0.05690,2.43060,,2.58810,-2.71570,0.00010,-2.71560,,-2.71560,-2.71560,-3.85460,-6.63400,-2.71570,-2.71570,0.04050,0.04050,-163.60000,-163.60000,1.90130,,,-11.37050,-241.94180,-241.94180,-241.93260,-591.01900,0.19940,,,,-89.37620,-89.37610,-48.23310,-89.37610,74.40690,19.8796,30.5758
2018-09-30,1.38910,1.78900,-0.39990,0.06030,2.69100,,2.84530,-3.24520,0.00020,-3.24500,,-3.24500,-3.24500,-0.08370,-4.34780,-3.15120,-3.24520,0.03590,0.03590,-121.20000,-121.20000,1.28830,,,-28.78680,-233.61380,-233.61380,-233.60140,-312.98730,0.10670,,7.23290,12.44320,-42.78020,-42.78020,-24.91830,-42.78020,187.43900,-37.2939,-40.426
