Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-12-31,249.00000,249.00000,83.00000,,113.00000,6.00000,119.00000,43.00000,76.00000,76.00000,73.00000,171.00000,113.00000,97.60000,98.40000,0.73000,0.73000,0.72770,0.41050,0.72790,100.00000,45.38150,45.38150,47.79120,29.31730,0.02510,1.38330,65.06020,1.59460,3.67330,0.76500,0.94000,47.03680,1.5194,0.6156
2024-09-30,248.00000,248.00000,73.00000,0.00000,122.00000,-1.00000,121.00000,30.00000,91.00000,91.00000,88.00000,179.00000,122.00000,97.10000,98.00000,0.91000,0.90000,0.95040,0.38040,0.61390,100.00000,49.19360,49.19360,48.79030,35.48390,0.02890,1.73430,51.89520,2.08910,4.64760,1.05970,1.29450,44.83510,2.0876,1.2629
2024-06-30,244.00000,244.00000,61.00000,,130.00000,3.00000,133.00000,33.00000,100.00000,100.00000,96.00000,188.00000,130.00000,97.10000,97.90000,0.99000,0.98000,0.83660,0.41430,0.72350,100.00000,53.27870,53.27870,54.50820,39.34430,0.02720,1.57420,57.17210,2.30570,5.19480,1.11280,1.35040,44.65980,1.6804,0.855
2024-03-31,240.00000,240.00000,66.00000,,124.00000,7.00000,131.00000,31.00000,100.00000,100.00000,97.00000,178.00000,124.00000,97.00000,97.70000,1.00000,0.99000,0.71120,0.41600,0.72500,100.00000,51.66670,51.66670,54.58330,40.41670,0.02680,1.60000,56.25000,2.32230,5.31910,1.11720,1.35630,44.34190,2.46670,1.46370
2023-12-31,244.00000,244.00000,75.00000,,120.00000,6.00000,126.00000,2.00000,124.00000,124.00000,121.00000,173.00000,120.00000,96.90000,97.50000,1.26000,1.23000,0.62670,0.41730,0.75470,100.00000,49.18030,49.18030,51.63930,49.59020,0.02720,1.44380,62.33610,2.89720,6.74280,1.38050,1.68820,44.13690,1.8872,0.3488
2023-09-30,234.00000,234.00000,65.00000,1.00000,124.00000,3.00000,127.00000,33.00000,94.00000,94.00000,91.00000,175.00000,124.00000,97.00000,97.50000,0.94000,0.94000,0.47170,0.42060,0.75550,100.00000,52.99150,52.99150,54.27350,38.88890,0.02640,1.60270,56.15390,2.22700,5.32280,1.06070,1.29030,43.52850,2.3036,0.2464
2023-06-30,224.00000,224.00000,66.00000,3.00000,117.00000,7.00000,124.00000,30.00000,94.00000,94.00000,91.00000,165.00000,117.00000,96.90000,97.40000,0.93000,0.93000,0.58170,0.42190,0.75380,100.00000,52.23210,52.23210,55.35710,40.62500,0.02570,1.55560,57.85710,2.24080,5.44610,1.07720,1.29530,43.29120,1.4887,-0.4928
2023-03-31,220.00000,220.00000,67.00000,,110.00000,13.00000,123.00000,39.00000,84.00000,84.00000,81.00000,158.00000,110.00000,96.80000,97.40000,0.84000,0.84000,0.35670,0.42360,0.83340,100.00000,50.00000,50.00000,55.90910,36.81820,0.02450,1.80330,49.90910,2.01680,4.99700,0.93530,1.16250,42.98690,2.50510,0.16430
2022-12-31,243.00000,243.00000,83.00000,,116.00000,7.00000,123.00000,35.00000,88.00000,88.00000,85.00000,165.00000,116.00000,96.70000,97.20000,0.89000,0.88000,0.42670,0.42410,0.81580,100.00000,47.73660,47.73660,50.61730,34.97940,0.02750,1.50930,59.62960,2.11840,5.31400,0.99630,1.22000,42.93320,1.5413,-0.1525
2022-09-30,235.00000,235.00000,72.00000,0.00000,121.00000,2.00000,123.00000,7.00000,116.00000,116.00000,113.00000,168.00000,121.00000,96.70000,97.00000,1.17000,1.16000,2.14060,0.42570,0.74130,100.00000,51.48940,51.48940,52.34040,48.08510,0.02790,1.56670,57.44680,2.81210,7.19160,1.37780,1.61490,42.63520,2.0143,0.7972
2022-06-30,227.00000,227.00000,71.00000,23.00000,137.00000,-10.00000,127.00000,33.00000,94.00000,94.00000,91.00000,183.00000,137.00000,96.70000,97.10000,0.93000,0.93000,2.86110,0.42890,0.75090,100.00000,60.35240,60.35240,55.94710,40.08810,0.02740,1.65690,54.31720,2.30900,6.08810,1.13390,1.31870,42.08450,1.4908,1.1306
2022-03-31,215.00000,215.00000,69.00000,,104.00000,5.00000,109.00000,25.00000,84.00000,84.00000,81.00000,151.00000,104.00000,96.70000,97.00000,0.84000,0.84000,2.35110,0.42890,0.75360,100.00000,48.37210,48.37210,50.69770,37.67440,0.02620,1.80670,49.81400,2.08020,5.61120,1.02300,1.18800,41.74330,2.41240,2.20620
2021-12-31,223.00000,223.00000,71.00000,,110.00000,4.00000,114.00000,25.00000,89.00000,89.00000,87.00000,157.00000,110.00000,96.70000,96.90000,0.90000,0.89000,2.03390,0.43020,0.75750,100.00000,49.32740,49.32740,51.12110,39.01350,0.02730,1.31950,68.20630,2.21340,6.07090,1.08990,1.26120,41.56760,1.1146,0.6605
2021-09-30,212.00000,212.00000,64.00000,0.00000,106.00000,,106.00000,29.00000,77.00000,77.00000,74.00000,152.00000,106.00000,96.70000,96.90000,0.77000,0.77000,1.58970,0.43230,0.76390,100.00000,50.00000,50.00000,50.00000,34.90570,0.02610,1.45210,61.98110,1.93030,5.42640,0.94750,1.09590,41.23760,1.3965,1.0262
2021-06-30,208.00000,208.00000,63.00000,-18.00000,86.00000,6.00000,92.00000,21.00000,71.00000,71.00000,68.00000,132.00000,86.00000,96.70000,96.70000,0.70000,0.70000,1.68220,0.43270,0.76540,100.00000,41.34620,41.34620,44.23080,32.69230,0.02600,1.92590,46.73080,1.78350,5.08230,0.88860,1.01170,41.15490,1.7063,1.3651
2021-03-31,197.00000,197.00000,57.00000,1.00000,100.00000,10.00000,110.00000,29.00000,81.00000,81.00000,78.00000,145.00000,100.00000,96.70000,96.70000,0.80000,0.80000,,,,100.00000,50.76140,50.76140,55.83760,39.59390,,,,,,,,,1.68560,1.40640
2020-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,-4.6949,-0.1448
2020-09-30,203.00000,203.00000,45.00000,4.00000,124.00000,20.00000,144.00000,39.00000,105.00000,105.00000,101.00000,162.00000,124.00000,96.70000,96.70000,1.05000,1.05000,,,,100.00000,61.08380,61.08380,70.93600,49.75370,,,,,,,,,1.6246,0.6514
2020-06-30,174.00000,174.00000,37.00000,0.00000,100.00000,-1.00000,99.00000,26.00000,73.00000,73.00000,71.00000,100.00000,100.00000,96.73200,96.73200,0.73000,0.73000,,,,100.00000,57.47130,57.47130,56.89660,40.80460,,,,,,,,,3.0703,-0.5066
2019-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
2018-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
