Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,46.11800,5.82300,40.29500,4.80000,-0.82400,23.48900,16.80600,-4.87100,11.93500,11.93500,11.93500,,11.93500,35.46400,16.80600,55.57130,56.08160,0.21000,0.21000,0.27140,0.37250,36.44130,36.44130,25.87930,25.87930,0.02300,0.85220,0.95340,0.59450,0.62090,25.45490,0.5502,0.2634
2024-06-30,43.55400,5.84900,37.70500,5.34700,-3.34200,28.93500,8.77000,-4.14200,4.62800,4.62800,4.62800,,4.62800,31.50200,8.77000,57.23050,57.60120,0.08000,0.08000,0.26140,0.35390,20.13590,20.13590,10.62590,10.62590,0.02090,0.31420,0.35000,0.22230,0.23210,25.74300,0.5499,0.3535
2024-03-31,50.63900,5.55400,45.08500,8.23000,,27.12800,17.95700,-2.97700,14.98000,14.98000,14.98000,,14.98000,36.71100,17.95700,57.11300,57.66150,0.26000,0.26000,0.25880,0.34910,35.46080,35.46080,29.58190,29.58190,0.02420,1.00370,1.12470,0.71530,0.74400,26.08180,0.63430,-1.53980
2023-12-31,45.91400,5.46800,40.44600,7.41800,-17.54500,43.80400,-3.35800,-5.63800,-8.99600,-8.99600,-8.99600,,-8.99600,16.21800,-3.35800,227.19950,229.04650,-0.47000,-0.48000,0.25930,0.35010,-7.31360,-7.31370,-19.59320,-19.59320,0.02190,-0.60200,-0.67050,-0.42850,-0.44590,26.22550,-1.144,-0.433
2023-09-30,48.54200,5.00500,43.53700,4.82800,0.00100,22.92400,20.61300,-5.63000,14.98300,14.98300,14.98300,,14.98300,39.43900,20.61300,56.85910,57.32070,0.26000,0.26000,0.28220,0.39310,42.46430,42.46430,30.86610,30.86610,0.02190,0.97670,1.10590,0.67520,0.70110,6.74170,0.5846,-0.2549
2023-06-30,44.96500,4.87300,40.09200,5.54700,-6.36400,30.71400,9.37800,-5.52300,3.85500,3.85500,3.85500,,3.85500,29.17400,9.37800,56.74430,57.20880,0.07000,0.07000,0.26820,0.36650,20.85620,20.85620,8.57330,8.57330,0.02060,0.25100,0.28340,0.17680,0.18370,6.76170,0.5488,0.3654
2023-03-31,49.64400,4.85000,44.79400,6.10300,-0.34400,24.99900,19.79500,-5.59500,14.20000,14.20000,14.20000,,14.20000,39.08200,19.79500,56.64040,57.10110,0.25000,0.25000,0.27080,0.37130,39.87390,39.87390,28.60370,28.60370,0.02260,0.92060,1.04430,0.64620,0.67130,6.80440,0.57350,0.56670
2022-12-31,43.90500,4.73100,39.17400,5.31300,-40.03700,68.10600,-28.93200,-5.83000,-34.76200,-34.76200,-34.76200,,-34.76200,-5.32900,-28.93200,225.32000,225.32000,-0.15000,-0.15000,0.27190,0.37330,-65.89690,-65.89690,-79.17550,-79.17550,0.01980,-2.23540,-2.54500,-1.56600,-1.62770,6.87320,0.1477,0.1386
2022-09-30,46.88100,4.59000,42.29100,4.76000,,23.40100,18.89000,-5.49800,13.39200,13.39200,13.39200,,13.39200,38.54400,18.89000,225.63800,226.95700,0.06000,0.06000,0.27070,0.37110,40.29350,40.29350,28.56590,28.56590,0.02050,0.83190,0.95010,0.58490,0.60670,7.12840,0.1416,-0.3684
2022-06-30,44.91800,4.31000,40.60800,6.44400,,24.25800,16.35000,-4.32900,12.02100,12.02100,12.02100,,12.02100,35.27300,16.35000,225.00800,226.36300,0.05000,0.05000,0.23920,0.31440,36.39970,36.39970,26.76210,26.76210,0.02070,0.75240,0.85770,0.55380,0.57240,7.09320,0.1322,0.0222
