Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,49.67000,4.90600,44.76400,9.52300,-5.70900,16.87400,27.89000,2.49200,30.38200,0.20900,30.17300,30.17300,24.86500,28.99700,27.89000,81.78800,81.78800,0.30000,0.30000,0.75280,3.04480,56.15060,56.15060,61.16770,50.06040,0.00780,2.38430,2.03370,0.47630,0.48940,18.34950,1.1914,1.9358
2024-06-30,50.88500,6.25200,44.63300,6.65500,-3.20200,11.46900,33.16400,-37.04600,-3.88200,-0.11700,-3.76500,-3.76500,-8.92300,33.59000,33.16400,81.81600,81.81600,-0.11000,-0.11000,0.74640,2.94350,65.17440,65.17440,-7.62900,-17.53560,0.00810,-0.29300,-0.25060,-0.06010,-0.06180,18.58870,0.0237,0.302
2024-03-31,53.95200,7.86500,46.08700,8.74300,-2.36300,12.76100,33.32600,3.33600,36.66200,0.83500,35.82700,35.82700,29.17200,33.88200,33.32600,81.99400,81.99400,0.35000,0.35000,0.72860,2.68470,61.76970,61.76970,67.95300,54.07030,0.00900,2.70060,2.32140,0.59440,0.61330,19.04270,0.15820,0.48170
2023-12-31,54.76000,8.95400,45.80600,8.21200,-1.81200,11.90200,33.90400,-4.22200,29.68200,-0.34900,30.03100,30.03100,23.26700,33.96200,33.90400,82.30800,82.30800,0.29000,0.29000,0.72500,2.63700,61.91380,61.91380,54.20380,42.48900,0.00920,2.26230,1.94580,0.50430,0.52060,19.16820,0.6775,0.674
2023-09-30,62.38600,7.90800,54.47800,8.97400,-2.85600,13.65900,40.81900,-11.62300,29.19600,-1.79900,30.99500,30.99500,25.01900,40.17300,40.81900,82.21100,82.21100,0.30000,0.30000,0.71960,2.56630,65.42970,65.42970,46.79900,40.10360,0.01060,2.31790,1.99660,0.52750,0.54460,19.22390,0.7675,0.9762
2023-06-30,84.03100,8.90000,75.13100,7.42000,-4.30100,14.20000,60.93100,-21.23400,39.69700,0.05300,39.64400,39.64400,32.85400,60.61400,60.93100,82.25300,82.25300,0.39000,0.39000,0.72440,2.62830,72.51020,72.51020,47.24090,39.09750,0.01400,2.95630,2.58480,0.66240,0.68300,19.26950,0.5514,1.0601
2023-03-31,62.77300,8.08500,54.68800,9.86500,-2.16600,14.21400,40.47400,2.70300,43.17700,-0.66200,43.83900,43.83900,37.08200,36.92100,40.47400,82.77500,82.77500,0.44000,0.44000,0.71900,2.55860,64.47680,64.47680,68.78280,59.07320,0.01080,3.29080,2.86170,0.75080,0.77430,19.08410,0.40180,0.15690
2022-12-31,61.74000,6.38100,55.35900,8.47300,-1.72300,12.08200,43.27700,-16.78400,26.49300,-0.68000,27.17300,27.17300,20.51300,39.97900,43.27700,71.62800,71.62800,0.70000,0.70000,0.73780,2.81420,70.09560,70.09560,42.91060,33.22480,0.01000,2.05910,1.78350,0.43800,0.45140,19.01830,0.5679,0.5872
2022-09-30,50.28600,6.43000,43.85600,7.74400,-1.42400,10.82500,33.03100,2.64600,35.67700,0.41900,35.25800,35.25800,28.35900,24.77700,33.03100,83.66500,83.66500,0.34000,0.34000,0.73530,2.77720,65.68630,65.68630,70.94820,56.39540,0.00810,2.66890,2.29920,0.57070,0.59090,18.95120,1.8782,1.8782
2022-06-30,39.71800,6.60100,33.11700,11.78400,-1.66300,15.06200,18.05500,-43.87800,-25.82300,-0.11400,-25.70900,-25.70900,-32.66400,21.23800,18.05500,75.83800,75.83800,-0.43000,-0.43000,0.73870,2.82770,45.45800,45.45800,-65.01590,-82.23980,0.00630,-1.92980,-1.66520,-0.41060,-0.42220,18.88910,0.4177,0.3712
2022-03-31,55.09000,6.74500,48.34500,10.01200,-1.76200,13.38400,34.96100,-57.49200,-22.53100,-0.02400,-22.50700,-22.50700,-43.51800,32.89800,34.96100,43.95700,43.95700,-0.99000,-0.99000,0.76170,3.19710,63.46160,63.46160,-40.89850,-78.99440,0.00770,-3.29230,-1.40230,-0.31650,-0.32450,37.16590,-0.73450,-0.68800
2021-12-31,60.03400,8.42800,51.60600,2.51400,-90.11300,94.11300,-42.50700,-30.26100,-72.76800,0.18100,-72.94900,-72.94900,-83.78100,-46.79500,-42.50700,43.41900,43.43500,-1.90000,-1.90000,0.81560,4.42390,-70.80490,-70.80490,-121.21130,-139.55590,0.00630,-9.82840,-4.38680,-0.76990,-0.78590,38.92560,-0.3158,-0.3476
2021-09-30,36.77400,8.26500,28.50900,5.46800,-0.70900,6.86700,21.64200,18.00100,39.64300,1.14800,38.49500,38.49500,29.49000,18.68000,21.64200,44.18500,44.20100,0.67000,0.67000,0.45710,0.84200,58.85140,58.85140,107.80170,80.19250,0.01010,4.51350,4.78980,1.05890,2.45040,19.31210,2.4643,-0.1358
2021-06-30,37.06400,6.00100,31.06300,5.85500,-0.91100,7.34100,23.72200,6.58800,30.31000,0.30000,30.01000,30.01000,22.99800,21.38200,23.72200,44.26300,44.27900,0.52000,0.52000,0.88780,7.91330,64.00280,64.00280,81.77750,62.04940,0.00470,4.82420,3.43750,0.38230,0.38570,27.41560,1.1239,1.368
2021-03-31,31.58400,5.41600,26.16800,5.47100,-0.49500,6.52500,19.64300,12.47300,32.11600,1.97000,30.14600,30.14600,23.40800,18.72700,19.64300,44.29000,44.30600,0.53000,0.53000,0.88420,7.63930,62.19290,62.19290,101.68440,74.11350,0.00400,4.61830,3.33590,0.38310,0.38610,28.37910,0.10040,0.10040
2020-12-31,-30.45200,14.57300,-45.02500,11.53100,-2.60000,16.30300,-61.32800,274.28600,212.95800,-2.24000,215.19800,215.19800,214.72000,-62.73600,-61.32800,44.38500,44.39900,6.66360,6.66360,0.72910,2.69180,201.39230,201.39230,-699.32340,-705.10960,-0.00950,26.95220,27.41730,6.74650,7.30060,17.93850,-1.801,-1.6411
2020-09-30,30.31800,4.25800,26.06000,5.59800,-0.57100,6.92600,19.13400,2.54100,21.67500,0.17800,21.49700,21.49700,16.73900,-17.97300,19.13400,44.40500,44.42100,0.38000,0.38000,0.89440,8.47350,63.11100,63.11100,71.49220,55.21140,0.00350,3.24300,2.35240,0.24600,0.24830,28.80660,1.8261,2.1087
2020-06-30,48.13900,,48.13900,3.54900,0.00100,,44.59100,-21.88700,22.70400,,22.70400,22.70400,17.86200,61.06300,44.59100,31.45140,31.52770,0.57790,0.57790,0.89370,8.40600,92.62970,92.62970,47.16340,37.10510,0.00560,3.42990,2.48700,0.26190,0.26440,28.80260,1.3069,1.3069
