Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,26.93000,8.15800,18.77200,11.25700,11.31300,7.45900,7.45900,1.53500,5.92400,5.92400,5.92400,8.00500,8.03900,0.74000,0.74000,0.08290,40.25800,31.97320,0.00970,2.45580,2.64400,0.31170,2.45580,30.33110,0.9354,0.9088
2024-03-31,25.77100,7.52100,18.25000,11.01500,11.07200,7.17800,7.17800,1.47000,5.70800,5.70800,5.70800,8.08200,8.12100,0.71000,0.70000,0.08380,39.50690,31.41620,0.00950,2.39150,2.57970,0.29930,2.39150,29.74940,0.5092,0.4476
2023-12-31,25.29400,6.49200,18.80200,10.90400,10.96000,7.84200,7.84200,1.54600,6.29600,6.29600,6.29600,8.11400,8.16600,0.78000,0.77000,0.08430,42.46720,34.09510,0.00970,2.65240,2.86580,0.33220,2.65240,29.22900,0.59600,0.55950
2023-09-30,24.48700,4.73200,19.75500,11.42000,11.48800,8.26700,8.26600,1.62400,6.64200,6.64200,6.64200,8.17600,8.24800,0.83000,0.82000,0.15020,42.97820,34.53440,0.01050,2.84980,3.08730,0.36100,2.84980,28.75670,0.93,0.877
2023-06-30,22.76400,3.25500,19.50900,11.46900,11.53700,7.97200,7.97200,1.66600,6.30600,6.30600,6.30600,8.15700,8.21400,0.77000,0.77000,0.06540,42.18210,33.36690,0.01050,2.75060,2.98770,0.34880,2.75060,28.32510,0.9779,0.9592
2023-03-31,22.02300,2.23600,19.78700,11.35200,11.41900,8.36800,8.36800,1.70500,6.66300,6.66300,6.66300,8.22100,8.30400,0.81000,0.80000,,43.33060,34.50190,0.01080,2.92670,3.18530,0.37290,2.92670,27.75340,0.7177,0.6725
2022-12-31,21.81700,1.36900,20.44800,10.99200,11.06000,9.38800,9.38800,1.88100,7.50700,7.50700,7.50700,8.23200,8.31900,0.91000,0.90000,,47.12140,37.68010,0.01090,3.35810,3.66610,0.40900,3.35810,27.15940,1.13250,1.11530
2022-09-30,20.01600,0.75600,19.26000,10.07600,10.15500,9.10500,8.83500,1.78500,7.05000,7.05000,7.05000,8.30400,8.38300,0.85000,0.85000,,46.52450,37.12480,0.01020,3.22550,3.53440,0.37890,3.22550,26.58340,0.9587,0.9484
2022-06-30,17.72900,0.64500,17.08400,9.79500,9.87400,7.21000,7.21000,1.47200,5.73800,5.73800,5.73800,8.27900,8.35000,0.69000,0.69000,,42.20320,33.58700,0.00900,2.67730,2.94350,0.30400,2.67730,25.98120,1.0851,1.0127
2022-03-31,16.60300,0.62700,15.97600,9.25400,9.33300,6.64300,6.64300,1.31600,5.32700,5.32700,5.32700,8.33700,8.42200,0.64000,0.63000,,41.58110,33.34380,0.00850,2.50960,2.76520,0.28370,2.50960,25.55610,0.6132,0.5989
2021-12-31,16.78400,0.64600,16.13800,9.18500,9.26400,6.87400,6.87400,1.38900,5.48500,5.48500,5.48500,8.35600,8.44900,0.66000,0.65000,0.02380,42.59510,33.98810,0.00880,2.60720,2.87870,0.29950,2.60720,25.19760,0.50420,0.49250
2021-09-30,17.23000,0.67000,16.56000,8.92700,9.01700,7.54300,7.54300,1.52500,6.01800,6.01800,6.01800,8.34100,8.44400,0.72000,0.71000,0.02420,45.54950,36.34060,0.00920,2.90870,3.21780,0.33580,2.90870,24.76350,0.825,0.7967
2021-06-30,18.13100,0.70800,17.42300,8.52300,8.61300,8.81000,8.81000,1.78600,7.02400,7.02400,7.02400,8.36500,8.46500,0.84000,0.83000,0.02460,50.56540,40.31450,0.01000,3.45170,3.82870,0.40360,3.45170,24.35860,1.4808,1.4634
2021-03-31,18.24600,0.79300,17.45300,8.46000,8.55100,8.90200,8.90200,1.65100,7.25100,7.25100,7.25100,8.33100,8.44500,0.87000,0.86000,0.05040,51.00560,41.54590,0.01030,3.65210,4.06530,0.42670,3.65210,23.74630,1.1023,1.0549
2020-12-31,18.51600,0.93300,17.58300,8.32000,8.41000,9.17300,9.17300,1.88300,7.29000,7.29000,7.29000,8.31300,8.41300,0.88000,0.87000,0.05170,52.16970,41.46050,0.01110,3.77090,4.19880,0.45900,3.77090,23.24180,0.10150,0.08860
2020-09-30,18.30800,1.07300,17.23500,9.14100,9.24300,7.99200,7.99200,1.63500,6.35700,6.35700,6.35700,8.32700,8.42200,0.75000,0.76000,0.05330,47.75620,37.98630,0.01070,3.38810,3.78890,0.40590,3.38810,22.57610,1.46,1.4223
2020-06-30,18.52300,1.18800,17.33500,9.56000,9.66100,7.67400,7.67400,1.46300,6.21100,6.21100,6.21100,8.31000,8.37900,0.75000,0.74000,0.05470,46.97890,38.02270,0.01070,3.39760,3.81340,0.40820,3.39760,21.99570,0.763,0.7064
2020-03-31,17.81100,1.25100,16.56000,10.18400,10.28600,6.27400,6.27400,1.22500,5.04900,5.04900,5.04900,8.34400,8.45700,0.61000,0.60000,0.05620,43.09070,34.67720,0.01100,2.83640,3.18900,0.38160,2.83640,21.42350,0.6907,0.5898
