Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,1.85940,1.44970,-3.30910,0.45690,-2.85220,,-2.85220,-2.85220,-2.85220,-3.30390,-3.30910,49.04630,49.04630,-0.06000,-0.06000,16.66030,,,,,,,,,,,-5.17960,-6.27330,-4.90740,-5.17960,1.12270,-0.0414,-0.0414
2024-06-30,,,1.64600,1.40040,-3.04650,0.41830,-2.62820,,-2.62820,-2.62820,-2.62820,-3.04110,-3.04650,49.04630,49.04630,-0.05000,-0.05000,18.24330,,,,,,,,,,,-4.57830,-5.49780,-4.35110,-4.57830,1.17040,-0.0573,-0.0573
2024-03-31,,,1.78190,1.35410,-3.13600,0.38150,-2.75450,,-2.75450,-2.75450,-2.75450,-3.13060,-3.13600,49.04630,49.04630,-0.06000,-0.06000,19.06540,,,,,,,,,,,-4.60390,-5.48380,-4.37960,-4.60390,1.21990,-0.07890,-0.07890
2023-12-31,,,1.65080,0.83930,-2.49010,0.43410,-2.05600,,-2.05300,-2.05300,-2.05910,-2.48460,-2.49010,49.04630,49.04630,-0.04000,-0.04000,15.60620,,,,,,,,,,,-3.29120,-3.88980,-3.09790,-3.29120,1.27180,-0.0102,0.804
2023-09-30,1.00000,1.00000,0.79470,1.35220,-1.14690,0.42380,-0.72310,,-0.72310,-0.72310,-0.72310,-1.14120,-1.14690,49.04630,49.04630,-0.01000,-0.01000,18.91590,,,100.00000,-114.68880,-114.68880,-72.31070,-72.31070,0.01470,1.00000,90.00000,-1.11820,-1.31310,-1.06130,-1.11820,1.31850,-0.0279,-0.0281
2023-06-30,,,1.73570,1.56430,-3.30000,0.42820,-2.87180,,-2.87180,-2.87180,-2.87180,-3.29500,-3.30000,49.04630,49.04630,-0.06000,-0.06000,18.97100,,,,,,,,,,,-4.40630,-5.16740,-4.17910,-4.40630,1.32890,-0.0486,-0.0489
2023-03-31,,,1.47670,1.48660,-2.96320,0.04570,-2.91750,,-2.91750,-2.91750,-2.91750,-2.95910,-2.96320,49.04630,49.04630,-0.06000,-0.06000,20.63560,,,,,,,,,,,-4.30780,-5.01930,-4.10150,-4.30780,1.38090,-0.06480,-0.06480
2022-12-31,,,2.01260,1.21860,-3.23120,0.23260,-2.99870,,-2.99580,-2.99580,-3.00150,-3.22690,-3.23120,49.04530,49.04530,-0.07000,-0.07000,18.50600,,,,,,,,,,,-4.26500,-4.94020,-4.04000,-4.26500,1.43220,-0.0817,0.3235
2022-09-30,,,2.45420,1.44330,-3.89750,0.24530,-3.65220,,-3.65220,-3.65220,-3.65220,-3.89300,-3.89750,49.04630,49.04630,-0.07000,-0.07000,11.73720,,,,,,,,,,,-4.99570,-5.75100,-4.65890,-4.99570,1.49060,-0.0555,-0.0555
2022-06-30,,,2.56500,1.52500,-4.08990,0.06090,-4.02900,,-4.02900,-4.02900,-4.02900,-4.08540,-4.08990,49.04560,49.04560,-0.08000,-0.08000,17.17330,,,,,,,,,,,-5.25940,-6.01290,-4.95960,-5.25940,1.56190,-0.0501,-0.0501
2022-03-31,,,2.11200,1.29800,-3.41000,0.02360,-3.38640,,-3.38640,-3.38640,-3.38640,-3.40560,-3.41000,49.04330,49.04330,-0.07000,-0.07000,23.12690,,,,,,,,,,,-4.21380,-4.78550,-4.02310,-4.21380,1.63870,-0.07600,-0.07600
2021-12-31,,,1.77700,0.32580,-2.10280,0.02230,-2.08060,,-2.07800,-2.07800,-2.08310,-2.09650,-2.10280,48.59630,48.59630,-0.05000,-0.05000,25.41870,,,,,,,,,,,-2.48340,-2.80520,-2.37740,-2.48340,1.70620,-0.0759,-0.0758
2021-09-30,0.03750,0.03750,2.08860,1.55080,-3.60190,0.02280,-3.57920,,-3.57920,-3.57920,-3.57920,-3.59480,-3.60190,48.98780,48.98780,-0.07000,-0.07000,18.12420,,,100.00000,-9605.17100,-9605.17100,-9544.44500,-9544.44500,0.00040,,,-4.13860,-4.65540,-3.90640,-4.13860,1.76390,-0.0613,-0.0614
2021-06-30,,,2.52710,1.78240,-4.30950,0.02540,-4.28410,,-4.28410,-4.28410,-4.28410,-4.30340,-4.30950,48.79840,48.79840,-0.09000,-0.09000,31.99170,,,,,,,,,,,-4.80100,-5.37980,-4.57300,-4.80100,1.82390,0.0252,0.0247
2021-03-31,4.00000,4.00000,2.14530,2.05630,-0.20150,0.01370,-0.18780,,-0.18780,-0.18780,-0.18780,-0.19510,-0.20150,47.53530,47.53530,0.00000,0.00000,44.49130,,,100.00000,-5.03820,-5.03820,-4.69500,-4.69500,0.04160,1.00000,90.00000,-0.20330,-0.22690,-0.19540,-0.20330,1.89410,-0.08110,-0.08110
2020-12-31,,,1.79720,1.21630,-3.01340,0.02650,-2.98690,,-2.98530,-2.98530,-2.98530,-3.00760,-3.01340,44.41340,44.41340,-0.07000,-0.07000,27.67470,,,,,,,,,,,-4.18540,-4.83630,-3.95830,-4.18540,1.58420,-0.045,-0.0457
2020-09-30,,,2.23790,1.49210,-3.73000,0.02620,-3.70380,,-3.70380,-3.70380,-3.70380,-3.72480,-3.73000,44.64370,44.64370,-0.08000,-0.08000,34.67060,,,,,,,,,,,-5.03560,-5.79150,-4.79190,-5.03560,1.63710,-0.0861,-0.0861
2020-06-30,,,2.19900,2.31130,-4.51040,0.05910,-4.45120,,-4.45120,-4.45120,-4.45120,-4.50520,-4.51040,44.09160,44.09160,-0.10000,-0.10000,22.00840,,,,,,,,,,,-6.26110,-7.23860,-5.86940,-6.26110,1.60610,-0.0472,-0.0472
2020-03-31,,,1.25070,1.67380,-2.92450,0.21090,-2.71360,,-2.71360,-2.71360,-2.71360,-2.91940,-2.92450,43.94930,43.94930,-0.06000,-0.06000,34.63970,,,,,,,,,,,-3.70720,-4.26690,-3.52340,-3.70720,1.66430,-0.06550,-0.06560
2019-12-31,,,1.82880,0.39530,-2.22410,0.25270,-1.97140,,-1.98410,-1.98410,-1.98410,-2.21850,-2.22410,43.15880,43.15880,-0.05000,-0.05000,28.85890,,,,,,,,,,,-2.64920,-3.03870,-2.50500,-2.64920,1.70570,-0.0563,-0.0566
2019-09-30,,,1.15080,1.49480,-2.64560,0.26710,-2.37850,,-2.37850,-2.37850,-2.37850,-2.63960,-2.64560,43.34330,43.34330,-0.05000,-0.05000,36.49760,,,,,,,,,,,-3.19900,-3.67330,-3.04060,-3.19900,1.71120,-0.0464,-0.0463
2019-06-30,,,1.46550,2.71650,-4.18200,0.30010,-3.88190,,-3.88190,-3.88190,-3.88190,-4.17580,-4.18200,43.06900,43.06900,-0.09000,-0.09000,34.77960,,,,,,,,,,,-5.30440,-6.10540,-5.03150,-5.30440,1.69800,-0.0374,-0.0374
2019-03-31,,,1.63390,3.34550,-4.97940,0.28220,-4.69720,,-4.69720,-4.69720,-4.69720,-4.97320,-4.97940,42.46790,42.46790,-0.11000,-0.11000,46.40360,,,,,,,,,,,-6.25980,-7.17820,-5.98000,-6.25980,1.74260,-0.07130,-0.07140
2018-12-31,,,0.21450,0.27780,-0.49220,0.28960,-0.20270,,-0.20790,-0.20790,-0.20790,-0.48610,-0.49220,41.12490,41.12490,0.00000,0.00000,28.63180,,,,,,,,,,,-0.28440,-0.32740,-0.26930,-0.28440,1.73730,-0.0432,-0.0433
2018-09-30,,,2.37000,4.65770,-7.02770,0.24780,-6.78000,,-6.78000,-6.78000,-6.78000,-7.02140,-7.02770,41.87910,41.87910,-0.16000,-0.16000,34.80760,,,,,,,,,,,-9.21790,-10.60170,-8.77380,-9.21790,1.75620,-0.0404,-0.0404
2018-06-30,,,1.37950,2.02080,-3.40030,0.25610,-3.14410,,-3.14410,-3.14410,-3.14410,-3.39350,-3.40030,41.55760,41.55760,-0.08000,-0.08000,41.19890,,,,,,,,,,,-4.15950,-4.76470,-3.97610,-4.15950,1.80490,-0.0337,-0.0337
2018-03-31,,,1.66180,3.00470,-4.66660,0.12350,-4.54310,,-4.54310,-4.54310,-4.54310,-4.65990,-4.66660,39.13210,39.13210,-0.12000,-0.12000,53.02160,,,,,,,,,,,-6.01170,-6.88660,-5.77520,-6.01170,1.83740,-0.10430,-0.10450
2017-12-31,,,1.15750,2.24960,-3.40700,0.05200,-3.35510,-1.74410,-1.61100,-1.61100,-1.60290,-3.40040,-3.40700,35.13700,35.13700,-0.04000,-0.04000,9.83290,,,,,,,,,,,-4.16900,-5.54710,-3.71030,-4.16900,1.06010,-0.0299,-0.0299
2017-09-30,,,1.26840,2.52310,-3.79150,0.03850,-3.75300,0.00210,-3.75510,-3.75510,-3.75510,-3.78450,-3.79150,35.15610,35.15610,-0.11000,-0.11000,14.39240,,,,,,,,,,,-10.81550,-14.94900,-9.36260,-10.81550,0.97330,-0.0529,-0.0529
2017-06-30,,,0.89720,1.90780,-2.80500,0.01840,-2.78660,0.00200,-2.78860,-2.78860,-2.78860,-2.79780,-2.80500,34.64670,34.64670,-0.08000,-0.08000,16.45400,,,,,,,,,,,-8.35260,-11.72380,-7.25140,-8.35260,0.95340,-0.0405,-0.0405
