Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,9.45000,7.61300,1.83700,2.51200,2.51200,-0.67500,-0.02400,-0.69900,0.02200,-0.72100,-0.72100,,-0.72100,-0.55500,-0.67500,5.10380,5.10380,-0.16000,-0.16000,0.97020,,0.48360,19.43920,-7.14290,-7.14290,-7.39680,-7.62960,0.39850,1.24240,72.43810,-34.25180,-52.05780,-3.04050,-34.25180,0.41070,0.372,0.3486
2023-06-30,9.73800,10.12000,-0.38200,3.92200,3.92200,-4.30400,-0.01300,-4.31700,0.02200,-4.33900,-4.33900,,-4.33900,-4.12700,-4.30400,4.96990,4.96990,-0.88000,-0.88000,1.00530,,0.68880,-3.92280,-44.19800,-44.19800,-44.33150,-44.55740,0.40210,1.05040,85.68390,-159.99250,-217.82130,-17.91790,-159.99260,0.54570,-0.4668,-0.4751
2023-03-31,13.19300,15.01500,-1.82200,4.41600,4.41600,-6.23800,-0.06900,-6.30700,0.02200,-6.32900,-6.32900,,-6.32900,-6.08500,-6.23800,4.77260,4.77260,-1.36000,-1.36000,1.27610,,0.12710,-13.81040,-47.28270,-47.28270,-47.80570,-47.97240,0.46230,1.46880,61.27340,-90.15670,-100.46040,-22.17900,-90.15670,1.41250,-0.65560,-0.67820
2022-12-31,8.41200,13.96200,-5.55000,5.46200,5.46200,-11.01200,-0.01800,-11.03000,-0.00400,-11.02600,-11.02600,,-11.02600,-10.77000,-11.01200,4.44680,4.44680,-2.48000,-2.48000,1.59000,,0.16090,-65.97720,-130.90820,-130.90820,-131.12220,-131.07470,0.28020,0.91520,98.33450,-106.78940,-114.79440,-36.72520,-106.78940,2.30720,-1.3736,-1.444
2022-09-30,13.05600,12.39200,0.66400,2.92000,2.92000,-2.25600,-0.05800,-2.31400,0.02100,-2.33500,-2.33500,,-2.33500,-1.93300,-2.25600,4.47530,4.47530,-0.56000,-0.56000,2.45760,0.26110,0.42710,5.08580,-17.27940,-17.27940,-17.72370,-17.88450,0.31400,1.08300,83.09970,-10.96400,-13.04250,-5.61640,-8.10140,4.75900,-0.9997,-1.0439
2022-06-30,11.35500,10.02300,1.33200,2.89000,2.89000,-1.55800,-0.03100,-1.58900,-0.05600,-1.53300,-1.53300,,-1.53300,-1.39100,-1.55800,4.43050,4.43050,-0.32000,-0.32000,2.90020,,0.05160,11.73050,-13.72080,-13.72080,-13.99380,-13.50070,0.29280,1.21930,73.81510,-6.49360,-7.61100,-3.95290,-6.49360,5.27520,-0.5788,-0.5944
2022-03-31,7.36600,8.02400,-0.65800,2.84300,2.84300,-3.50100,-0.04100,-3.54200,0.07800,-3.62000,-3.62000,,-3.62000,-3.30000,-3.50100,4.40390,4.40390,-0.80000,-0.80000,4.08350,0.04420,0.04620,-8.93290,-47.52920,-47.52920,-48.08580,-49.14470,0.19890,0.84750,106.18920,-14.73040,-15.17500,-9.77270,-14.07960,5.58030,-0.31680,-0.32200
2021-12-31,6.96100,7.87600,-0.91500,2.91900,2.91900,-3.83400,-0.04900,-3.88300,-0.00700,-3.87600,-3.87600,,-3.87600,-3.62800,-3.83400,3.98600,3.98600,-0.88000,-0.88000,3.97400,0.03540,0.03670,-13.14470,-55.07830,-55.07840,-55.78220,-55.68170,0.16550,0.64710,139.07920,-13.74910,-14.10940,-9.21340,-13.26220,6.40140,-1.463,-1.4806
2021-09-30,5.92100,6.73500,-0.81400,3.08900,3.08900,-3.90300,6.32500,2.42200,0.02100,2.40100,2.40100,,2.40100,-3.73500,-3.90300,4.39240,4.39240,0.56000,0.56000,6.19280,0.10820,0.12130,-13.74770,-65.91790,-65.91790,40.90530,40.55060,0.13990,0.70700,127.30110,7.50950,7.68250,5.67120,6.69700,7.26490,-0.7285,-0.7473
2021-06-30,11.07900,10.99700,0.08200,4.26400,4.26400,-4.18200,-0.05100,-4.23300,0.02300,-4.25600,-4.25600,,-4.25600,-4.07700,-4.18200,3.69990,3.69990,-1.12000,-1.12000,3.38500,0.05130,0.22230,0.74010,-37.74710,-37.74710,-38.20740,-38.41500,0.25070,1.34320,67.00240,-14.39200,-14.75110,-9.63160,-13.65330,6.73330,-1.3169,-1.3242
2021-03-31,12.44900,11.44500,1.00400,2.56100,2.56100,-1.55700,1.62600,0.06900,0.02300,0.04600,0.04600,,0.04600,-1.47500,-1.55700,3.44460,3.44460,0.00000,0.00000,1.96120,0.12150,0.47220,8.06490,-12.50700,-12.50700,0.55430,0.36950,0.40960,1.36640,65.86790,0.33540,0.35400,0.15140,0.29470,3.97680,0.08040,0.06390
2020-12-31,11.57800,9.98400,1.59400,2.21300,2.21300,-0.61900,-0.04200,-0.66100,0.02300,-0.68400,-0.68400,,-0.68400,-0.48300,-0.61900,3.43430,3.43430,-0.16000,-0.16000,2.12880,0.16710,0.47270,13.76750,-5.34640,-5.34640,-5.70910,-5.90780,0.38040,1.48650,60.54670,-5.02090,-5.30110,-2.24720,-4.18200,3.95430,0.3518,0.2934
2020-09-30,15.72900,14.58500,1.14400,2.17400,2.17400,-1.03000,-0.05800,-1.08800,0.02200,-1.11000,-1.11000,,-1.11000,-0.92200,-1.03000,3.43840,3.43840,-0.32000,-0.32000,2.10760,0.19120,0.44970,7.27320,-6.54840,-6.54840,-6.91720,-7.05700,0.47740,1.23820,72.68550,-7.78350,-8.19730,-3.36930,-6.29540,4.13950,-0.4714,-0.5009
2020-06-30,17.88200,15.42900,2.45300,2.31400,2.31400,0.13900,-0.03500,0.10400,0.03600,0.06800,0.06800,,0.06800,0.24800,0.13900,3.42660,3.42660,0.00000,0.00000,2.17180,0.21340,0.41570,13.71770,0.77730,0.77730,0.58160,0.38030,0.51810,1.81250,49.65550,0.44370,0.46560,0.19700,0.34900,4.47220,0.4016,0.3747
2020-03-31,19.26000,16.00000,3.26000,2.13300,2.13300,1.12700,-0.00400,1.12300,0.02200,1.10100,1.10100,,1.10100,1.22300,1.12700,3.42680,3.42680,0.32000,0.32000,1.98310,,,16.92630,5.85150,5.85150,5.83070,5.71650,0.66900,1.78660,50.37380,7.27210,7.63520,3.82450,7.27210,4.41820,-0.43310,-0.44300
2019-12-31,16.68800,13.72700,2.96100,2.19200,2.19200,0.76900,-0.01800,0.75100,0.01000,0.74100,0.74100,,0.74100,0.90000,0.76900,3.42680,3.42680,0.32000,0.32000,1.85500,,,17.74330,4.60810,4.60810,4.50020,4.44030,0.58170,1.45940,61.67010,5.28380,5.56980,2.58310,5.28380,4.09250,0.7027,0.6577
2019-09-30,13.97400,12.29900,1.67500,2.37100,2.37100,-0.69600,0.00200,-0.69400,0.02200,-0.71600,-0.71600,,-0.71600,-0.61500,-0.69600,3.42630,3.42630,-0.24000,-0.24000,2.47440,,,11.98660,-4.98070,-4.98070,-4.96640,-5.12380,0.63120,1.87240,48.06570,-5.39680,-5.70650,-3.23430,-5.39680,3.87160,-1.0823,-1.117
