Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,285.25300,176.33100,108.92200,-80.38900,80.38900,28.53300,-7.43500,21.09800,4.65700,16.44100,16.44100,16.44100,32.41300,28.53300,51.15600,51.27700,0.32000,0.32000,0.25700,0.34600,10.00270,10.00270,7.39620,5.76370,0.04980,1.33530,1.40510,0.28680,0.99210,24.06790,0.274,0.1969
2024-06-30,290.35500,186.00000,104.35500,-80.01700,80.01700,24.33800,-6.40900,17.92900,2.42100,15.50800,15.50800,15.50800,28.77100,24.33800,51.06000,51.22500,0.30000,0.30000,0.27380,0.37690,8.38220,8.38220,6.17490,5.34100,0.05170,1.36940,1.44960,0.27620,0.99460,22.15090,-0.2506,-0.2845
2024-03-31,284.69700,194.69400,90.00300,-78.00500,78.00500,11.99800,-6.68000,5.31800,0.69200,4.62600,4.62600,4.62600,17.33000,11.99800,51.01300,51.14900,0.09000,0.09000,0.27760,0.38430,4.21430,4.21430,1.86800,1.62490,0.05040,0.41560,0.44100,0.08190,0.30020,21.82070,-0.22770,-0.24650
2023-12-31,296.95900,195.24900,101.71000,-81.96600,81.96600,19.74410,-10.01200,9.73200,3.35500,6.37700,6.37700,6.37700,25.67410,19.74410,52.64200,52.78800,0.13000,0.13000,0.27750,0.38410,6.64870,6.64870,3.27720,2.14740,0.05270,0.57350,0.60960,0.11320,0.41430,21.75090,-0.0482,-0.0745
2023-09-30,275.74700,208.89100,66.85600,-74.01400,118.12400,-51.26800,-2.82100,-54.08900,-4.65500,-49.43400,-49.43400,-49.43400,-0.70400,-51.26800,51.83700,52.00600,-0.95000,-0.95000,0.29660,0.42160,-18.59240,-18.59240,-19.61540,-17.92730,0.04950,-4.88550,-5.23440,-0.88690,-3.43670,19.85200,0.2502,0.2251
2023-06-30,291.83100,191.05800,100.77300,-76.97600,76.97600,23.79700,-10.24300,13.55400,2.92700,10.62700,10.62700,10.62700,29.75100,23.79700,53.81500,53.91800,0.20000,0.20000,0.27560,0.38050,8.15440,8.15440,4.64450,3.64150,0.05160,0.94910,1.05580,0.18780,0.68750,21.23950,-0.5955,-0.6177
2023-03-31,272.67500,205.29600,67.37900,-67.78800,67.78800,-0.40900,-7.93700,-8.34600,-2.17200,-6.17400,-6.17400,-6.17400,7.26800,-0.40900,53.98700,54.11700,-0.11000,-0.11000,0.27300,0.37560,-0.15000,-0.15000,-3.06080,-2.26420,0.04740,-0.54240,-0.60320,-0.10740,-0.39430,21.06890,-0.55150,-0.56860
2022-12-31,294.70800,191.59600,103.11190,-77.55000,77.55000,25.56200,-10.81100,14.75100,0.80900,13.94200,13.94200,13.94200,33.57900,25.56200,54.00800,54.14000,0.26000,0.26000,0.27890,0.38680,8.67370,8.67370,5.00530,4.73080,0.05170,1.26280,1.41170,0.24460,0.91060,20.45860,-0.6745,-0.6905
2022-09-30,273.08300,198.07300,75.01000,-80.67900,80.67900,-5.66900,-6.12900,-11.79800,-2.67300,-9.12500,-9.12500,-9.12500,3.96800,-5.66900,53.99000,54.12400,-0.17000,-0.17000,0.28570,0.40000,-2.07590,-2.07590,-4.32030,-3.34150,0.04720,-0.85600,-0.96260,-0.15780,-0.61140,19.75420,0.191,0.1678
2022-06-30,255.82500,177.67000,78.15500,-77.33300,77.33300,0.82200,-4.41400,-3.59200,-1.93300,-1.65900,-1.65900,-1.65900,10.88100,0.82200,54.06800,54.18600,-0.03000,-0.03000,0.26690,0.36400,0.32130,0.32130,-1.40410,-0.64850,0.04340,-0.14180,-0.15800,-0.02820,-0.10400,21.62580,-0.3312,-0.3574
