Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,4722.00000,3084.00000,1638.00000,49.00000,-353.00000,490.00000,1148.00000,-98.00000,1050.00000,98.00000,952.00000,988.00000,978.00000,1236.00000,1148.00000,373.20000,382.30000,2.62000,2.56000,0.14230,0.16580,24.31170,24.31170,22.23630,20.71160,0.06410,4.60730,4.75270,1.34140,3.80470,59.20790,5.2638,5.2325
2024-06-30,4229.00000,2460.00000,1769.00000,41.00000,-346.00000,414.00000,1355.00000,-34.00000,1321.00000,97.00000,1224.00000,1269.00000,1259.00000,1382.00000,1355.00000,372.70000,381.60000,3.38000,3.30000,0.13180,0.15180,32.04070,32.04070,31.23670,29.77060,0.06460,6.39780,6.36410,1.93840,5.33150,54.96010,3.9661,3.9374
2024-03-31,3941.00000,2335.00000,1606.00000,53.00000,-363.00000,437.00000,1169.00000,-3.00000,1166.00000,101.00000,1065.00000,1120.00000,1110.00000,1190.00000,1169.00000,370.90000,380.50000,2.99000,2.92000,0.14040,0.16330,29.66250,29.66250,29.58640,28.16540,0.06280,6.04590,6.02900,1.78430,4.97450,51.57210,4.11040,4.07100
2023-12-31,3975.00000,2280.00000,1695.00000,31.00000,-359.00000,414.00000,1281.00000,-93.00000,1188.00000,-1076.00000,2264.00000,2333.00000,2324.00000,1305.00000,1281.00000,368.70000,378.80000,6.30000,6.12000,0.13940,0.16200,32.22640,32.22640,29.88680,58.46540,0.06750,13.31390,13.23910,3.96050,10.93970,49.15110,4.4125,4.3728
2023-09-30,3329.00000,2222.00000,1107.00000,20.00000,-310.00000,354.00000,753.00000,-12.00000,741.00000,72.00000,669.00000,723.00000,713.00000,777.00000,753.00000,369.20000,379.40000,1.93000,1.88000,0.17100,0.20620,22.61940,22.61940,22.25890,21.41780,0.06030,5.01770,4.98620,1.30910,3.93320,40.84430,5.1777,5.1488
2023-06-30,3162.00000,2052.00000,1110.00000,21.00000,-313.00000,358.00000,752.00000,-38.00000,714.00000,67.00000,647.00000,669.00000,661.00000,776.00000,752.00000,368.70000,378.40000,1.79000,1.75000,0.18170,0.22210,23.78240,23.78240,22.58060,20.90450,0.05870,4.84400,4.82480,1.24220,3.73890,39.26250,3.0364,2.9968
2023-03-31,3168.00000,2004.00000,1164.00000,30.00000,-319.00000,372.00000,792.00000,-50.00000,742.00000,64.00000,678.00000,717.00000,705.00000,815.00000,792.00000,367.30000,377.60000,1.92000,1.87000,0.17600,0.21360,25.00000,25.00000,23.42170,22.25380,0.06200,5.44920,5.43060,1.40300,4.22360,37.58190,2.55030,2.52120
2022-12-31,3071.00000,1742.00000,1329.00000,17.00000,-286.00000,329.00000,1000.00000,-113.00000,887.00000,61.00000,826.00000,862.00000,849.00000,1026.00000,1000.00000,368.60000,377.60000,2.31000,2.26000,0.17930,0.21840,32.56270,32.56270,28.88310,27.64570,0.06400,7.13580,7.12040,1.79620,5.48000,34.85420,2.5223,2.4889
2022-09-30,2386.00000,2131.00000,255.00000,18.00000,-275.00000,319.00000,-64.00000,58.00000,-6.00000,-15.00000,9.00000,18.00000,7.00000,-38.00000,-64.00000,365.20000,373.70000,0.02000,0.02000,0.19730,0.24590,-2.68230,-2.68230,-0.25150,0.29340,0.05150,0.16420,0.16380,0.03880,0.12250,31.93720,3.736,3.6979
2022-06-30,2214.00000,1516.00000,698.00000,28.00000,-277.00000,332.00000,366.00000,55.00000,421.00000,22.00000,399.00000,404.00000,394.00000,393.00000,366.00000,369.20000,377.90000,1.07000,1.04000,0.19550,0.24300,16.53120,16.53120,19.01540,17.79590,0.04840,3.48650,3.49800,0.88370,2.61750,33.62030,2.4108,2.3786
2022-03-31,1942.00000,1379.00000,563.00000,32.00000,-290.00000,349.00000,214.00000,-29.00000,185.00000,12.00000,173.00000,198.00000,186.00000,241.00000,214.00000,374.20000,384.20000,0.50000,0.48000,0.18340,0.22460,11.01960,11.01960,9.52630,9.57780,0.04250,1.63780,1.65090,0.43350,1.25150,34.38520,1.43680,1.40810
2021-12-31,2311.00600,1353.41100,957.59500,16.99300,-262.19200,311.36200,646.23290,-29.14400,617.08900,33.82400,583.26500,623.21290,613.67600,678.40990,646.23300,391.70000,400.30000,1.61000,1.57000,0.17080,0.20590,27.96330,27.96330,26.70220,26.55450,0.05120,4.90110,4.94580,1.38180,3.81520,35.74830,1.9526,1.9367
2021-09-30,2101.20400,1532.03400,569.17000,19.67200,-230.83200,270.63900,298.53100,2.90200,301.43300,4.13700,297.29600,421.41500,388.75100,318.66600,298.53100,389.27420,397.90340,1.00000,0.98000,0.18710,0.23020,14.20760,14.20760,14.34570,18.50130,0.04690,3.35590,3.39190,0.94100,2.55880,34.57010,2.6364,2.6079
2021-06-30,2569.99600,1494.97400,1075.02200,15.95100,-244.94300,276.18000,798.84190,-53.47500,745.36700,51.17900,694.18800,718.66400,663.82000,814.12790,798.84190,397.74300,406.48600,1.67000,1.63000,0.20210,0.25340,31.08340,31.08340,29.00270,25.82960,0.05530,5.27460,5.04760,1.54610,3.84700,37.56560,2.103,2.0755
2021-03-31,2265.79400,1507.58100,758.21300,25.38400,-261.03300,300.81900,457.39400,-18.28300,439.11100,38.86000,400.25100,475.70800,427.75300,471.79610,457.39400,400.80800,409.22300,1.07000,1.05000,0.20250,0.25390,20.18690,20.18690,19.38000,18.87870,0.05130,3.60570,3.57840,1.07620,2.71510,34.64640,1.86410,1.83360
2020-12-31,2375.93800,1382.21300,993.72450,25.33500,-215.69700,260.22800,733.49680,-110.62800,622.86900,34.05900,588.80990,599.31400,533.14110,752.69280,733.49690,403.06200,410.25900,1.32000,1.29000,0.20250,0.25390,30.87190,30.87190,26.21570,22.43920,0.05490,4.55790,4.52790,1.38470,3.43140,34.24680,1.3381,1.3062
2020-09-30,2312.25100,1464.21500,848.03600,17.93700,-215.68600,250.33800,597.69800,-86.22800,511.47000,23.70700,487.76300,488.68200,408.63600,614.41300,597.69800,402.85000,409.19500,1.01000,1.00000,0.21030,0.26630,25.84920,25.84920,22.12000,17.67270,0.05410,3.93150,3.91070,1.14400,2.92140,32.53520,2.4595,2.4375
2020-06-30,2295.00800,1485.31100,809.69700,17.92000,-209.24900,243.65800,566.03890,-70.35000,495.68900,26.12700,469.56200,466.38900,288.41800,582.52800,566.03890,402.50400,408.12000,0.72000,0.71000,0.23740,0.31140,24.66390,24.66390,21.59860,12.56720,0.05570,3.92220,3.89230,1.13200,2.80680,31.21150,1.7638,1.741
2020-03-31,1525.31200,1362.70200,162.61010,20.79600,-234.54400,271.97100,-109.36080,40.11600,-69.24500,27.94500,-97.19000,-88.67400,133.71400,-92.72980,-109.36080,403.89200,414.03400,0.33000,0.32000,0.19550,0.24300,-7.16970,-7.16970,-4.53970,8.76630,0.03970,-0.80030,-0.79500,-0.23080,-0.60150,29.24000,1.47440,1.45390
