Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1.21020,1.22720,-2.43740,-0.43780,-2.87520,-2.87520,-2.87520,-2.87520,-2.09910,-2.43740,15.89700,15.89700,-0.18000,-0.18000,0.76250,,406.60780,406.60760,-145.41470,406.60760,-0.03340,-0.0545,-0.0545
2024-06-30,0.39660,0.38320,-0.77980,-0.77770,-1.55750,-1.55750,-1.55750,-1.55750,-0.27050,-0.77980,5.99100,5.99100,-0.26000,-0.26000,0.04720,-0.61700,5.75480,5.75480,-116.03750,5.75480,-4.51740,-0.198,-0.198
2024-03-31,0.36180,0.26840,-0.63020,-0.82880,-1.45900,-1.45900,-1.45900,-1.49020,-0.05080,-0.63020,11.41000,11.41000,-0.13000,-0.13000,0.03940,-0.61020,5.72010,5.72010,-139.09420,5.72010,-2.12870,-0.05620,-0.05620
2023-12-31,1.01570,0.13610,-1.15700,-0.30750,-1.46460,-1.46460,-1.46460,-1.49580,-0.94350,-1.15700,5.34000,5.34000,-0.45000,-0.45000,0.03200,-0.60840,6.09790,6.09820,-183.51100,6.09820,-4.49740,-0.1631,-0.1631
2023-09-30,0.45450,0.16770,-0.62220,-1.35280,-1.97500,-1.97500,-1.97500,-2.00620,0.36230,-0.62220,5.34000,5.34000,-0.38000,-0.38000,,,,,,,,-0.1642,-0.1642
2023-06-30,0.99290,0.52250,-1.51540,-0.98970,-2.50510,-2.50510,-2.50510,-2.53630,-0.67860,-1.51540,5.34000,5.34000,-0.47000,-0.47000,,,,,,,,-0.1939,-0.1939
2023-03-31,0.75380,0.29420,-1.04800,-0.79890,-1.84700,-1.84700,-1.84700,-1.87820,-0.43180,-1.04800,10.21300,10.21300,-0.18000,-0.18000,,,,,,,,-0.04190,-0.04190
2022-12-31,,,,,,,,,,,,,,0.00000,,,,,,,,0,0
