Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,78.12000,78.12000,48.71600,-28.13400,-6.17700,-3.37700,-9.55400,0.88400,-10.43800,-10.43800,,-7.37300,2.70700,-6.17700,22.07600,22.07600,-0.33000,-0.33000,0.58200,0.49990,0.99960,100.00000,-7.90710,-7.90710,-12.22990,-9.43800,0.10110,1.83440,49.06110,-3.63070,3.93740,-1.35090,-1.81570,8.89860,0.4199,0.2874
2021-12-31,73.93900,73.93900,46.38700,-21.43700,-0.75500,-3.15400,-3.90900,-0.22800,-3.68100,-3.68100,,-2.52800,7.53100,-0.75500,22.04300,22.04300,-0.11000,-0.11000,0.44610,0.46740,0.87740,100.00000,-1.02110,-1.02110,-5.28680,-3.41900,0.09520,1.85800,48.43800,-1.25610,1.39280,-0.47410,-0.66910,9.07900,0.99400,0.88770
2021-09-30,67.17700,67.17700,42.10300,-17.96700,0.62700,-2.46600,-1.83900,0.10700,-1.94600,-1.94600,,-0.48200,8.11400,0.62700,20.99500,31.71400,-0.02000,-0.01000,0.60220,0.40920,0.69270,100.00000,0.93340,0.93340,-2.73750,-0.71750,0.10310,1.74490,51.58020,-0.67200,1.11610,-0.29860,-0.39700,8.97820,-0.1481,-0.1367
2021-06-30,63.12900,63.12900,37.29600,-19.67300,-0.83500,-2.70400,-3.53900,0.66200,-4.20100,-4.20100,,-3.28000,7.67100,-0.83500,21.92600,21.92600,-0.15000,-0.15000,0.61160,0.42980,0.75370,100.00000,-1.32270,-1.32270,-5.60600,-5.19570,0.09790,2.18330,41.22130,-1.48900,2.32090,-0.65170,-0.84910,8.76470,0.6563,0.5017
2021-03-31,49.19700,49.19700,30.51100,-11.63600,1.19900,-0.00500,1.19400,-0.13600,1.33000,1.33000,,1.30300,8.53100,1.19900,20.94100,33.40500,0.06000,0.04000,0.54580,0.38800,0.63400,100.00000,2.43710,2.43710,2.42700,2.64850,0.08160,2.00000,45.00090,0.47250,-0.90450,0.22060,0.28920,8.75530,0.2667,0.2442
2020-12-31,44.62100,44.62100,24.96200,-15.57000,-1.00300,-2.02900,-3.03200,-0.01000,-3.02200,-3.02200,,-1.99800,5.54000,-1.00300,19.12900,19.12900,-0.10000,-0.10000,0.74330,0.36930,0.58570,100.00000,-2.24780,-2.24780,-6.79500,-4.47770,0.08970,1.87590,47.97610,-1.25170,2.71510,-0.60720,-0.78940,7.81690,0.62930,0.53970
2020-09-30,38.27200,38.27200,20.11700,-12.40800,1.19800,-4.09700,-2.89900,-0.87700,-2.02200,-2.02200,,-0.65100,6.88800,1.19800,14.83300,27.43000,-0.05000,-0.05000,0.97630,0.27430,0.37790,100.00000,3.13030,3.13030,-7.57470,-1.70100,0.09480,2.18220,41.24220,-0.84190,3.60620,-0.50110,-0.61100,7.80650,0.1859,0.2389
2020-06-30,31.57300,31.57300,18.13300,-8.52800,0.43700,-3.25200,-2.81500,-0.00500,-2.81000,-2.81000,,-0.35600,6.45200,0.43700,14.85900,14.85900,-0.02000,-0.02000,1.05170,0.44480,0.80100,100.00000,1.38410,1.38410,-8.91580,-1.12750,0.08760,1.93110,46.60630,-1.67830,2.82380,-0.77950,-0.93190,6.09320,0.1295,-0.0008
2020-03-31,39.17800,39.17800,20.78600,-11.81300,2.04100,-2.18400,-0.14300,-2.06200,1.91900,1.91900,,0.73700,7.41300,2.04100,14.45700,16.10700,0.05000,0.05000,0.63730,0.42490,0.73880,100.00000,5.20960,5.20960,-0.36500,1.88120,0.11160,2.89890,31.04680,1.15060,-1.86110,0.54640,0.66170,6.07560,0.0235,-0.0316
2019-12-31,41.11100,41.11100,19.28700,-13.07200,4.09700,-2.01400,2.08300,0.14900,1.93400,1.93400,,-0.14900,8.94000,4.09700,14.23400,14.23400,-0.01000,-0.01000,0.54690,0.47160,0.89270,100.00000,9.96570,9.96570,5.06680,-0.36240,0.11840,2.85260,31.55070,1.30500,-1.57120,0.55710,0.68950,5.40460,0.52580,0.44670
2019-09-30,108.56200,108.56200,18.43800,-83.56600,1.86900,-2.01700,-0.14800,-0.17500,0.02700,0.02700,,-0.93000,6.66000,1.86900,10.49100,10.49100,-0.07000,-0.07000,0.58380,0.49440,0.97790,100.00000,1.72160,1.72160,-0.13630,-0.85670,0.31080,7.07940,12.71300,0.01900,-0.02030,0.00770,0.00960,5.20500,0.916,0.8318
2019-06-30,97.48300,97.48300,17.58700,-74.27700,1.19400,-1.91800,-0.72400,-0.13100,-0.59300,-0.59300,,-1.19100,5.77300,1.19400,10.06500,10.06500,-0.12000,-0.12000,0.70670,0.49510,0.98050,100.00000,1.22480,1.22480,-0.74270,-1.22180,0.28400,7.40020,12.16180,-0.42240,0.44940,-0.17280,-0.21330,5.13420,0.3337,0.2518
2019-03-31,85.39400,85.39400,14.31900,-67.38000,-0.20300,-1.15500,-1.35800,-0.13600,-1.22200,-1.22200,,-1.10200,3.92700,-0.20300,8.88700,8.88700,-0.12000,-0.12000,0.58270,0.37970,0.65580,100.00000,-0.23770,-0.23770,-1.59030,-1.29050,0.39080,7.29680,12.33420,-1.06510,1.68370,-0.55930,-0.66060,4.36190,0.6724,0.6017
2018-12-31,84.86800,84.86800,12.51600,-65.27000,3.53000,-0.91400,2.61600,0.26500,2.35100,2.35100,,0.17800,7.31500,3.53000,8.81300,9.90300,0.02000,0.02000,0.52790,0.29960,0.47140,100.00000,4.15940,4.15940,3.08240,0.20970,0.43040,8.18080,11.00130,2.05210,-4.26340,1.19220,1.43730,4.35250,0.61310,0.56070
2018-09-30,84.05200,84.05200,10.84700,-66.74700,3.49500,-0.84900,2.64600,-0.21600,2.86200,2.86200,,0.83400,6.69500,3.49500,8.81300,26.87400,0.70250,0.70250,0.62650,0.22070,0.32780,100.00000,4.15810,4.15810,3.14810,0.99220,0.47990,6.72420,13.38460,2.55080,-7.57560,1.63410,1.98790,4.26190,-0.9905,-0.879
2018-06-30,84.53600,84.53600,10.69600,-67.91700,2.92300,-2.88600,0.03700,0.69200,-0.65500,-0.65500,,-0.56400,6.29300,2.92300,8.81300,8.81300,-0.01000,-0.01000,0.53870,0.21430,0.31900,100.00000,3.45770,3.45770,0.04380,-0.66720,0.50720,10.62680,8.46920,-0.60490,1.74030,-0.39300,-0.47520,4.11650,0.5792,0.5127
2018-03-31,77.69900,77.69900,10.19700,-61.88600,2.59600,-9.18200,-6.58600,0.25000,-6.83600,-6.83600,,-6.83600,5.86000,2.59600,8.84900,8.84900,-0.77250,-0.77250,,,,100.00000,3.34110,3.34110,-8.47630,-8.79810,,,,,,,,,1.0841,0.9159
2017-12-31,77.22100,77.22100,8.84500,-62.17300,3.34700,-4.06800,-0.72100,-0.38900,-0.33200,-0.33200,,-0.33200,6.42400,3.34700,,,,0.00000,,,,100.00000,4.33430,4.33430,-0.93370,-0.42990,,,,,,,,,0.00000,
2017-09-30,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
2017-06-30,66.32600,66.32600,6.22900,-54.99800,2.71700,-1.65900,1.05800,0.17100,0.88700,0.88700,,0.88700,2.71700,2.71700,,,,0.00000,,,,100.00000,4.09640,4.09640,1.59520,1.33730,,,,,,,,,0,0
2016-09-30,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
