Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2020-06-30,312.35100,27.86800,284.48300,215.62200,216.58400,67.89900,67.89900,14.80200,53.09700,53.09700,,50.72900,89.48500,89.57000,0.57000,0.57000,0.15220,0.87630,27.77250,20.74950,0.00750,1.75250,2.02940,0.16230,1.41790,35.19950,1.1317,1.1354
2020-03-31,347.84800,43.66900,304.17900,253.87400,254.83600,49.34300,49.34300,11.14400,38.19900,38.19900,,36.02100,90.93600,91.20600,0.40000,0.39000,0.15600,1.16730,21.62470,15.78630,0.00720,1.29700,1.50930,0.12070,1.04330,34.27050,-0.67530,-0.71420
2019-12-31,352.91890,50.75000,302.16890,184.76800,185.73000,116.43890,116.43900,25.96600,90.47300,90.47300,,89.66400,91.55900,91.88200,0.96000,0.95000,0.14420,1.10020,39.31500,30.27460,0.00970,2.95400,3.41730,0.29770,2.41380,34.85680,1.8696,1.794
2019-09-30,364.06700,53.59700,310.47000,190.23300,191.19400,119.27600,119.27600,25.41100,93.86500,93.86500,,91.44200,91.55900,91.87400,1.00000,1.00000,0.14840,1.00010,39.86900,30.56520,0.01000,3.12120,3.62250,0.31400,2.53580,34.25250,0.3709,0.2157
2019-06-30,368.11000,50.47000,317.64000,191.57800,192.54000,125.10000,125.10000,26.45100,98.64900,98.64900,,96.19300,91.53400,91.85500,1.05000,1.05000,0.14940,0.95330,40.91710,31.46240,0.01060,3.37820,3.94120,0.34090,2.73750,33.31500,0.5966,0.6122
2019-03-31,354.80200,44.63900,310.16300,183.32400,184.28600,125.87700,125.87700,26.14100,99.73600,99.73600,,97.54900,91.96200,92.22500,1.06000,1.06000,0.15020,0.72960,41.74150,32.34780,0.01070,3.53520,4.15030,0.35320,2.85730,32.21630,0.46990,0.40520
2018-12-31,353.55500,43.26100,310.29400,183.79700,184.75900,125.53500,125.53500,26.69700,98.83800,98.83800,,96.67100,91.93000,92.22700,1.05000,1.04000,0.07260,0.91280,41.80400,32.19210,0.01090,3.60530,4.25590,0.35800,3.17550,31.31460,-0.2936,-0.3685
2018-09-30,340.64700,37.99100,302.65600,188.32200,189.28300,113.37300,113.37300,13.70000,99.67300,99.67300,,97.46000,91.95900,92.20800,1.06000,1.06000,0.07430,0.79270,38.80560,33.35890,0.01070,3.73140,4.42780,0.36450,3.27640,30.56300,2.6002,2.4982
2018-06-30,328.86500,35.48100,293.38400,189.99700,190.95900,102.42500,102.42500,20.74300,81.68200,81.68200,,79.48900,91.89300,92.17300,0.87000,0.86000,0.07560,0.96510,36.20740,28.09950,0.01050,3.12160,3.72020,0.30210,2.73400,30.00730,1.3494,1.2166
2018-03-31,314.66800,31.75300,282.91500,181.65300,182.61500,100.30000,100.30000,20.07500,80.22500,80.22500,,78.08300,91.92100,92.25400,0.85000,0.85000,0.07680,0.86860,36.88650,28.71600,0.01020,3.12030,3.73290,0.29990,2.72690,29.56150,1.43370,1.39220
2017-12-31,302.15400,31.18300,270.97100,183.07200,184.04900,86.92200,86.92200,17.02900,69.89300,69.89300,,67.57800,91.96500,92.35600,0.73000,0.74000,0.07710,0.94230,33.69450,26.19600,0.00970,2.73350,3.27530,0.26390,2.38730,29.36210,1.5718,1.431
2017-09-30,296.86700,30.11700,266.75000,170.97100,171.97300,94.77700,94.77700,30.28100,64.49600,64.49600,,62.42600,92.12500,92.50300,0.68000,0.67000,0.07880,0.99910,36.93570,24.32810,0.00970,2.56340,3.11600,0.24480,2.25160,28.70900,1.2784,1.2858
2017-06-30,291.34000,29.00200,262.33800,170.64100,171.66900,90.66900,90.66900,29.09000,61.57900,61.57900,,59.48500,92.09200,92.49500,0.65000,0.64000,0.07970,1.10020,35.54420,23.31940,0.00970,2.48060,3.02580,0.23530,2.17530,28.30090,0.4073,0.3463
2017-03-31,282.72200,27.01600,255.70600,173.22900,174.28400,81.42200,81.42200,21.95100,59.47100,59.47100,,57.34200,91.88600,92.34200,0.62000,0.62000,0.08100,1.15450,33.20560,23.38520,0.00940,2.43970,2.98940,0.22870,2.13470,27.83540,1.56040,1.48210
2016-12-31,282.04900,26.17300,255.87600,173.28900,174.37100,81.50500,81.50500,23.84500,57.66000,57.66000,,55.47000,91.36700,91.85600,0.61000,0.60000,0.08190,1.59000,33.48930,22.79190,0.00930,2.39820,2.94940,0.22120,2.09480,27.54180,2.2925,2.1893
2016-09-30,272.12700,25.51800,246.60900,168.85400,170.34700,76.26200,76.26200,24.44500,51.81700,51.81700,,49.63400,91.36500,91.85700,0.54000,0.54000,0.08240,1.43900,32.82080,21.36090,0.00910,2.16910,2.67300,0.20210,1.89320,27.44170,0.965,0.8585
2016-06-30,267.50600,25.52600,241.98000,165.25500,166.77800,75.20200,75.20200,24.59900,50.60300,50.60300,,48.39800,91.24400,91.74500,0.53000,0.53000,0.08340,1.44860,32.98620,21.22910,0.00910,2.14940,2.66000,0.20140,1.87260,27.07690,0.9249,0.8436
2016-03-31,264.70900,26.18300,238.52600,166.49100,168.04500,70.48100,70.48100,23.43400,47.04700,47.04700,,44.92100,91.32800,91.80900,0.49000,0.49000,0.08460,1.43500,31.61630,20.15060,0.00890,2.03200,2.52690,0.18870,1.76650,26.67970,0.15200,0.01650
2015-12-31,257.51000,24.82000,232.69000,155.98900,157.57700,75.11300,75.11300,23.51900,51.59400,51.59400,,49.42900,90.96800,91.53300,0.54000,0.53000,0.08540,1.67390,34.31540,22.58170,0.00890,2.25180,2.80970,0.20940,1.95490,26.36450,1.3261,1.2229
2015-09-30,253.29000,23.98800,229.30200,151.31600,152.93700,76.36500,76.36500,24.99500,51.37000,51.37000,,49.17600,91.45800,92.00700,0.54000,0.53000,0.08610,1.59730,35.30480,22.73490,0.00900,2.25320,2.81750,0.21340,1.95410,26.25390,0.8778,0.6906
2015-06-30,246.21500,23.45900,222.75600,148.44400,150.28700,72.46900,72.46900,20.42600,52.04300,52.04300,,49.81900,90.71300,91.30200,0.55000,0.55000,0.08680,1.57590,34.50810,23.72270,0.00890,2.30590,2.89320,0.22030,1.99710,25.94130,0.7085,0.6972
2015-03-31,240.80200,23.14800,217.65400,142.55200,143.84000,73.81400,73.81400,24.09200,49.72200,49.72200,,46.93700,90.25100,90.84100,0.52000,0.52000,0.08760,1.22880,35.50390,22.57630,0.00900,2.25610,2.80470,0.21520,1.92580,26.02930,0.39560,0.30990
2014-12-31,237.52600,23.10300,214.42300,139.24800,139.66400,74.75900,74.75900,23.75300,51.00600,51.00600,,48.05100,89.89900,90.62000,0.54000,0.52000,0.08880,1.86690,36.48150,23.44830,0.00910,2.34920,2.84910,0.22640,2.00100,25.70000,0.5063,0.4046
2014-09-30,230.82300,22.54400,208.27900,133.56600,133.99800,74.28100,74.28100,23.82400,50.45700,50.45700,,47.64700,89.88800,90.61400,0.53000,0.53000,0.08920,1.62420,37.36860,23.96980,0.00910,2.33680,2.83800,0.23120,1.98880,25.65080,1.0297,0.9941
2014-06-30,225.09300,22.37500,202.71800,131.05600,131.72500,70.99300,70.99300,23.15900,47.83400,47.83400,,45.00800,89.77600,90.52800,0.50000,0.50000,0.09010,1.68300,36.69500,23.26380,0.00900,2.24270,2.73170,0.22220,1.90520,25.36480,0.4474,0.3804
2014-03-31,227.60700,22.47800,205.12900,132.29500,133.46300,71.66600,71.66600,21.23700,50.42900,50.42900,,47.79000,89.88000,90.65800,0.53000,0.53000,0.14390,1.66450,36.54020,24.36660,0.00930,2.41520,2.95670,0.23810,1.92770,24.94070,0.69810,0.61020
2013-12-31,219.97500,21.82700,198.14800,134.09600,135.28900,62.85900,62.85900,19.19800,43.66100,43.66100,,40.55600,88.71300,90.26100,0.45000,0.45000,0.09370,1.63520,33.23270,21.44140,0.00910,2.12200,2.60830,0.20940,1.79120,24.55770,0.9904,0.8723
2013-09-30,218.01000,21.76600,196.24400,129.53900,130.78100,65.46300,65.46300,18.15800,47.30500,47.30500,,44.66600,89.75900,90.42300,0.50000,0.49000,0.09560,1.47800,34.86820,23.79090,0.00910,2.34650,2.90000,0.22950,1.97370,24.14300,1.4191,1.3496
2013-06-30,222.34400,23.03200,199.31200,130.86200,132.10400,67.20800,67.20800,20.83500,46.37300,46.37300,,43.73400,89.64500,90.08700,0.49000,0.48000,0.09750,1.44340,35.22210,22.91990,0.00940,2.34700,2.91690,0.22810,1.96710,23.71660,1.9967,1.9734
2013-03-31,218.36100,24.28700,194.07400,131.79300,133.03500,61.03900,61.03900,18.92200,42.11700,42.11700,,39.08000,85.50100,89.66200,0.46000,0.44000,0.09780,1.48820,32.71570,20.94610,0.00930,2.13090,2.65020,0.20940,1.78550,23.75250,0.73390,0.71680
2012-12-31,225.48600,26.27400,199.21200,129.18300,130.42500,68.78700,68.78700,20.26100,48.52600,48.52600,,48.09200,87.21100,91.64900,0.55000,0.52000,0.13770,1.54670,35.88040,25.08560,0.00950,2.49890,3.12390,0.24090,1.99880,24.64020,0.7476,0.6657
2012-09-30,220.69500,27.32600,193.36900,127.50300,128.88700,64.48200,64.48200,19.48900,44.99300,44.99300,,44.37800,87.39400,91.88400,0.51000,0.48000,0.14470,1.56190,34.23180,23.55910,0.00950,2.30170,3.11960,0.22800,1.93990,22.68120,1.0132,0.9445
2012-06-30,221.98600,30.25500,191.73100,130.78200,132.17900,59.55200,59.55200,18.31200,41.24000,41.24000,,40.62500,87.29100,91.54300,0.46000,0.44000,0.19670,1.65950,31.89190,21.75590,0.00960,2.16760,2.96950,0.21230,1.71510,22.11120,0.665,0.6122
2012-03-31,218.09300,30.73900,187.35400,130.41600,131.81300,55.54100,55.54100,16.60300,38.93800,38.93800,,38.14200,87.21600,91.78200,0.44000,0.42000,0.20020,1.63350,30.29170,20.80240,0.00960,2.08670,2.88270,0.20350,1.64350,21.71950,0.37930,0.35790
2011-12-31,215.09900,31.84400,183.25500,127.67500,129.07200,54.18300,54.18300,13.79900,40.38400,40.38400,,39.78900,87.00700,91.68800,0.45000,0.44000,0.23040,1.60900,29.97590,22.01270,0.00970,2.22280,3.10600,0.21580,1.68380,21.16350,0.1236,0.0246
2011-09-30,219.25300,32.87700,186.37600,126.82100,128.21800,58.15800,58.15800,15.92700,42.23100,42.23100,,41.40000,87.04600,91.20500,0.48000,0.45000,0.23060,1.37110,32.06490,22.82550,0.01000,2.31910,3.24120,0.23170,1.75640,21.25220,0.828,0.7549
2011-06-30,222.28800,35.18600,187.10200,135.66400,137.06100,50.04100,50.04100,15.85700,34.18400,34.18400,,33.15500,86.98600,92.18400,0.38000,0.36000,0.23520,1.11230,27.47970,18.20680,0.01020,1.88470,2.64110,0.19200,1.41880,21.17700,0.7927,0.757
2011-03-31,220.12500,36.04800,184.07700,137.72800,139.12500,44.95200,44.95200,12.36800,32.58400,32.58400,1.99500,33.74900,86.89600,92.55400,0.38000,0.36000,0.23820,1.00370,25.82310,19.38740,0.00970,1.81460,2.55590,0.18140,1.36030,20.98970,1.15830,1.09360
2010-12-31,217.91100,37.67900,180.23200,141.56500,142.96200,37.27000,37.27000,6.85600,30.41400,30.41400,,22.89900,78.17500,82.17200,0.29000,0.28000,0.24680,1.37300,22.55620,13.85870,0.00920,1.73800,2.47730,0.16860,1.28780,20.48010,0.6256,0.5307
2010-09-30,223.57100,41.56900,182.00200,153.32400,154.72100,27.28100,27.28100,4.59700,22.68400,22.68400,,17.77900,78.09700,82.12800,0.23000,0.22000,0.23470,1.10500,17.37620,11.32410,0.00880,1.43420,1.67540,0.12740,0.91060,24.39720,1.2861,1.222
2010-06-30,243.55400,45.69200,197.86200,178.27000,179.66700,18.19500,18.19500,0.55000,17.64500,17.64500,,12.73000,78.00400,82.72100,0.16000,0.15000,0.23750,1.15550,10.97000,7.67510,0.00930,1.13160,1.32690,0.09940,0.71430,24.13290,3.5962,3.5604
2010-03-31,224.83600,46.43600,178.40000,175.22700,176.62400,1.77600,1.77600,0.35500,1.42100,1.42100,0.00000,-6.06900,77.92200,77.92200,-0.08000,-0.08000,0.24080,1.08460,1.31170,-4.48230,0.00750,0.09280,0.10930,0.00790,0.05810,23.80650,-1.40730,-1.43160
2009-12-31,232.95410,50.98100,181.97310,197.80500,199.21300,-17.24000,-17.24000,-2.28100,-14.95900,-14.95900,-0.01100,-55.67100,60.94300,63.91600,-0.93000,-0.71000,0.23110,1.01630,-14.99480,-48.42090,0.00650,-0.97390,-1.06750,-0.08430,-0.58740,25.13620,0.1146,-0.0503
2009-09-30,229.11500,58.28500,170.83000,210.66500,212.08600,-41.25600,-41.25600,-22.01400,-19.24200,-19.24200,,-26.10000,66.28100,66.28100,-0.39000,-0.39000,0.23710,1.11990,-48.06710,-30.40900,0.00480,-1.32860,-1.43840,-0.10810,-0.77370,27.84520,2.0813,1.9769
2009-06-30,222.54300,67.87700,154.66600,213.62700,215.07700,-60.41100,-60.41100,-28.53600,-31.87500,-31.87500,0.31300,16.79900,52.84600,58.48600,0.31000,-0.65000,0.24190,1.22560,-86.71520,24.11360,0.00400,-2.27280,-2.47070,-0.18260,-1.30550,28.88000,-0.7092,-0.8282
2009-03-31,245.87300,73.56100,172.31200,182.55400,184.01800,-11.70600,-11.70600,-0.59300,-11.11300,-11.11300,,-21.55700,52.10200,52.10200,-0.41000,-0.41000,0.26190,1.32970,-11.01100,-20.27710,0.00620,-0.89020,-0.85310,-0.06440,-0.43980,35.30430,0.29830,0.19020
