Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,71.05700,46.90800,24.14900,19.26900,,19.27900,4.87000,-0.38100,4.48900,1.36800,3.12100,3.12100,3.16500,9.38600,4.87000,42.55400,43.51600,0.07000,0.07000,1.58890,0.25030,0.39290,33.98540,6.85370,6.85370,6.31750,4.45420,0.23490,5.41290,1.75880,51.17150,1.97070,8.40090,1.03180,1.47740,3.68630,0.2008,0.1263
2023-06-30,72.35000,47.17400,25.17600,19.01300,,19.02300,6.15300,-0.43200,5.72100,1.73400,3.98700,3.98700,4.01800,10.54200,6.15300,42.80100,43.61400,0.09000,0.09000,1.59160,0.25120,0.39760,34.79750,8.50450,8.50450,7.90740,5.55360,0.24050,5.31480,1.88160,47.83120,2.52500,10.87210,1.32550,1.89060,3.65270,0.2371,0.1855
2023-03-31,68.91800,45.99300,22.92500,19.48200,,19.49300,3.43200,-0.44500,2.98700,1.16000,1.82700,1.82700,1.94000,8.11100,3.43200,42.55200,43.76400,0.05000,0.04000,1.55470,0.25590,0.41130,33.26420,4.97980,4.97980,4.33410,2.81490,0.22710,4.99710,1.74820,51.48250,1.16020,5.04380,0.60200,0.86330,3.60880,0.08740,0.03590
2022-12-31,68.82200,45.63300,23.18900,19.16800,,19.17800,4.01100,-0.45300,3.55800,1.45600,2.10200,2.10200,2.12300,8.85200,4.01100,42.21400,43.28000,0.04000,0.04000,1.48100,0.26000,0.42530,33.69420,5.82810,5.82810,5.16990,3.08480,0.22390,5.30000,1.77610,50.67160,1.34490,6.00040,0.68400,0.99520,3.62610,0.2456,0.2095
2022-09-30,73.13600,48.31500,24.82100,19.08200,,19.09900,5.72200,-0.43900,5.28300,1.57700,3.70600,3.70600,3.73700,10.72000,5.72200,42.28300,42.95600,0.09000,0.09000,1.49560,0.26920,0.44300,33.93810,7.82380,7.82380,7.22350,5.10970,0.23580,5.08850,1.77870,50.59790,2.38500,10.85910,1.19500,1.74300,3.61160,0.3494,0.311
2022-06-30,74.56400,49.02600,25.53800,19.93900,,19.97400,5.56400,-0.43700,5.12700,2.00100,3.12600,3.12600,3.26200,10.76700,5.56400,42.25000,43.49000,0.08000,0.08000,1.47150,0.27990,0.46730,34.24980,7.46210,7.46210,6.87600,4.37480,0.23930,4.96110,1.68080,53.54690,2.02530,9.45840,1.00300,1.45840,3.58960,0.1981,0.1652
2022-03-31,69.48800,47.03900,22.44900,19.35500,,19.39000,3.05900,-0.40500,2.65400,0.79800,1.85600,1.85600,1.97200,8.50300,3.05900,42.06400,43.73900,0.05000,0.05000,1.53280,0.27970,0.46900,32.30630,4.40220,4.40220,3.81940,2.83790,0.22040,4.84740,1.70720,52.71800,1.16540,4.89580,0.58870,0.83950,3.68040,0.06700,0.03860
2021-12-31,69.24700,46.96500,22.28200,17.94900,,17.98000,4.30200,-0.44500,3.85700,1.23200,2.62500,2.62500,2.60200,9.94500,4.30200,42.16400,42.73200,0.06000,0.06000,1.49140,0.28840,0.49210,32.17760,6.21250,6.21250,5.56990,3.75760,0.21370,5.31160,1.75570,51.26130,1.65100,6.97840,0.81020,1.17490,3.68820,0.1778,0.1739
2021-09-30,72.43200,48.64300,23.78900,18.82900,,18.86600,4.92300,-0.48800,4.43500,1.29800,3.13700,3.13700,3.17800,10.96700,4.92300,42.07300,42.72400,0.08000,0.07000,1.46250,0.29510,0.50960,32.84320,6.79670,6.79670,6.12300,4.38760,0.21900,5.31970,1.80640,49.82360,1.98570,8.57760,0.94850,1.39970,3.66330,0.2629,0.2201
2021-06-30,68.79900,46.00700,22.79200,18.54900,,18.60500,4.18700,-0.56400,3.62300,1.15500,2.46800,2.46800,2.57400,10.57800,4.18700,42.30400,42.59700,0.06000,0.06000,1.43670,0.30430,0.53690,33.12840,6.08590,6.08590,5.26610,3.74130,0.20830,4.95390,1.80000,50.00040,1.58410,7.18440,0.74730,1.10210,3.59820,0.2704,0.2472
2021-03-31,61.73000,42.94300,18.78700,16.99500,,17.07000,1.71700,-0.60900,1.10800,0.49600,0.61200,0.61200,0.78900,8.25700,1.71700,42.26400,42.63400,0.02000,0.02000,1.41660,0.31740,0.57250,30.43420,2.78150,2.78150,1.79490,1.27810,0.18580,4.40400,1.67530,53.72150,0.39640,1.86100,0.18420,0.27060,3.61260,0.12610,0.11280
2020-12-31,64.34400,43.67000,20.67400,18.20000,,18.34700,2.32700,-0.78400,1.54300,0.26000,1.28300,1.28300,1.25300,9.94900,2.32700,42.92500,43.02100,0.02000,0.02000,1.42620,0.34050,0.63000,32.13040,3.61650,3.61650,2.39800,1.94730,0.18630,4.60950,1.77360,50.74460,0.83130,3.91520,0.37140,0.54830,3.60670,0.3572,0.3253
2020-09-30,72.37900,48.18600,24.19300,19.18600,,19.47100,4.72200,-0.86000,3.86200,1.23400,2.62800,2.62800,2.79100,11.96100,4.72200,42.74700,42.91800,0.07000,0.07000,1.42500,0.36360,0.69390,33.42550,6.52400,6.52400,5.33580,3.85610,0.20520,4.58830,1.75160,51.38200,1.71840,8.41150,0.74510,1.09360,3.48670,0.2952,0.2377
2020-06-30,64.31900,43.87400,20.44500,17.29200,,17.76300,2.68200,-1.11400,1.56800,0.14800,1.42000,1.42000,1.46100,10.22600,2.68200,42.67200,42.76700,0.03000,0.03000,1.56230,0.41480,0.82170,31.78690,4.16980,4.16980,2.43780,2.27150,0.17360,3.67730,1.51790,59.29430,0.95020,5.16700,0.38340,0.55610,3.40840,0.5506,0.5159
2020-03-31,88.42500,60.82800,27.59700,24.33800,,24.93500,2.66200,-1.09300,1.56900,1.10700,0.46200,0.46200,0.68300,10.68200,2.66200,43.67600,43.81100,0.02000,0.02000,1.45440,0.41480,0.82690,31.20950,3.01050,3.01050,1.77440,0.77240,0.23980,4.74510,1.67590,53.70280,0.31390,1.86440,0.12530,0.18370,3.38620,0.06330,0.03770
2019-12-31,92.31600,62.07200,30.24400,26.37900,,27.38900,2.85500,-1.53100,1.32400,0.50200,0.82200,0.82200,0.82400,10.72500,2.85500,44.99700,45.08300,0.03000,0.03000,1.23160,0.37250,0.70750,32.76140,3.09260,3.09260,1.43420,0.89260,0.25420,4.45410,1.79490,50.14170,0.54790,3.04520,0.22630,0.34380,3.31740,0.5086,0.4095
2019-09-30,94.10400,63.70200,30.40200,26.02500,,27.05400,3.34800,-1.24700,2.10100,1.04200,1.05900,1.05900,1.07500,11.14800,3.34800,44.97800,44.99200,0.02000,0.02000,1.20220,0.37190,0.74600,32.30680,3.55780,3.55780,2.23260,1.14240,0.25840,4.14080,1.63200,55.14730,0.70910,4.12740,0.29080,0.44540,3.25460,0.243,0.1888
2019-06-30,98.87300,65.02500,33.84800,27.21900,,28.08600,5.76200,-1.35400,4.40800,3.89600,0.51200,0.51200,0.52400,13.83100,5.76200,45.22500,45.29800,0.01000,0.01000,1.21770,0.38900,0.79180,34.23380,5.82770,5.82770,4.45820,0.53000,0.26550,3.94140,1.65670,54.32510,0.34650,2.19520,0.13750,0.21170,3.20740,0.3604,0.2983
2019-03-31,97.12200,66.44700,30.67500,27.63700,,28.53200,2.14300,-1.41200,0.73100,0.28400,0.44700,0.44700,0.59200,10.51600,2.14300,45.11800,45.35500,0.01000,0.01000,1.22700,0.40150,0.82210,31.58400,2.20650,2.20650,0.75270,0.60950,0.25910,4.08200,1.61580,55.70030,0.30290,2.00780,0.11920,0.18130,3.18930,0.05880,-0.01170
2018-12-31,98.41300,66.25500,32.15800,27.34200,,28.26800,3.89000,-1.42600,2.46400,0.80800,1.65600,1.65600,1.61200,12.18400,3.89000,44.91800,45.05000,0.04000,0.04000,1.42530,0.41630,0.86350,32.67660,3.95270,3.95270,2.50370,1.63800,0.28970,3.95130,1.69580,53.07380,1.12420,7.83910,0.48750,0.65620,3.21490,0.5548,0.455
2018-09-30,100.47300,67.80100,32.67200,26.97300,,27.92200,4.75000,-1.51600,3.23400,0.64700,2.58700,2.58700,2.55900,13.14400,4.75000,44.98300,45.18800,0.06000,0.06000,1.47510,0.43350,0.91240,32.51820,4.72760,4.72760,3.21880,2.54700,0.29960,3.70480,1.60810,55.96550,1.78520,14.54600,0.77140,1.01130,3.16480,0.1547,0.0725
2018-06-30,104.19000,68.35500,35.83500,27.50600,,28.49100,7.34400,-1.49600,5.84800,1.84000,4.00800,4.00800,4.07400,15.57800,7.34400,44.93600,44.97900,0.09000,0.09000,1.48130,0.44830,0.95890,34.39390,7.04870,7.04870,5.61280,3.91020,0.30740,3.69870,1.71680,52.42360,2.82210,28.77250,1.18240,1.55700,3.10970,0.5547,0.4698
2018-03-31,97.70800,67.52300,30.18500,27.30100,,28.30900,1.87600,-1.36100,0.51500,0.03900,0.47600,0.47600,0.62800,10.07300,1.87600,44.74100,44.85500,0.01000,0.01000,1.57180,0.45870,0.99250,30.89310,1.92000,1.92000,0.52710,0.64270,0.29990,3.44910,1.63140,55.16820,0.34210,4.76240,0.14610,0.18520,3.07370,-0.04410,-0.10860
2017-12-31,97.11000,67.63800,29.47200,25.34900,,26.37900,3.09300,-1.47900,1.61400,13.67000,-12.05600,-12.05600,-12.15700,11.43900,3.09300,45.66900,45.66900,-0.27000,-0.27000,1.52850,0.47320,1.04950,30.34910,3.18510,3.18510,1.66200,-12.51880,0.28610,3.39260,1.70340,52.83690,-8.76090,-160.91850,-3.55190,-4.61500,3.04010,0.3448,0.3035
2017-09-30,96.45800,67.23100,29.22700,25.84300,,44.53300,-15.30600,-1.63500,-16.94100,-2.17400,-14.76700,-14.76700,-14.77400,10.83000,-15.30600,45.83400,45.83400,-0.32000,-0.32000,1.60720,0.45930,0.98310,30.30020,-15.86810,-15.86810,-17.56310,-15.31650,0.27150,3.52090,1.63470,55.05550,-9.73090,-71.63230,-4.15690,-5.26130,3.26690,0.2522,0.2002
2017-06-30,102.28000,67.79400,34.48600,25.55000,,26.63200,7.85400,-1.61200,6.24200,2.52200,3.72000,3.72000,3.63600,16.29000,7.85400,45.79200,46.25800,0.08000,0.08000,1.73090,0.45320,0.92070,33.71730,7.67890,7.67890,6.10290,3.55490,0.27540,3.61900,1.71710,52.41350,2.25390,24.36950,1.00170,1.23240,3.55400,0.4,0.3373
2017-03-31,98.73100,67.89300,30.83800,25.14700,,26.26200,4.57600,-1.60200,2.97400,1.22600,1.74800,1.74800,1.78400,12.92400,4.57600,45.63900,46.38200,0.04000,0.04000,1.70540,0.46590,0.96390,31.23440,4.63480,4.63480,3.01220,1.80690,0.27030,3.43680,1.65490,54.38320,1.09170,18.72730,0.47850,0.58310,3.45610,0.14970,0.10630
2016-12-31,98.55800,68.17400,30.38400,23.46200,,24.59000,5.79410,-1.49500,4.29900,1.52000,2.77900,2.77900,2.62400,87.82910,5.79410,45.93200,45.93200,0.06000,0.07000,1.67090,0.47760,1.00220,30.82850,5.87880,5.87880,4.36190,2.66240,0.26690,3.74910,1.64990,54.54810,1.77210,56.35770,0.75250,0.92570,3.41000,0.4199,0.3206
2016-09-30,100.44300,67.71300,32.73000,24.89300,,26.05300,6.67700,-1.61300,5.06400,2.16200,2.90200,2.90200,2.84100,-59.27500,6.67700,45.59900,46.18900,0.06000,0.06000,1.74810,0.48530,1.02640,32.58560,6.64760,6.64760,5.04170,2.82850,0.25390,3.38890,1.63660,54.99210,1.87450,167.74610,0.73360,0.96480,3.36730,0.2609,0.2089
2016-06-30,103.77000,67.37800,36.39200,25.50300,,100.66000,-64.26800,-1.55500,-65.82300,-10.01500,-55.80800,-55.80800,-55.90400,17.65700,-64.26800,45.95500,45.95500,-1.22000,-1.22000,1.64660,0.49750,1.08830,35.06990,-61.93310,-61.93310,-63.43160,-53.87300,0.25910,3.44290,1.70300,52.84740,-36.82680,2047.23900,-13.93520,-18.50390,3.29380,0.3639,0.3048
2016-03-31,103.55000,69.81300,33.73700,26.35600,,27.67100,6.06600,-1.46900,4.59700,1.96900,2.62800,2.62800,2.57400,14.17400,6.06600,46.60800,47.20300,0.06000,0.05000,1.63020,0.42050,0.79530,32.58040,5.85800,5.85800,4.43940,2.48580,0.22220,3.76780,1.68710,53.34550,1.25140,-13.49010,0.56400,0.72530,4.51860,0.11230,0.05930
2015-12-31,104.53900,69.23800,35.30100,26.87700,,28.21300,7.08800,-1.57000,5.51800,2.33400,3.18400,3.18400,3.06100,15.38800,7.08800,46.63100,47.53200,0.06000,0.07000,1.57450,0.42880,0.81950,33.76830,6.78030,6.78030,5.27840,2.92810,0.22030,4.07950,1.73990,51.72850,1.52250,-14.86460,0.67100,0.86960,4.44690,0.3553,0.2977
2015-09-30,106.41800,70.47500,35.94300,25.81600,,27.19500,8.74800,-1.75000,6.99800,-73.33800,80.33600,80.33600,80.28600,17.30100,8.74800,46.69800,47.55700,1.72000,1.69000,1.54800,0.44230,0.87710,33.77530,8.22040,8.22040,6.57600,75.44400,0.22090,3.95060,1.64730,54.63360,39.05400,-306.13530,16.67510,21.77980,4.37740,0.4408,0.3593
