Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,756.00000,820.00000,-64.00000,21.00000,431.00000,-410.00000,346.00000,,346.00000,,346.00000,346.00000,313.00000,415.00000,346.00000,807.20000,810.10000,0.39000,0.39000,0.00710,6.84560,45.76720,45.76720,45.76720,41.40210,0.00840,4.31310,3.78970,0.38620,3.55780,11.43810,0.0086,0.0086
2024-06-30,695.00000,698.00000,-3.00000,15.00000,-30.00000,45.00000,-48.00000,,-48.00000,,-48.00000,-48.00000,-80.00000,-20.00000,-48.00000,740.00000,740.00000,-0.11000,-0.11000,0.00810,6.59760,-6.90650,-6.90650,-6.90650,-11.51080,0.00870,-0.68400,-0.59070,-0.06020,-0.55030,11.29360,-0.0284,-0.0284
2024-03-31,642.00000,672.00000,-30.00000,16.00000,489.00000,-473.00000,443.00000,,443.00000,,443.00000,443.00000,412.00000,480.00000,443.00000,702.20000,704.20000,0.59000,0.59000,0.00880,5.84190,69.00310,69.00310,69.00310,64.17450,0.00890,6.37960,5.50170,0.61630,5.11900,11.90890,0.02840,0.02840
2023-12-31,640.00000,666.00000,-26.00000,20.00000,458.00000,-438.00000,412.00000,,412.00000,,412.00000,412.00000,381.00000,428.00000,412.00000,618.40000,619.60000,0.61000,0.61000,0.00960,6.16060,64.37500,64.37500,64.37500,59.53130,0.00890,6.22070,5.32920,0.57550,4.94180,11.89260,-0.0505,-0.0505
2023-09-30,593.00000,646.00000,-53.00000,14.00000,-325.00000,339.00000,-392.00000,,-392.00000,,-392.00000,-392.00000,-423.00000,-372.00000,-392.00000,622.00000,622.00000,-0.68000,-0.68000,0.01060,7.01570,-66.10460,-66.10460,-66.10460,-71.33220,0.00850,-6.74000,-5.66150,-0.56010,-5.20580,11.49690,-0.0815,-0.0815
2023-06-30,457.00000,526.00000,-69.00000,14.00000,369.00000,-355.00000,286.00000,,286.00000,,286.00000,286.00000,255.00000,331.00000,286.00000,598.80000,599.70000,0.43000,0.43000,0.01090,5.36090,62.58210,62.58210,62.58210,55.79870,0.00760,4.58040,3.89010,0.47260,3.59070,13.05820,-0.1033,-0.1033
2023-03-31,351.00000,449.00000,-98.00000,14.00000,-39.00000,53.00000,-151.00000,,-151.00000,,-151.00000,-151.00000,-181.00000,-31.00000,-151.00000,579.30000,579.30000,-0.31000,-0.31000,0.01170,6.26310,-43.01990,-43.01990,-43.01990,-51.56700,0.00530,-2.45210,-2.07820,-0.22840,-1.91530,13.15110,0.04490,0.04490
2022-12-31,347.00000,322.00000,25.00000,5.00000,541.00000,-536.00000,561.00000,,561.00000,,561.00000,561.00000,532.00000,616.00000,561.00000,537.00000,537.00000,1.06000,1.06000,0.01190,4.63230,161.67150,161.67150,161.67150,153.31410,0.00670,8.99620,7.63890,1.08410,7.04330,13.69650,0.1482,0.1482
2022-09-30,373.00000,196.00000,177.00000,11.00000,-832.00000,843.00000,-666.00000,,-666.00000,,-666.00000,-666.00000,-692.00000,-630.00000,-666.00000,528.70000,528.70000,-1.31000,-1.31000,0.01340,5.76360,-178.55230,-178.55230,-178.55230,-185.52280,0.00640,-11.91840,-9.94620,-1.13800,-9.09840,13.10000,0.4212,0.4212
2022-06-30,395.00000,80.00000,315.00000,12.00000,-737.00000,749.00000,-434.00000,,-434.00000,,-434.00000,-434.00000,-459.00000,-434.00000,-434.00000,526.20000,526.20000,-0.87000,-0.87000,0.01310,5.41010,-109.87340,-109.87340,-109.87340,-116.20250,0.00650,-6.62490,-5.77590,-0.70870,-5.32710,15.38170,0.6094,0.6094
