Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,82.13800,82.13800,12.31100,,69.82700,-43.11100,26.71600,26.71600,26.71600,26.71600,80.49800,69.82700,87.26870,87.26870,0.31000,0.31000,8.51130,0.55590,1.25180,100.00000,85.01180,85.01180,32.52580,32.52580,0.02550,1.00230,89.79730,1.88640,1.88640,0.83070,0.83770,15.10150,0.0933,0.0933
2024-06-30,69.15600,69.15600,12.89000,,56.26600,-33.71100,22.55500,22.55500,22.55500,22.55500,47.26900,56.26600,65.25330,65.25330,0.35000,0.35000,3.02200,0.60090,1.50590,100.00000,81.36100,81.36100,32.61470,32.61470,0.02710,3.22590,27.89950,2.24710,2.24710,0.88410,0.89670,15.38250,-0.9738,-0.9738
2024-03-31,68.33100,68.33100,13.77600,,54.55500,-29.06600,25.48900,25.48900,25.48900,25.48900,48.88100,54.55500,65.25330,65.25330,0.39000,0.39000,2.75930,0.58280,1.39670,100.00000,79.83930,79.83930,37.30230,37.30230,0.02790,2.99920,30.00790,2.53370,2.53370,1.04250,1.05710,15.41690,0.14360,0.14360
2023-12-31,71.95300,71.95300,15.24600,,56.70700,-23.44700,33.26000,33.26000,33.26000,33.26000,62.11600,56.70700,65.33040,65.33040,0.51000,0.51000,4.43240,0.59260,1.45450,100.00000,78.81120,78.81120,46.22460,46.22460,0.02880,2.81460,31.97590,3.30840,3.30840,1.32970,1.34790,15.40630,1.1983,1.1983
2023-09-30,68.17500,68.17500,14.40600,,53.76900,-23.80600,29.96300,29.96300,29.96300,29.96300,51.23700,53.76900,65.25330,65.25330,0.46000,0.46000,3.66600,0.59000,1.43900,100.00000,78.86910,78.86910,43.95010,43.95010,0.02780,3.09910,29.04030,3.00580,3.00580,1.22050,1.23240,15.27660,0.9786,0.9786
2023-06-30,68.61600,68.61600,14.11500,,54.50100,-29.09600,25.40500,25.40500,25.40500,25.40500,57.05300,54.50100,65.36650,65.36650,0.39000,0.39000,3.08760,0.59920,1.49500,100.00000,79.42900,79.42900,37.02490,37.02490,0.02740,3.24120,27.76760,2.56180,2.56180,1.01490,1.02680,15.19740,0.1282,0.1282
2023-03-31,67.77800,67.77800,14.13800,0.27400,53.91400,-23.78200,30.13200,30.13200,30.13200,30.13200,51.18200,53.91400,65.45140,65.45140,0.46000,0.46000,4.80340,0.59690,1.48070,100.00000,79.54500,79.54500,44.45690,44.45690,0.02720,3.22950,27.86790,3.03330,3.03330,1.21050,1.22280,15.17720,0.70090,0.70090
2022-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,-2.157,-2.157
2022-09-30,58.88500,58.88500,16.36800,0.08700,42.60400,-26.61100,15.99300,15.99300,15.99300,15.99300,48.50500,42.60400,64.73710,64.73710,0.25000,0.25000,2.00370,0.59810,1.48800,100.00000,72.35120,72.35120,27.15970,27.15970,0.02290,2.30090,39.11490,1.58180,1.58180,0.62330,0.63580,15.44720,1.6716,1.6716
2022-06-30,53.40400,53.40400,13.83700,0.07500,39.64200,-33.98300,5.65900,5.65900,5.65900,5.65900,56.69300,39.64200,63.55830,63.55830,0.09000,0.09000,1.56490,0.61840,1.62030,100.00000,74.23040,74.23040,10.59660,10.59660,0.02030,1.64430,54.73580,0.57390,0.57390,0.21480,0.21900,15.52270,-0.3376,-0.3376
