Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,6751.00000,5119.00000,1632.00000,863.00000,,975.00000,657.00000,-8.00000,649.00000,168.00000,481.00000,481.00000,-24.00000,459.00000,1625.00000,769.00000,641.62180,647.36540,0.72000,0.71000,0.18240,0.22310,9.73190,11.39090,9.61340,6.79900,0.03980,1.06720,1.15570,0.28390,0.87250,71.51150,2.6902,2.6902
2024-06-30,6560.00000,5077.00000,1483.00000,842.00000,102.00000,865.00000,618.00000,-1.00000,617.00000,142.00000,475.00000,475.00000,-4359.00000,-3977.00000,1581.00000,743.00000,661.09300,666.95510,-6.02000,-5.96000,0.18270,0.22350,9.42070,11.32620,9.40550,-60.62500,0.03910,1.06800,1.15660,0.28290,0.87290,68.43750,1.4182,1.4182
2024-03-31,12578.00000,9538.00000,3040.00000,1104.00000,375.00000,989.00000,2051.00000,,2051.00000,451.00000,1600.00000,1600.00000,,1194.00000,3224.00000,2311.00000,682.57700,687.96200,1.75000,1.74000,0.05060,0.44670,16.30630,18.37340,16.30630,9.49280,0.02310,3.25800,3.25800,0.29410,3.09320,73.18720,0.75440,0.75440
2023-12-31,21115.00000,18912.00000,2203.00000,1660.00000,211.00000,700.00000,1503.00000,600.00000,2103.00000,-320.00000,2423.00000,2423.00000,,86.00000,3386.00000,2065.00000,719.50600,725.23300,0.11000,0.11000,0.17130,0.20670,7.11820,9.77980,9.95970,0.40730,0.03920,4.76820,5.06070,0.44930,3.91390,74.47450,2.1747,2.1747
2023-09-30,7267.00000,5187.00000,2080.00000,922.00000,,1060.00000,1020.00000,80.00000,1100.00000,399.00000,701.00000,701.00000,2046.00000,2020.00000,2027.00000,1158.00000,712.59850,718.72730,2.83000,2.81000,0.05920,0.55670,14.03610,15.93510,15.13690,27.79690,0.01390,1.64060,1.62220,0.13440,1.52620,61.33200,4.9128,4.9128
2023-06-30,7436.00000,5473.00000,1963.00000,933.00000,-15.00000,1077.00000,886.00000,,886.00000,45.00000,841.00000,841.00000,850.00000,1485.00000,1853.00000,1015.00000,725.75460,730.54710,2.05000,2.03000,0.05670,0.51930,11.91500,13.64980,11.91500,19.97040,0.01380,1.82800,1.80900,0.15660,1.70640,64.79370,0.8529,0.8529
2023-03-31,10984.00000,9417.00000,1567.00000,1293.00000,-198.00000,1798.00000,-231.00000,,-231.00000,-144.00000,-87.00000,-87.00000,,23.00000,1262.00000,76.00000,738.66100,744.09900,0.03000,0.03000,0.07850,0.56240,-2.10310,0.69190,-2.10310,0.20940,0.02050,-0.18990,-0.18790,-0.01620,-0.17310,63.64400,0.66790,0.66790
2022-12-31,11845.00000,9755.00000,2090.00000,1134.00000,206.00000,1242.00000,848.00000,-92.00000,756.00000,209.00000,547.00000,547.00000,,545.00000,2238.00000,1162.00000,778.62100,787.94200,0.94000,0.92000,0.38480,0.62550,7.15910,9.81000,6.38240,4.60110,0.02270,1.27300,1.25880,0.10470,0.77440,59.19130,0.1022,0.1022
2022-09-30,13998.00000,9083.00000,4915.00000,1170.00000,435.00000,1017.00000,3898.00000,6.00000,3904.00000,817.00000,3087.00000,3087.00000,,2741.00000,5323.00000,4180.00000,763.05100,771.13200,3.59000,3.55000,0.42600,0.74220,27.84680,29.86140,27.88970,19.58140,0.02680,7.61920,7.52910,0.59030,4.32150,54.87170,4.3976,4.3976
2022-06-30,13663.00000,8101.00000,5562.00000,1116.00000,44.00000,1338.00000,4224.00000,-299.00000,3925.00000,845.00000,3080.00000,3080.00000,-1.00000,2746.00000,5546.00000,4490.00000,790.89700,800.73100,3.47000,3.43000,0.37790,0.60730,30.91560,32.86250,28.72720,20.09810,0.02540,6.64670,6.57780,0.57150,4.09240,60.70930,0.6996,0.6996
