Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,540.00000,235.00000,305.00000,154.00000,,172.00000,133.00000,,134.00000,34.00000,100.00000,100.00000,100.00000,158.00000,148.00000,76.20000,77.10000,1.32000,1.30000,1.41940,0.68400,2.22990,56.66670,24.62960,27.40740,24.81480,18.51850,0.44370,90.00000,1.00000,38.31420,-26.10970,8.21690,12.10650,3.44400,0.3553,0.2349
2024-06-30,542.00000,237.00000,305.00000,167.00000,,182.00000,123.00000,,124.00000,32.00000,92.00000,92.00000,92.00000,147.00000,138.00000,77.70000,78.10000,1.18000,1.18000,1.26850,0.72670,2.73830,56.45760,22.69370,25.46130,22.87820,16.97420,0.45170,77.42860,1.16240,42.79070,-21.34570,7.66670,11.74970,2.77740,1.3311,1.176
2024-03-31,378.00000,184.00000,194.00000,135.00000,,149.00000,45.00000,,45.00000,11.00000,34.00000,34.00000,34.00000,69.00000,60.00000,78.30000,79.00000,0.43000,0.43000,1.14440,0.77960,3.64200,51.58730,11.90480,15.87300,11.90480,8.99470,0.32980,94.50000,0.95240,20.98770,-7.02480,2.96680,4.62590,2.06910,1.06330,0.93670
2023-12-31,366.00000,189.00000,177.00000,142.00000,,167.00000,10.00000,,11.00000,3.00000,8.00000,8.00000,8.00000,34.00000,25.00000,80.50000,80.90000,0.11000,0.11000,1.09670,0.80930,4.36760,48.36070,2.73220,6.83060,3.00550,2.18580,0.33610,61.00000,1.47540,5.83940,-1.56860,0.73460,1.12200,1.73520,0.7723,0.6622
2023-09-30,524.00000,256.00000,268.00000,152.00000,,172.00000,96.00000,,96.00000,24.00000,72.00000,72.00000,71.00000,120.00000,110.00000,80.10000,80.60000,0.89000,0.89000,1.17860,0.77230,3.49120,51.14500,18.32060,20.99240,18.32060,13.54960,0.44860,74.85710,1.20230,42.35290,-15.12610,6.16440,9.58720,2.14780,0.3554,0.2534
2023-06-30,523.00000,253.00000,270.00000,162.00000,,177.00000,93.00000,,93.00000,23.00000,70.00000,70.00000,70.00000,116.00000,107.00000,81.40000,81.80000,0.86000,0.85000,1.07120,0.81680,4.58780,51.62520,17.78200,20.45890,17.78200,13.38430,0.46040,87.16670,1.03250,53.43510,-13.53970,6.16200,9.79020,1.62140,0.6366,0.5509
2023-03-31,367.00000,197.00000,170.00000,125.00000,,142.00000,28.00000,,29.00000,7.00000,22.00000,22.00000,22.00000,50.00000,41.00000,81.50000,81.90000,0.27000,0.27000,0.96210,0.87630,7.28920,46.32150,7.62940,11.17170,7.90190,5.99460,0.32540,61.16670,1.47140,26.50600,-3.88690,1.95040,3.27870,1.01560,0.73260,0.63490
2022-12-31,340.00000,195.00000,145.00000,119.00000,,138.00000,7.00000,,8.00000,-1.00000,9.00000,9.00000,8.00000,28.00000,19.00000,81.80000,82.00000,0.11000,0.11000,0.90660,0.90660,9.98360,42.64710,2.05880,5.58820,2.35290,2.35290,0.31420,68.00000,1.32350,14.75410,-1.52540,0.83180,1.37830,0.74830,0.7513,0.6312
2022-09-30,484.00000,274.00000,210.00000,137.00000,,171.00000,39.00000,,39.00000,11.00000,28.00000,28.00000,28.00000,70.00000,48.00000,81.50000,81.60000,0.34000,0.34000,0.87720,0.92690,13.04260,43.38840,8.05790,9.91740,8.05790,5.78510,0.44200,121.00000,0.74380,58.33330,-4.62810,2.55710,4.35460,0.57680,-0.1632,-0.2997
2022-06-30,487.00000,276.00000,211.00000,140.00000,,167.00000,44.00000,,43.00000,10.00000,33.00000,33.00000,33.00000,60.00000,51.00000,82.10000,82.20000,0.40000,0.40000,0.76730,0.99010,102.83330,43.32650,9.03490,10.47230,8.82960,6.77620,0.45260,81.16670,1.10880,550.00000,-4.99240,3.06690,5.44550,0.07360,0.5746,0.4524
2022-03-31,351.00000,207.00000,144.00000,125.00000,,140.00000,4.00000,,3.00000,2.00000,1.00000,1.00000,2.00000,19.00000,11.00000,82.30000,82.60000,0.02000,0.02000,0.70150,1.03420,-31.05000,41.02560,1.13960,3.13390,0.85470,0.56980,0.33180,70.20000,1.28210,-5.26320,-0.14510,0.09450,0.17120,-0.24300,0.56900,0.46000
2021-12-31,340.00000,199.00000,141.00000,119.00000,,135.00000,6.00000,,8.00000,-1.00000,9.00000,9.00000,7.00000,21.00000,14.00000,85.10000,85.50000,0.09000,0.08000,0.78040,0.99670,312.50000,41.17650,1.76470,4.11760,2.35290,2.05880,0.31810,48.57140,1.85290,300.00000,-1.34530,0.84190,1.47540,0.02400,0.5106,0.4159
2021-09-30,471.00000,217.00000,254.00000,138.00000,,153.00000,101.00000,,101.00000,25.00000,76.00000,76.00000,76.00000,116.00000,108.00000,85.50000,85.90000,0.89000,0.89000,0.97720,0.90800,10.14520,53.92780,21.44370,22.92990,21.44370,16.13590,0.40570,94.20000,0.95540,122.58070,-12.43860,6.54610,11.27600,0.72750,0.2694,0.176
2021-06-30,462.00000,221.00000,241.00000,136.00000,,158.00000,83.00000,-30.00000,54.00000,14.00000,40.00000,40.00000,40.00000,105.00000,95.00000,85.50000,86.00000,0.47000,0.47000,0.83960,0.99520,211.00000,52.38100,17.96540,20.56280,11.68830,8.65800,0.40700,92.40000,0.97400,2000.00000,-5.94350,3.52420,6.46200,0.03500,0.779,0.686
2021-03-31,329.00000,181.00000,148.00000,118.00000,,141.00000,7.00000,-1.00000,5.00000,1.00000,4.00000,4.00000,5.00000,29.00000,20.00000,85.40000,86.00000,0.06000,0.06000,1.30520,1.05600,-19.02170,44.98480,2.12770,6.07900,1.51980,1.51980,0.24280,82.25000,1.09420,-8.69570,-0.55170,0.29520,0.48660,-0.53690,0.60470,0.52330
2020-12-31,323.00000,186.00000,137.00000,108.00000,,135.00000,2.00000,,2.00000,,2.00000,2.00000,1.00000,25.00000,16.00000,85.20000,85.50000,0.03000,0.02000,1.55340,1.06730,-15.98360,42.10530,0.61920,4.95360,0.61920,0.30960,0.22990,64.60000,1.39320,-3.27870,-0.26920,0.14230,0.22050,-0.71360,0.622,0.5515
2020-09-30,440.00000,225.00000,215.00000,129.00000,,150.00000,65.00000,,65.00000,16.00000,49.00000,49.00000,49.00000,86.00000,79.00000,85.30000,85.60000,0.57000,0.57000,1.51460,1.07910,-13.74650,48.86360,14.77270,17.95450,14.77270,11.13640,0.31270,44.00000,2.04550,-69.01410,-6.48150,3.48260,5.45660,-0.83090,0.1617,0.0684
2020-06-30,417.00000,200.00000,217.00000,125.00000,,153.00000,64.00000,,65.00000,17.00000,48.00000,48.00000,49.00000,85.00000,75.00000,85.20000,85.50000,0.57000,0.57000,1.38700,1.14780,-7.82400,52.27820,15.34770,17.98560,15.58750,11.75060,0.30640,46.33330,1.94240,-38.40000,-5.89680,3.52680,5.67380,-1.46330,0.9348,0.818
2020-03-31,294.00000,147.00000,147.00000,105.00000,,129.00000,18.00000,,17.00000,4.00000,13.00000,13.00000,13.00000,43.00000,35.00000,85.10000,85.40000,0.15000,0.15000,1.28140,1.22420,-5.50000,50.00000,6.12240,11.90480,5.78230,4.42180,0.22770,36.75000,2.44900,-7.30340,-1.49940,1.00700,1.63730,-2.08480,0.70260,0.60890
2019-12-31,299.00000,160.00000,139.00000,95.00000,,115.00000,24.00000,,23.00000,5.00000,18.00000,18.00000,19.00000,45.00000,39.00000,84.70000,84.90000,0.23000,0.22000,1.26650,1.22540,-5.47490,46.48830,8.02680,13.04350,7.69230,6.35450,0.23920,27.18180,3.31100,-10.05590,-2.06660,1.44000,2.26700,-2.09830,0.5418,0.4594
2019-09-30,407.00000,201.00000,206.00000,104.00000,,124.00000,82.00000,,82.00000,21.00000,61.00000,61.00000,61.00000,106.00000,100.00000,84.70000,84.90000,0.72000,0.72000,1.31100,1.29010,-4.47950,50.61430,20.14740,24.57000,20.14740,14.98770,0.33440,50.87500,1.76900,-27.98170,-7.16800,5.01230,8.07950,-2.58690,0.163,0.1042
2019-06-30,388.00000,183.00000,205.00000,104.00000,,124.00000,81.00000,,81.00000,20.00000,61.00000,61.00000,60.00000,105.00000,99.00000,84.60000,84.80000,0.71000,0.71000,1.13130,1.39890,-3.53240,52.83510,20.87630,25.51550,20.87630,15.46390,0.32910,43.11110,2.08760,-22.02170,-6.69590,5.17390,8.75180,-3.28430,1.037,0.9663
2019-03-31,271.00000,143.00000,128.00000,89.00000,-1.00000,111.00000,17.00000,,18.00000,5.00000,13.00000,13.00000,13.00000,40.00000,34.00000,84.60000,84.70000,0.15000,0.15000,0.98660,1.52020,-2.94310,47.23250,6.27310,12.54610,6.64210,4.79700,0.24700,33.87500,2.65680,-3.90390,-1.34580,1.18510,2.02490,-3.94720,0.61390,0.56670
2018-12-31,279.00000,155.00000,124.00000,80.00000,-1.00000,105.00000,19.00000,,23.00000,6.00000,17.00000,17.00000,18.00000,42.00000,35.00000,84.50000,84.70000,0.20000,0.20000,0.95650,1.54340,-2.86050,44.44450,6.81000,12.54480,8.24370,6.45160,0.26800,23.25000,3.87100,-4.95630,-1.73820,1.63300,2.68560,-4.06880,0.7403,0.67
2018-09-30,377.00000,202.00000,175.00000,90.00000,-9.00000,111.00000,64.00000,,65.00000,16.00000,49.00000,49.00000,49.00000,76.00000,71.00000,84.50000,84.50000,0.58000,0.58000,0.75840,1.81450,-2.24830,46.68440,16.97610,18.83290,17.24140,12.99740,0.35400,34.27270,2.62600,-11.16170,-4.55810,4.60090,9.09090,,0.0473,0
2018-06-30,355.00000,195.00000,160.00000,87.00000,-8.00000,98.00000,62.00000,,60.00000,15.00000,45.00000,45.00000,45.00000,69.00000,64.00000,84.50000,84.50000,0.53000,0.53000,,,,44.78870,17.46480,18.02820,16.90140,12.67610,,,,,,,,,0.8639,0.7219
2018-03-31,247.00000,134.00000,113.00000,81.00000,-7.00000,92.00000,21.00000,,18.00000,5.00000,13.00000,13.00000,13.00000,27.00000,23.00000,84.50000,84.50000,0.16000,0.16000,,,,45.74900,8.50200,9.31170,7.28740,5.26320,,,,,,,,,0.57990,0.52070
2017-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
