Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,360.26600,106.20600,254.06000,25.07300,-3.65400,129.68200,124.37800,-45.65000,78.72800,,78.72800,11.36000,103.57600,,98.05600,223.66500,124.37800,181.49800,181.77200,0.54000,0.54000,0.38760,0.63290,34.52390,34.52390,21.85270,27.21770,0.02900,1.54150,1.54550,0.83350,0.91340,38.35960,1.2754,0.7492
2024-06-30,357.25000,104.96900,252.28100,24.23800,-3.06600,128.27200,124.00900,-42.47500,81.53400,,81.53400,11.08100,104.92900,,99.25500,221.54100,124.00900,183.70300,183.86800,0.54000,0.54000,0.38530,0.62690,34.71210,34.71210,22.82270,27.78310,0.02880,1.55720,1.56460,0.84730,0.92620,38.46520,1.111,0.4234
2024-03-31,363.85200,107.58100,256.27100,26.13200,-2.64300,126.36000,129.91100,-40.61700,89.29400,,89.29400,11.40300,112.65800,,106.36100,224.97100,129.91100,184.67800,184.77000,0.58000,0.58000,0.38090,0.61540,35.70440,35.70440,24.54130,29.23190,0.02880,1.62030,1.63010,0.89050,0.97160,38.94280,0.90790,0.57860
2023-12-31,359.60390,112.96900,246.63500,26.55800,-4.74100,130.20800,116.42690,-38.11700,78.31000,,78.31000,,92.03400,,86.36100,210.90690,116.42690,176.08500,176.37100,0.46000,0.46000,0.36610,0.57760,32.37640,32.37640,21.77670,24.01560,0.02890,1.32100,1.33220,0.74060,0.81120,39.05840,1.0071,0.3329
2023-09-30,330.63800,99.39800,231.24000,20.90300,-3.53300,111.94100,119.29900,-39.82700,79.47200,,79.47200,0.18400,92.17300,,89.07600,201.21400,119.29900,177.34400,178.23100,0.50000,0.50000,0.36010,0.56270,36.08150,36.08150,24.03600,26.94060,0.02670,1.31550,1.32890,0.74440,0.81560,42.36870,1.1189,0.8
2023-06-30,314.24700,92.90300,221.34400,25.06500,-1.68200,109.90800,111.43600,-35.21400,76.22200,,76.22200,0.08100,88.17200,,86.78200,187.72600,111.43600,170.99000,171.27500,0.51000,0.51000,0.37640,0.60370,35.46130,35.46130,24.25540,27.61590,0.02900,1.43510,1.47820,0.81430,0.89490,36.02210,1.0088,0.6842
2023-03-31,317.97700,89.49900,228.47800,25.28000,0.49700,107.49000,120.98800,-34.66600,86.32200,,86.32200,0.25000,98.48800,,97.28100,199.70700,120.98800,171.21200,171.49400,0.57000,0.57000,0.37870,0.60950,38.04930,38.04930,27.14730,30.59370,0.02940,1.60420,1.65500,0.91140,0.99670,36.01370,0.94520,0.68530
2022-12-31,314.51690,90.66000,223.85690,23.19300,-2.42700,107.85500,116.00190,74.87300,190.87490,,190.87490,,96.38500,,95.26300,194.36890,116.00190,171.40400,171.79100,0.56000,0.55000,0.37630,0.60320,36.88260,36.88260,60.68830,30.28870,0.02900,1.56010,1.61170,0.88750,0.97310,36.20110,0.7378,0.2744
2022-09-30,303.98900,87.50300,216.48600,20.27300,-0.94900,101.49200,114.99400,-37.57600,77.41800,,77.41800,0.22000,88.84700,,87.57800,191.64300,114.99400,171.12100,171.52500,0.51000,0.51000,0.37560,0.60160,37.82840,37.82840,25.46740,28.80960,0.02790,1.43330,1.48210,0.81520,0.89490,36.32200,1.1788,0.9048
2022-06-30,302.08300,84.45000,217.63300,17.64500,-0.61700,97.61200,120.02100,-42.16700,77.85400,,77.85400,4.29100,105.98700,,104.79600,195.58700,120.02100,172.06400,172.42400,0.61000,0.61000,0.37590,0.60220,39.73110,39.73110,25.77240,34.69110,0.02770,1.70780,1.76880,0.97220,1.06590,36.35340,1.0685,0.1689
2022-03-31,303.43300,83.33000,220.10300,18.79200,-2.17300,98.80700,121.29600,-39.23200,82.06400,,82.06400,101.94800,196.81600,,195.22800,195.21500,121.29600,171.31200,171.67100,1.14000,1.14000,0.37460,0.59890,39.97460,39.97460,27.04520,64.33970,0.02800,3.17150,3.28010,1.81560,1.98360,36.30420,0.83240,0.34440
2021-12-31,296.92400,83.67400,213.25000,19.95500,-3.06400,99.41500,113.83500,-27.39600,86.43900,,86.43900,,68.98300,,67.85900,185.93400,113.83500,170.23600,170.69400,0.39000,0.40000,0.37840,0.60870,38.33810,38.33810,29.11150,22.85400,0.02750,1.12900,1.16980,0.63920,0.70180,35.77560,0.8823,-1.289
2021-09-30,307.37500,79.24700,228.12800,17.78900,-0.81200,94.06000,134.06800,-36.18200,97.88600,,97.88600,6.71900,118.84800,,117.40600,204.58600,134.06800,170.09000,170.58900,0.69000,0.69000,0.37900,0.61030,43.61710,43.61710,31.84580,38.19630,0.02830,1.93450,1.99090,1.09500,1.20140,35.98310,1.0692,0.3275
2021-06-30,287.15900,82.01300,205.14600,19.18700,-1.17700,94.58100,110.56500,-33.94900,76.61600,,76.61600,19.78100,96.83200,,95.49000,180.49600,110.56500,169.85400,170.17200,0.56000,0.56000,0.37670,0.60440,38.50310,38.50310,26.68070,33.25340,0.02700,1.60320,1.64940,0.91010,0.99930,35.67590,1.0918,0.8489
2021-03-31,274.70300,81.74800,192.95500,21.28700,-0.69800,99.24400,93.71100,-35.45000,58.26100,,58.26100,11.69800,81.62500,,80.65600,167.56100,93.71100,169.76800,170.00600,0.48000,0.47000,0.37670,0.60440,34.11360,34.11360,21.20870,29.36120,0.02590,1.35070,1.39190,0.76820,0.84190,35.68140,0.81970,0.63810
2020-12-31,258.45990,80.71300,177.74690,20.51200,-7.61700,114.86800,62.87890,13.21600,76.09500,,76.09500,,39.21600,,38.48700,140.38190,62.87900,169.23100,169.46000,0.24000,0.23000,0.39300,0.64760,24.32830,24.32830,29.44170,14.89090,0.02360,0.64730,0.66810,0.35860,0.39290,35.80040,0.7414,0.5526
2020-09-30,242.94400,77.28300,165.66100,19.58200,-1.20800,105.59800,60.06300,-58.10600,1.95700,,1.95700,3.23700,13.31000,,12.68800,139.80900,60.06300,169.67100,169.97000,0.07000,0.07000,0.39480,0.65250,24.72300,24.72300,0.80550,5.22260,0.02210,0.21770,0.22510,0.12110,0.13180,36.12810,0.9247,0.6809
2020-06-30,231.11300,76.82500,154.28800,21.20200,-2.48000,108.74000,45.54800,-36.24600,9.30200,,9.30200,7.44800,19.57400,,19.04600,123.22800,45.54800,169.64300,169.97100,0.11000,0.11000,0.40930,0.69280,19.70810,19.70810,4.02490,8.24100,0.02030,0.31590,0.32720,0.17190,0.18660,36.62690,0.5307,0.2327
2020-03-31,283.65800,78.25600,205.40200,13.70500,-1.33700,236.46500,-31.06300,-43.14300,-74.20600,,-74.20600,38.00500,-24.78300,,-25.33200,180.51900,-31.06300,167.90800,167.90800,-0.15000,-0.15000,0.41300,0.70350,-10.95090,-10.95090,-26.16040,-8.93050,0.02450,-0.39490,-0.40990,-0.21420,-0.23180,37.09400,0.74850,0.31330
2019-12-31,288.73290,79.79100,208.94200,18.26200,-3.32800,113.23400,95.70800,-54.04100,41.66700,,41.66700,,41.13100,,40.29100,176.31790,95.70800,167.52600,167.77100,0.24000,0.24000,0.38390,0.62310,33.14760,33.14760,14.43100,13.95440,0.02590,0.65390,0.68020,0.36950,0.40290,37.63490,0.9084,0.4791
2019-09-30,282.27600,75.29600,206.98000,16.70500,-1.81900,110.38000,96.60000,-39.26000,57.34000,,57.34000,0.88700,57.94400,,56.96500,180.37800,96.60000,167.55900,167.94400,0.34000,0.34000,0.38010,0.61310,34.22180,34.22180,20.31350,20.18060,0.02530,0.91400,0.95380,0.51860,0.56660,37.93430,1.0721,-0.3605
2019-06-30,275.87200,76.26500,199.60700,18.71700,-1.53300,113.83900,85.76800,-46.64800,39.12000,,39.12000,0.44200,52.69000,,51.72800,175.94100,85.76800,167.53600,167.96200,0.31000,0.31000,0.36670,0.57900,31.08980,31.08980,14.18050,18.75070,0.02520,0.82940,0.86510,0.48130,0.52530,38.01260,0.9394,0.6217
2019-03-31,286.25700,74.79300,211.46400,21.30000,-1.13400,119.62800,91.83600,-47.66100,44.17500,,44.17500,16.49000,91.49300,,90.44600,178.86100,91.83600,167.44000,167.71700,0.54000,0.54000,0.36520,0.57530,32.08170,32.08170,15.43190,31.59610,0.02600,1.42900,1.49450,0.83040,0.90710,38.31560,0.78320,0.44400
2018-12-31,284.56000,83.87100,200.68900,13.54500,-3.26100,109.68100,91.00800,-20.25100,70.75700,,70.75700,,79.73710,,78.90400,179.46200,91.00800,169.72400,170.10000,0.47000,0.46000,0.36550,0.57600,31.98200,31.98200,24.86540,27.72840,0.02600,1.23620,1.31510,0.72850,0.78440,38.50530,0.8516,0.5517
2018-09-30,278.31000,75.68600,202.62400,17.56400,-2.04500,108.79200,93.83200,-36.55000,57.28200,,57.28200,3.22800,70.53400,,69.72200,178.91000,93.83200,169.43800,169.83900,0.41000,0.41000,0.36200,0.56730,33.71490,33.71490,20.58210,25.05190,0.02520,1.07650,1.14880,0.63790,0.68680,38.75780,0.963,0.6599
2018-06-30,281.41200,73.39200,208.02000,16.77600,-2.79900,108.68000,99.34000,-61.04800,38.29200,,38.29200,1.12300,48.58900,,47.84100,179.82700,99.34000,169.42400,169.68200,0.28000,0.28000,0.36840,0.58330,35.30060,35.30060,13.60710,17.00030,0.02520,0.73970,0.79190,0.43450,0.46720,38.85620,0.8968,0.0901
2018-03-31,276.69300,72.94100,203.75200,17.60600,-1.63200,107.76300,95.98900,-52.96900,43.02000,,43.02000,0.09600,53.46500,,52.66000,178.80400,95.98900,170.70400,170.95900,0.31000,0.31000,0.36760,0.58140,34.69150,34.69150,15.54790,19.03190,0.02460,0.80940,0.86940,0.47590,0.51180,39.07680,0.87660,0.45520
2017-12-31,264.74900,70.18900,194.56000,18.00600,-7.65600,116.10600,78.45400,-6.92700,71.52700,,71.57700,,90.85200,,85.13800,166.90300,78.45400,159.53600,159.96000,0.63000,0.63000,0.34810,0.53390,29.63340,29.63340,27.01690,32.15800,0.02380,1.34930,1.45260,0.81510,0.87970,39.37510,0.9105,-0.6412
2017-09-30,262.14100,67.33500,194.80600,15.19900,-3.19500,109.86800,84.93800,-33.70800,51.23000,,51.23000,,63.45100,0.13100,59.66600,171.68500,84.93800,170.10500,170.46600,0.35000,0.35000,0.34670,0.53070,32.40160,32.40160,19.54290,22.76100,0.02360,0.95610,1.03550,0.57070,0.62460,39.09770,0.9874,0.501
2017-06-30,261.30500,64.97600,196.32900,16.74600,-6.86200,115.83800,80.49100,-46.92400,33.56700,,33.56700,,45.80700,4.36600,48.36800,166.83300,80.49100,170.08800,170.42000,0.28000,0.28000,0.34250,0.52090,30.80350,30.80350,12.84590,18.51020,0.02330,0.68790,0.73950,0.40930,0.44720,39.67200,0.7812,0.3398
2017-03-31,196.13100,51.21300,144.91800,17.67300,-71.51200,149.23800,-4.32000,-26.10200,-30.42200,0.05000,-30.47200,,-21.13000,0.41500,-33.22300,54.70800,-4.32000,126.64900,126.64900,-0.26000,-0.26000,0.33500,0.50370,-2.20260,-2.20260,-15.51110,-16.93920,0.01760,-0.31590,-0.34310,-0.18970,-0.20770,39.85520,0.25780,-0.24160
2016-12-31,159.56300,41.95300,117.61000,16.63200,-8.28900,67.52800,50.08200,24.67000,74.75200,,74.75200,,84.65300,,55.86800,93.62500,50.08200,100.86300,101.28500,0.53000,0.53000,0.38490,0.62580,31.38700,31.38700,46.84800,35.01310,0.03550,3.68140,3.37850,1.88580,1.98390,25.19950,0.7727,-0.2375
2016-09-30,152.76800,40.43100,112.33700,16.04600,-1.04600,57.79700,54.54000,-75.65300,-21.11300,,-21.11300,,1.53400,9.58000,5.30500,96.53700,54.54000,103.67500,104.25500,0.05000,0.05000,0.38500,0.62590,35.70120,35.70120,-13.82030,3.47260,0.03430,0.06740,0.06190,0.03440,0.03630,24.96740,0.621,-0.1605
2016-06-30,152.41200,40.47800,111.93400,16.35000,-2.44000,59.08900,52.84500,-23.79900,29.04600,,29.04600,,40.09600,0.54800,34.81000,94.79700,52.84500,97.65700,98.21800,0.36000,0.35000,0.47400,0.90110,34.67250,34.67250,19.05760,22.83940,0.03440,2.13610,1.92980,0.90380,0.95780,22.13380,0.7557,-2.4954
2016-03-31,149.62800,38.55500,111.07300,16.29900,-2.30600,57.32100,53.75200,-25.96300,27.78900,,27.78900,,40.70900,12.86800,47.87700,94.47000,53.75200,97.51800,97.89100,0.49000,0.49000,0.46850,0.88140,35.92380,35.92380,18.57210,31.99740,0.03610,2.31650,2.06660,0.98160,1.03910,21.41740,0.78470,0.22520
2015-12-31,146.16700,36.87300,109.29400,19.37300,-3.01100,59.96400,49.33000,-31.70100,17.62900,,17.62900,,22.14600,1.39100,17.60900,88.83500,49.33000,94.54600,95.01100,0.18000,0.18000,0.47230,0.89520,33.74910,33.74910,12.06090,12.04720,0.03490,1.26000,1.12000,0.52940,0.56110,21.51580,0.7139,0.1532
2015-09-30,142.06800,35.80500,106.26300,14.75000,-1.88000,53.66200,52.60100,-26.28900,26.31200,,26.31200,,31.97900,27.75500,53.73100,91.66400,52.60100,94.15800,94.59500,0.57000,0.57000,0.51470,1.06060,37.02520,37.02520,18.52070,37.82060,0.03410,2.02010,1.77700,0.76670,0.81340,20.35310,0.9433,0.0714
2015-06-30,141.12900,35.85200,105.27700,15.09900,-1.77900,53.10300,52.17400,-26.30800,25.86600,,25.86600,,32.62300,5.65700,32.48000,90.59600,52.17400,94.13600,94.50300,0.35000,0.34000,0.51010,1.04130,36.96900,36.96900,18.32790,23.01440,0.03440,2.05840,1.75100,0.79600,0.83680,20.33180,0.7683,0.1585
2015-03-31,140.39900,36.30300,104.09600,16.37800,-1.16600,53.53600,50.56000,-25.93800,24.62200,,24.62200,,30.18900,0.80300,25.17400,88.47800,50.56000,93.84200,93.90700,0.27000,0.27000,0.51230,1.05050,36.01170,36.01170,17.53720,17.93030,0.03410,1.91810,1.63230,0.73300,0.77530,20.22670,0.57990,-0.01250
2014-12-31,136.16700,34.13800,102.02900,16.35800,-2.46600,56.27000,45.75900,-1.59500,44.16400,,45.16000,,54.07700,25.11300,73.51500,84.83500,45.75900,92.37000,92.40400,0.79000,0.79000,0.51070,1.04380,33.60510,33.60510,32.43370,53.98890,0.03240,3.35570,2.87020,1.28840,1.36630,20.67060,0.6483,-0.3447
2014-09-30,133.55900,32.98100,100.57800,14.46300,-2.06200,52.94200,47.63600,-27.46700,20.16900,,20.16900,,25.88200,27.55800,47.94200,85.86600,47.63600,92.34500,92.39600,0.52000,0.52000,0.51910,1.07960,35.66670,35.66670,15.10120,35.89580,0.03240,1.67070,1.42060,0.62700,0.66410,20.19060,1.0577,0.1415
2014-06-30,134.89200,34.39600,100.49600,15.22300,-1.79500,53.04100,47.45500,-26.81700,20.63800,,20.63800,,29.47000,1.69100,25.48200,85.42700,47.45500,91.97500,92.02100,0.28000,0.28000,0.52760,1.11690,35.18000,35.18000,15.29970,18.89070,0.03340,1.97330,1.66980,0.72880,0.76560,19.77810,0.7328,0.2128
2014-03-31,133.28000,35.30400,97.97600,14.19800,-2.17300,54.27600,43.70000,-27.16700,16.53300,,16.53300,,24.34100,0.71500,19.38900,83.63300,43.70000,92.16700,92.19100,0.21000,0.21000,0.52080,1.08670,32.78810,32.78810,12.40470,14.54760,0.03300,1.60550,1.36440,0.60320,0.63360,20.02700,0.56690,-0.79540
2013-12-31,126.00400,33.01200,92.99200,13.29200,-4.07600,53.05800,39.93400,-25.37400,14.56000,,14.56000,,21.12800,30.89000,46.32600,76.35400,39.93400,91.38300,91.40900,0.50000,0.50000,0.49910,0.99650,31.69260,31.69260,11.55520,36.76550,0.03220,1.37540,1.16320,0.53990,0.56860,20.23850,0.5634,-0.8941
2013-09-30,120.31800,30.12900,90.18900,15.00100,-0.90700,48.64800,41.54100,-31.78700,9.75400,,9.75400,,23.01600,17.64800,34.99800,79.12300,41.54100,91.98500,92.01800,0.38000,0.38000,0.50370,1.01490,34.52600,34.52600,8.10690,29.08790,0.03090,1.52210,1.28010,0.59070,0.62180,19.97750,0.9845,0.1416
2013-06-30,122.30700,31.23100,91.07600,14.96600,-1.57900,47.62700,43.44900,-27.81900,15.63000,,15.63000,,21.64200,15.82700,31.86400,77.90100,43.44900,91.42200,91.48600,0.35000,0.35000,0.50750,1.03060,35.52450,35.52450,12.77930,26.05250,0.03140,1.43230,1.20590,0.55490,0.58050,19.97550,0.7382,-0.1169
2013-03-31,120.37800,30.37200,90.00600,17.97500,-1.51700,50.61000,39.39600,-26.76100,12.63500,,12.63500,,18.51100,2.62300,15.55400,75.24700,39.39600,90.29000,90.35100,0.17000,0.17000,0.52090,1.08710,32.72690,32.72690,10.49610,12.92100,0.03120,1.27600,1.06670,0.47940,0.49950,19.49940,0.45690,0.09990
2012-12-31,105.33200,26.05700,79.27500,15.91700,-3.56800,45.74700,33.52800,-27.27200,6.25600,13.34300,-7.08700,,-2.45300,-29.24100,-37.17900,67.24700,33.52800,89.63000,89.66900,-0.41000,-0.41000,0.52660,1.11230,31.83080,31.83080,5.93930,-35.29700,0.02730,-0.17260,-0.14400,-0.06370,-0.06650,19.38630,0.6819,-0.9355
2012-09-30,115.58900,28.69200,86.89700,15.64100,-1.15000,45.32000,41.57700,-28.70900,12.86800,0.49000,12.37800,,17.78100,2.03900,11.63700,75.32700,41.57700,89.59400,89.66200,0.13000,0.13000,0.50100,1.00380,35.96970,35.96970,11.13260,10.06760,0.03040,1.19380,0.99960,0.46820,0.48900,20.14780,0.9439,-0.1169
2012-06-30,126.76500,31.22000,95.54500,14.02000,-1.11100,46.86800,48.67700,-47.82900,0.84800,-0.84000,1.68800,,12.49200,-1.14400,5.69700,84.56900,48.67700,89.48900,89.54000,0.06000,0.06000,0.53170,1.13520,38.39940,38.39940,0.66900,4.49410,0.03150,0.83690,0.69760,0.31030,0.32190,20.28340,0.7601,-0.0987
2012-03-31,126.24300,33.62900,92.61400,16.12200,-1.35800,49.96000,42.65400,-27.43000,15.22400,0.23100,14.99300,,17.95900,8.77600,13.18100,78.84800,42.65400,89.49700,89.52700,0.14000,0.14000,0.52310,1.09690,33.78720,33.78720,12.05930,10.44100,0.03150,1.18180,0.98750,0.44840,0.46430,20.58400,0.48260,0.44410
2011-12-31,98.45800,25.38100,73.07700,12.31600,-2.38800,37.29200,35.78500,-36.26500,-0.48000,,-3.47400,,1.38100,12.79900,8.13900,72.14500,35.78500,87.82500,88.25900,0.10000,0.10000,0.51460,1.06030,36.34550,36.34550,-0.48750,8.26650,0.02470,0.08660,0.07490,0.03460,0.03590,20.87060,0.4218,0.1196
2011-09-30,123.02000,30.87400,92.14600,11.67100,-2.19400,46.36200,45.78400,-39.51200,6.27200,,6.27200,,11.09700,3.44400,8.51000,82.51000,45.78400,89.50600,89.51700,0.09000,0.09000,0.51940,1.08060,37.21670,37.21670,5.09840,6.91760,0.03000,0.68400,0.59320,0.27090,0.28110,21.18190,0.9029,-0.1044
2011-06-30,124.64300,30.94400,93.69900,15.17700,-2.25500,48.65100,45.04800,-30.42000,14.62800,,14.62800,,17.31600,1.62100,12.86100,79.79800,45.04800,89.07400,89.11800,0.14000,0.14000,0.50790,1.03220,36.14160,36.14160,11.73590,10.31830,0.03100,1.05990,0.91600,0.43070,0.44640,21.30860,0.5596,0.2939
2011-03-31,124.32800,33.34100,90.98700,16.95300,0.32100,51.13100,39.85600,-30.12000,9.73600,,9.73600,,7.01100,1.11900,2.18500,78.10300,39.85600,83.09900,84.79400,0.02000,0.02000,0.49900,0.99590,32.05710,32.05710,7.83090,1.75740,0.03120,0.42350,0.36650,0.17570,0.18200,21.55890,0.58150,0.42660
