Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.48200,0.16700,0.31500,0.45100,1.41100,1.86200,-1.54700,0.03400,-1.51300,-1.51300,-1.51300,-1.51300,-1.50500,-1.54700,0.72940,0.72940,-2.07000,-2.07000,6.32480,0.04450,0.06110,65.35270,-320.95440,-320.95440,-313.90040,-313.90040,0.10830,0.18980,2.25230,39.95850,-41.44050,-41.44070,-34.00760,-39.59700,3.60410,0.0386,0.0621
2024-06-30,0.45900,0.21000,0.24900,0.46700,1.38400,1.85100,-1.60200,0.01800,-1.58400,-1.58400,-1.58400,-1.58400,-1.56600,-1.60200,0.51450,0.51450,-3.08000,-3.08000,4.67540,0.04950,0.06450,54.24840,-349.01960,-349.01960,-345.09800,-345.09810,0.11370,0.23360,1.88890,47.64710,-50.86680,-50.86710,-39.23710,-48.35170,6.04260,-3.085,-3.1608
2024-03-31,0.41500,0.28000,0.13500,0.37000,1.60800,1.97800,-1.84300,0.01100,-1.83200,-1.83200,-1.83200,-1.83200,-1.80600,-1.84300,0.51450,0.51450,-3.60000,-3.60000,6.91330,0.03090,0.03930,32.53010,-444.09640,-444.09640,-441.44580,-441.44580,0.07580,0.32040,2.57760,34.91570,-39.73960,-39.73970,-33.47950,-38.51170,8.96020,-3.55490,-3.55880
2023-12-31,0.29500,0.16600,0.12900,0.08100,1.78400,1.86500,-1.73600,0.00300,-1.73300,-1.73300,-1.73300,-1.73300,-1.70500,-1.73600,0.06700,0.06700,143.51000,143.51000,8.48980,0.02400,0.02980,43.72880,-588.47470,-588.47470,-587.45790,-587.45770,0.04040,0.20880,3.10530,28.98310,-27.28700,-27.28710,-23.76250,-26.63290,12.35600,46.4483,47.4997
2023-09-30,0.36000,0.18400,0.17600,0.37900,1.74800,2.12700,-1.95100,0.00400,-1.94700,-1.94700,-1.94700,-1.94700,-1.91600,-1.95100,0.03480,0.03480,-55.93000,-55.93000,3.20700,0.01570,0.01920,48.88890,-541.94450,-541.94450,-540.83330,-540.83330,0.09310,0.26170,4.33740,20.75000,-70.64560,-70.64590,-50.33610,-69.53570,100.90040,-1.788,-4.1825
2023-06-30,0.30500,0.16300,0.14200,0.38100,1.76100,2.14200,-2.00000,0.00700,-1.99300,-1.99300,-1.99300,-1.99300,-1.96700,-2.00000,0.02380,0.02380,-83.58000,-83.58000,3.49950,,,46.55740,-655.73770,-655.73770,-653.44260,-653.44260,0.07900,0.21310,6.93180,12.98360,-70.49850,-70.49880,-51.59200,-70.49880,114.49920,-39.7494,-40.5718
2023-03-31,0.23300,0.14100,0.09200,0.38700,1.75000,2.13700,-2.04500,0.00800,-2.03700,-2.03700,-2.03700,-2.03700,-2.00900,-2.04500,0.01710,0.01710,-119.10000,-119.10000,3.99510,,,39.48500,-877.68230,-877.68230,-874.24890,-874.24890,0.05020,0.17300,5.06520,17.76820,-58.24990,-58.24990,-43.85360,-58.24990,199.24440,-117.83630,-117.89470
2022-12-31,0.29700,0.18100,0.11600,0.46000,1.80600,2.26600,-2.15000,0.00200,-2.14800,-2.14800,-2.14800,-2.14800,-2.11500,-2.15000,0.00650,0.00650,2.99330,2.99330,4.62160,,,39.05720,-723.90590,-723.90590,-723.23240,-723.23210,0.04380,0.21220,2.62830,34.24240,-40.68950,-40.68950,-31.67210,-40.68950,787.91040,-74.064,-68.192
2022-09-30,0.25000,0.12800,0.12200,0.45200,2.28900,2.74100,-2.61900,-0.02700,-2.64600,-2.64600,-2.64600,-2.64600,-2.58400,-2.61900,0.00510,0.00510,-519.80790,-519.80790,2.81870,,,48.80000,-1047.60000,-1047.60000,-1058.40000,-1058.40000,0.05030,0.13450,2.80900,32.04000,-86.55550,-86.55550,-53.23940,-86.55540,600.97720,-430.4836,-433.8239
2022-06-30,0.27700,0.14100,0.13600,0.43100,2.27700,2.70800,-2.57200,0.00300,-2.56900,-2.56900,-2.56900,-2.56900,-2.52500,-2.57200,0.00510,0.00510,-505.40210,-505.40210,5.30140,,,49.09750,-928.51980,-928.51980,-927.43680,-927.43680,0.03840,0.14450,3.29760,27.29240,-46.17180,-46.17180,-35.59160,-46.17180,1093.83000,-415.9775,-431.684
