Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,3.71660,1.46290,-5.17960,0.67390,-4.50570,-4.50570,-4.50570,-4.50570,-5.26170,-5.17960,10.76300,10.76300,-0.42000,-0.42000,8.30890,,,-16.93980,-16.93980,-14.87360,-16.93980,2.46620,-0.5183,-0.5186
2024-06-30,3.88870,1.51970,-5.40850,0.44900,-4.95950,-4.95950,-4.95950,-4.95950,-5.46330,-5.40850,10.75900,10.75900,-0.46000,-0.46000,7.67080,,,-16.03390,-16.03390,-13.93630,-16.03390,2.87490,-0.4821,-0.4825
2024-03-31,4.25080,1.48120,-5.73200,0.29120,-5.44080,-5.44080,-5.44080,-5.44080,-5.76200,-5.73200,10.74300,10.74300,-0.51000,-0.51000,9.98390,,,-15.21260,-15.21260,-13.69300,-15.21260,3.32420,-0.28560,-0.28580
2023-12-31,3.57330,1.30410,-4.87740,0.69150,-4.18590,-4.18590,-4.18590,-4.18590,-4.93110,-4.87740,10.84200,10.84200,-0.38000,-0.38000,16.18310,,,-10.23250,-10.23250,-9.59030,-10.23250,3.81570,-0.3136,-0.3141
2023-09-30,2.20990,1.31370,-3.52360,0.36220,-3.16150,-3.16150,-3.16150,-3.16150,-3.54870,-3.52360,10.85700,10.85700,-0.29000,-0.29000,21.04720,,,-6.96180,-6.96180,-6.61790,-6.96180,4.17810,-0.3327,-0.3332
2023-06-30,3.55820,1.63210,-5.19030,0.44390,-4.74640,-4.74640,-4.74640,-4.74640,-5.21330,-5.19030,10.85700,10.85700,-0.44000,-0.44000,16.92380,,,-9.83520,-9.83520,-9.22960,-9.83520,4.44010,-0.3308,-0.3308
2023-03-31,2.55290,1.73330,-4.28630,0.41850,-3.86780,-3.86780,-3.86780,-3.86780,-4.34290,-4.28630,10.85700,10.85700,-0.36000,-0.36000,19.75080,,,-7.35660,-7.35660,-6.96780,-7.35660,4.84250,-0.34610,-0.34690
2022-12-31,2.25160,1.57470,-3.82630,0.44520,-3.38110,-3.38110,-3.38110,-3.38110,-3.82890,-3.82630,10.85100,10.85100,-0.31000,-0.31000,20.98520,,,-6.03360,-6.03360,-5.74660,-6.03360,5.16150,-0.2449,-0.2456
2022-09-30,0.70230,1.44300,-2.14530,-0.11940,-2.26470,-2.26470,-2.26470,-2.26470,-2.12260,-2.14530,10.83900,10.83900,-0.21000,-0.21000,19.75780,,,-3.83680,-3.83680,-3.64310,-3.83680,5.43660,-0.3722,-0.3728
2022-06-30,2.98880,1.40600,-4.39480,-0.09760,-4.49240,-4.49240,-4.49240,-4.49240,-4.37630,-4.39480,10.83100,10.83100,-0.41000,-0.41000,12.37920,,,-7.35550,-7.35550,-6.76770,-7.35550,5.63900,-0.2535,-0.2548
2022-03-31,2.66020,1.40620,-4.06640,-0.05540,-4.12180,-4.12180,-4.12180,-4.12180,-4.01300,-4.06640,10.87600,10.87600,-0.38000,-0.38000,22.01250,,,-6.31060,-6.31060,-6.02580,-6.31060,6.03040,-0.30600,-0.30600
2021-12-31,2.16230,1.34900,-3.51120,-0.02900,-3.54030,-3.54030,-3.54030,-3.54030,-3.36870,-3.51120,10.90490,10.90490,-0.32000,-0.32000,31.26020,,,-4.94650,-4.94650,-4.78740,-4.94650,6.45430,-0.2067,-0.2067
2021-09-30,2.96440,1.18450,-4.14890,0.09490,-4.05400,-4.05400,-4.05400,-4.05400,-4.14700,-4.14890,11.18600,11.18600,-0.36000,-0.36000,42.75130,,,-5.35330,-5.35330,-5.22380,-5.35330,6.76930,-0.4185,-0.4188
2021-06-30,1.16490,1.31420,-2.47910,0.16260,-2.31650,-2.31650,-2.31650,-2.31650,-2.47750,-2.47910,11.18200,11.18200,-0.21000,-0.21000,30.55350,,,-2.90970,-2.90970,-2.81020,-2.90970,7.11850,-0.1333,-0.1344
2021-03-31,1.27900,1.17330,-2.45230,,-2.45230,-2.45230,-2.45230,-2.45230,-2.45100,-2.45230,10.07500,10.07500,-0.24000,-0.24000,124.12400,0.00130,0.00130,-3.00040,-3.00040,-2.97230,-2.99640,7.30990,-0.21280,-0.21280
2020-12-31,1.34830,1.54770,-2.89600,,-2.89600,-2.89600,-2.89600,-2.89600,-2.89490,-2.89600,4.30500,4.30500,-0.55000,-0.55000,36.63860,0.00550,0.00550,-14.70140,-14.70140,-14.22420,-14.62090,3.16650,-0.6561,-0.6581
2020-09-30,0.60080,1.10070,-1.70150,,-1.70150,-1.70150,-1.70150,-1.70150,-1.70040,-1.70150,6.21800,6.21800,-0.27000,-0.27000,27.59210,0.00500,0.00500,-7.88830,-7.88830,-7.56450,-7.84880,3.46890,-0.2176,-0.2165
2020-06-30,0.15700,0.67640,-0.83340,,-0.83340,-0.83340,-0.83340,-0.83340,-0.83280,-0.83340,2.71900,2.71900,-0.31000,-0.31000,11.24350,0.00460,0.00910,-3.58800,-3.58800,-3.25390,-3.57130,3.73560,-0.0912,-0.0941
2020-03-31,0.13710,0.34020,-0.47730,,-0.47730,-0.47730,-0.47730,-0.47730,-0.47670,-0.47730,2.02100,2.02100,-0.24000,-0.24000,,,,,,,,,-0.34790,-0.34790
2019-12-31,,,,,,,,,,,,,,0.00000,,,,,,,,,0.7174,0.7203
2019-09-30,0.22840,0.44130,-0.66970,,-0.66970,-0.66970,-0.66970,-0.66970,-0.66920,-0.66970,1.97800,1.97800,-0.34000,-0.34000,,,,,,,,,-0.278,-0.2809
2019-06-30,0.36130,0.26810,-0.62940,,-0.62940,-0.62940,-0.62940,-0.62940,-0.62940,-0.62940,1.97800,1.97800,-0.32000,-0.32000,,,,,,,,,-0.4394,-0.4394
