Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1085.00000,448.70000,636.30000,305.70000,479.80010,156.49990,-59.50000,96.80000,24.90000,71.90000,71.90000,0.00000,68.00000,290.09990,156.49990,194.60000,197.00000,0.35000,0.35000,1.67700,0.54300,1.20370,58.64520,14.42400,14.42400,8.92170,6.26730,0.09820,1.35900,66.22670,1.66390,-1.70370,0.65050,0.76040,22.17140,1.1476,0.8085
2024-06-30,1040.80000,406.70000,634.10000,310.80000,451.79990,182.30010,-61.70000,120.70000,31.00000,89.70000,89.70000,0.00000,85.00000,315.20010,182.30010,194.20000,195.20000,0.44000,0.44000,1.65890,0.54980,1.23690,60.92430,17.51540,17.51540,11.59690,8.16680,0.09440,1.33680,67.32710,2.11700,-2.07840,0.81360,0.95310,21.80750,1.5124,1.1624
2024-03-31,1021.20000,406.30000,614.90000,305.60000,457.80000,157.10000,-74.30000,83.00000,13.00000,70.00000,70.00000,,65.10000,291.10000,157.10000,194.10000,195.30000,0.34000,0.33000,1.65260,0.55700,1.27610,60.21350,15.38390,15.38390,8.12770,6.37490,0.09260,1.31840,68.26670,1.67580,-1.57540,0.63490,0.74230,21.50980,0.27650,-0.04300
2023-12-31,954.20000,380.70000,573.50000,303.70000,512.30050,61.19950,-67.20000,-5.80000,-15.40000,9.60000,9.50000,0.10000,6.10000,194.49960,61.19950,193.40000,193.40000,0.03000,0.03000,1.47110,0.56120,1.30080,60.10270,6.41370,6.41370,-0.60780,0.63930,0.08590,1.31980,68.19330,0.23140,-0.20720,0.08550,0.10150,21.18420,1.0434,0.5393
2023-09-30,968.70000,368.80000,599.90000,290.80000,836.10000,-236.19990,-55.30000,-291.70000,22.20000,-313.90000,-313.90000,-0.50000,-318.80000,309.10010,-236.19990,193.40000,193.40000,-1.65000,-1.65000,1.53870,0.56110,1.30620,61.92840,-24.38320,-24.38320,-30.11250,-32.91010,0.08730,1.39480,64.52460,-7.63770,6.83680,-2.82900,-3.35230,21.21790,0.7849,0.4227
2023-06-30,968.00000,387.00000,581.00000,292.50000,422.60000,158.40000,-81.70000,76.60000,19.30000,57.30000,57.30000,-0.20000,53.90000,288.50000,158.40000,193.20000,194.00000,0.28000,0.28000,1.51440,0.54550,1.22570,60.02070,16.36360,16.36360,7.91320,5.56820,0.08330,1.43880,62.55370,1.28420,-1.20750,0.49280,0.58370,23.08330,1.1096,0.7124
2023-03-31,940.30000,380.80000,559.50000,284.60000,414.30000,145.20000,-69.70000,75.60000,18.60000,57.00000,57.00000,-0.10000,52.60000,274.90000,145.20000,193.00000,193.90000,0.27000,0.27000,1.57230,0.55740,1.28580,59.50230,15.44190,15.44190,8.04000,5.59400,0.08130,1.44090,62.46300,1.31590,-1.16920,0.49290,0.58240,22.41980,0.39920,0.05620
2022-12-31,902.09990,419.99990,482.10000,212.60000,342.60000,139.50000,-72.20000,67.00000,34.70000,32.30000,32.20000,15.10000,43.20000,269.50000,139.49990,192.50000,193.10000,0.22000,0.23000,1.60150,0.56550,1.32810,53.44200,15.46390,15.46390,7.42710,4.78880,0.07730,1.49800,60.07980,0.75420,-0.64950,0.27600,0.32770,22.15570,1.1488,0.6009
2022-09-30,938.20000,338.20000,600.00000,301.00000,430.60000,169.40000,-58.70000,110.80000,30.60000,80.20000,80.30000,2.40000,79.20000,299.00000,169.40000,192.60000,193.20000,0.41000,0.41000,1.72920,0.58180,1.41890,63.95230,18.05590,18.05590,11.80990,8.44170,0.07950,1.47790,60.89530,1.93320,-1.58650,0.68030,0.80840,21.55530,0.9869,0.6187
2022-06-30,948.30000,328.90000,619.40000,306.30000,436.90000,182.50000,-54.00000,128.50000,29.20000,99.30000,99.30000,0.30000,95.60000,313.10000,182.50000,192.50000,193.10000,0.50000,0.49000,1.63070,0.58380,1.43030,65.31690,19.24500,19.24500,13.55060,10.08120,0.07990,1.49030,60.38910,2.39920,-1.88660,0.83620,0.99860,21.50080,-0.6546,-0.9795
