Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,2.06700,-2.06700,,0.38300,,0.39100,-2.45800,0.18200,-2.27600,,-2.27600,-2.27600,,-2.27600,-2.44000,-2.45800,81.59700,81.59700,-0.03000,-0.03000,10.47770,,,,,,,,,,,-9.48570,-9.48570,-9.13360,-9.48570,0.29390,-0.0217,-0.0217
2024-06-30,,0.48700,-0.48700,,0.65600,,0.66200,-1.14900,0.38700,-0.76200,,-0.76200,-0.76200,,-0.76200,-1.13100,-1.14900,81.11300,81.11300,-0.01000,-0.01000,27.44030,,,,,,,,,,,-2.91900,-2.91900,-2.86350,-2.91900,0.32050,-0.007,-0.0076
2024-03-31,,0.35400,-0.35400,,0.47200,,0.47900,-0.83300,0.10300,-0.73000,,-0.73000,-0.73000,,-0.73000,-0.81700,-0.83300,79.62400,79.62400,-0.01000,-0.01000,36.04860,,,,,,,,,,,-2.88620,-2.88620,-2.83990,-2.88620,0.31760,-0.01240,-0.01240
2023-12-31,,0.63000,-0.63000,,0.63900,,0.64500,-1.27500,0.23300,-1.04200,,-1.04200,-1.04200,,-1.04200,-1.25800,-1.27500,68.74300,68.74300,0.00000,0.00000,15.72940,,,,,,,,,,,-4.01540,-4.01540,-3.89430,-4.01540,0.32610,-0.0079,-0.0079
2023-09-30,,0.91800,-0.91800,,0.28200,,0.28900,-1.20700,-0.08500,-1.29200,,-1.29200,-1.29200,,-1.29200,-1.19000,-1.20700,67.75200,67.75200,-0.02000,-0.02000,16.14370,,,,,,,,,,,-5.98180,-5.98180,-5.84320,-5.98180,0.31230,-0.0124,-0.0124
2023-06-30,,0.55500,-0.55500,,0.31500,,0.32100,-0.87600,-0.16400,-1.04000,,-1.04000,-1.04000,,-1.04000,-0.86000,-0.87600,64.80700,64.80700,-0.02000,-0.02000,14.56200,,,,,,,,,,,-5.10650,-5.10660,-4.99160,-5.10660,0.31400,-0.0166,-0.0166
2023-03-31,,0.27500,-0.27500,,0.47600,,0.48200,-0.75700,0.37700,-0.38000,,-0.38000,-0.38000,,-0.38000,-0.74100,-0.75700,64.80100,64.80100,-0.01000,-0.01000,23.03760,,,,,,,,,,,-1.78130,-1.78130,-1.75350,-1.78130,0.32920,-0.01060,-0.01060
2022-12-31,,0.45100,-0.45100,,0.26100,,0.26700,-0.71800,0.05200,-0.66600,,-0.66600,-0.66600,,-0.66600,-0.70200,-0.71800,64.26300,64.26300,,0.00000,19.97720,,,,,,,,,,,-3.07680,-3.07680,-3.02260,-3.07680,0.33400,-0.015,-0.0144
2022-09-30,,0.65500,-0.65500,,0.43500,,0.44200,-1.09700,0.04000,-1.05700,,-1.05700,-1.05700,,-1.05700,-1.08000,-1.09700,64.76900,64.76900,-0.02000,-0.02000,10.06900,,,,,,,,,,,-4.75380,-4.75380,-4.60110,-4.75380,0.34330,-0.0105,-0.0162
2022-06-30,,0.95100,-0.95100,,0.27700,,0.28500,-1.23600,-0.45500,-1.69100,,-1.69100,-1.69100,,-1.69100,-1.21800,-1.23600,64.76900,64.76900,-0.03000,-0.03000,13.60340,,,,,,,,,,,-7.33720,-7.33720,-7.12960,-7.33720,0.35580,-0.0101,-0.0101
2022-03-31,,0.22600,-0.22600,,0.38700,,0.39500,-0.62100,0.10700,-0.51400,,-0.51400,-0.51400,,-0.51400,-0.60300,-0.62100,62.72800,62.72800,-0.01000,-0.01000,32.54310,,,,,,,,,,,-2.07900,-2.07900,-2.04450,-2.07900,0.38180,-0.00950,-0.00970
