Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.03200,,0.03200,5.61000,10.64900,,-16.22700,-6.03500,-22.26200,-0.04400,-22.21800,-22.21800,3.81600,-18.40200,-15.17900,-16.22700,36.52860,36.52860,-5.04000,-5.04000,0.05020,,-0.36190,100.00000,-50709.38000,-50709.38000,-69568.74000,-57506.25000,0.00220,0.03690,2441.25000,20.83670,19.71410,-153.17480,20.83670,-28.99100,2.2785,2.2968
2024-06-30,0.31800,,0.31800,7.70400,8.40000,,-15.78600,22.18400,6.39800,-0.06700,6.46500,6.46500,,6.46500,-15.33600,-15.78600,3.57200,7.42160,1.80000,-0.40000,0.20010,-0.96070,-0.51140,100.00000,-4964.15100,-4964.15100,2011.95000,2033.01900,0.01740,0.38690,232.64150,-7.23790,-6.77720,35.39940,-14.19100,-24.85100,1.1059,1.0806
2024-03-31,0.54200,,0.54200,7.00500,9.05300,,-15.51600,11.37500,-4.14100,0.04800,-4.18900,-4.18900,,-4.18900,-13.47200,-15.51600,2.92970,2.92970,-1.40000,-1.40000,0.27530,-0.76050,-0.45170,100.00000,-2862.73100,-2862.73100,-764.02210,-772.87830,0.02360,0.65940,136.49450,4.18130,3.94230,-18.22100,7.36110,-32.92420,-4.26530,-4.26360
2023-12-31,,,,6.11800,7.22600,,-13.34400,-2.38300,-15.72700,-0.09500,-15.63200,-15.63200,,-15.41300,-12.75200,-13.34400,1.57730,1.57730,0.79000,0.79000,0.30280,-0.75820,-0.45070,,,,,,,,,15.41300,14.54230,-50.07850,27.09890,-36.43000,-28.435,-28.4915
2023-09-30,,,,10.54700,12.77400,,-23.32100,-50.13200,-73.45300,0.00100,-73.45400,-73.45400,,-73.45400,-22.82700,-23.32100,15.02470,15.02470,-48.89000,-48.89000,0.27680,-2.09270,-0.67670,,,,,,,,,61.83730,58.83000,-211.66470,191.24660,-50.73940,17.2208,17.2396
2023-06-30,0.00200,,0.00200,5.98300,8.95300,,-14.93400,-2.86900,-17.80300,0.00400,-17.80700,-17.80700,,-17.80700,-14.38500,-14.93400,1.21430,1.21430,-14.70000,-14.70000,0.89960,16.72540,-1.06360,100.00000,-746699.90000,-746699.90000,-890149.90000,-890349.90000,0.00000,0.00240,36855.00000,14.73100,14.02650,-35.84850,-231.65090,-90.06850,-8.5066,-8.5218
2023-03-31,0.00200,,0.00200,7.19000,8.35600,,-15.54400,-1.89700,-17.44100,,-17.44100,-17.44100,,-17.44100,-15.02300,-15.54400,1.09710,1.09710,-15.90000,-15.90000,1.48180,5.52830,-1.22080,100.00000,-777199.90000,-777199.90000,-872050.00000,-872050.00000,0.00000,0.00240,37260.00000,16.61080,15.70270,-32.75740,-75.21890,-88.53870,-11.02730,-11.03270
2022-12-31,0.01400,,0.01400,5.76700,8.02300,,-13.77600,0.56600,-13.21000,0.25900,-13.46900,-13.46900,-0.25300,-13.72200,-13.25100,-13.77600,0.76350,0.76350,-16.90000,-16.90000,1.63550,5.00750,-1.24950,100.00000,-98399.94000,-98399.95000,-94357.12000,-98014.27000,0.00030,0.01690,5322.85500,13.16790,12.43000,-25.16400,-52.77000,-114.56880,-12.9626,-13.037
2022-09-30,0.08000,,0.08000,5.82000,8.14700,,-13.88700,-0.82900,-14.71600,0.15800,-14.87400,-14.87400,9.76000,-5.11400,-13.32700,-13.88700,0.74780,0.74780,-6.80000,-6.80000,1.69250,4.24790,-1.30790,100.00000,-17358.75000,-17358.75000,-18395.00000,-6392.50000,0.00130,0.09660,931.50010,15.26430,14.36890,-23.75510,-49.57670,-128.82670,-12.2976,-12.5066
2022-06-30,0.10400,,0.10400,5.90400,8.41000,,-14.21000,7.37600,-6.83400,-0.83700,-5.99700,-5.99700,0.48400,-5.51300,-13.63400,-14.21000,0.73750,0.73750,-7.50000,-7.50000,1.48200,4.10220,-1.32240,100.00000,-13663.46000,-13663.46000,-6571.15400,-5300.96100,0.00130,0.12730,707.01920,6.24000,5.86920,-7.77810,-19.35770,-128.97360,-26.4208,-26.708
2022-03-31,0.10700,,0.10700,6.55800,13.45700,,-19.90800,5.41800,-14.49000,,-14.49000,-14.49000,0.68200,-13.80800,-19.24300,-19.90800,0.73280,0.73280,-18.80000,-18.80000,1.60560,3.77740,-1.36000,100.00000,-18605.61000,-18605.61000,-13542.05000,-12904.67000,0.00120,,,15.54970,14.59850,-16.70550,-43.18800,-126.47390,-32.68970,-33.15640
2021-12-31,0.43500,,0.43500,8.48500,12.10900,,-20.15900,-62.74700,-82.90600,-0.11900,-82.78700,-82.78700,-10.08700,-92.87400,-19.42100,-20.15900,0.66430,0.66430,-140.00000,-140.00000,1.60330,3.05180,-1.48750,100.00000,-4634.25300,-4634.25300,-19058.85000,-21350.35000,0.00400,0.66620,135.10340,97.42400,90.92680,-76.06370,-199.89140,-116.80550,80.2765,81.2195
2021-09-30,0.18200,,0.18200,12.22600,18.51700,,-30.56100,-6.31300,-36.87400,,-36.87400,-36.87400,-6.87000,-43.74400,-34.00800,-30.56100,0.38340,0.38340,-115.00000,-115.00000,0.90020,-7.98210,-0.88930,100.00000,-16791.76000,-16791.76000,-20260.44000,-24035.17000,0.00190,0.09490,947.96700,20.83680,20.83680,-37.74940,187.15860,-370.01120,-3.0047,-1.8998
2021-06-30,0.46300,,0.46300,13.40100,22.71500,,-35.65300,-5.74700,-41.40000,,-41.40000,-41.40000,-37.13100,-78.53100,-30.76600,-35.65300,0.25580,0.25580,-307.50000,-307.50000,1.33500,8.28570,-1.13870,100.00000,-7700.43200,-7700.43200,-8941.68500,-16961.34000,0.00390,0.09170,981.05830,29.65430,29.65430,-34.51550,-216.05240,-445.47720,-118.2303,-119.7172
2021-03-31,0.16700,,0.16700,11.67300,19.95800,,-31.46400,14.00300,-17.46100,,-17.46100,-17.46100,-14.80300,-32.26400,-30.63300,-31.46400,0.23000,0.23000,-140.00000,-140.00000,1.26370,4.44440,-1.29430,100.00000,-18840.72000,-18840.72000,-10455.69000,-19319.76000,0.00130,0.01260,7117.00600,13.91240,12.90190,-13.58020,-47.91980,-519.99910,-211.16980,-213.01790
