Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,38.89300,7.90400,-46.79700,2.93300,-43.86400,0.00000,-43.86400,-43.86400,-43.86400,-46.03700,-46.79700,15.46800,15.46800,-2.84000,-2.84000,4.70450,,,,,,,,,,,-24.57820,-24.57820,-19.70870,-24.57820,12.32860,-1.6102,-1.6193
2024-06-30,0.10000,0.10000,67.63200,93.36600,-160.89800,2018.91100,1858.01300,0.00200,1858.01100,1858.01100,1858.01100,-160.42200,-160.89800,14.61900,14.80700,127.10000,125.48000,6.19830,,,100.00000,-160898.00000,-160898.00000,1858013.00000,1858011.00000,0.00040,0.07210,1248.30000,846.99130,846.99130,718.99440,846.99130,15.15390,-8.1318,-8.2895
2024-03-31,,,40.43200,8.78200,-49.21400,-0.05900,-49.27300,,-49.27300,-49.27300,-49.27300,-48.85400,-49.21400,,,,0.00000,0.36910,,,,,,,,,,,457.50230,457.50230,-174.59070,457.50230,,0.00000,
2023-12-31,1.48500,1.48500,23.76300,3.76200,-26.04000,11.15800,-14.88200,-0.00400,-14.87800,-16.51200,-16.51200,-25.74200,-26.04000,,,,0.00000,5.24500,0.82630,4.75760,100.00000,-1753.53500,-1753.53500,-1002.15400,-1111.92000,0.00480,1.90870,47.15150,-37.95600,-37.95600,-5.36290,-6.59240,0.91840,11.5786,11.6762
2023-09-30,0.11900,0.11900,38.05700,7.88900,-45.82700,-5.96000,-51.78700,0.00200,-51.78900,-51.78900,-51.78900,-45.52300,-45.82700,11.78800,11.78800,-4.39000,-4.39000,,,,100.00000,-38510.08000,-38510.08000,-43518.48000,-43520.17000,,,,,,,,,-4.041,-4.1074
2023-06-30,0.03000,0.03000,34.10600,7.26300,-41.33900,-5.70800,-47.04700,0.00500,-47.05200,-47.05200,-47.05200,-41.04500,-41.33900,10.91100,10.91100,-4.31000,-4.31000,,,,100.00000,-137796.70000,-137796.70000,-156823.30000,-156840.00000,,,,,,,,,-7.5376,-7.5688
2023-03-31,,,34.20700,5.33400,-39.54100,-0.07000,-39.61100,,-39.61100,-39.61100,-39.61100,-39.24600,-39.54100,,,,0.00000,,,,,,,,,,,,,,,,,0.00000,
2022-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
