Date,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.25790,-0.25790,3.82020,3.56240,3.56240,3.56240,3.56240,-0.25790,-0.25790,7.91250,7.91250,0.10000,0.10000,26.56840,,-51.74030,-51.73980,1.20420,-51.74030,-0.87010,-0.0104,-0.0104
2024-06-30,0.29820,-0.29820,2.26090,1.96270,1.96270,1.96270,1.96270,-0.29820,-0.29820,7.26600,7.63060,0.08000,0.08000,27.96960,,-29.61620,-29.61630,0.67150,-29.61620,-0.83760,-0.1391,-0.1391
2024-03-31,0.02410,-0.02410,,-0.02410,-0.02410,-0.02410,-0.02410,-0.02410,-0.02410,,6.25000,,0.00000,,-11.56220,133.47370,133.47370,-10.51280,133.47370,-0.00250,0.00000,0.00000
2023-12-31,,,,,,,,,,,,,0.00000,,,,,,,,0,0
